Line#,Date,"Wind Direction (S-WDA 21198259:21167037-1), *, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21181033-3), *, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21206909-3), *, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21398709-3), *, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21398712-3), *, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21401801:21206911-3), *, RX3000_BRW4_SSMH","Wind Direction (RXW-WCF 21401801:21206912-3), *, RX3000_BRW4_SSMH","Wind Direction (RXW-WCF 21401801:21206911-3), *, RX3000_BRW4","Wind Direction (RXW-WCF 21401801:21206912-3), *, RX3000_BRW4","Wind Direction (S-WDA 21401801:21350820-1), *, RX3000_BRW4","Wind Direction (S-WDA 21198259:21167037-1), *, RX3000_BRW1","Wind Direction (RXW-WCF 21198259:21181033-3), *, RX3000_BRW1","Wind Direction (RXW-WCF 21198259:21206909-3), *, RX3000_BRW1","Wind Direction (RXW-WCF 21198259:21398709-3), *, RX3000_BRW1","Wind Direction (RXW-WCF 21198259:21398712-3), *, RX3000_BRW1","Wind Direction (RXW-WCF 21198259:21398715-3), *, RX3000_BRW1","Wind Direction (S-WDA 21401803:21350855-1), *, RX3000_BRW6_BEO","Wind Direction (S-WDA 21401803:21350855-1), *, RX3000_BRW6"
14886,11/21/22 13:10:00,,,,,,,,307,49,272,,,,,,,,
14887,11/21/22 13:30:00,,,,,,,,,,,216,93,98,188,310,,,153
14888,11/21/22 13:40:00,,,,,,,,307,22,275,,,,,,,,
14889,11/21/22 14:00:00,,,,,,,,,,,216,88,100,171,307,,,152
14890,11/21/22 14:10:00,,,,,,,,312,331,282,,,,,,,,
14891,11/21/22 14:30:00,,,,,,,,,,,213,86,105,156,302,,,152
14892,11/21/22 14:40:00,,,,,,,,313,277,279,,,,,,,,
14893,11/21/22 15:00:00,,,,,,,,,,,213,86,105,149,302,,,149
14894,11/21/22 15:10:00,,,,,,,,314,275,281,,,,,,,,
14895,11/21/22 15:30:00,,,,,,,,,,,215,86,102,153,303,,,147
14896,11/21/22 15:40:00,,,,,,,,316,256,284,,,,,,,,
14897,11/21/22 16:00:00,,,,,,,,,,,213,83,107,136,302,,,147
14898,11/21/22 16:10:00,,,,,,,,314,292,281,,,,,,,,
14899,11/21/22 16:30:00,,,,,,,,,,,212,80,108,133,300,,,147
14900,11/21/22 16:40:00,,,,,,,,309,256,284,,,,,,,,
14901,11/21/22 17:00:00,,,,,,,,,,,212,74,108,133,296,,,145
14902,11/21/22 17:10:00,,,,,,,,310,243,285,,,,,,,,
14903,11/21/22 17:30:00,,,,,,,,,,,209,67,111,131,295,,,143
14904,11/21/22 17:40:00,,,,,,,,300,237,291,,,,,,,,
14905,11/21/22 18:00:00,,,,,,,,,,,211,59,111,128,291,,,140
14906,11/21/22 18:10:00,,,,,,,,284,250,288,,,,,,,,
14907,11/21/22 18:30:00,,,,,,,,,,,211,72,110,129,293,,,140
14908,11/21/22 18:40:00,,,,,,,,306,261,291,,,,,,,,
14909,11/21/22 19:00:00,,,,,,,,,,,209,46,111,128,284,,,140
14910,11/21/22 19:10:00,,,,,,,,307,258,289,,,,,,,,
14911,11/21/22 19:30:00,,,,,,,,,,,211,70,110,132,298,,,140
14912,11/21/22 19:40:00,,,,,,,,302,258,286,,,,,,,,
14913,11/21/22 20:00:00,,,,,,,,,,,211,66,111,128,289,,,140
14914,11/21/22 20:10:00,,,,,,,,298,248,292,,,,,,,,
14915,11/21/22 20:30:00,,,,,,,,,,,209,49,111,129,285,,,140
14916,11/21/22 20:40:00,,,,,,,,300,263,291,,,,,,,,
14917,11/21/22 21:00:00,,,,,,,,,,,211,37,112,126,281,,,138
14918,11/21/22 21:10:00,,,,,,,,302,258,281,,,,,,,,
14919,11/21/22 21:30:00,,,,,,,,,,,211,6,111,124,281,,,136
14920,11/21/22 21:40:00,,,,,,,,303,258,285,,,,,,,,
14921,11/21/22 22:00:00,,,,,,,,,,,211,352,111,125,278,,,135
14922,11/21/22 22:10:00,,,,,,,,299,250,277,,,,,,,,
14923,11/21/22 22:30:00,,,,,,,,,,,211,337,112,122,275,,,135
14924,11/21/22 22:40:00,,,,,,,,298,251,265,,,,,,,,
14925,11/21/22 23:00:00,,,,,,,,,,,213,338,111,125,275,,,138
14926,11/21/22 23:10:00,,,,,,,,305,243,281,,,,,,,,
14927,11/21/22 23:30:00,,,,,,,,,,,213,329,111,121,272,,,135
14928,11/21/22 23:40:00,,,,,,,,300,236,251,,,,,,,,
14929,11/22/22 00:00:00,,,,,,,,,,,216,312,111,124,271,,,133
14930,11/22/22 00:10:00,,,,,,,,296,227,271,,,,,,,,
14931,11/22/22 00:30:00,,,,,,,,,,,218,302,110,126,267,,,131
14932,11/22/22 00:40:00,,,,,,,,302,220,256,,,,,,,,
14933,11/22/22 01:00:00,,,,,,,,,,,225,299,110,128,265,,,132
14934,11/22/22 01:10:00,,,,,,,,,219,256,,,,,,,,
14935,11/22/22 01:30:00,,,,,,,,,,,218,306,110,125,265,,,132
14936,11/22/22 01:40:00,,,,,,,,,223,247,,,,,,,,
14937,11/22/22 02:00:00,,,,,,,,,,,213,307,110,125,267,,,131
14938,11/22/22 02:10:00,,,,,,,,,215,261,,,,,,,,
14939,11/22/22 02:30:00,,,,,,,,,,,226,302,110,128,264,,,126
14940,11/22/22 02:40:00,,,,,,,,,219,260,,,,,,,,
14941,11/22/22 03:00:00,,,,,,,,,,,230,298,110,125,261,,,132
14942,11/22/22 03:10:00,,,,,,,,,223,251,,,,,,,,
14943,11/22/22 03:30:00,,,,,,,,,,,215,309,110,124,268,,,136
14944,11/22/22 03:40:00,,,,,,,,,223,253,,,,,,,,
14945,11/22/22 04:00:00,,,,,,,,,,,215,320,110,124,270,,,135
14946,11/22/22 04:10:00,,,,,,,,,230,263,,,,,,,,
14947,11/22/22 04:30:00,,,,,,,,,,,232,296,110,129,261,,,132
14948,11/22/22 04:40:00,,,,,,,,,220,232,,,,,,,,
14949,11/22/22 05:00:00,,,,,,,,,,,248,298,110,129,260,,,131
14950,11/22/22 05:10:00,,,,,,,,,219,226,,,,,,,,
14951,11/22/22 05:30:00,,,,,,,,,,,309,295,108,133,258,,,128
14952,11/22/22 05:40:00,,,,,,,,,222,212,,,,,,,,
14953,11/22/22 06:00:00,,,,,,,,,,,243,300,110,133,263,,,129
14954,11/22/22 06:10:00,,,,,,,,,213,240,,,,,,,,
14955,11/22/22 06:30:00,,,,,,,,,,,223,300,110,128,264,,,129
14956,11/22/22 06:40:00,,,,,,,,,218,248,,,,,,,,
14957,11/22/22 07:00:00,,,,,,,,,,,233,302,110,128,261,,,129
14958,11/22/22 07:10:00,,,,,,,,300,220,254,,,,,,,,
14959,11/22/22 07:30:00,,,,,,,,,,,219,303,111,125,267,,,132
14960,11/22/22 07:40:00,,,,,,,,,222,265,,,,,,,,
14961,11/22/22 08:00:00,,,,,,,,,,,230,302,110,131,263,,,131
14962,11/22/22 08:10:00,,,,,,,,,220,263,,,,,,,,
14963,11/22/22 08:30:00,,,,,,,,,,,230,303,110,129,267,,,131
14964,11/22/22 08:40:00,,,,,,,,,222,258,,,,,,,,
14965,11/22/22 09:00:00,,,,,,,,,,,243,298,110,131,261,,,131
14966,11/22/22 09:10:00,,,,,,,,,219,246,,,,,,,,
14967,11/22/22 09:30:00,,,,,,,,,,,234,299,110,131,261,,,129
14968,11/22/22 09:40:00,,,,,,,,,213,261,,,,,,,,
14969,11/22/22 10:00:00,,,,,,,,,,,227,300,110,131,264,,,133
14970,11/22/22 10:10:00,,,,,,,,,219,248,,,,,,,,
14971,11/22/22 10:30:00,,,,,,,,,,,225,302,110,126,264,,,136
14972,11/22/22 10:40:00,,,,,,,,,222,248,,,,,,,,
14973,11/22/22 11:00:00,,,,,,,,,,,233,298,110,131,263,,,135
14974,11/22/22 11:10:00,,,,,,,,,218,246,,,,,,,,
14975,11/22/22 11:30:00,,,,,,,,,,,298,298,110,135,260,,,132
14976,11/22/22 11:40:00,,,,,,,,,215,229,,,,,,,,
14977,11/22/22 12:00:00,,,,,,,,,,,261,293,108,133,260,,,129
14978,11/22/22 12:10:00,,,,,,,,,213,218,,,,,,,,
14979,11/22/22 12:30:00,,,,,,,,,,,345,293,108,136,254,,,133
14980,11/22/22 12:40:00,,,,,,,,,215,222,,,,,,,,
14981,11/22/22 13:00:00,,,,,,,,,,,237,298,110,133,260,,,132
14982,11/22/22 13:10:00,,,,,,,,,223,237,,,,,,,,
14983,11/22/22 13:30:00,,,,,,,,,,,239,296,110,129,261,,,135
14984,11/22/22 13:40:00,,,,,,,,,216,246,,,,,,,,
14985,11/22/22 14:00:00,,,,,,,,,,,226,296,110,129,263,,,133
14986,11/22/22 14:10:00,,,,,,,,,226,248,,,,,,,,
14987,11/22/22 14:30:00,,,,,,,,,,,229,298,110,132,264,,,133
14988,11/22/22 14:40:00,,,,,,,,,218,239,,,,,,,,
14989,11/22/22 15:00:00,,,,,,,,,,,250,292,108,126,261,,,129
14990,11/22/22 15:10:00,,,,,,,,,216,236,,,,,,,,
14991,11/22/22 15:30:00,,,,,,,,,,,286,295,110,129,258,,,129
14992,11/22/22 15:40:00,,,,,,,,,215,230,,,,,,,,
14993,11/22/22 16:00:00,,,,,,,,,,,219,305,111,128,268,,,132
14994,11/22/22 16:10:00,,,,,,,,,222,263,,,,,,,,
14995,11/22/22 16:30:00,,,,,,,,,,,219,305,111,126,270,,,133
14996,11/22/22 16:40:00,,,,,,,,,233,271,,,,,,,,
14997,11/22/22 17:00:00,,,,,,,,,,,213,306,111,124,270,,,128
14998,11/22/22 17:10:00,,,,,,,,,222,260,,,,,,,,
14999,11/22/22 17:30:00,,,,,,,,,,,240,292,110,132,260,,,125
15000,11/22/22 17:40:00,,,,,,,,,216,237,,,,,,,,
15001,11/22/22 18:00:00,,,,,,,,,,,268,292,110,129,261,,,129
15002,11/22/22 18:10:00,,,,,,,,,211,227,,,,,,,,
15003,11/22/22 18:30:00,,,,,,,,,,,13,277,108,139,248,,,126
15004,11/22/22 18:40:00,,,,,,,,,202,227,,,,,,,,
15005,11/22/22 19:00:00,,,,,,,,,,,11,278,108,142,247,,,125
15006,11/22/22 19:10:00,,,,,,,,,201,230,,,,,,,,
15007,11/22/22 19:30:00,,,,,,,,,,,11,282,108,138,246,,,121
15008,11/22/22 19:40:00,,,,,,,,,205,226,,,,,,,,
15009,11/22/22 20:00:00,,,,,,,,,,,10,284,108,138,244,,,118
15010,11/22/22 20:10:00,,,,,,,,,199,236,,,,,,,,
15011,11/22/22 20:30:00,,,,,,,,,,,13,282,108,139,243,,,118
15012,11/22/22 20:40:00,,,,,,,,,197,213,,,,,,,,
15013,11/22/22 21:00:00,,,,,,,,,,,17,278,107,142,240,,,119
15014,11/22/22 21:10:00,,,,,,,,,198,218,,,,,,,,
15015,11/22/22 21:30:00,,,,,,,,,,,14,281,107,140,240,,,119
15016,11/22/22 21:40:00,,,,,,,,,191,185,,,,,,,,
15017,11/22/22 22:00:00,,,,,,,,,,,20,288,107,138,237,,,118
15018,11/22/22 22:10:00,,,,,,,,,191,198,,,,,,,,
15019,11/22/22 22:30:00,,,,,,,,,,,11,281,108,142,244,,,122
15020,11/22/22 22:40:00,,,,,,,,,202,229,,,,,,,,
15021,11/22/22 23:00:00,,,,,,,,,,,271,291,110,132,261,,,131
15022,11/22/22 23:10:00,,,,,,,,,220,232,,,,,,,,
15023,11/22/22 23:30:00,,,,,,,,,,,218,305,111,128,270,,,135
15024,11/22/22 23:40:00,,,,,,,,,230,264,,,,,,,,
15025,11/23/22 00:00:00,,,,,,,,,,,215,298,111,128,267,,,129
15026,11/23/22 00:10:00,,,,,,,,,209,226,,,,,,,,
15027,11/23/22 00:30:00,,,,,,,,,,,3,278,108,136,254,,,126
15028,11/23/22 00:40:00,,,,,,,,,209,209,,,,,,,,
15029,11/23/22 01:00:00,,,,,,,,,,,0,281,108,138,251,,,122
15030,11/23/22 01:05:00,,,,,,,,,,219,,,,,,,,
15031,11/23/22 01:30:00,,,,,,,,,,,18,279,108,,250,,,121
15032,11/23/22 01:35:00,,,,,,,,,205,225,,,,,,,,
15033,11/23/22 02:00:00,,,,,,,,,,,15,279,108,139,246,,,119
15034,11/23/22 02:05:00,,,,,,,,,198,215,,,,,,,,
15035,11/23/22 02:30:00,,,,,,,,,,,18,282,107,142,241,,,117
15036,11/23/22 02:35:00,,,,,,,,,195,237,,,,,,,,
15037,11/23/22 03:00:00,,,,,,,,,,,18,279,108,145,246,,,117
15038,11/23/22 03:05:00,,,,,,,,,199,220,,,,,,,,
15039,11/23/22 03:30:00,,,,,,,,,,,14,285,108,139,247,,,121
15040,11/23/22 03:35:00,,,,,,,,,206,226,,,,,,,,
15041,11/23/22 04:00:00,,,,,,,,,,,21,285,108,140,243,,,119
15042,11/23/22 04:05:00,,,,,,,,,195,216,,,,,,,,
15043,11/23/22 04:30:00,,,,,,,,,,,17,279,108,136,246,,,118
15044,11/23/22 04:35:00,,,,,,,,,201,216,,,,,,,,
15045,11/23/22 05:00:00,,,,,,,,,,,1,278,108,138,251,,,119
15046,11/23/22 05:05:00,,,,,,,,,204,213,,,,,,,,
15047,11/23/22 05:30:00,,,,,,,,,,,256,279,108,135,260,,,122
15048,11/23/22 05:35:00,,,,,,,,,222,225,,,,,,,,
15049,11/23/22 06:00:00,,,,,,,,,,,212,321,111,126,274,,,128
15050,11/23/22 06:05:00,,,,,,,,,223,264,,,,,,,,
15051,11/23/22 06:30:00,,,,,,,,,,,241,284,108,135,260,,,128
15052,11/23/22 06:35:00,,,,,,,,,211,212,,,,,,,,
15053,11/23/22 07:00:00,,,,,,,,,,,10,281,108,140,250,,,125
15054,11/23/22 07:05:00,,,,,,,,,198,213,,,,,,,,
15055,11/23/22 07:30:00,,,,,,,,,,,4,277,108,140,253,,,125
15056,11/23/22 07:35:00,,,,,,,,,205,211,,,,,,,,
15057,11/23/22 08:00:00,,,,,,,,,,,219,298,110,132,267,,,128
15058,11/23/22 08:05:00,,,,,,,,,218,236,,,,,,,,
15059,11/23/22 08:30:00,,,,,,,,,,,215,316,110,131,268,,,125
15060,11/23/22 08:35:00,,,,,,,,,213,246,,,,,,,,
15061,11/23/22 09:00:00,,,,,,,,,,,222,299,111,129,267,,,126
15062,11/23/22 09:05:00,,,,,,,,,211,251,,,,,,,,
15063,11/23/22 09:30:00,,,,,,,,,,,340,281,108,132,254,,,131
15064,11/23/22 09:35:00,,,,,,,,,199,220,,,,,,,,
15065,11/23/22 10:00:00,,,,,,,,,,,17,279,107,140,239,,,118
15066,11/23/22 10:05:00,,,,,,,,,178,175,,,,,,,,
15067,11/23/22 10:30:00,,,,,,,,,,,21,295,107,136,232,,,122
15068,11/23/22 10:35:00,,,,,,,,,181,156,,,,,,,,
15069,11/23/22 11:00:00,,,,,,,,,,,21,296,107,139,233,,,124
15070,11/23/22 11:05:00,,,,,,,,,180,159,,,,,,,,
15071,11/23/22 11:30:00,,,,,,,,,,,21,289,107,135,233,,,122
15072,11/23/22 11:35:00,,,,,,,,,183,173,,,,,,,,
15073,11/23/22 12:00:00,,,,,,,,,,,20,288,108,139,241,,,124
15074,11/23/22 12:05:00,,,,,,,,,187,170,,,,,,,,
15075,11/23/22 12:30:00,,,,,,,,,,,22,284,108,138,243,,,119
15076,11/23/22 12:35:00,,,,,,,,,187,187,,,,,,,,
15077,11/23/22 13:00:00,,,,,,,,,,,45,286,107,136,240,,,118
15078,11/23/22 13:05:00,,,,,,,,,191,219,,,,,,,,
15079,11/23/22 13:30:00,,,,,,,,,,,13,282,108,136,246,,,115
15080,11/23/22 13:35:00,,,,,,,,,192,194,,,,,,,,
15081,11/23/22 14:00:00,,,,,,,,,,,21,286,107,135,234,,,115
15082,11/23/22 14:05:00,,,,,,,,,185,192,,,,,,,,
15083,11/23/22 14:30:00,,,,,,,,,,,20,288,107,139,241,,,114
15084,11/23/22 14:35:00,,,,,,,,,191,185,,,,,,,,
15085,11/23/22 15:00:00,,,,,,,,,,,18,291,107,138,240,,,132
15086,11/23/22 15:05:00,,,,,,,,,190,174,,,,,,,,
15087,11/23/22 15:30:00,,,,,,,,,,,11,277,108,145,250,,,136
15088,11/23/22 15:35:00,,,,,,,,,204,229,,,,,,,,
15089,11/23/22 16:00:00,,,,,,,,,,,246,286,110,131,261,,,135
15090,11/23/22 16:05:00,,,,,,,,,215,263,,,,,,,,
15091,11/23/22 16:30:00,,,,,,,,,,,211,73,110,135,288,,,133
15092,11/23/22 16:35:00,,,,,,,,,239,285,,,,,,,,
15093,11/23/22 17:00:00,,,,,,,,,,,222,312,110,138,272,,,129
15094,11/23/22 17:05:00,,,,,,,,,208,225,,,,,,,,
15095,11/23/22 17:30:00,,,,,,,,,,,6,270,108,138,247,,,124
15096,11/23/22 17:35:00,,,,,,,,,177,253,,,,,,,,
15097,11/23/22 18:00:00,,,,,,,,,,,218,175,110,133,264,,,136
15098,11/23/22 18:05:00,,,,,,,,,197,260,,,,,,,,
15099,11/23/22 18:30:00,,,,,,,,,,,208,128,108,135,279,,,112
15100,11/23/22 18:35:00,,,,,,,,,163,272,,,,,,,,
15101,11/23/22 19:00:00,,,,,,,,,,,209,288,111,132,278,,,136
15102,11/23/22 19:05:00,,,,,,,,,198,277,,,,,,,,
15103,11/23/22 19:30:00,,,,,,,,,,,219,84,101,118,316,,,152
15104,11/23/22 19:35:00,,,,,,,,,95,271,,,,,,,,
15105,11/23/22 20:00:00,,,,,,,,,,,219,91,100,119,319,,,149
15106,11/23/22 20:05:00,,,,,,,,,213,277,,,,,,,,
15107,11/23/22 20:30:00,,,,,,,,,,,215,79,108,142,300,,,147
15108,11/23/22 20:35:00,,,,,,,,,110,277,,,,,,,,
15109,11/23/22 21:00:00,,,,,,,,,,,215,83,104,143,300,,,150
15110,11/23/22 21:05:00,,,,,,,,,108,277,,,,,,,,
15111,11/23/22 21:30:00,,,,,,,,,,,212,49,111,132,282,,,145
15112,11/23/22 21:35:00,,,,,,,,,260,286,,,,,,,,
15113,11/23/22 22:00:00,,,,,,,,,,,257,202,129,117,330,,,211
15114,11/23/22 22:05:00,,,,,,,,,167,3,,,,,,,,
15115,11/23/22 22:30:00,,,,,,,,,,,316,213,291,110,29,,,197
15116,11/23/22 22:35:00,,,,,,,,,83,25,,,,,,,,
15117,11/23/22 23:00:00,,,,,,,,,,,223,194,289,112,4,,,185
15118,11/23/22 23:05:00,,,,,,,,,83,31,,,,,,,,
15119,11/23/22 23:30:00,,,,,,,,,,,230,199,286,114,4,,,180
15120,11/23/22 23:35:00,,,,,,,,,90,42,,,,,,,,
15121,11/24/22 00:00:00,,,,,,,,,,,230,208,286,111,7,,,184
15122,11/24/22 00:05:00,,,,,,,,,101,39,,,,,,,,
15123,11/24/22 00:30:00,,,,,,,,,,,260,212,291,108,7,,,194
15124,11/24/22 00:35:00,,,,,,,,,104,46,,,,,,,,
15125,11/24/22 01:00:00,,,,,,,,,,,236,211,291,115,3,,,191
15126,11/24/22 01:05:00,,,,,,,,,102,35,,,,,,,,
15127,11/24/22 01:30:00,,,,,,,,,,,239,204,289,111,355,,,183
15128,11/24/22 01:35:00,,,,,,,,,110,66,,,,,,,,
15129,11/24/22 02:00:00,,,,,,,,,,,234,202,286,107,355,,,181
15130,11/24/22 02:05:00,,,,,,,,,104,60,,,,,,,,
15131,11/24/22 02:30:00,,,,,,,,,,,233,205,286,111,358,,,191
15132,11/24/22 02:35:00,,,,,,,,,111,46,,,,,,,,
15133,11/24/22 03:00:00,,,,,,,,,,,233,209,285,110,3,,,190
15134,11/24/22 03:05:00,,,,,,,,,114,45,,,,,,,,
15135,11/24/22 03:30:00,,,,,,,,,,,233,209,286,112,1,,,191
15136,11/24/22 03:35:00,,,,,,,,,114,37,,,,,,,,
15137,11/24/22 04:00:00,,,,,,,,,,,230,209,284,111,1,,,190
15138,11/24/22 04:05:00,,,,,,,,,115,48,,,,,,,,
15139,11/24/22 04:30:00,,,,,,,,,,,230,208,285,111,3,,,188
15140,11/24/22 04:35:00,,,,,,,,,108,44,,,,,,,,
15141,11/24/22 05:00:00,,,,,,,,,,,229,209,285,107,3,,,187
15142,11/24/22 05:05:00,,,,,,,,,112,53,,,,,,,,
15143,11/24/22 05:30:00,,,,,,,,,,,233,209,286,110,4,,,188
15144,11/24/22 05:35:00,,,,,,,,,114,45,,,,,,,,
15145,11/24/22 06:00:00,,,,,,,,,,,227,209,285,111,4,,,190
15146,11/24/22 06:05:00,,,,,,,,,114,42,,,,,,,,
15147,11/24/22 06:30:00,,,,,,,,,,,233,211,288,111,6,,,192
15148,11/24/22 06:35:00,,,,,,,,,118,37,,,,,,,,
15149,11/24/22 07:00:00,,,,,,,,,,,230,211,288,114,4,,,187
15150,11/24/22 07:05:00,,,,,,,,,117,41,,,,,,,,
15151,11/24/22 07:30:00,,,,,,,,,,,230,206,284,107,6,,,178
15152,11/24/22 07:35:00,,,,,,,,,119,48,,,,,,,,
15153,11/24/22 08:00:00,,,,,,,,,,,225,142,271,111,345,,,178
15154,11/24/22 08:05:00,,,,,,,,,101,263,,,,,,,,
15155,11/24/22 08:30:00,,,,,,,,,,,227,188,281,102,354,,,175
15156,11/24/22 08:35:00,,,,,,,,,100,354,,,,,,,,
15157,11/24/22 09:00:00,,,,,,,,,,,226,83,241,111,347,,,168
15158,11/24/22 09:05:00,,,,,,,,,90,261,,,,,,,,
15159,11/24/22 09:30:00,,,,,,,,,,,225,81,197,115,345,,,166
15160,11/24/22 09:35:00,,,,,,,,,101,260,,,,,,,,
15161,11/24/22 10:00:00,,,,,,,,,,,225,79,147,114,344,,,170
15162,11/24/22 10:05:00,,,,,,,,,97,275,,,,,,,,
15163,11/24/22 10:30:00,,,,,,,,,,,225,129,260,112,348,,,173
15164,11/24/22 10:35:00,,,,,,,,,100,257,,,,,,,,
15165,11/24/22 11:00:00,,,,,,,,,,,225,128,268,108,350,,,171
15166,11/24/22 11:05:00,,,,,,,,,95,258,,,,,,,,
15167,11/24/22 11:30:00,,,,,,,,,,,223,93,338,111,344,,,167
15168,11/24/22 11:35:00,,,,,,,,,83,271,,,,,,,,
15169,11/24/22 12:00:00,,,,,,,,,,,225,83,94,105,336,,,161
15170,11/24/22 12:05:00,,,,,,,,,101,302,,,,,,,,
15171,11/24/22 12:30:00,,,,,,,,,,,222,98,100,102,336,,,173
15172,11/24/22 12:35:00,,,,,,,,,100,282,,,,,,,,
15173,11/24/22 13:00:00,,,,,,,,,,,225,184,93,102,1,,,192
15174,11/24/22 13:05:00,,,,,,,,,107,44,,,,,,,,
15175,11/24/22 13:30:00,,,,,,,,,,,225,198,88,107,29,,,192
15176,11/24/22 13:35:00,,,,,,,,,107,10,,,,,,,,
15177,11/24/22 14:00:00,,,,,,,,,,,225,198,87,108,38,,,192
15178,11/24/22 14:05:00,,,,,,,,,107,10,,,,,,,,
15179,11/24/22 14:30:00,,,,,,,,,,,225,198,87,108,38,,,192
15180,11/24/22 14:35:00,,,,,,,,,107,10,,,,,,,,
15181,11/24/22 15:00:00,,,,,,,,,,,225,197,88,108,32,,,192
15182,11/24/22 15:05:00,,,,,,,,,107,296,,,,,,,,
15183,11/24/22 15:30:00,,,,,,,,,,,225,181,90,108,344,,,192
15184,11/24/22 15:35:00,,,,,,,,,107,173,,,,,,,,
15185,11/24/22 16:00:00,,,,,,,,,,,225,174,90,108,341,,,188
15186,11/24/22 16:05:00,,,,,,,,,107,181,,,,,,,,
15187,11/24/22 16:30:00,,,,,,,,,,,220,154,110,115,271,,,140
15188,11/24/22 16:35:00,,,,,,,,,212,241,,,,,,,,
15189,11/24/22 17:00:00,,,,,,,,,,,319,279,110,131,258,,,145
15190,11/24/22 17:05:00,,,,,,,,,216,206,,,,,,,,
15191,11/24/22 17:30:00,,,,,,,,,,,250,272,108,136,261,,,145
15192,11/24/22 17:35:00,,,,,,,,,219,215,,,,,,,,
15193,11/24/22 18:00:00,,,,,,,,,,,337,275,108,142,256,,,145
15194,11/24/22 18:05:00,,,,,,,,,219,229,,,,,,,,
15195,11/24/22 18:30:00,,,,,,,,,,,209,131,110,145,289,,,145
15196,11/24/22 18:35:00,,,,,,,,,239,265,,,,,,,,
15197,11/24/22 19:00:00,,,,,,,,,,,209,118,110,140,288,,,145
15198,11/24/22 19:05:00,,,,,,,,,218,254,,,,,,,,
15199,11/24/22 19:30:00,,,,,,,,,,,205,147,111,139,265,,,145
15200,11/24/22 19:35:00,,,,,,,,,212,270,,,,,,,,
15201,11/24/22 20:00:00,,,,,,,,,,,209,174,110,142,263,,,117
15202,11/24/22 20:05:00,,,,,,,,,216,247,,,,,,,,
15203,11/24/22 20:30:00,,,,,,,,,,,13,279,107,145,247,,,117
15204,11/24/22 20:35:00,,,,,,,,,205,173,,,,,,,,
15205,11/24/22 21:00:00,,,,,,,,,,,21,292,107,139,233,,,101
15206,11/24/22 21:05:00,,,,,,,,,204,159,,,,,,,,
15207,11/24/22 21:30:00,,,,,,,,,,,13,314,107,124,225,,,94
15208,11/24/22 21:35:00,,,,,,,,,160,87,,,,,,,,
15209,11/24/22 22:00:00,,,,,,,,,,,355,7,105,112,220,,,91
15210,11/24/22 22:05:00,,,,,,,,,132,20,,,,,,,,
15211,11/24/22 22:30:00,,,,,,,,,,,333,79,104,101,219,,,93
15212,11/24/22 22:35:00,,,,,,,,,138,1,,,,,,,,
15213,11/24/22 23:00:00,,,,,,,,,,,327,90,101,98,222,,,81
15214,11/24/22 23:05:00,,,,,,,,,126,326,,,,,,,,
15215,11/24/22 23:30:00,,,,,,,,,,,330,91,100,101,225,,,100
15216,11/24/22 23:35:00,,,,,,,,,135,343,,,,,,,,
15217,11/25/22 00:00:00,,,,,,,,,,,303,129,108,104,251,,,177
15218,11/25/22 00:05:00,,,,,,,,,154,31,,,,,,,,
15219,11/25/22 00:30:00,,,,,,,,,,,295,216,293,110,45,,,188
15220,11/25/22 00:35:00,,,,,,,,,114,39,,,,,,,,
15221,11/25/22 01:00:00,,,,,,,,,,,291,213,293,119,39,,,187
15222,11/25/22 01:05:00,,,,,,,,,114,17,,,,,,,,
15223,11/25/22 01:30:00,,,,,,,,,,,256,201,293,124,14,,,187
15224,11/25/22 01:35:00,,,,,,,,,114,73,,,,,,,,
15225,11/25/22 02:00:00,,,,,,,,,,,220,192,293,133,336,,,187
15226,11/25/22 02:05:00,,,,,,,,,114,197,,,,,,,,
15227,11/25/22 02:30:00,,,,,,,,,,,215,168,58,132,299,,,173
15228,11/25/22 02:35:00,,,,,,,,,114,267,,,,,,,,
15229,11/25/22 03:00:00,,,,,,,,,,,208,136,108,132,286,,,150
15230,11/25/22 03:05:00,,,,,,,,,156,264,,,,,,,,
15231,11/25/22 03:30:00,,,,,,,,,,,223,289,110,128,270,,,138
15232,11/25/22 03:35:00,,,,,,,,,234,234,,,,,,,,
15233,11/25/22 04:00:00,,,,,,,,,,,212,73,110,140,289,,,138
15234,11/25/22 04:05:00,,,,,,,,,247,282,,,,,,,,
15235,11/25/22 04:30:00,,,,,,,,,,,223,296,110,131,268,,,139
15236,11/25/22 04:35:00,,,,,,,,,226,209,,,,,,,,
15237,11/25/22 05:00:00,,,,,,,,,,,220,296,110,129,265,,,129
15238,11/25/22 05:05:00,,,,,,,,,227,264,,,,,,,,
15239,11/25/22 05:30:00,,,,,,,,,,,212,42,111,128,284,,,133
15240,11/25/22 05:35:00,,,,,,,,,253,278,,,,,,,,
15241,11/25/22 06:00:00,,,,,,,,,,,215,348,110,128,275,,,136
15242,11/25/22 06:05:00,,,,,,,,,236,265,,,,,,,,
15243,11/25/22 06:30:00,,,,,,,,,,,211,39,111,124,279,,,126
