Line#,Date,"Wind Direction (S-WDA 21198259:21167037-1), *, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21181033-3), *, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21206909-3), *, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21398709-3), *, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21398712-3), *, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21401801:21206911-3), *, RX3000_BRW4_SSMH","Wind Direction (RXW-WCF 21401801:21206912-3), *, RX3000_BRW4_SSMH","Wind Direction (RXW-WCF 21401801:21206911-3), *, RX3000_BRW4","Wind Direction (RXW-WCF 21401801:21206912-3), *, RX3000_BRW4","Wind Direction (S-WDA 21401801:21350820-1), *, RX3000_BRW4","Wind Direction (S-WDA 21198259:21167037-1), *, RX3000_BRW1","Wind Direction (RXW-WCF 21198259:21181033-3), *, RX3000_BRW1","Wind Direction (RXW-WCF 21198259:21206909-3), *, RX3000_BRW1","Wind Direction (RXW-WCF 21198259:21398709-3), *, RX3000_BRW1","Wind Direction (RXW-WCF 21198259:21398712-3), *, RX3000_BRW1","Wind Direction (RXW-WCF 21198259:21398715-3), *, RX3000_BRW1","Wind Direction (S-WDA 21401803:21350855-1), *, RX3000_BRW6_BEO","Wind Direction (S-WDA 21401803:21350855-1), *, RX3000_BRW6"
14532,11/17/22 20:40:00,,,,,,,,74,110,173,,,,,,,,
14533,11/17/22 21:00:00,,,,,,,,,,,327,236,107,125,105,,,263
14534,11/17/22 21:10:00,,,,,,,,49,145,184,,,,,,,,
14535,11/17/22 21:30:00,,,,,,,,,,,329,246,107,119,102,,,264
14536,11/17/22 21:40:00,,,,,,,,83,20,192,,,,,,,,
14537,11/17/22 22:00:00,,,,,,,,,,,327,240,111,124,111,,,261
14538,11/17/22 22:10:00,,,,,,,,56,208,195,,,,,,,,
14539,11/17/22 22:30:00,,,,,,,,,,,327,246,111,124,112,,,258
14540,11/17/22 22:40:00,,,,,,,,65,178,177,,,,,,,,
14541,11/17/22 23:00:00,,,,,,,,,,,321,234,110,125,86,,,257
14542,11/17/22 23:10:00,,,,,,,,53,139,248,,,,,,,,
14543,11/17/22 23:30:00,,,,,,,,,,,312,229,111,118,45,,,254
14544,11/17/22 23:40:00,,,,,,,,14,154,309,,,,,,,,
14545,11/18/22 00:00:00,,,,,,,,,,,310,230,104,117,34,,,248
14546,11/18/22 00:10:00,,,,,,,,8,168,293,,,,,,,,
14547,11/18/22 00:30:00,,,,,,,,,,,326,234,104,115,90,,,254
14548,11/18/22 00:40:00,,,,,,,,76,232,180,,,,,,,,
14549,11/18/22 01:00:00,,,,,,,,,,,330,240,117,124,114,,,254
14550,11/18/22 01:10:00,,,,,,,,20,160,263,,,,,,,,
14551,11/18/22 01:30:00,,,,,,,,,,,326,230,105,119,80,,,248
14552,11/18/22 01:40:00,,,,,,,,357,161,305,,,,,,,,
14553,11/18/22 02:00:00,,,,,,,,,,,319,232,117,118,74,,,246
14554,11/18/22 02:10:00,,,,,,,,25,138,313,,,,,,,,
14555,11/18/22 02:30:00,,,,,,,,,,,320,229,100,114,59,,,246
14556,11/18/22 02:40:00,,,,,,,,21,124,299,,,,,,,,
14557,11/18/22 03:00:00,,,,,,,,,,,323,233,107,118,81,,,243
14558,11/18/22 03:10:00,,,,,,,,6,133,313,,,,,,,,
14559,11/18/22 03:30:00,,,,,,,,,,,284,220,105,118,14,,,240
14560,11/18/22 03:40:00,,,,,,,,18,131,319,,,,,,,,
14561,11/18/22 04:00:00,,,,,,,,,,,305,223,91,117,22,,,239
14562,11/18/22 04:10:00,,,,,,,,18,142,319,,,,,,,,
14563,11/18/22 04:30:00,,,,,,,,,,,291,223,104,121,18,,,239
14564,11/18/22 04:40:00,,,,,,,,15,128,319,,,,,,,,
14565,11/18/22 05:00:00,,,,,,,,,,,295,227,115,117,28,,,243
14566,11/18/22 05:10:00,,,,,,,,15,132,313,,,,,,,,
14567,11/18/22 05:30:00,,,,,,,,,,,299,226,131,112,22,,,237
14568,11/18/22 05:40:00,,,,,,,,327,159,309,,,,,,,,
14569,11/18/22 06:00:00,,,,,,,,,,,289,222,121,117,17,,,237
14570,11/18/22 06:10:00,,,,,,,,358,133,316,,,,,,,,
14571,11/18/22 06:30:00,,,,,,,,,,,292,227,115,115,34,,,244
14572,11/18/22 06:40:00,,,,,,,,32,128,309,,,,,,,,
14573,11/18/22 07:00:00,,,,,,,,,,,316,229,107,115,62,,,248
14574,11/18/22 07:10:00,,,,,,,,24,135,309,,,,,,,,
14575,11/18/22 07:30:00,,,,,,,,,,,323,233,108,111,77,,,251
14576,11/18/22 07:40:00,,,,,,,,27,149,281,,,,,,,,
14577,11/18/22 08:00:00,,,,,,,,,,,323,241,111,124,117,,,261
14578,11/18/22 08:10:00,,,,,,,,62,132,184,,,,,,,,
14579,11/18/22 08:30:00,,,,,,,,,,,326,248,108,124,118,,,267
14580,11/18/22 08:40:00,,,,,,,,73,243,184,,,,,,,,
14581,11/18/22 09:00:00,,,,,,,,,,,326,251,110,124,119,,,271
14582,11/18/22 09:10:00,,,,,,,,83,34,181,,,,,,,,
14583,11/18/22 09:30:00,,,,,,,,,,,324,253,111,20,114,,,270
14584,11/18/22 09:40:00,,,,,,,,80,35,184,,,,,,,,
14585,11/18/22 10:00:00,,,,,,,,,,,329,250,108,121,114,,,268
14586,11/18/22 10:10:00,,,,,,,,73,230,188,,,,,,,,
14587,11/18/22 10:30:00,,,,,,,,,,,327,250,111,126,117,,,268
14588,11/18/22 10:40:00,,,,,,,,74,272,184,,,,,,,,
14589,11/18/22 11:00:00,,,,,,,,,,,324,254,111,286,117,,,272
14590,11/18/22 11:10:00,,,,,,,,97,320,152,,,,,,,,
14591,11/18/22 11:30:00,,,,,,,,,,,307,260,112,292,107,,,281
14592,11/18/22 11:40:00,,,,,,,,101,313,161,,,,,,,,
14593,11/18/22 12:00:00,,,,,,,,,,,298,263,111,291,110,,,289
14594,11/18/22 12:10:00,,,,,,,,105,309,164,,,,,,,,
14595,11/18/22 12:30:00,,,,,,,,,,,278,261,112,289,105,,,296
14596,11/18/22 12:40:00,,,,,,,,101,316,160,,,,,,,,
14597,11/18/22 13:00:00,,,,,,,,,,,307,257,112,300,105,,,284
14598,11/18/22 13:10:00,,,,,,,,98,314,185,,,,,,,,
14599,11/18/22 13:30:00,,,,,,,,,,,321,256,111,298,108,,,278
14600,11/18/22 13:40:00,,,,,,,,97,327,185,,,,,,,,
14601,11/18/22 14:00:00,,,,,,,,,,,323,253,111,282,110,,,277
14602,11/18/22 14:10:00,,,,,,,,93,4,194,,,,,,,,
14603,11/18/22 14:30:00,,,,,,,,,,,324,254,111,296,110,,,277
14604,11/18/22 14:40:00,,,,,,,,94,340,173,,,,,,,,
14605,11/18/22 15:00:00,,,,,,,,,,,317,257,112,296,104,,,278
14606,11/18/22 15:10:00,,,,,,,,97,319,153,,,,,,,,
14607,11/18/22 15:30:00,,,,,,,,,,,307,258,112,291,102,,,279
14608,11/18/22 15:40:00,,,,,,,,97,319,248,,,,,,,,
14609,11/18/22 16:00:00,,,,,,,,,,,310,257,112,295,104,,,279
14610,11/18/22 16:10:00,,,,,,,,98,314,107,,,,,,,,
14611,11/18/22 16:30:00,,,,,,,,,,,265,264,110,291,115,,,288
14612,11/18/22 16:40:00,,,,,,,,104,312,167,,,,,,,,
14613,11/18/22 17:00:00,,,,,,,,,,,213,274,115,291,152,,,300
14614,11/18/22 17:10:00,,,,,,,,102,314,164,,,,,,,,
14615,11/18/22 17:30:00,,,,,,,,,,,229,272,108,289,131,,,310
14616,11/18/22 17:40:00,,,,,,,,107,319,164,,,,,,,,
14617,11/18/22 18:00:00,,,,,,,,,,,240,270,102,296,122,,,306
14618,11/18/22 18:10:00,,,,,,,,105,319,164,,,,,,,,
14619,11/18/22 18:30:00,,,,,,,,,,,240,270,102,293,124,,,299
14620,11/18/22 18:40:00,,,,,,,,108,313,164,,,,,,,,
14621,11/18/22 19:00:00,,,,,,,,,,,233,268,102,292,124,,,299
14622,11/18/22 19:10:00,,,,,,,,107,317,164,,,,,,,,
14623,11/18/22 19:30:00,,,,,,,,,,,226,270,104,289,138,,,302
14624,11/18/22 19:40:00,,,,,,,,100,310,178,,,,,,,,
14625,11/18/22 20:00:00,,,,,,,,,,,219,277,112,300,181,,,306
14626,11/18/22 20:10:00,,,,,,,,95,312,190,,,,,,,,
14627,11/18/22 20:30:00,,,,,,,,,,,197,279,128,299,222,,,302
14628,11/18/22 20:40:00,,,,,,,,93,310,205,,,,,,,,
14629,11/18/22 21:00:00,,,,,,,,,,,219,275,107,300,164,,,309
14630,11/18/22 21:10:00,,,,,,,,107,313,168,,,,,,,,
14631,11/18/22 21:30:00,,,,,,,,,,,233,270,98,299,132,,,305
14632,11/18/22 21:40:00,,,,,,,,105,316,160,,,,,,,,
14633,11/18/22 22:00:00,,,,,,,,,,,251,268,107,298,124,,,300
14634,11/18/22 22:10:00,,,,,,,,105,320,167,,,,,,,,
14635,11/18/22 22:30:00,,,,,,,,,,,227,274,108,295,145,,,298
14636,11/18/22 22:40:00,,,,,,,,100,312,175,,,,,,,,
14637,11/18/22 23:00:00,,,,,,,,,,,229,277,115,298,202,,,303
14638,11/18/22 23:10:00,,,,,,,,93,324,201,,,,,,,,
14639,11/18/22 23:30:00,,,,,,,,,,,185,292,300,313,274,,,312
14640,11/18/22 23:40:00,,,,,,,,73,352,234,,,,,,,,
14641,11/19/22 00:00:00,,,,,,,,,,,180,296,298,310,244,,,324
14642,11/19/22 00:10:00,,,,,,,,77,351,240,,,,,,,,
14643,11/19/22 00:30:00,,,,,,,,,,,347,302,296,313,20,,,326
14644,11/19/22 00:40:00,,,,,,,,73,6,212,,,,,,,,
14645,11/19/22 01:00:00,,,,,,,,,,,7,293,299,309,282,,,324
14646,11/19/22 01:10:00,,,,,,,,77,358,226,,,,,,,,
14647,11/19/22 01:30:00,,,,,,,,,,,232,299,296,310,11,,,327
14648,11/19/22 01:40:00,,,,,,,,66,351,240,,,,,,,,
14649,11/19/22 02:00:00,,,,,,,,,,,240,299,298,310,324,,,330
14650,11/19/22 02:10:00,,,,,,,,77,3,230,,,,,,,,
14651,11/19/22 02:30:00,,,,,,,,,,,271,305,295,319,18,,,330
14652,11/19/22 02:40:00,,,,,,,,79,6,226,,,,,,,,
14653,11/19/22 03:00:00,,,,,,,,,,,333,305,298,316,27,,,333
14654,11/19/22 03:10:00,,,,,,,,79,3,230,,,,,,,,
14655,11/19/22 03:30:00,,,,,,,,,,,291,302,298,316,13,,,329
14656,11/19/22 03:40:00,,,,,,,,73,357,222,,,,,,,,
14657,11/19/22 04:00:00,,,,,,,,,,,303,305,296,317,42,,,329
14658,11/19/22 04:10:00,,,,,,,,76,358,227,,,,,,,,
14659,11/19/22 04:30:00,,,,,,,,,,,306,302,295,319,15,,,326
14660,11/19/22 04:40:00,,,,,,,,73,358,232,,,,,,,,
14661,11/19/22 05:00:00,,,,,,,,,,,313,300,298,320,39,,,331
14662,11/19/22 05:10:00,,,,,,,,74,358,222,,,,,,,,
14663,11/19/22 05:30:00,,,,,,,,,,,303,303,295,320,39,,,329
14664,11/19/22 05:40:00,,,,,,,,81,10,227,,,,,,,,
14665,11/19/22 06:00:00,,,,,,,,,,,334,303,295,323,27,,,330
14666,11/19/22 06:10:00,,,,,,,,80,1,237,,,,,,,,
14667,11/19/22 06:30:00,,,,,,,,,,,314,309,295,323,34,,,327
14668,11/19/22 06:40:00,,,,,,,,83,11,250,,,,,,,,
14669,11/19/22 07:00:00,,,,,,,,,,,316,319,295,326,53,,,336
14670,11/19/22 07:10:00,,,,,,,,84,13,243,,,,,,,,
14671,11/19/22 07:30:00,,,,,,,,,,,337,319,295,324,53,,,338
14672,11/19/22 07:40:00,,,,,,,,87,11,257,,,,,,,,
14673,11/19/22 08:00:00,,,,,,,,,,,320,313,296,327,52,,,340
14674,11/19/22 08:10:00,,,,,,,,81,6,244,,,,,,,,
14675,11/19/22 08:30:00,,,,,,,,,,,319,313,293,324,45,,,340
14676,11/19/22 08:40:00,,,,,,,,84,10,246,,,,,,,,
14677,11/19/22 09:00:00,,,,,,,,,,,296,305,295,321,37,,,333
14678,11/19/22 09:10:00,,,,,,,,77,4,215,,,,,,,,
14679,11/19/22 09:30:00,,,,,,,,,,,321,312,295,324,24,,,341
14680,11/19/22 09:40:00,,,,,,,,83,7,257,,,,,,,,
14681,11/19/22 10:00:00,,,,,,,,,,,337,319,293,326,56,,,337
14682,11/19/22 10:10:00,,,,,,,,87,11,260,,,,,,,,
14683,11/19/22 10:30:00,,,,,,,,,,,329,321,295,330,60,,,344
14684,11/19/22 10:40:00,,,,,,,,86,11,251,,,,,,,,
14685,11/19/22 11:00:00,,,,,,,,,,,340,336,293,333,66,,,344
14686,11/19/22 11:10:00,,,,,,,,91,14,293,,,,,,,,
14687,11/19/22 11:30:00,,,,,,,,,,,338,330,295,334,63,,,345
14688,11/19/22 11:40:00,,,,,,,,87,11,268,,,,,,,,
14689,11/19/22 12:00:00,,,,,,,,,,,329,324,293,326,62,,,338
14690,11/19/22 12:10:00,,,,,,,,91,13,286,,,,,,,,
14691,11/19/22 12:30:00,,,,,,,,,,,333,330,293,331,63,,,343
14692,11/19/22 12:40:00,,,,,,,,88,11,270,,,,,,,,
14693,11/19/22 13:00:00,,,,,,,,,,,324,321,295,326,56,,,343
14694,11/19/22 13:10:00,,,,,,,,86,11,275,,,,,,,,
14695,11/19/22 13:30:00,,,,,,,,,,,324,326,295,329,67,,,343
14696,11/19/22 13:40:00,,,,,,,,88,14,270,,,,,,,,
14697,11/19/22 14:00:00,,,,,,,,,,,327,324,293,321,65,,,340
14698,11/19/22 14:10:00,,,,,,,,87,14,272,,,,,,,,
14699,11/19/22 14:30:00,,,,,,,,,,,313,317,295,326,53,,,343
14700,11/19/22 14:40:00,,,,,,,,83,6,236,,,,,,,,
14701,11/19/22 15:00:00,,,,,,,,,,,312,306,298,320,7,,,326
14702,11/19/22 15:10:00,,,,,,,,83,4,225,,,,,,,,
14703,11/19/22 15:30:00,,,,,,,,,,,296,291,299,314,289,,,320
14704,11/19/22 15:40:00,,,,,,,,69,348,218,,,,,,,,
14705,11/19/22 16:00:00,,,,,,,,,,,327,300,295,317,341,,,330
14706,11/19/22 16:10:00,,,,,,,,79,358,213,,,,,,,,
14707,11/19/22 16:30:00,,,,,,,,,,,95,286,310,314,277,,,324
14708,11/19/22 16:40:00,,,,,,,,90,344,222,,,,,,,,
14709,11/19/22 17:00:00,,,,,,,,,,,281,300,296,313,357,,,320
14710,11/19/22 17:10:00,,,,,,,,74,1,233,,,,,,,,
14711,11/19/22 17:30:00,,,,,,,,,,,25,300,296,319,317,,,334
14712,11/19/22 17:40:00,,,,,,,,81,6,232,,,,,,,,
14713,11/19/22 18:00:00,,,,,,,,,,,313,305,298,319,39,,,326
14714,11/19/22 18:10:00,,,,,,,,79,352,236,,,,,,,,
14715,11/19/22 18:30:00,,,,,,,,,,,298,293,300,310,316,,,320
14716,11/19/22 18:40:00,,,,,,,,86,354,227,,,,,,,,
14717,11/19/22 19:00:00,,,,,,,,,,,309,307,296,320,34,,,326
14718,11/19/22 19:10:00,,,,,,,,80,8,240,,,,,,,,
14719,11/19/22 19:30:00,,,,,,,,,,,313,309,296,321,35,,,336
14720,11/19/22 19:40:00,,,,,,,,79,3,233,,,,,,,,
14721,11/19/22 20:00:00,,,,,,,,,,,320,314,295,319,53,,,333
14722,11/19/22 20:10:00,,,,,,,,83,10,237,,,,,,,,
14723,11/19/22 20:30:00,,,,,,,,,,,337,329,293,323,59,,,340
14724,11/19/22 20:40:00,,,,,,,,88,14,288,,,,,,,,
14725,11/19/22 21:00:00,,,,,,,,,,,337,337,293,327,66,,,345
14726,11/19/22 21:10:00,,,,,,,,86,15,291,,,,,,,,
14727,11/19/22 21:30:00,,,,,,,,,,,348,321,293,320,49,,,291
14728,11/19/22 21:40:00,,,,,,,,90,358,244,,,,,,,,
14729,11/19/22 22:00:00,,,,,,,,,,,324,267,108,305,125,,,286
14730,11/19/22 22:10:00,,,,,,,,98,327,191,,,,,,,,
14731,11/19/22 22:30:00,,,,,,,,,,,324,251,111,305,107,,,279
14732,11/19/22 22:40:00,,,,,,,,91,351,184,,,,,,,,
14733,11/19/22 23:00:00,,,,,,,,,,,323,251,111,343,110,,,278
14734,11/19/22 23:10:00,,,,,,,,90,7,181,,,,,,,,
14735,11/19/22 23:30:00,,,,,,,,,,,324,248,111,114,110,,,275
14736,11/19/22 23:40:00,,,,,,,,84,14,178,,,,,,,,
14737,11/20/22 00:00:00,,,,,,,,,,,319,254,112,289,105,,,278
14738,11/20/22 00:10:00,,,,,,,,98,321,194,,,,,,,,
14739,11/20/22 00:30:00,,,,,,,,,,,326,256,112,295,104,,,274
14740,11/20/22 00:40:00,,,,,,,,98,331,177,,,,,,,,
14741,11/20/22 01:00:00,,,,,,,,,,,327,251,111,336,111,,,272
14742,11/20/22 01:10:00,,,,,,,,94,352,195,,,,,,,,
14743,11/20/22 01:30:00,,,,,,,,,,,320,251,112,298,105,,,277
14744,11/20/22 01:40:00,,,,,,,,98,323,181,,,,,,,,
14745,11/20/22 02:00:00,,,,,,,,,,,321,251,111,320,107,,,277
14746,11/20/22 02:10:00,,,,,,,,91,18,180,,,,,,,,
14747,11/20/22 02:30:00,,,,,,,,,,,327,250,111,118,114,,,270
14748,11/20/22 02:40:00,,,,,,,,76,251,188,,,,,,,,
14749,11/20/22 03:00:00,,,,,,,,,,,329,247,110,121,117,,,268
14750,11/20/22 03:10:00,,,,,,,,72,136,187,,,,,,,,
14751,11/20/22 03:30:00,,,,,,,,,,,326,247,110,121,115,,,268
14752,11/20/22 03:40:00,,,,,,,,70,136,188,,,,,,,,
14753,11/20/22 04:00:00,,,,,,,,,,,326,239,110,117,115,,,264
14754,11/20/22 04:10:00,,,,,,,,52,111,220,,,,,,,,
14755,11/20/22 04:30:00,,,,,,,,,,,324,248,110,122,114,,,264
14756,11/20/22 04:40:00,,,,,,,,70,178,190,,,,,,,,
14757,11/20/22 05:00:00,,,,,,,,,,,316,246,110,126,111,,,261
14758,11/20/22 05:10:00,,,,,,,,60,143,202,,,,,,,,
14759,11/20/22 05:30:00,,,,,,,,,,,324,246,111,122,105,,,261
14760,11/20/22 05:40:00,,,,,,,,62,194,197,,,,,,,,
14761,11/20/22 06:00:00,,,,,,,,,,,323,243,110,122,114,,,267
14762,11/20/22 06:10:00,,,,,,,,59,122,209,,,,,,,,
14763,11/20/22 06:30:00,,,,,,,,,,,321,244,111,122,117,,,265
14764,11/20/22 06:40:00,,,,,,,,59,197,184,,,,,,,,
14765,11/20/22 07:00:00,,,,,,,,,,,320,241,112,118,111,,,263
14766,11/20/22 07:10:00,,,,,,,,45,118,208,,,,,,,,
14767,11/20/22 07:30:00,,,,,,,,,,,321,243,111,122,114,,,265
14768,11/20/22 07:40:00,,,,,,,,49,153,222,,,,,,,,
14769,11/20/22 08:00:00,,,,,,,,,,,321,241,111,118,110,,,263
14770,11/20/22 08:10:00,,,,,,,,58,131,199,,,,,,,,
14771,11/20/22 08:30:00,,,,,,,,,,,326,253,111,119,111,,,268
14772,11/20/22 08:40:00,,,,,,,,88,11,184,,,,,,,,
14773,11/20/22 09:00:00,,,,,,,,,,,329,253,111,119,114,,,279
14774,11/20/22 09:10:00,,,,,,,,93,3,187,,,,,,,,
14775,11/20/22 09:30:00,,,,,,,,,,,327,254,112,345,104,,,278
14776,11/20/22 09:40:00,,,,,,,,87,10,173,,,,,,,,
14777,11/20/22 10:00:00,,,,,,,,,,,327,248,111,125,114,,,272
14778,11/20/22 10:10:00,,,,,,,,72,206,177,,,,,,,,
14779,11/20/22 10:30:00,,,,,,,,,,,331,248,111,121,114,,,270
14780,11/20/22 10:40:00,,,,,,,,83,59,177,,,,,,,,
14781,11/20/22 11:00:00,,,,,,,,,,,327,247,112,125,111,,,270
14782,11/20/22 11:10:00,,,,,,,,74,142,180,,,,,,,,
14783,11/20/22 11:30:00,,,,,,,,,,,321,243,111,121,105,,,264
14784,11/20/22 11:40:00,,,,,,,,74,81,185,,,,,,,,
14785,11/20/22 12:00:00,,,,,,,,,,,324,246,111,119,110,,,263
14786,11/20/22 12:10:00,,,,,,,,76,95,170,,,,,,,,
14787,11/20/22 12:30:00,,,,,,,,,,,331,251,114,121,110,,,264
14788,11/20/22 12:40:00,,,,,,,,76,164,187,,,,,,,,
14789,11/20/22 13:00:00,,,,,,,,,,,343,270,94,187,128,,,277
14790,11/20/22 13:10:00,,,,,,,,6,129,333,,,,,,,,
14791,11/20/22 13:30:00,,,,,,,,,,,326,79,94,104,237,,,286
14792,11/20/22 13:40:00,,,,,,,,358,154,263,,,,,,,,
14793,11/20/22 14:00:00,,,,,,,,,,,329,83,94,104,232,,,80
14794,11/20/22 14:10:00,,,,,,,,17,153,278,,,,,,,,
14795,11/20/22 14:30:00,,,,,,,,,,,326,88,98,104,222,,,80
14796,11/20/22 14:40:00,,,,,,,,338,160,295,,,,,,,,
14797,11/20/22 15:00:00,,,,,,,,,,,323,93,100,94,218,,,88
14798,11/20/22 15:10:00,,,,,,,,336,157,305,,,,,,,,
14799,11/20/22 15:30:00,,,,,,,,,,,330,84,95,104,233,,,91
14800,11/20/22 15:40:00,,,,,,,,333,157,289,,,,,,,,
14801,11/20/22 16:00:00,,,,,,,,,,,327,73,86,90,268,,,94
14802,11/20/22 16:10:00,,,,,,,,34,146,240,,,,,,,,
14803,11/20/22 16:30:00,,,,,,,,,,,331,69,72,58,333,,,69
14804,11/20/22 16:40:00,,,,,,,,62,140,208,,,,,,,,
14805,11/20/22 17:00:00,,,,,,,,,,,330,74,88,94,256,,,67
14806,11/20/22 17:10:00,,,,,,,,13,150,271,,,,,,,,
14807,11/20/22 17:30:00,,,,,,,,,,,327,84,93,104,233,,,79
14808,11/20/22 17:40:00,,,,,,,,345,159,326,,,,,,,,
14809,11/20/22 18:00:00,,,,,,,,,,,327,88,100,102,222,,,80
14810,11/20/22 18:10:00,,,,,,,,340,157,321,,,,,,,,
14811,11/20/22 18:30:00,,,,,,,,,,,324,94,101,101,219,,,83
14812,11/20/22 18:40:00,,,,,,,,330,163,343,,,,,,,,
14813,11/20/22 19:00:00,,,,,,,,,,,327,91,100,97,219,,,90
14814,11/20/22 19:10:00,,,,,,,,334,161,320,,,,,,,,
14815,11/20/22 19:30:00,,,,,,,,,,,324,94,102,102,219,,,88
14816,11/20/22 19:40:00,,,,,,,,338,163,7,,,,,,,,
14817,11/20/22 20:00:00,,,,,,,,,,,324,93,101,101,218,,,86
14818,11/20/22 20:10:00,,,,,,,,337,161,326,,,,,,,,
14819,11/20/22 20:30:00,,,,,,,,,,,324,91,101,102,220,,,87
14820,11/20/22 20:40:00,,,,,,,,334,164,354,,,,,,,,
14821,11/20/22 21:00:00,,,,,,,,,,,326,84,102,101,218,,,91
14822,11/20/22 21:10:00,,,,,,,,340,161,37,,,,,,,,
14823,11/20/22 21:30:00,,,,,,,,,,,347,60,104,104,219,,,95
14824,11/20/22 21:40:00,,,,,,,,340,166,72,,,,,,,,
14825,11/20/22 22:00:00,,,,,,,,,,,7,288,105,115,223,,,95
14826,11/20/22 22:10:00,,,,,,,,338,171,118,,,,,,,,
14827,11/20/22 22:30:00,,,,,,,,,,,11,284,105,125,226,,,98
14828,11/20/22 22:40:00,,,,,,,,333,177,168,,,,,,,,
14829,11/20/22 23:00:00,,,,,,,,,,,15,284,105,118,225,,,97
14830,11/20/22 23:10:00,,,,,,,,338,166,93,,,,,,,,
14831,11/20/22 23:30:00,,,,,,,,,,,357,338,105,110,220,,,98
14832,11/20/22 23:40:00,,,,,,,,334,164,79,,,,,,,,
14833,11/21/22 00:00:00,,,,,,,,,,,4,285,105,112,220,,,101
14834,11/21/22 00:10:00,,,,,,,,336,167,112,,,,,,,,
14835,11/21/22 00:30:00,,,,,,,,,,,357,307,105,102,220,,,97
14836,11/21/22 00:40:00,,,,,,,,337,167,91,,,,,,,,
14837,11/21/22 01:00:00,,,,,,,,,,,13,298,105,119,225,,,95
14838,11/21/22 01:10:00,,,,,,,,337,168,121,,,,,,,,
14839,11/21/22 01:30:00,,,,,,,,,,,13,289,105,125,226,,,100
14840,11/21/22 01:40:00,,,,,,,,338,174,149,,,,,,,,
14841,11/21/22 02:00:00,,,,,,,,,,,25,300,107,133,229,,,100
14842,11/21/22 02:10:00,,,,,,,,333,177,170,,,,,,,,
14843,11/21/22 02:30:00,,,,,,,,,,,24,299,107,133,230,,,102
14844,11/21/22 02:40:00,,,,,,,,331,180,160,,,,,,,,
14845,11/21/22 03:00:00,,,,,,,,,,,21,295,107,131,230,,,104
14846,11/21/22 03:10:00,,,,,,,,330,177,154,,,,,,,,
14847,11/21/22 03:30:00,,,,,,,,,,,22,295,107,133,229,,,100
14848,11/21/22 03:40:00,,,,,,,,336,177,164,,,,,,,,
14849,11/21/22 04:00:00,,,,,,,,,,,21,298,107,129,227,,,104
14850,11/21/22 04:10:00,,,,,,,,333,177,154,,,,,,,,
14851,11/21/22 04:30:00,,,,,,,,,,,22,286,107,131,229,,,102
14852,11/21/22 04:40:00,,,,,,,,329,180,161,,,,,,,,
14853,11/21/22 05:00:00,,,,,,,,,,,17,285,107,140,239,,,107
14854,11/21/22 05:10:00,,,,,,,,329,180,146,,,,,,,,
14855,11/21/22 05:30:00,,,,,,,,,,,22,285,107,136,232,,,108
14856,11/21/22 05:40:00,,,,,,,,327,183,157,,,,,,,,
14857,11/21/22 06:00:00,,,,,,,,,,,10,285,108,140,246,,,110
14858,11/21/22 06:10:00,,,,,,,,323,191,230,,,,,,,,
14859,11/21/22 06:30:00,,,,,,,,,,,18,285,107,140,239,,,111
14860,11/21/22 06:40:00,,,,,,,,331,181,149,,,,,,,,
14861,11/21/22 07:00:00,,,,,,,,,,,22,299,107,132,227,,,101
14862,11/21/22 07:10:00,,,,,,,,336,171,136,,,,,,,,
14863,11/21/22 07:30:00,,,,,,,,,,,10,6,105,115,222,,,95
14864,11/21/22 07:40:00,,,,,,,,340,163,67,,,,,,,,
14865,11/21/22 08:00:00,,,,,,,,,,,13,330,105,118,222,,,97
14866,11/21/22 08:10:00,,,,,,,,340,164,95,,,,,,,,
14867,11/21/22 08:30:00,,,,,,,,,,,17,303,105,121,225,,,102
14868,11/21/22 08:40:00,,,,,,,,336,167,118,,,,,,,,
14869,11/21/22 09:00:00,,,,,,,,,,,17,289,107,129,232,,,121
14870,11/21/22 09:10:00,,,,,,,,323,199,195,,,,,,,,
14871,11/21/22 09:30:00,,,,,,,,,,,0,286,108,132,256,,,156
14872,11/21/22 09:40:00,,,,,,,,310,220,248,,,,,,,,
14873,11/21/22 10:00:00,,,,,,,,,,,222,152,100,117,330,,,173
14874,11/21/22 10:10:00,,,,,,,,314,122,271,,,,,,,,
14875,11/21/22 10:30:00,,,,,,,,,,,220,121,105,117,324,,,142
14876,11/21/22 10:40:00,,,,,,,,321,118,260,,,,,,,,
14877,11/21/22 11:00:00,,,,,,,,,,,209,107,110,121,288,,,143
14878,11/21/22 11:10:00,,,,,,,,309,216,282,,,,,,,,
14879,11/21/22 11:30:00,,,,,,,,,,,211,84,108,136,298,,,152
14880,11/21/22 11:40:00,,,,,,,,312,229,277,,,,,,,,
14881,11/21/22 12:00:00,,,,,,,,,,,211,84,110,132,295,,,150
14882,11/21/22 12:10:00,,,,,,,,307,254,286,,,,,,,,
14883,11/21/22 12:30:00,,,,,,,,,,,212,69,110,135,296,,,149
14884,11/21/22 12:40:00,,,,,,,,307,243,282,,,,,,,,
14885,11/21/22 13:00:00,,,,,,,,,,,215,91,102,157,306,,,152
