Line#,Date,"Solar Radiation (RXW-LIB 21198259:21362315-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21198259:21362317-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21198259:21362318-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21198259:21398620-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (S-LIB 21198259:21176526-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362315-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362317-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362318-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21398620-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21401801:21362319-1), W/m^2, RX3000_BRW4","Solar Radiation (S-LIB 21401801:21390413-1), W/m^2, RX3000_BRW4","Solar Radiation (RXW-LIB 21401801:21398622-1), W/m^2, RX3000_BRW4","Solar Radiation (RXW-LIB 21401800:21362313-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362314-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362316-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362320-1), W/m^2, RX3000_BRW5","Solar Radiation (S-LIB 21401800:21390414-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21398617-1), W/m^2, RX3000_BRW5","Solar Radiation (S-LIB 21401803:21390415-1), W/m^2, RX3000_BRW6"
2304,12/29/22 08:00:00,,,,,,,,,,,,,,,,,,,1
2305,12/29/22 08:30:00,,,,,,,,,,,,,,,,,,,1
2306,12/29/22 09:00:00,,,,,,,,,,,,,,,,,,,1
2307,12/29/22 09:30:00,,,,,,,,,,,,,,,,,,,1
2308,12/29/22 10:00:00,,,,,,,,,,,,,,,,,,,1
2309,12/29/22 10:30:00,,,,,,,,,,,,,,,,,,,1
2310,12/29/22 11:00:00,,,,,,,,,,,,,,,,,,,1
2311,12/29/22 11:30:00,,,,,,,,,,,,,,,,,,,1
2312,12/29/22 12:00:00,,,,,,,,,,,,,,,,,,,1
2313,12/29/22 12:30:00,,,,,,,,,,,,,,,,,,,1
2314,12/29/22 13:00:00,,,,,,,,,,,,,,,,,,,1
2315,12/29/22 13:30:00,,,,,,,,,,,,,,,,,,,1
2316,12/29/22 14:00:00,,,,,,,,,,,,,,,,,,,1
2317,12/29/22 14:30:00,,,,,,,,,,,,,,,,,,,1
2318,12/29/22 15:00:00,,,,,,,,,,,,,,,,,,,1
2319,12/29/22 15:30:00,,,,,,,,,,,,,,,,,,,1
2320,12/29/22 16:00:00,,,,,,,,,,,,,,,,,,,1
2321,12/29/22 16:30:00,,,,,,,,,,,,,,,,,,,1
2322,12/29/22 17:00:00,,,,,,,,,,,,,,,,,,,1
2323,12/29/22 17:30:00,,,,,,,,,,,,,,,,,,,1
2324,12/29/22 18:00:00,,,,,,,,,,,,,,,,,,,1
2325,12/29/22 18:30:00,,,,,,,,,,,,,,,,,,,1
2326,12/29/22 19:00:00,,,,,,,,,,,,,,,,,,,1
2327,12/29/22 19:30:00,,,,,,,,,,,,,,,,,,,1
2328,12/29/22 20:00:00,,,,,,,,,,,,,,,,,,,1
2329,12/29/22 20:30:00,,,,,,,,,,,,,,,,,,,1
2330,12/29/22 21:00:00,,,,,,,,,,,,,,,,,,,1
2331,12/29/22 21:30:00,,,,,,,,,,,,,,,,,,,1
2332,12/29/22 22:00:00,,,,,,,,,,,,,,,,,,,1
2333,12/29/22 22:30:00,,,,,,,,,,,,,,,,,,,1
2334,12/29/22 23:00:00,,,,,,,,,,,,,,,,,,,1
2335,12/29/22 23:30:00,,,,,,,,,,,,,,,,,,,1
2336,12/30/22 00:00:00,,,,,,,,,,,,,,,,,,,1
2337,12/30/22 00:30:00,,,,,,,,,,,,,,,,,,,1
2338,12/30/22 01:00:00,,,,,,,,,,,,,,,,,,,1
2339,12/30/22 01:30:00,,,,,,,,,,,,,,,,,,,1
2340,12/30/22 02:00:00,,,,,,,,,,,,,,,,,,,1
2341,12/30/22 02:30:00,,,,,,,,,,,,,,,,,,,1
2342,12/30/22 03:00:00,,,,,,,,,,,,,,,,,,,1
2343,12/30/22 03:30:00,,,,,,,,,,,,,,,,,,,1
2344,12/30/22 04:00:00,,,,,,,,,,,,,,,,,,,1
2345,12/30/22 04:30:00,,,,,,,,,,,,,,,,,,,1
2346,12/30/22 05:00:00,,,,,,,,,,,,,,,,,,,1
2347,12/30/22 05:30:00,,,,,,,,,,,,,,,,,,,1
2348,12/30/22 06:00:00,,,,,,,,,,,,,,,,,,,1
2349,12/30/22 06:30:00,,,,,,,,,,,,,,,,,,,1
2350,12/30/22 07:00:00,,,,,,,,,,,,,,,,,,,1
2351,12/30/22 07:30:00,,,,,,,,,,,,,,,,,,,1
2352,12/30/22 08:00:00,,,,,,,,,,,,,,,,,,,1
2353,12/30/22 08:30:00,,,,,,,,,,,,,,,,,,,1
2354,12/30/22 09:00:00,,,,,,,,,,,,,,,,,,,1
2355,12/30/22 09:30:00,,,,,,,,,,,,,,,,,,,1
2356,12/30/22 10:00:00,,,,,,,,,,,,,,,,,,,1
2357,12/30/22 10:30:00,,,,,,,,,,,,,,,,,,,1
2358,12/30/22 11:00:00,,,,,,,,,,,,,,,,,,,1
2359,12/30/22 11:30:00,,,,,,,,,,,,,,,,,,,1
2360,12/30/22 12:00:00,,,,,,,,,,,,,,,,,,,1
2361,12/30/22 12:30:00,,,,,,,,,,,,,,,,,,,1
2362,12/30/22 13:00:00,,,,,,,,,,,,,,,,,,,1
2363,12/30/22 13:30:00,,,,,,,,,,,,,,,,,,,1
2364,12/30/22 14:00:00,,,,,,,,,,,,,,,,,,,1
2365,12/30/22 14:30:00,,,,,,,,,,,,,,,,,,,1
2366,12/30/22 15:00:00,,,,,,,,,,,,,,,,,,,1
2367,12/30/22 15:30:00,,,,,,,,,,,,,,,,,,,1
2368,12/30/22 16:00:00,,,,,,,,,,,,,,,,,,,1
2369,12/30/22 16:30:00,,,,,,,,,,,,,,,,,,,1
2370,12/30/22 17:00:00,,,,,,,,,,,,,,,,,,,1
2371,12/30/22 17:30:00,,,,,,,,,,,,,,,,,,,1
2372,12/30/22 18:00:00,,,,,,,,,,,,,,,,,,,1
2373,12/30/22 18:30:00,,,,,,,,,,,,,,,,,,,1
2374,12/30/22 19:00:00,,,,,,,,,,,,,,,,,,,1
2375,12/30/22 19:30:00,,,,,,,,,,,,,,,,,,,1
2376,12/30/22 20:00:00,,,,,,,,,,,,,,,,,,,1
2377,12/30/22 20:30:00,,,,,,,,,,,,,,,,,,,1
2378,12/30/22 21:00:00,,,,,,,,,,,,,,,,,,,1
2379,12/30/22 21:30:00,,,,,,,,,,,,,,,,,,,1
2380,12/30/22 22:00:00,,,,,,,,,,,,,,,,,,,1
2381,12/30/22 22:30:00,,,,,,,,,,,,,,,,,,,1
2382,12/30/22 23:00:00,,,,,,,,,,,,,,,,,,,1
2383,12/30/22 23:30:00,,,,,,,,,,,,,,,,,,,1
2384,12/31/22 00:00:00,,,,,,,,,,,,,,,,,,,1
2385,12/31/22 00:30:00,,,,,,,,,,,,,,,,,,,1
2386,12/31/22 01:00:00,,,,,,,,,,,,,,,,,,,1
2387,12/31/22 01:30:00,,,,,,,,,,,,,,,,,,,1
2388,12/31/22 02:00:00,,,,,,,,,,,,,,,,,,,1
2389,12/31/22 02:30:00,,,,,,,,,,,,,,,,,,,1
2390,12/31/22 03:00:00,,,,,,,,,,,,,,,,,,,1
2391,12/31/22 03:30:00,,,,,,,,,,,,,,,,,,,1
2392,12/31/22 04:00:00,,,,,,,,,,,,,,,,,,,1
2393,12/31/22 04:30:00,,,,,,,,,,,,,,,,,,,1
2394,12/31/22 05:00:00,,,,,,,,,,,,,,,,,,,1
2395,12/31/22 05:30:00,,,,,,,,,,,,,,,,,,,1
2396,12/31/22 06:00:00,,,,,,,,,,,,,,,,,,,1
2397,12/31/22 06:30:00,,,,,,,,,,,,,,,,,,,1
2398,12/31/22 07:00:00,,,,,,,,,,,,,,,,,,,1
2399,12/31/22 07:30:00,,,,,,,,,,,,,,,,,,,1
2400,12/31/22 08:00:00,,,,,,,,,,,,,,,,,,,1
2401,12/31/22 08:30:00,,,,,,,,,,,,,,,,,,,1
2402,12/31/22 09:00:00,,,,,,,,,,,,,,,,,,,1
2403,12/31/22 09:30:00,,,,,,,,,,,,,,,,,,,1
2404,12/31/22 10:00:00,,,,,,,,,,,,,,,,,,,1
2405,12/31/22 10:30:00,,,,,,,,,,,,,,,,,,,1
2406,12/31/22 11:00:00,,,,,,,,,,,,,,,,,,,1
2407,12/31/22 11:30:00,,,,,,,,,,,,,,,,,,,1
2408,12/31/22 12:00:00,,,,,,,,,,,,,,,,,,,1
2409,12/31/22 12:30:00,,,,,,,,,,,,,,,,,,,1
2410,12/31/22 13:00:00,,,,,,,,,,,,,,,,,,,1
2411,12/31/22 13:30:00,,,,,,,,,,,,,,,,,,,1
2412,12/31/22 14:00:00,,,,,,,,,,,,,,,,,,,1
2413,12/31/22 14:30:00,,,,,,,,,,,,,,,,,,,1
2414,12/31/22 15:00:00,,,,,,,,,,,,,,,,,,,1
2415,12/31/22 15:30:00,,,,,,,,,,,,,,,,,,,1
2416,12/31/22 16:00:00,,,,,,,,,,,,,,,,,,,1
2417,12/31/22 16:30:00,,,,,,,,,,,,,,,,,,,1
2418,12/31/22 17:00:00,,,,,,,,,,,,,,,,,,,1
2419,12/31/22 17:30:00,,,,,,,,,,,,,,,,,,,1
2420,12/31/22 18:00:00,,,,,,,,,,,,,,,,,,,1
2421,12/31/22 18:30:00,,,,,,,,,,,,,,,,,,,1
2422,12/31/22 19:00:00,,,,,,,,,,,,,,,,,,,1
2423,12/31/22 19:30:00,,,,,,,,,,,,,,,,,,,1
2424,12/31/22 20:00:00,,,,,,,,,,,,,,,,,,,1
2425,12/31/22 20:30:00,,,,,,,,,,,,,,,,,,,1
2426,12/31/22 21:00:00,,,,,,,,,,,,,,,,,,,1
2427,12/31/22 21:30:00,,,,,,,,,,,,,,,,,,,1
2428,12/31/22 22:00:00,,,,,,,,,,,,,,,,,,,1
2429,12/31/22 22:30:00,,,,,,,,,,,,,,,,,,,1
2430,12/31/22 23:00:00,,,,,,,,,,,,,,,,,,,1
2431,12/31/22 23:30:00,,,,,,,,,,,,,,,,,,,1
2432,01/01/23 00:00:00,,,,,,,,,,,,,,,,,,,1
2433,01/01/23 00:30:00,,,,,,,,,,,,,,,,,,,1
2434,01/01/23 01:00:00,,,,,,,,,,,,,,,,,,,1
2435,01/01/23 01:30:00,,,,,,,,,,,,,,,,,,,1
2436,01/01/23 02:00:00,,,,,,,,,,,,,,,,,,,1
2437,01/01/23 02:30:00,,,,,,,,,,,,,,,,,,,1
2438,01/01/23 03:00:00,,,,,,,,,,,,,,,,,,,1
2439,01/01/23 03:30:00,,,,,,,,,,,,,,,,,,,1
2440,01/01/23 04:00:00,,,,,,,,,,,,,,,,,,,1
2441,01/01/23 04:30:00,,,,,,,,,,,,,,,,,,,1
2442,01/01/23 05:00:00,,,,,,,,,,,,,,,,,,,1
2443,01/01/23 05:30:00,,,,,,,,,,,,,,,,,,,1
2444,01/01/23 06:00:00,,,,,,,,,,,,,,,,,,,1
2445,01/01/23 06:30:00,,,,,,,,,,,,,,,,,,,1
2446,01/01/23 07:00:00,,,,,,,,,,,,,,,,,,,1
2447,01/01/23 07:30:00,,,,,,,,,,,,,,,,,,,1
2448,01/01/23 08:00:00,,,,,,,,,,,,,,,,,,,1
2449,01/01/23 08:30:00,,,,,,,,,,,,,,,,,,,1
2450,01/01/23 09:00:00,,,,,,,,,,,,,,,,,,,1
2451,01/01/23 09:30:00,,,,,,,,,,,,,,,,,,,1
2452,01/01/23 10:00:00,,,,,,,,,,,,,,,,,,,1
2453,01/01/23 10:30:00,,,,,,,,,,,,,,,,,,,1
2454,01/01/23 11:00:00,,,,,,,,,,,,,,,,,,,1
2455,01/01/23 11:30:00,,,,,,,,,,,,,,,,,,,1
2456,01/01/23 12:00:00,,,,,,,,,,,,,,,,,,,1
2457,01/01/23 12:30:00,,,,,,,,,,,,,,,,,,,1
2458,01/01/23 13:00:00,,,,,,,,,,,,,,,,,,,1
2459,01/01/23 13:30:00,,,,,,,,,,,,,,,,,,,1
2460,01/01/23 14:00:00,,,,,,,,,,,,,,,,,,,1
2461,01/01/23 14:30:00,,,,,,,,,,,,,,,,,,,1
2462,01/01/23 15:00:00,,,,,,,,,,,,,,,,,,,1
2463,01/01/23 15:30:00,,,,,,,,,,,,,,,,,,,1
2464,01/01/23 16:00:00,,,,,,,,,,,,,,,,,,,1
2465,01/01/23 16:30:00,,,,,,,,,,,,,,,,,,,1
2466,01/01/23 17:00:00,,,,,,,,,,,,,,,,,,,1
2467,01/01/23 17:30:00,,,,,,,,,,,,,,,,,,,1
2468,01/01/23 18:00:00,,,,,,,,,,,,,,,,,,,1
2469,01/01/23 18:30:00,,,,,,,,,,,,,,,,,,,1
2470,01/01/23 19:00:00,,,,,,,,,,,,,,,,,,,1
2471,01/01/23 19:30:00,,,,,,,,,,,,,,,,,,,1
2472,01/01/23 20:00:00,,,,,,,,,,,,,,,,,,,1
2473,01/01/23 20:30:00,,,,,,,,,,,,,,,,,,,1
2474,01/01/23 21:00:00,,,,,,,,,,,,,,,,,,,1
2475,01/01/23 21:30:00,,,,,,,,,,,,,,,,,,,1
2476,01/01/23 22:00:00,,,,,,,,,,,,,,,,,,,1
2477,01/01/23 22:30:00,,,,,,,,,,,,,,,,,,,1
2478,01/01/23 23:00:00,,,,,,,,,,,,,,,,,,,1
2479,01/01/23 23:30:00,,,,,,,,,,,,,,,,,,,1
2480,01/02/23 00:00:00,,,,,,,,,,,,,,,,,,,1
2481,01/02/23 00:30:00,,,,,,,,,,,,,,,,,,,1
2482,01/02/23 01:00:00,,,,,,,,,,,,,,,,,,,1
2483,01/02/23 01:30:00,,,,,,,,,,,,,,,,,,,1
2484,01/02/23 02:00:00,,,,,,,,,,,,,,,,,,,1
2485,01/02/23 02:30:00,,,,,,,,,,,,,,,,,,,1
2486,01/02/23 03:00:00,,,,,,,,,,,,,,,,,,,1
2487,01/02/23 03:30:00,,,,,,,,,,,,,,,,,,,1
2488,01/02/23 04:00:00,,,,,,,,,,,,,,,,,,,1
2489,01/02/23 04:30:00,,,,,,,,,,,,,,,,,,,1
2490,01/02/23 05:00:00,,,,,,,,,,,,,,,,,,,1
2491,01/02/23 05:30:00,,,,,,,,,,,,,,,,,,,1
2492,01/02/23 06:00:00,,,,,,,,,,,,,,,,,,,1
2493,01/02/23 06:30:00,,,,,,,,,,,,,,,,,,,1
2494,01/02/23 07:00:00,,,,,,,,,,,,,,,,,,,1
2495,01/02/23 07:30:00,,,,,,,,,,,,,,,,,,,1
2496,01/02/23 08:00:00,,,,,,,,,,,,,,,,,,,1
2497,01/02/23 08:30:00,,,,,,,,,,,,,,,,,,,1
2498,01/02/23 09:00:00,,,,,,,,,,,,,,,,,,,1
2499,01/02/23 09:30:00,,,,,,,,,,,,,,,,,,,1
2500,01/02/23 10:00:00,,,,,,,,,,,,,,,,,,,1
2501,01/02/23 10:30:00,,,,,,,,,,,,,,,,,,,1
2502,01/02/23 11:00:00,,,,,,,,,,,,,,,,,,,1
2503,01/02/23 11:30:00,,,,,,,,,,,,,,,,,,,1
2504,01/02/23 12:00:00,,,,,,,,,,,,,,,,,,,1
2505,01/02/23 12:30:00,,,,,,,,,,,,,,,,,,,1
2506,01/02/23 13:00:00,,,,,,,,,,,,,,,,,,,1
2507,01/02/23 13:30:00,,,,,,,,,,,,,,,,,,,1
2508,01/02/23 14:00:00,,,,,,,,,,,,,,,,,,,1
2509,01/02/23 14:30:00,,,,,,,,,,,,,,,,,,,1
2510,01/02/23 15:00:00,,,,,,,,,,,,,,,,,,,1
2511,01/02/23 15:30:00,,,,,,,,,,,,,,,,,,,1
2512,01/02/23 16:00:00,,,,,,,,,,,,,,,,,,,1
2513,01/02/23 16:30:00,,,,,,,,,,,,,,,,,,,1
2514,01/02/23 17:00:00,,,,,,,,,,,,,,,,,,,1
2515,01/02/23 17:30:00,,,,,,,,,,,,,,,,,,,1
2516,01/02/23 18:00:00,,,,,,,,,,,,,,,,,,,1
2517,01/02/23 18:30:00,,,,,,,,,,,,,,,,,,,1
2518,01/02/23 19:00:00,,,,,,,,,,,,,,,,,,,1
2519,01/02/23 19:30:00,,,,,,,,,,,,,,,,,,,1
2520,01/02/23 20:00:00,,,,,,,,,,,,,,,,,,,1
2521,01/02/23 20:30:00,,,,,,,,,,,,,,,,,,,1
2522,01/02/23 21:00:00,,,,,,,,,,,,,,,,,,,1
2523,01/02/23 21:30:00,,,,,,,,,,,,,,,,,,,1
2524,01/02/23 22:00:00,,,,,,,,,,,,,,,,,,,1
2525,01/02/23 22:30:00,,,,,,,,,,,,,,,,,,,1
2526,01/02/23 23:00:00,,,,,,,,,,,,,,,,,,,1
2527,01/02/23 23:30:00,,,,,,,,,,,,,,,,,,,1
2528,01/03/23 00:00:00,,,,,,,,,,,,,,,,,,,1
2529,01/03/23 00:30:00,,,,,,,,,,,,,,,,,,,1
2530,01/03/23 01:00:00,,,,,,,,,,,,,,,,,,,1
2531,01/03/23 01:30:00,,,,,,,,,,,,,,,,,,,1
2532,01/03/23 02:00:00,,,,,,,,,,,,,,,,,,,1
2533,01/03/23 02:30:00,,,,,,,,,,,,,,,,,,,1
2534,01/03/23 03:00:00,,,,,,,,,,,,,,,,,,,1
2535,01/03/23 03:30:00,,,,,,,,,,,,,,,,,,,1
2536,01/03/23 04:00:00,,,,,,,,,,,,,,,,,,,1
2537,01/03/23 04:30:00,,,,,,,,,,,,,,,,,,,1
2538,01/03/23 05:00:00,,,,,,,,,,,,,,,,,,,1
2539,01/03/23 05:30:00,,,,,,,,,,,,,,,,,,,1
2540,01/03/23 06:00:00,,,,,,,,,,,,,,,,,,,1
2541,01/03/23 06:30:00,,,,,,,,,,,,,,,,,,,1
2542,01/03/23 07:00:00,,,,,,,,,,,,,,,,,,,1
2543,01/03/23 07:30:00,,,,,,,,,,,,,,,,,,,1
2544,01/03/23 08:00:00,,,,,,,,,,,,,,,,,,,1
2545,01/03/23 08:30:00,,,,,,,,,,,,,,,,,,,1
2546,01/03/23 09:00:00,,,,,,,,,,,,,,,,,,,1
2547,01/03/23 09:30:00,,,,,,,,,,,,,,,,,,,1
2548,01/03/23 10:00:00,,,,,,,,,,,,,,,,,,,1
2549,01/03/23 10:30:00,,,,,,,,,,,,,,,,,,,1
2550,01/03/23 11:00:00,,,,,,,,,,,,,,,,,,,1
2551,01/03/23 11:30:00,,,,,,,,,,,,,,,,,,,1
2552,01/03/23 12:00:00,,,,,,,,,,,,,,,,,,,1
2553,01/03/23 12:30:00,,,,,,,,,,,,,,,,,,,1
2554,01/03/23 13:00:00,,,,,,,,,,,,,,,,,,,1
2555,01/03/23 13:30:00,,,,,,,,,,,,,,,,,,,1
2556,01/03/23 14:00:00,,,,,,,,,,,,,,,,,,,1
2557,01/03/23 14:30:00,,,,,,,,,,,,,,,,,,,1
2558,01/03/23 15:00:00,,,,,,,,,,,,,,,,,,,1
2559,01/03/23 15:30:00,,,,,,,,,,,,,,,,,,,1
2560,01/03/23 16:00:00,,,,,,,,,,,,,,,,,,,1
2561,01/03/23 16:30:00,,,,,,,,,,,,,,,,,,,1
2562,01/03/23 17:00:00,,,,,,,,,,,,,,,,,,,1
2563,01/03/23 17:30:00,,,,,,,,,,,,,,,,,,,1
2564,01/03/23 18:00:00,,,,,,,,,,,,,,,,,,,1
2565,01/03/23 18:30:00,,,,,,,,,,,,,,,,,,,1
2566,01/03/23 19:00:00,,,,,,,,,,,,,,,,,,,1
2567,01/03/23 19:30:00,,,,,,,,,,,,,,,,,,,1
2568,01/03/23 20:00:00,,,,,,,,,,,,,,,,,,,1
2569,01/03/23 20:30:00,,,,,,,,,,,,,,,,,,,1
2570,01/03/23 21:00:00,,,,,,,,,,,,,,,,,,,1
2571,01/03/23 21:30:00,,,,,,,,,,,,,,,,,,,1
2572,01/03/23 22:00:00,,,,,,,,,,,,,,,,,,,1
2573,01/03/23 22:30:00,,,,,,,,,,,,,,,,,,,1
2574,01/03/23 23:00:00,,,,,,,,,,,,,,,,,,,1
2575,01/03/23 23:30:00,,,,,,,,,,,,,,,,,,,1
2576,01/04/23 00:00:00,,,,,,,,,,,,,,,,,,,1
2577,01/04/23 00:30:00,,,,,,,,,,,,,,,,,,,1
2578,01/04/23 01:00:00,,,,,,,,,,,,,,,,,,,1
2579,01/04/23 01:30:00,,,,,,,,,,,,,,,,,,,1
2580,01/04/23 02:00:00,,,,,,,,,,,,,,,,,,,1
2581,01/04/23 02:30:00,,,,,,,,,,,,,,,,,,,1
2582,01/04/23 03:00:00,,,,,,,,,,,,,,,,,,,1
2583,01/04/23 03:30:00,,,,,,,,,,,,,,,,,,,1
2584,01/04/23 04:00:00,,,,,,,,,,,,,,,,,,,1
2585,01/04/23 04:30:00,,,,,,,,,,,,,,,,,,,1
2586,01/04/23 05:00:00,,,,,,,,,,,,,,,,,,,1
2587,01/04/23 05:30:00,,,,,,,,,,,,,,,,,,,1
2588,01/04/23 06:00:00,,,,,,,,,,,,,,,,,,,1
2589,01/04/23 06:30:00,,,,,,,,,,,,,,,,,,,1
2590,01/04/23 07:00:00,,,,,,,,,,,,,,,,,,,1
2591,01/04/23 07:30:00,,,,,,,,,,,,,,,,,,,1
2592,01/04/23 08:00:00,,,,,,,,,,,,,,,,,,,1
2593,01/04/23 08:30:00,,,,,,,,,,,,,,,,,,,1
2594,01/04/23 09:00:00,,,,,,,,,,,,,,,,,,,1
2595,01/04/23 09:30:00,,,,,,,,,,,,,,,,,,,1
2596,01/04/23 10:00:00,,,,,,,,,,,,,,,,,,,1
2597,01/04/23 10:30:00,,,,,,,,,,,,,,,,,,,1
2598,01/04/23 11:00:00,,,,,,,,,,,,,,,,,,,1
2599,01/04/23 11:30:00,,,,,,,,,,,,,,,,,,,1
2600,01/04/23 12:00:00,,,,,,,,,,,,,,,,,,,1
2601,01/04/23 12:30:00,,,,,,,,,,,,,,,,,,,1
2602,01/04/23 13:00:00,,,,,,,,,,,,,,,,,,,1
2603,01/04/23 13:30:00,,,,,,,,,,,,,,,,,,,1
2604,01/04/23 14:00:00,,,,,,,,,,,,,,,,,,,1
2605,01/04/23 14:30:00,,,,,,,,,,,,,,,,,,,1
2606,01/04/23 15:00:00,,,,,,,,,,,,,,,,,,,1
2607,01/04/23 15:30:00,,,,,,,,,,,,,,,,,,,1
2608,01/04/23 16:00:00,,,,,,,,,,,,,,,,,,,1
2609,01/04/23 16:30:00,,,,,,,,,,,,,,,,,,,1
2610,01/04/23 17:00:00,,,,,,,,,,,,,,,,,,,1
2611,01/04/23 17:30:00,,,,,,,,,,,,,,,,,,,1
2612,01/04/23 18:00:00,,,,,,,,,,,,,,,,,,,1
2613,01/04/23 18:30:00,,,,,,,,,,,,,,,,,,,1
2614,01/04/23 19:00:00,,,,,,,,,,,,,,,,,,,1
2615,01/04/23 19:30:00,,,,,,,,,,,,,,,,,,,1
2616,01/04/23 20:00:00,,,,,,,,,,,,,,,,,,,1
2617,01/04/23 20:30:00,,,,,,,,,,,,,,,,,,,1
2618,01/04/23 21:00:00,,,,,,,,,,,,,,,,,,,1
2619,01/04/23 21:30:00,,,,,,,,,,,,,,,,,,,1
2620,01/04/23 22:00:00,,,,,,,,,,,,,,,,,,,1
2621,01/04/23 22:30:00,,,,,,,,,,,,,,,,,,,1
2622,01/04/23 23:00:00,,,,,,,,,,,,,,,,,,,1
2623,01/04/23 23:30:00,,,,,,,,,,,,,,,,,,,1
2624,01/05/23 00:00:00,,,,,,,,,,,,,,,,,,,1
2625,01/05/23 00:30:00,,,,,,,,,,,,,,,,,,,1
2626,01/05/23 01:00:00,,,,,,,,,,,,,,,,,,,1
2627,01/05/23 01:30:00,,,,,,,,,,,,,,,,,,,1
2628,01/05/23 02:00:00,,,,,,,,,,,,,,,,,,,1
2629,01/05/23 02:30:00,,,,,,,,,,,,,,,,,,,1
2630,01/05/23 03:00:00,,,,,,,,,,,,,,,,,,,1
2631,01/05/23 03:30:00,,,,,,,,,,,,,,,,,,,1
2632,01/05/23 04:00:00,,,,,,,,,,,,,,,,,,,1
2633,01/05/23 04:30:00,,,,,,,,,,,,,,,,,,,1
2634,01/05/23 05:00:00,,,,,,,,,,,,,,,,,,,1
2635,01/05/23 05:30:00,,,,,,,,,,,,,,,,,,,1
2636,01/05/23 06:00:00,,,,,,,,,,,,,,,,,,,1
2637,01/05/23 06:30:00,,,,,,,,,,,,,,,,,,,1
2638,01/05/23 07:00:00,,,,,,,,,,,,,,,,,,,1
2639,01/05/23 07:30:00,,,,,,,,,,,,,,,,,,,1
2640,01/05/23 08:00:00,,,,,,,,,,,,,,,,,,,1
2641,01/05/23 08:30:00,,,,,,,,,,,,,,,,,,,1
2642,01/05/23 09:00:00,,,,,,,,,,,,,,,,,,,1
2643,01/05/23 09:30:00,,,,,,,,,,,,,,,,,,,1
2644,01/05/23 10:00:00,,,,,,,,,,,,,,,,,,,1
2645,01/05/23 10:30:00,,,,,,,,,,,,,,,,,,,1
2646,01/05/23 11:00:00,,,,,,,,,,,,,,,,,,,1
2647,01/05/23 11:30:00,,,,,,,,,,,,,,,,,,,1
2648,01/05/23 12:00:00,,,,,,,,,,,,,,,,,,,1
2649,01/05/23 12:30:00,,,,,,,,,,,,,,,,,,,1
2650,01/05/23 13:00:00,,,,,,,,,,,,,,,,,,,1
2651,01/05/23 13:30:00,,,,,,,,,,,,,,,,,,,1
2652,01/05/23 14:00:00,,,,,,,,,,,,,,,,,,,1
2653,01/05/23 14:30:00,,,,,,,,,,,,,,,,,,,1
2654,01/05/23 15:00:00,,,,,,,,,,,,,,,,,,,1
2655,01/05/23 15:30:00,,,,,,,,,,,,,,,,,,,1
2656,01/05/23 16:00:00,,,,,,,,,,,,,,,,,,,1
2657,01/05/23 16:30:00,,,,,,,,,,,,,,,,,,,1
2658,01/05/23 17:00:00,,,,,,,,,,,,,,,,,,,1
2659,01/05/23 17:30:00,,,,,,,,,,,,,,,,,,,1
2660,01/05/23 18:00:00,,,,,,,,,,,,,,,,,,,1
2661,01/05/23 18:30:00,,,,,,,,,,,,,,,,,,,1
2662,01/05/23 19:00:00,,,,,,,,,,,,,,,,,,,1
2663,01/05/23 19:30:00,,,,,,,,,,,,,,,,,,,1
2664,01/05/23 20:00:00,,,,,,,,,,,,,,,,,,,1
2665,01/05/23 20:30:00,,,,,,,,,,,,,,,,,,,1
2666,01/05/23 21:00:00,,,,,,,,,,,,,,,,,,,1
2667,01/05/23 21:30:00,,,,,,,,,,,,,,,,,,,1
2668,01/05/23 22:00:00,,,,,,,,,,,,,,,,,,,1
2669,01/05/23 22:30:00,,,,,,,,,,,,,,,,,,,1
2670,01/05/23 23:00:00,,,,,,,,,,,,,,,,,,,1
2671,01/05/23 23:30:00,,,,,,,,,,,,,,,,,,,1
2672,01/06/23 00:00:00,,,,,,,,,,,,,,,,,,,1
2673,01/06/23 00:30:00,,,,,,,,,,,,,,,,,,,1
2674,01/06/23 01:00:00,,,,,,,,,,,,,,,,,,,1
2675,01/06/23 01:30:00,,,,,,,,,,,,,,,,,,,1
2676,01/06/23 02:00:00,,,,,,,,,,,,,,,,,,,1
2677,01/06/23 02:30:00,,,,,,,,,,,,,,,,,,,1
2678,01/06/23 03:00:00,,,,,,,,,,,,,,,,,,,1
2679,01/06/23 03:30:00,,,,,,,,,,,,,,,,,,,1
