Line#,Date,"Solar Radiation (S-LIB 21198259:21176526-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362315-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362317-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21398620-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21401801:21362319-1), W/m^2, RX3000_BRW4","Solar Radiation (S-LIB 21401801:21390413-1), W/m^2, RX3000_BRW4","Solar Radiation (RXW-LIB 21401801:21398622-1), W/m^2, RX3000_BRW4","Solar Radiation (S-LIB 21401803:21390415-1), W/m^2, RX3000_BRW6","Solar Radiation (RXW-LIB 21198259:21398616-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21401800:21362316-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362313-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362320-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21398618-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21398624-1), W/m^2, RX3000_BRW5","Solar Radiation (S-LIB 21401800:21390411-1), W/m^2, RX3000_BRW5"
1642,06/24/22 16:45:00,54,38,38,32,43,51,61,,59,,,,,,
1643,06/24/22 16:50:00,58,39,42,34,41,54,58,,64,,,,,,
1644,06/24/22 16:55:00,61,39,42,34,42,56,61,,64,,,,,,
1645,06/24/22 17:00:00,67,44,46,38,43,58,61,,69,,,,,,
1646,06/24/22 17:05:00,67,48,49,41,51,66,69,,76,,,,,,
1647,06/24/22 17:10:00,59,44,46,36,48,57,66,,68,,,,,,
1648,06/24/22 17:15:00,66,42,44,37,43,49,58,,68,,,,,,
1649,06/24/22 17:20:00,81,52,54,47,48,64,66,,84,,,,,,
1650,06/24/22 17:25:00,83,59,59,49,61,82,84,,91,,,,,,
1651,06/24/22 17:30:00,78,59,59,46,69,91,98,,87,,,,,,
1652,06/24/22 17:35:00,87,58,57,47,63,81,91,,87,,,,,,
1653,06/24/22 17:40:00,93,68,66,56,69,91,97,,102,,,,,,
1654,06/24/22 17:45:00,72,56,54,44,67,78,92,,84,,,,,,
1655,06/24/22 17:50:00,62,47,44,37,58,73,81,,69,,,,,,
1656,06/24/22 17:55:00,49,38,37,29,52,68,76,,57,,,,,,
1657,06/24/22 18:00:00,62,39,39,33,46,63,66,,61,,,,,,
1658,06/24/22 18:05:00,72,48,49,41,58,79,79,,74,,,,,,
1659,06/24/22 18:10:00,69,49,52,41,66,78,89,,78,,,,,,
1660,06/24/22 18:15:00,69,48,51,41,56,66,76,,76,,,,,,
1661,06/24/22 18:20:00,63,48,49,38,56,66,73,,72,,,,,,
1662,06/24/22 18:25:00,54,39,38,31,48,54,63,,58,,,,,,
1663,06/24/22 18:30:00,62,42,42,36,46,59,62,,66,,,,,,
1664,06/24/22 18:35:00,56,44,43,34,41,48,54,,66,,,,,,
1665,06/24/22 18:40:00,47,36,34,27,41,53,57,,52,,,,,,
1666,06/24/22 18:45:00,38,29,29,23,39,46,53,,44,,,,,,
1667,06/24/22 18:50:00,44,28,29,24,34,44,48,,46,,,,,,
1668,06/24/22 18:55:00,64,39,41,34,41,57,58,,63,,,,,,
1669,06/24/22 19:00:00,64,44,47,37,48,63,67,,71,,,,,,
1670,06/24/22 19:05:00,59,41,43,34,46,57,63,,66,,,,,,
1671,06/24/22 19:10:00,71,48,51,41,48,67,64,,76,,,,,,
1672,06/24/22 19:15:00,59,39,41,33,48,56,67,,62,,,,,,
1673,06/24/22 19:20:00,59,42,43,34,52,69,72,,64,,,,,,
1674,06/24/22 19:25:00,66,42,46,37,49,61,67,,68,,,,,,
1675,06/24/22 19:30:00,67,46,48,39,53,67,72,,72,,,,,,
1676,06/24/22 19:35:00,64,46,49,39,49,62,67,,74,,,,,,
1677,06/24/22 19:40:00,69,46,53,42,52,69,72,,79,,,,,,
1678,06/24/22 19:45:00,82,52,57,47,58,81,84,,87,,,,,,
1679,06/24/22 19:50:00,74,57,57,46,61,76,86,,86,,,,,,
1680,06/24/22 19:55:00,58,44,44,34,53,64,76,,67,,,,,,
1681,06/24/22 20:00:00,48,33,37,28,41,48,59,,53,,,,,,
1682,06/24/22 20:05:00,84,44,51,43,38,47,52,,78,,,,,,
1683,06/24/22 20:10:00,89,54,63,48,58,72,76,,93,,,,,,
1684,06/24/22 20:15:00,87,59,67,51,59,63,76,,98,,,,,,
1685,06/24/22 20:20:00,89,58,66,51,64,73,82,,97,,,,,,
1686,06/24/22 20:25:00,96,66,69,54,69,91,96,,104,,,,,,
1687,06/24/22 20:30:00,108,64,76,62,71,86,98,,114,,,,,,
1688,06/24/22 20:35:00,138,88,96,78,83,102,109,,146,,,,,,
1689,06/24/22 20:40:00,144,93,99,84,99,114,131,,154,,,,,,
1690,06/24/22 20:45:00,163,107,117,97,108,126,139,,181,,,,,,
1691,06/24/22 20:50:00,174,113,119,102,112,133,149,,188,,,,,,
1692,06/24/22 20:55:00,173,117,117,104,116,136,156,,187,,,,,,
1693,06/24/22 21:00:00,177,119,122,104,119,137,158,,192,,,,,,
1694,06/24/22 21:05:00,189,128,124,108,129,157,171,,197,,,,,,
1695,06/24/22 21:10:00,168,126,121,102,133,154,179,,189,,,,,,
1696,06/24/22 21:15:00,158,114,112,97,124,151,167,,176,,,,,,
1697,06/24/22 21:20:00,163,118,109,93,121,158,168,,172,,,,,,
1698,06/24/22 21:25:00,134,106,98,81,111,131,158,,152,,,,,,
1699,06/24/22 21:30:00,137,93,93,78,94,111,128,,144,,,,,,
1700,06/24/22 21:35:00,182,117,112,106,114,137,151,,183,,,,,,
1701,06/24/22 21:40:00,186,127,121,106,129,152,169,,193,,,,,,
1702,06/24/22 21:45:00,223,142,137,128,144,164,189,,223,,,,,,
1703,06/24/22 21:50:00,194,142,137,119,141,148,186,,217,,,,,,
1704,06/24/22 21:55:00,177,129,134,109,132,151,169,,206,,,,,,
1705,06/24/22 22:00:00,149,111,123,91,121,134,156,,178,,,,,,
1706,06/24/22 22:05:00,146,94,102,82,103,122,137,,152,,,,,,
1707,06/24/22 22:10:00,168,112,116,96,117,149,158,,177,,,,,,
1708,06/24/22 22:15:00,149,106,108,86,108,122,147,,162,,,,,,
1709,06/24/22 22:20:00,192,131,116,103,126,154,163,,186,,,,,,
1710,06/24/22 22:25:00,183,136,118,107,143,171,197,,191,,,,,,
1711,06/24/22 22:30:00,212,148,134,123,143,194,198,,218,,,,,,
1712,06/24/22 22:35:00,214,161,143,122,163,218,226,,226,,,,,,
1713,06/24/22 22:40:00,187,134,139,112,154,178,217,,209,,,,,,
1714,06/24/22 22:45:00,191,126,138,116,128,139,163,,211,,,,,,
1715,06/24/22 22:50:00,176,122,133,108,136,139,167,,199,,,,,,
1716,06/24/22 22:55:00,163,114,126,99,126,138,159,,187,,,,,,
1717,06/24/22 23:00:00,173,116,116,101,123,161,166,,182,,,,,,
1718,06/24/22 23:05:00,152,111,118,96,122,143,164,,177,,,,,,
1719,06/24/22 23:10:00,131,91,98,82,98,111,133,,148,,,,,,
1720,06/24/22 23:15:00,153,109,99,88,113,149,148,,158,,,,,,
1721,06/24/22 23:20:00,98,86,79,62,97,111,138,,118,,,,,,
1722,06/24/22 23:25:00,92,66,61,56,69,91,99,,97,,,,,,
1723,06/24/22 23:30:00,148,89,87,82,92,126,123,,142,,,,,,
1724,06/24/22 23:35:00,207,129,122,117,124,151,162,,201,,,,,,
1725,06/24/22 23:40:00,196,139,131,113,151,187,207,,204,,,,,,
1726,06/24/22 23:45:00,188,131,127,108,139,171,191,,196,,,,,,
1727,06/24/22 23:50:00,186,139,119,113,146,182,196,,197,,,,,,
1728,06/24/22 23:55:00,191,143,128,106,163,232,222,,198,,,,,,
1729,06/25/22 00:00:00,132,112,109,81,134,154,193,,158,,,,,,
1730,06/25/22 00:05:00,172,106,103,101,107,138,148,,168,,,,,,
1731,06/25/22 00:10:00,154,117,103,101,116,146,162,,172,,,,,,
1732,06/25/22 00:15:00,147,104,102,86,108,132,148,,156,,,,,,
1733,06/25/22 00:20:00,142,99,104,81,111,127,143,,153,,,,,,
1734,06/25/22 00:25:00,156,111,112,88,123,148,156,,167,,,,,,
1735,06/25/22 00:30:00,156,111,112,88,124,146,166,,164,,,,,,
1736,06/25/22 00:35:00,184,123,116,108,132,167,176,,186,,,,,,
1737,06/25/22 00:40:00,178,131,118,107,148,188,198,,189,,,,,,
1738,06/25/22 00:45:00,207,137,128,121,157,199,213,,208,,,,,,
1739,06/25/22 00:50:00,207,146,126,124,161,206,221,,208,,,,,,
1740,06/25/22 00:55:00,192,143,128,108,153,199,213,,199,,,,,,
1741,06/25/22 01:00:00,187,126,126,101,141,167,189,,188,,,,,,
1742,06/25/22 01:05:00,174,123,121,101,149,182,193,,184,,,,,,
1743,06/25/22 01:10:00,141,109,101,87,126,157,177,,156,,,,,,
1744,06/25/22 01:15:00,128,93,86,76,101,128,143,,133,,,,,,
1745,06/25/22 01:20:00,122,83,82,69,92,114,127,,126,,,,,,
1746,06/25/22 01:25:00,136,88,87,76,94,122,128,,136,,,,,,
1747,06/25/22 01:30:00,137,97,91,78,103,132,141,,142,,,,,,
1748,06/25/22 01:35:00,116,89,86,68,99,124,137,,128,,,,,,
1749,06/25/22 01:40:00,96,74,69,56,83,108,118,,104,,,,,,
1750,06/25/22 01:45:00,83,61,61,49,67,83,94,,91,,,,,,
1751,06/25/22 01:50:00,84,57,59,48,62,79,86,,88,,,,,,
1752,06/25/22 01:55:00,104,63,68,59,67,83,89,,106,,,,,,
1753,06/25/22 02:00:00,129,78,81,74,87,104,111,,128,,,,,,
1754,06/25/22 02:05:00,148,88,92,91,101,117,131,,149,,,,,,
1755,06/25/22 02:10:00,146,96,99,88,116,129,144,,156,,,,,,
1756,06/25/22 02:15:00,157,98,103,94,118,128,148,,162,,,,,,
1757,06/25/22 02:20:00,164,103,106,99,126,139,157,,169,,,,,,
1758,06/25/22 02:25:00,188,109,119,112,134,144,168,,189,,,,,,
1759,06/25/22 02:30:00,223,119,137,137,159,161,192,,222,,,,,,
1760,06/25/22 02:35:00,223,131,152,147,191,176,223,,242,,,,,,
1761,06/25/22 02:40:00,209,131,137,129,163,161,201,,219,,,,,,
1762,06/25/22 02:45:00,182,126,134,113,147,153,183,,203,,,,,,
1763,06/25/22 02:50:00,182,114,113,108,123,129,158,,183,,,,,,
1764,06/25/22 02:55:00,137,109,107,88,129,149,169,,162,,,,,,
1765,06/25/22 03:00:00,119,79,82,72,94,109,131,,126,,,,,,
1766,06/25/22 03:05:00,136,89,87,81,96,121,124,,139,,,,,,
1767,06/25/22 03:10:00,168,89,86,104,103,123,141,,156,,,,,,
1768,06/25/22 03:15:00,144,92,98,98,127,126,153,,161,,,,,,
1769,06/25/22 03:20:00,119,76,86,73,109,108,133,,129,,,,,,
1770,06/25/22 03:25:00,121,77,79,69,96,103,122,,121,,,,,,
1771,06/25/22 03:30:00,109,77,79,66,89,101,117,,121,,,,,,
1772,06/25/22 03:35:00,94,58,67,56,69,68,92,,98,,,,,,
1773,06/25/22 03:40:00,94,63,66,54,72,83,89,,99,,,,,,
1774,06/25/22 03:45:00,83,57,59,52,64,76,88,,93,,,,,,
1775,06/25/22 03:50:00,122,58,67,72,62,68,79,,112,,,,,,
1776,06/25/22 03:55:00,178,96,116,107,107,118,124,,182,,,,,,
1777,06/25/22 04:00:00,132,91,111,84,118,109,142,,161,,,,,,
1778,06/25/22 04:05:00,127,79,91,74,96,104,121,,136,,,,,,
1779,06/25/22 04:10:00,143,83,91,81,94,101,116,,141,,,,,,
1780,06/25/22 04:15:00,124,82,83,82,92,98,121,,136,,,,,,
1781,06/25/22 04:20:00,133,73,87,78,79,83,102,,136,,,,,,
1782,06/25/22 04:25:00,149,81,88,86,103,93,119,,143,,,,,,
1783,06/25/22 04:30:00,163,103,104,102,124,127,147,,172,,,,,,
1784,06/25/22 04:35:00,98,86,78,66,106,112,138,,121,,,,,,
1785,06/25/22 04:40:00,81,59,62,47,69,79,94,,91,,,,,,
1786,06/25/22 04:45:00,54,43,47,36,48,53,64,,68,,,,,,
1787,06/25/22 04:50:00,32,26,31,21,29,27,39,,42,,,,,,
1788,06/25/22 04:55:00,28,18,21,16,19,21,26,,31,,,,,,
1789,06/25/22 05:00:00,37,19,22,19,22,27,28,,36,,,,,,
1790,06/25/22 05:05:00,48,28,31,26,32,34,39,,47,,,,,,
1791,06/25/22 05:10:00,52,32,34,28,36,39,44,,53,,,,,,
1792,06/25/22 05:15:00,48,33,34,27,36,43,48,,52,,,,,,
1793,06/25/22 05:20:00,48,32,32,27,34,44,48,,49,,,,,,
1794,06/25/22 05:25:00,49,34,32,27,36,47,51,,51,,,,,,
1795,06/25/22 05:30:00,44,32,31,24,33,41,47,,47,,,,,,
1796,06/25/22 05:35:00,41,26,28,23,28,33,39,,42,,,,,,
1797,06/25/22 05:40:00,38,26,29,21,29,34,38,,42,,,,,,
1798,06/25/22 05:45:00,41,24,28,23,28,31,37,,42,,,,,,
1799,06/25/22 05:50:00,44,28,31,24,32,34,39,,47,,,,,,
1800,06/25/22 05:55:00,42,28,28,24,29,34,41,,44,,,,,,
1801,06/25/22 06:00:00,49,28,31,28,33,38,43,,48,,,,,,
1802,06/25/22 06:05:00,54,33,37,31,39,44,51,,57,,,,,,
1803,06/25/22 06:10:00,57,36,38,32,42,48,54,,58,,,,,,
1804,06/25/22 06:15:00,57,38,38,31,43,51,57,,59,,,,,,
1805,06/25/22 06:20:00,57,38,41,31,43,49,56,,59,,,,,,
1806,06/25/22 06:25:00,56,36,42,31,43,48,54,,59,,,,,,
1807,06/25/22 06:30:00,53,36,41,29,41,47,53,,57,,,,,,
1808,06/25/22 06:35:00,53,34,38,29,41,46,53,,57,,,,,,
1809,06/25/22 06:40:00,51,34,37,28,38,44,51,,54,,,,,,
1810,06/25/22 06:45:00,48,32,37,27,38,42,48,,53,,,,,,
1811,06/25/22 06:50:00,48,29,38,26,38,39,46,,52,,,,,,
1812,06/25/22 06:55:00,46,29,38,24,37,38,44,,51,,,,,,
1813,06/25/22 07:00:00,43,27,36,23,34,34,42,,48,,,,,,
1814,06/25/22 07:05:00,44,26,34,24,33,34,41,,48,,,,,,
1815,06/25/22 07:10:00,46,27,33,27,34,36,42,,48,,,,,,
1816,06/25/22 07:15:00,43,27,34,26,34,34,41,,48,,,,,,
1817,06/25/22 07:20:00,44,27,36,26,36,34,41,,49,,,,,,
1818,06/25/22 07:25:00,46,27,37,24,36,34,43,,51,,,,,,
1819,06/25/22 07:30:00,46,28,37,24,38,37,44,,51,,,,,,
1820,06/25/22 07:35:00,42,28,32,23,36,37,44,,46,,,,,,
1821,06/25/22 07:40:00,36,26,28,18,31,34,41,,39,,,,,,
1822,06/25/22 07:45:00,29,22,22,16,24,29,34,,32,,,,,,
1823,06/25/22 07:50:00,28,19,18,14,19,27,29,,28,,,,,,
1824,06/25/22 07:55:00,28,18,19,14,19,24,27,,27,,,,,,
1825,06/25/22 08:00:00,28,18,19,14,21,26,27,,29,,,,,,
1826,06/25/22 08:05:00,23,17,18,12,19,23,27,,27,,,,,,
1827,06/25/22 08:10:00,27,19,22,13,19,24,26,,29,,,,,,
1828,06/25/22 08:15:00,21,16,19,11,17,21,23,,24,,,,,,
1829,06/25/22 08:20:00,18,13,17,9,14,17,19,,21,,,,,,
1830,06/25/22 08:25:00,17,11,13,8,12,14,17,,18,,,,,,
1831,06/25/22 08:30:00,18,12,11,11,12,16,16,,18,,,,,,
1832,06/25/22 08:35:00,21,12,11,12,12,17,18,,19,,,,,,
1833,06/25/22 08:40:00,26,14,12,14,16,19,22,,23,,,,,,
1834,06/25/22 08:45:00,26,16,16,14,17,19,23,,26,,,,,,
1835,06/25/22 08:50:00,21,14,16,11,17,19,23,,22,,,,,,
1836,06/25/22 08:55:00,18,11,12,8,12,14,18,,18,,,,,,
1837,06/25/22 09:00:00,18,11,12,9,12,14,17,,18,,,,,,
1838,06/25/22 09:05:00,17,11,12,8,12,14,17,,18,,,,,,
1839,06/25/22 09:10:00,13,9,11,7,12,13,16,,14,,,,,,
1840,06/25/22 09:15:00,11,7,11,4,8,9,12,,13,,,,,,
1841,06/25/22 09:20:00,9,6,12,4,8,8,9,,13,,,,,,
1842,06/25/22 09:25:00,9,6,12,4,8,8,9,,13,,,,,,
1843,06/25/22 09:30:00,8,6,16,4,9,7,8,,16,,,,,,
1844,06/25/22 09:35:00,9,6,17,6,9,7,8,,16,,,,,,
1845,06/25/22 09:40:00,11,7,16,6,9,8,9,,16,,,,,,
1846,06/25/22 09:45:00,12,8,14,6,9,9,11,,16,,,,,,
1847,06/25/22 09:50:00,12,8,13,6,9,9,11,,14,,,,,,
1848,06/25/22 09:55:00,12,8,12,6,8,9,11,,13,,,,,,
1849,06/25/22 10:00:00,11,7,8,4,7,9,11,,11,,,,,,
1850,06/25/22 10:05:00,12,7,7,6,7,9,11,,11,,,,,,
1851,06/25/22 10:10:00,14,9,8,7,9,13,13,,13,,,,,,
1852,06/25/22 10:15:00,18,11,9,8,9,14,16,,16,,,,,,
1853,06/25/22 10:20:00,18,12,12,9,12,16,18,,18,,,,,,
1854,06/25/22 10:25:00,19,12,16,9,13,16,18,,21,,,,,,
1855,06/25/22 10:30:00,18,13,21,8,14,16,18,,23,,,,,,
1856,06/25/22 10:35:00,17,12,21,8,12,14,17,,22,,,,,,
1857,06/25/22 10:40:00,19,13,24,9,14,16,17,,26,,,,,,
1858,06/25/22 10:45:00,24,16,32,12,18,18,19,,32,,,,,,
1859,06/25/22 10:50:00,24,18,38,12,19,21,23,,36,,,,,,
1860,06/25/22 10:55:00,24,19,39,12,19,22,23,,36,,,,,,
1861,06/25/22 11:00:00,23,21,49,12,19,21,23,,39,,,,,,
1862,06/25/22 11:05:00,23,24,78,12,17,19,22,,49,,,,,,
1863,06/25/22 11:10:00,22,29,106,12,16,19,22,,57,,,,,,
1864,06/25/22 11:15:00,18,27,87,12,14,18,19,,48,,,,,,
1865,06/25/22 11:20:00,18,17,34,12,12,17,18,,29,,,,,,
1866,06/25/22 11:25:00,22,19,39,13,13,18,19,,33,,,,,,
1867,06/25/22 11:30:00,26,29,86,18,17,22,22,,53,,,,,,
1868,06/25/22 11:35:00,34,42,124,21,24,31,28,,73,,,,,,
1869,06/25/22 11:40:00,44,52,142,23,31,42,39,,88,,,,,,
1870,06/25/22 11:45:00,46,46,87,21,33,44,46,,72,,,,,,
1871,06/25/22 11:50:00,38,36,58,17,29,36,41,,56,,,,,,
1872,06/25/22 11:55:00,37,34,53,17,24,33,36,,51,,,,,,
1873,06/25/22 12:00:00,32,34,57,16,24,31,34,,53,,,,,,
1874,06/25/22 12:05:00,28,24,37,12,21,26,27,,37,,,,,,
1875,06/25/22 12:10:00,28,24,33,12,21,27,28,,36,,,,,,
1876,06/25/22 12:15:00,19,17,21,9,16,19,23,,24,,,,,,
1877,06/25/22 12:20:00,17,13,17,8,12,14,18,,19,,,,,,
1878,06/25/22 12:25:00,21,12,18,9,12,16,18,,22,,,,,,
1879,06/25/22 12:30:00,27,16,22,12,18,19,22,,28,,,,,,
1880,06/25/22 12:35:00,27,19,26,12,19,23,24,,31,,,,,,
1881,06/25/22 12:40:00,32,22,28,13,21,26,27,,33,,,,,,
1882,06/25/22 12:45:00,27,23,31,11,21,26,29,,34,,,,,,
1883,06/25/22 12:50:00,26,18,26,12,18,22,24,,29,,,,,,
1884,06/25/22 12:55:00,32,19,22,17,19,27,27,,32,,,,,,
1885,06/25/22 13:00:00,39,26,28,19,24,33,36,,39,,,,,,
1886,06/25/22 13:05:00,51,36,41,19,32,43,43,,49,,,,,,
1887,06/25/22 13:10:00,47,39,49,17,33,47,48,,53,,,,,,
1888,06/25/22 13:15:00,43,38,53,16,31,46,46,,52,,,,,,
1889,06/25/22 13:20:00,41,37,56,14,28,41,41,,53,,,,,,
1890,06/25/22 13:25:00,41,37,57,18,29,43,41,,53,,,,,,
1891,06/25/22 13:30:00,41,41,53,17,27,47,41,,51,,,,,,
1892,06/25/22 13:35:00,33,38,44,14,21,38,38,,41,,,,,,
1893,06/25/22 13:40:00,34,34,41,16,18,37,33,,38,,,,,,
1894,06/25/22 13:45:00,37,37,38,18,18,41,37,,41,,,,,,
1895,06/25/22 13:50:00,43,43,42,21,19,48,41,,43,,,,,,
1896,06/25/22 13:55:00,53,53,53,23,24,63,48,,51,,,,,,
1897,06/25/22 14:00:00,59,76,83,23,28,91,58,,54,,,,,,
1898,06/25/22 14:05:00,56,137,138,23,26,154,57,,52,,,,,,
1899,06/25/22 14:10:00,61,156,144,27,27,118,54,,53,,,,,,
1900,06/25/22 14:15:00,66,123,113,27,32,128,61,,63,,,,,,
1901,06/25/22 14:20:00,68,143,134,27,34,142,67,,68,,,,,,
1902,06/25/22 14:25:00,68,139,133,24,34,139,67,,66,,,,,,
1903,06/25/22 14:30:00,68,92,96,23,33,94,64,,64,,,,,,
1904,06/25/22 14:35:00,72,126,131,23,36,108,66,,69,,,,,,
1905,06/25/22 14:40:00,73,143,147,24,37,127,67,,69,,,,,,
1906,06/25/22 14:45:00,76,161,154,21,37,146,68,,69,,,,,,
1907,06/25/22 14:50:00,66,131,131,19,36,141,67,,64,,,,,,
1908,06/25/22 14:55:00,71,78,89,23,33,76,61,,64,,,,,,
1909,06/25/22 15:00:00,99,86,89,34,46,92,77,,82,,,,,,
1910,06/25/22 15:05:00,113,108,89,41,53,124,108,,93,,,,,,
1911,06/25/22 15:10:00,166,143,109,43,56,178,134,,96,,,,,,
1912,06/25/22 15:15:00,117,106,87,41,62,118,119,,107,,,,,,
1913,06/25/22 15:20:00,109,108,89,33,59,122,116,,103,,,,,,
1914,06/25/22 15:25:00,86,94,79,24,44,103,98,,83,,,,,,
1915,06/25/22 15:30:00,86,88,76,27,36,101,87,,73,,,,,,
1916,06/25/22 15:35:00,182,148,122,28,36,129,99,,78,,,,,,
1917,06/25/22 15:40:00,131,201,143,29,34,172,158,,77,,,,,,
1918,06/25/22 15:45:00,186,197,118,32,33,206,167,,74,,,,,,
1919,06/25/22 15:50:00,159,198,77,36,36,192,166,,81,,,,,,
1920,06/25/22 15:55:00,169,209,73,44,41,232,181,,92,,,,,,
1921,06/25/22 16:00:00,174,234,73,48,51,329,218,,103,,,,,,
1922,06/25/22 16:05:00,176,189,82,54,57,197,187,,116,,,,,,
1923,06/25/22 16:10:00,189,182,91,62,67,198,177,,133,,,,,,
1924,06/25/22 16:15:00,184,189,104,64,77,218,193,,146,,,,,,
1925,06/25/22 16:20:00,178,188,104,63,77,214,189,,143,,,,,,
1926,06/25/22 16:25:00,163,167,102,59,74,192,177,,142,,,,,,
1927,06/25/22 16:30:00,154,166,94,51,64,187,163,,131,,,,,,
1928,06/25/22 16:35:00,141,156,83,46,51,173,151,,118,,,,,,
1929,06/25/22 16:40:00,157,159,74,47,47,184,156,,113,,,,,,
1930,06/25/22 16:45:00,254,231,71,54,52,204,176,,148,,,,,,
1931,06/25/22 16:50:00,322,322,79,66,68,378,306,,248,,,,,,
1932,06/25/22 16:55:00,421,428,96,69,81,444,361,,346,,,,,,
1933,06/25/22 17:00:00,314,403,103,68,86,422,419,,324,,,,,,
1934,06/25/22 17:05:00,278,307,101,64,81,359,282,,197,,,,,,
1935,06/25/22 17:10:00,218,243,89,63,72,273,259,,173,,,,,,
1936,06/25/22 17:15:00,261,292,84,59,66,323,259,,237,,,,,,
1937,06/25/22 17:20:00,283,327,78,54,61,363,294,,261,,,,,,
1938,06/25/22 17:25:00,332,373,71,47,51,398,311,,274,,,,,,
1939,06/25/22 17:30:00,338,404,59,43,41,443,359,,311,,,,,,
1940,06/25/22 17:35:00,391,472,49,46,36,528,406,,362,,,,,,
1941,06/25/22 17:40:00,389,489,43,49,34,583,453,,378,,,,,,
1942,06/25/22 17:45:00,434,516,41,56,36,604,463,,401,,,,,,
1943,06/25/22 17:50:00,472,549,41,74,44,594,489,,434,,,,,,
1944,06/25/22 17:55:00,462,551,47,98,64,709,534,,441,,,,,,
1945,06/25/22 18:00:00,336,358,66,103,89,346,399,,303,,,,,,
1946,06/25/22 18:05:00,247,281,88,98,102,339,313,,259,,,,,,
1947,06/25/22 18:10:00,201,181,102,97,111,226,234,,203,,,,,,
1948,06/25/22 18:15:00,188,156,109,97,116,197,199,,189,,,,,,
1949,06/25/22 18:20:00,182,146,108,97,113,183,187,,184,,,,,,
1950,06/25/22 18:25:00,203,156,108,104,116,199,189,,197,,,,,,
1951,06/25/22 18:30:00,241,208,107,107,117,259,221,,228,,,,,,
1952,06/25/22 18:35:00,194,194,102,93,104,251,231,,206,,,,,,
1953,06/25/22 18:40:00,214,187,101,83,94,211,194,,193,,,,,,
1954,06/25/22 18:45:00,436,428,99,74,79,641,353,,366,,,,,,
1955,06/25/22 18:50:00,329,398,91,68,67,544,392,,339,,,,,,
1956,06/25/22 18:55:00,577,473,79,74,57,518,347,,404,,,,,,
1957,06/25/22 19:00:00,582,677,78,108,72,918,618,,573,,,,,,
1958,06/25/22 19:05:00,497,456,89,114,98,468,447,,416,,,,,,
1959,06/25/22 19:10:00,453,458,99,106,98,539,439,,409,,,,,,
1960,06/25/22 19:15:00,623,593,96,139,96,748,501,,509,,,,,,
1961,06/25/22 19:20:00,389,494,99,162,121,572,542,,428,,,,,,
1962,06/25/22 19:25:00,529,651,98,181,117,624,462,,574,,,,,,
1963,06/25/22 19:30:00,507,522,102,196,137,683,546,,466,,,,,,
1964,06/25/22 19:35:00,318,327,114,178,149,436,428,,339,,,,,,
1965,06/25/22 19:40:00,319,293,123,176,154,379,343,,317,,,,,,
1966,06/25/22 19:45:00,311,269,126,177,157,348,329,,299,,,,,,
1967,06/25/22 19:50:00,312,283,123,182,158,362,329,,299,,,,,,
1968,06/25/22 19:55:00,322,319,117,176,141,401,331,,302,,,,,,
1969,06/25/22 20:00:00,604,586,109,381,102,692,434,,496,,,,,,
1970,06/25/22 20:05:00,714,778,88,617,79,907,684,,654,,,,,,
1971,06/25/22 20:10:00,289,488,81,366,113,528,613,,417,,,,,,
1972,06/25/22 20:15:00,612,441,97,297,137,364,318,,392,,,,,,
1973,06/25/22 20:20:00,348,462,93,308,142,408,382,,397,,,,,,
1974,06/25/22 20:25:00,406,388,94,291,152,412,351,,363,,,,,,
1975,06/25/22 20:30:00,582,526,126,434,202,592,454,,514,,,,,,
1976,06/25/22 20:35:00,467,523,146,419,239,562,577,,526,,,,,,
1977,06/25/22 20:40:00,302,304,147,217,209,341,386,,343,,,,,,
1978,06/25/22 20:45:00,316,251,134,208,189,327,314,,311,,,,,,
1979,06/25/22 20:50:00,269,218,132,174,176,271,293,,281,,,,,,
1980,06/25/22 20:55:00,272,201,136,164,173,263,272,,273,,,,,,
1981,06/25/22 21:00:00,264,193,136,162,174,256,267,,268,,,,,,
1982,06/25/22 21:05:00,269,197,128,172,173,263,271,,271,,,,,,
1983,06/25/22 21:10:00,301,212,124,199,181,282,283,,289,,,,,,
1984,06/25/22 21:15:00,298,221,138,197,194,286,297,,302,,,,,,
1985,06/25/22 21:20:00,273,218,148,172,199,292,297,,289,,,,,,
1986,06/25/22 21:25:00,223,183,139,128,171,246,263,,241,,,,,,
1987,06/25/22 21:30:00,236,156,136,132,153,211,227,,234,,,,,,
1988,06/25/22 21:35:00,249,176,147,144,176,242,247,,259,,,,,,
1989,06/25/22 21:40:00,244,174,148,139,176,237,254,,259,,,,,,
1990,06/25/22 21:45:00,208,157,151,114,162,207,232,,234,,,,,,
1991,06/25/22 21:50:00,191,133,138,107,139,172,196,,209,,,,,,
1992,06/25/22 21:55:00,203,139,129,122,142,188,196,,216,,,,,,
