Line#,Date,"Solar Radiation (S-LIB 21198259:21176526-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21198259:21362318-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21198259:21398620-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21198259:21362315-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21401801:21362319-1), W/m^2, RX3000_BRW4_SSMH","Solar Radiation (RXW-LIB 21401801:21398619-1), W/m^2, RX3000_BRW4_SSMH","Solar Radiation (RXW-LIB 21401801:21398622-1), W/m^2, RX3000_BRW4_SSMH","Solar Radiation (S-LIB 21401801:21390413-1), W/m^2, RX3000_BRW4_SSMH","Solar Radiation (S-LIB 21401803:21390415-1), W/m^2, RX3000_BRW6_BEO"
1507,01/07/24 06:00:00,1,1,1,1,,,,,
1508,01/07/24 06:55:00,,,,,,,,,1
1509,01/07/24 07:00:00,1,1,1,1,,,,,
1510,01/07/24 07:55:00,,,,,,,,,1
1511,01/07/24 08:00:00,1,1,1,1,,,,,
1512,01/07/24 08:55:00,,,,,,,,,1
1513,01/07/24 09:00:00,1,1,1,1,,,,,
1514,01/07/24 09:55:00,,,,,,,,,1
1515,01/07/24 10:00:00,1,1,1,1,,,,,
1516,01/07/24 10:55:00,,,,,,,,,1
1517,01/07/24 11:00:00,1,1,1,1,,,,,
1518,01/07/24 11:55:00,,,,,,,,,1
1519,01/07/24 12:00:00,1,1,1,1,,,,,
1520,01/07/24 12:55:00,,,,,,,,,1
1521,01/07/24 13:00:00,1,1,1,1,,,,,
1522,01/07/24 13:55:00,,,,,,,,,1
1523,01/07/24 14:00:00,1,1,1,1,,,,,
1524,01/07/24 14:55:00,,,,,,,,,1
1525,01/07/24 15:00:00,1,1,1,1,,,,,
1526,01/07/24 15:55:00,,,,,,,,,1
1527,01/07/24 16:00:00,1,1,1,1,,,,,
1528,01/07/24 16:55:00,,,,,,,,,1
1529,01/07/24 17:00:00,1,1,1,1,,,,,
1530,01/07/24 17:55:00,,,,,,,,,1
1531,01/07/24 18:00:00,1,1,1,1,,,,,
1532,01/07/24 18:55:00,,,,,,,,,1
1533,01/07/24 19:00:00,1,1,1,1,,,,,
1534,01/07/24 19:55:00,,,,,,,,,1
1535,01/07/24 20:00:00,1,1,1,1,,,,,
1536,01/07/24 20:55:00,,,,,,,,,1
1537,01/07/24 21:00:00,1,1,1,1,,,,,
1538,01/07/24 21:55:00,,,,,,,,,1
1539,01/07/24 22:00:00,1,1,1,1,,,,,
1540,01/07/24 22:55:00,,,,,,,,,1
1541,01/07/24 23:00:00,1,1,1,1,,,,,
1542,01/07/24 23:55:00,,,,,,,,,1
1543,01/08/24 00:00:00,1,1,1,1,,,,,
1544,01/08/24 00:55:00,,,,,,,,,1
1545,01/08/24 01:00:00,1,1,1,1,,,,,
1546,01/08/24 01:55:00,,,,,,,,,1
1547,01/08/24 02:00:00,1,1,1,1,,,,,
1548,01/08/24 02:55:00,,,,,,,,,1
1549,01/08/24 03:00:00,1,1,1,1,,,,,
1550,01/08/24 03:55:00,,,,,,,,,1
1551,01/08/24 04:00:00,1,1,1,1,,,,,
1552,01/08/24 04:55:00,,,,,,,,,1
1553,01/08/24 05:00:00,1,1,1,1,,,,,
1554,01/08/24 05:55:00,,,,,,,,,1
1555,01/08/24 06:00:00,1,1,1,1,,,,,
1556,01/08/24 06:55:00,,,,,,,,,1
1557,01/08/24 07:00:00,1,1,1,1,,,,,
1558,01/08/24 07:55:00,,,,,,,,,1
1559,01/08/24 08:00:00,1,1,1,1,,,,,
1560,01/08/24 08:55:00,,,,,,,,,1
1561,01/08/24 09:00:00,1,1,1,1,,,,,
1562,01/08/24 09:55:00,,,,,,,,,1
1563,01/08/24 10:00:00,1,1,1,1,,,,,
1564,01/08/24 10:55:00,,,,,,,,,1
1565,01/08/24 11:00:00,1,1,1,1,,,,,
1566,01/08/24 11:55:00,,,,,,,,,1
1567,01/08/24 12:00:00,1,1,1,1,,,,,
1568,01/08/24 12:55:00,,,,,,,,,1
1569,01/08/24 13:00:00,1,1,1,1,,,,,
1570,01/08/24 13:55:00,,,,,,,,,1
1571,01/08/24 14:00:00,1,1,1,1,,,,,
1572,01/08/24 14:55:00,,,,,,,,,1
1573,01/08/24 15:00:00,1,1,1,1,,,,,
1574,01/08/24 15:55:00,,,,,,,,,1
1575,01/08/24 16:00:00,1,1,1,1,,,,,
1576,01/08/24 16:55:00,,,,,,,,,1
1577,01/08/24 17:00:00,1,1,1,1,,,,,
1578,01/08/24 17:55:00,,,,,,,,,1
1579,01/08/24 18:00:00,1,1,1,1,,,,,
1580,01/08/24 18:55:00,,,,,,,,,1
1581,01/08/24 19:00:00,1,1,1,1,,,,,
1582,01/08/24 19:55:00,,,,,,,,,1
1583,01/08/24 20:00:00,1,1,1,1,,,,,
1584,01/08/24 20:55:00,,,,,,,,,1
1585,01/08/24 21:00:00,1,1,1,1,,,,,
1586,01/08/24 21:55:00,,,,,,,,,1
1587,01/08/24 22:00:00,1,1,1,1,,,,,
1588,01/08/24 22:55:00,,,,,,,,,1
1589,01/08/24 23:00:00,1,1,1,1,,,,,
1590,01/08/24 23:55:00,,,,,,,,,1
1591,01/09/24 00:00:00,1,1,1,1,,,,,
1592,01/09/24 00:55:00,,,,,,,,,1
1593,01/09/24 01:00:00,1,1,1,1,,,,,
1594,01/09/24 01:55:00,,,,,,,,,1
1595,01/09/24 02:00:00,1,1,1,1,,,,,
1596,01/09/24 02:55:00,,,,,,,,,1
1597,01/09/24 03:00:00,1,1,1,1,,,,,
1598,01/09/24 03:55:00,,,,,,,,,1
1599,01/09/24 04:00:00,1,1,1,1,,,,,
1600,01/09/24 04:55:00,,,,,,,,,1
1601,01/09/24 05:00:00,1,1,1,1,,,,,
1602,01/09/24 05:55:00,,,,,,,,,1
1603,01/09/24 06:00:00,1,1,1,1,,,,,
1604,01/09/24 06:55:00,,,,,,,,,1
1605,01/09/24 07:00:00,1,1,1,1,,,,,
1606,01/09/24 07:55:00,,,,,,,,,1
1607,01/09/24 08:00:00,1,1,1,1,,,,,
1608,01/09/24 08:55:00,,,,,,,,,1
1609,01/09/24 09:00:00,1,1,1,1,,,,,
1610,01/09/24 09:55:00,,,,,,,,,1
1611,01/09/24 10:00:00,1,1,1,1,,,,,
1612,01/09/24 10:55:00,,,,,,,,,1
1613,01/09/24 11:00:00,1,1,1,1,,,,,
1614,01/09/24 11:55:00,,,,,,,,,1
1615,01/09/24 12:00:00,1,1,1,1,,,,,
1616,01/09/24 12:55:00,,,,,,,,,1
1617,01/09/24 13:00:00,1,1,1,1,,,,,
1618,01/09/24 13:55:00,,,,,,,,,1
1619,01/09/24 14:00:00,1,1,1,1,,,,,
1620,01/09/24 14:55:00,,,,,,,,,1
1621,01/09/24 15:00:00,1,1,1,1,,,,,
1622,01/09/24 15:55:00,,,,,,,,,1
1623,01/09/24 16:00:00,1,1,1,1,,,,,
1624,01/09/24 16:55:00,,,,,,,,,1
1625,01/09/24 17:00:00,1,1,1,1,,,,,
1626,01/09/24 17:55:00,,,,,,,,,1
1627,01/09/24 18:00:00,1,1,1,1,,,,,
1628,01/09/24 18:55:00,,,,,,,,,1
1629,01/09/24 19:00:00,1,1,1,1,,,,,
1630,01/09/24 19:55:00,,,,,,,,,1
1631,01/09/24 20:00:00,1,1,1,1,,,,,
1632,01/09/24 20:55:00,,,,,,,,,1
1633,01/09/24 21:00:00,1,1,1,1,,,,,
1634,01/09/24 21:55:00,,,,,,,,,1
1635,01/09/24 22:00:00,1,1,1,1,,,,,
1636,01/09/24 22:55:00,,,,,,,,,1
1637,01/09/24 23:00:00,1,1,1,1,,,,,
1638,01/09/24 23:55:00,,,,,,,,,1
1639,01/10/24 00:00:00,1,1,1,1,,,,,
1640,01/10/24 00:55:00,,,,,,,,,1
1641,01/10/24 01:00:00,1,1,1,1,,,,,
1642,01/10/24 01:55:00,,,,,,,,,1
1643,01/10/24 02:00:00,1,1,1,1,,,,,
1644,01/10/24 02:55:00,,,,,,,,,1
1645,01/10/24 03:00:00,1,1,1,1,,,,,
1646,01/10/24 03:55:00,,,,,,,,,1
1647,01/10/24 04:00:00,1,1,1,1,,,,,
1648,01/10/24 04:55:00,,,,,,,,,1
1649,01/10/24 05:00:00,1,1,1,1,,,,,
1650,01/10/24 05:55:00,,,,,,,,,1
1651,01/10/24 06:00:00,1,1,1,1,,,,,
1652,01/10/24 06:55:00,,,,,,,,,1
1653,01/10/24 07:00:00,1,1,1,1,,,,,
1654,01/10/24 07:55:00,,,,,,,,,1
1655,01/10/24 08:00:00,1,1,1,1,,,,,
1656,01/10/24 08:55:00,,,,,,,,,1
1657,01/10/24 09:00:00,1,1,1,1,,,,,
1658,01/10/24 09:55:00,,,,,,,,,1
1659,01/10/24 10:00:00,1,1,1,1,,,,,
1660,01/10/24 10:55:00,,,,,,,,,1
1661,01/10/24 11:00:00,1,1,1,1,,,,,
1662,01/10/24 11:55:00,,,,,,,,,1
1663,01/10/24 12:00:00,1,1,1,1,,,,,
1664,01/10/24 12:55:00,,,,,,,,,1
1665,01/10/24 13:00:00,1,1,1,1,,,,,
1666,01/10/24 13:55:00,,,,,,,,,1
1667,01/10/24 14:00:00,1,1,1,1,,,,,
1668,01/10/24 14:55:00,,,,,,,,,1
1669,01/10/24 15:00:00,1,1,1,1,,,,,
1670,01/10/24 15:55:00,,,,,,,,,1
1671,01/10/24 16:00:00,1,1,1,1,,,,,
1672,01/10/24 16:55:00,,,,,,,,,1
1673,01/10/24 17:00:00,1,1,1,1,,,,,
1674,01/10/24 17:55:00,,,,,,,,,1
1675,01/10/24 18:00:00,1,1,1,1,,,,,
1676,01/10/24 18:55:00,,,,,,,,,1
1677,01/10/24 19:00:00,1,1,1,1,,,,,
1678,01/10/24 19:55:00,,,,,,,,,1
1679,01/10/24 20:00:00,1,1,1,1,,,,,
1680,01/10/24 20:55:00,,,,,,,,,1
1681,01/10/24 21:00:00,1,1,1,1,,,,,
1682,01/10/24 21:55:00,,,,,,,,,1
1683,01/10/24 22:00:00,1,1,1,1,,,,,
1684,01/10/24 22:55:00,,,,,,,,,1
1685,01/10/24 23:00:00,1,1,1,1,,,,,
1686,01/10/24 23:55:00,,,,,,,,,1
1687,01/11/24 00:00:00,1,1,1,1,,,,,
1688,01/11/24 00:55:00,,,,,,,,,1
1689,01/11/24 01:00:00,1,1,1,1,,,,,
1690,01/11/24 01:55:00,,,,,,,,,1
1691,01/11/24 02:00:00,1,1,1,1,,,,,
1692,01/11/24 02:55:00,,,,,,,,,1
1693,01/11/24 03:00:00,1,1,1,1,,,,,
1694,01/11/24 03:55:00,,,,,,,,,1
1695,01/11/24 04:00:00,1,1,1,1,,,,,
1696,01/11/24 04:55:00,,,,,,,,,1
1697,01/11/24 05:00:00,1,1,1,1,,,,,
1698,01/11/24 05:55:00,,,,,,,,,1
1699,01/11/24 06:00:00,1,1,1,1,,,,,
1700,01/11/24 06:55:00,,,,,,,,,1
1701,01/11/24 07:00:00,1,1,1,1,,,,,
1702,01/11/24 07:55:00,,,,,,,,,1
1703,01/11/24 08:00:00,1,1,1,1,,,,,
1704,01/11/24 08:55:00,,,,,,,,,1
1705,01/11/24 09:00:00,1,1,1,1,,,,,
1706,01/11/24 09:55:00,,,,,,,,,1
1707,01/11/24 10:00:00,1,1,1,1,,,,,
1708,01/11/24 10:55:00,,,,,,,,,1
1709,01/11/24 11:00:00,1,1,1,1,,,,,
1710,01/11/24 11:55:00,,,,,,,,,1
1711,01/11/24 12:00:00,1,1,1,1,,,,,
1712,01/11/24 12:55:00,,,,,,,,,1
1713,01/11/24 13:00:00,1,1,1,1,,,,,
1714,01/11/24 13:55:00,,,,,,,,,1
1715,01/11/24 14:00:00,1,1,1,1,,,,,
1716,01/11/24 14:55:00,,,,,,,,,1
1717,01/11/24 15:00:00,1,1,1,1,,,,,
1718,01/11/24 15:55:00,,,,,,,,,1
1719,01/11/24 16:00:00,1,1,1,1,,,,,
1720,01/11/24 16:55:00,,,,,,,,,1
1721,01/11/24 17:00:00,1,1,1,1,,,,,
1722,01/11/24 17:55:00,,,,,,,,,1
1723,01/11/24 18:00:00,1,1,1,1,,,,,
1724,01/11/24 18:55:00,,,,,,,,,1
1725,01/11/24 19:00:00,1,1,1,1,,,,,
1726,01/11/24 19:55:00,,,,,,,,,1
1727,01/11/24 20:00:00,1,1,1,1,,,,,
1728,01/11/24 20:55:00,,,,,,,,,1
1729,01/11/24 21:00:00,1,1,1,1,,,,,
1730,01/11/24 21:55:00,,,,,,,,,1
1731,01/11/24 22:00:00,1,1,1,1,,,,,
1732,01/11/24 22:55:00,,,,,,,,,1
1733,01/11/24 23:00:00,1,1,1,1,,,,,
1734,01/11/24 23:55:00,,,,,,,,,1
1735,01/12/24 00:00:00,1,1,1,1,,,,,
1736,01/12/24 00:55:00,,,,,,,,,1
1737,01/12/24 01:00:00,1,1,1,1,,,,,
1738,01/12/24 01:55:00,,,,,,,,,1
1739,01/12/24 02:00:00,1,1,1,1,,,,,
1740,01/12/24 02:55:00,,,,,,,,,1
1741,01/12/24 03:00:00,1,1,1,1,,,,,
1742,01/12/24 03:55:00,,,,,,,,,1
1743,01/12/24 04:00:00,1,1,1,1,,,,,
1744,01/12/24 04:55:00,,,,,,,,,1
1745,01/12/24 05:00:00,1,1,1,1,,,,,
1746,01/12/24 05:55:00,,,,,,,,,1
1747,01/12/24 06:00:00,1,1,1,1,,,,,
1748,01/12/24 06:55:00,,,,,,,,,1
1749,01/12/24 07:00:00,1,1,1,1,,,,,
1750,01/12/24 07:55:00,,,,,,,,,1
1751,01/12/24 08:00:00,1,1,1,1,,,,,
1752,01/12/24 08:55:00,,,,,,,,,1
1753,01/12/24 09:00:00,1,1,1,1,,,,,
1754,01/12/24 09:55:00,,,,,,,,,1
1755,01/12/24 10:00:00,1,1,1,1,,,,,
1756,01/12/24 10:55:00,,,,,,,,,1
1757,01/12/24 11:00:00,1,1,1,1,,,,,
1758,01/12/24 11:55:00,,,,,,,,,1
1759,01/12/24 12:00:00,1,1,1,1,,,,,
1760,01/12/24 12:55:00,,,,,,,,,1
1761,01/12/24 13:00:00,1,1,1,1,,,,,
1762,01/12/24 13:55:00,,,,,,,,,1
1763,01/12/24 14:00:00,1,1,1,1,,,,,
1764,01/12/24 14:55:00,,,,,,,,,1
1765,01/12/24 15:00:00,1,1,1,1,,,,,
1766,01/12/24 15:55:00,,,,,,,,,1
1767,01/12/24 16:00:00,1,1,1,1,,,,,
1768,01/12/24 16:55:00,,,,,,,,,1
1769,01/12/24 17:00:00,1,1,1,1,,,,,
1770,01/12/24 17:55:00,,,,,,,,,1
1771,01/12/24 18:00:00,1,1,1,1,,,,,
1772,01/12/24 18:55:00,,,,,,,,,1
1773,01/12/24 19:00:00,1,1,1,1,,,,,
1774,01/12/24 19:55:00,,,,,,,,,1
1775,01/12/24 20:00:00,1,1,1,1,,,,,
1776,01/12/24 20:55:00,,,,,,,,,1
1777,01/12/24 21:00:00,1,1,1,1,,,,,
1778,01/12/24 21:55:00,,,,,,,,,1
1779,01/12/24 22:00:00,1,1,1,1,,,,,
1780,01/12/24 22:55:00,,,,,,,,,1
1781,01/12/24 23:00:00,1,1,1,1,,,,,
1782,01/12/24 23:55:00,,,,,,,,,1
1783,01/13/24 00:00:00,1,1,1,1,,,,,
1784,01/13/24 00:55:00,,,,,,,,,1
1785,01/13/24 01:00:00,1,1,1,1,,,,,
1786,01/13/24 01:55:00,,,,,,,,,1
1787,01/13/24 02:00:00,1,1,1,1,,,,,
1788,01/13/24 02:55:00,,,,,,,,,1
1789,01/13/24 03:00:00,1,1,1,1,,,,,
1790,01/13/24 03:55:00,,,,,,,,,1
1791,01/13/24 04:00:00,1,1,1,1,,,,,
1792,01/13/24 04:55:00,,,,,,,,,1
1793,01/13/24 05:00:00,1,1,1,1,,,,,
1794,01/13/24 05:55:00,,,,,,,,,1
1795,01/13/24 06:00:00,1,1,1,1,,,,,
1796,01/13/24 06:55:00,,,,,,,,,1
1797,01/13/24 07:00:00,1,1,1,1,,,,,
1798,01/13/24 07:55:00,,,,,,,,,1
1799,01/13/24 08:00:00,1,1,1,1,,,,,
1800,01/13/24 08:55:00,,,,,,,,,1
1801,01/13/24 09:00:00,1,1,1,1,,,,,
1802,01/13/24 09:55:00,,,,,,,,,1
1803,01/13/24 10:00:00,1,1,1,1,,,,,
1804,01/13/24 10:55:00,,,,,,,,,1
1805,01/13/24 11:00:00,1,1,1,1,,,,,
1806,01/13/24 11:55:00,,,,,,,,,1
1807,01/13/24 12:00:00,1,1,1,1,,,,,
1808,01/13/24 12:55:00,,,,,,,,,1
1809,01/13/24 13:00:00,1,1,1,1,,,,,
1810,01/13/24 13:55:00,,,,,,,,,1
1811,01/13/24 14:00:00,1,1,1,1,,,,,
1812,01/13/24 14:55:00,,,,,,,,,1
1813,01/13/24 15:00:00,1,1,1,1,,,,,
1814,01/13/24 15:55:00,,,,,,,,,1
1815,01/13/24 16:00:00,1,1,1,1,,,,,
1816,01/13/24 16:55:00,,,,,,,,,1
1817,01/13/24 17:00:00,1,1,1,1,,,,,
1818,01/13/24 17:55:00,,,,,,,,,1
1819,01/13/24 18:00:00,1,1,1,1,,,,,
1820,01/13/24 18:55:00,,,,,,,,,1
1821,01/13/24 19:00:00,1,1,1,1,,,,,
1822,01/13/24 19:55:00,,,,,,,,,1
1823,01/13/24 20:00:00,1,1,1,1,,,,,
1824,01/13/24 20:55:00,,,,,,,,,1
1825,01/13/24 21:00:00,1,1,1,1,,,,,
1826,01/13/24 21:55:00,,,,,,,,,1
1827,01/13/24 22:00:00,1,1,1,1,,,,,
1828,01/13/24 22:55:00,,,,,,,,,1
1829,01/13/24 23:00:00,1,1,1,1,,,,,
1830,01/13/24 23:55:00,,,,,,,,,1
1831,01/14/24 00:00:00,1,1,1,1,,,,,
1832,01/14/24 00:55:00,,,,,,,,,1
1833,01/14/24 01:00:00,1,1,1,1,,,,,
1834,01/14/24 01:55:00,,,,,,,,,1
1835,01/14/24 02:00:00,1,1,1,1,,,,,
1836,01/14/24 02:55:00,,,,,,,,,1
1837,01/14/24 03:00:00,1,1,1,1,,,,,
1838,01/14/24 03:55:00,,,,,,,,,1
1839,01/14/24 04:00:00,1,1,1,1,,,,,
1840,01/14/24 04:55:00,,,,,,,,,1
1841,01/14/24 05:00:00,1,1,1,1,,,,,
1842,01/14/24 05:55:00,,,,,,,,,1
1843,01/14/24 06:00:00,1,1,1,1,,,,,
1844,01/14/24 07:00:00,1,1,1,1,,,,,
1845,01/14/24 08:00:00,1,1,1,1,,,,,
1846,01/14/24 09:00:00,1,1,1,1,,,,,
1847,01/14/24 10:00:00,1,1,1,1,,,,,
1848,01/14/24 11:00:00,1,1,1,1,,,,,
1849,01/14/24 12:00:00,1,1,1,1,,,,,
1850,01/14/24 13:00:00,1,1,1,1,,,,,
1851,01/14/24 14:00:00,1,1,1,1,,,,,
1852,01/14/24 15:00:00,1,1,1,1,,,,,
1853,01/14/24 16:00:00,1,1,1,1,,,,,
1854,01/14/24 17:00:00,1,1,1,1,,,,,
1855,01/14/24 18:00:00,1,1,1,1,,,,,
1856,01/14/24 19:00:00,1,1,1,1,,,,,
1857,01/14/24 20:00:00,1,1,1,1,,,,,
1858,01/14/24 21:00:00,1,1,1,1,,,,,
1859,01/14/24 22:00:00,1,1,1,1,,,,,
1860,01/14/24 23:00:00,1,1,1,1,,,,,
1861,01/15/24 00:00:00,1,1,1,1,,,,,
1862,01/15/24 01:00:00,1,1,1,1,,,,,
1863,01/15/24 02:00:00,1,1,1,1,,,,,
1864,01/15/24 03:00:00,1,1,1,1,,,,,
1865,01/15/24 04:00:00,1,1,1,1,,,,,
1866,01/15/24 05:00:00,1,1,1,1,,,,,
1867,01/15/24 06:00:00,1,1,1,1,,,,,
1868,01/15/24 07:00:00,1,1,1,1,,,,,
1869,01/15/24 08:00:00,1,1,1,1,,,,,
1870,01/15/24 09:00:00,1,1,1,1,,,,,
1871,01/15/24 10:00:00,1,1,1,1,,,,,
1872,01/15/24 11:00:00,1,1,1,1,,,,,
1873,01/15/24 12:00:00,1,1,1,1,,,,,
1874,01/15/24 13:00:00,1,1,1,1,,,,,
1875,01/15/24 14:00:00,1,1,1,1,,,,,
1876,01/15/24 15:00:00,1,1,1,1,,,,,
1877,01/15/24 16:00:00,1,1,1,1,,,,,
1878,01/15/24 17:00:00,1,1,1,1,,,,,
1879,01/15/24 18:00:00,1,1,1,1,,,,,
1880,01/15/24 19:00:00,1,1,1,1,,,,,
1881,01/15/24 20:00:00,1,1,1,1,,,,,
1882,01/15/24 21:00:00,1,1,1,1,,,,,
1883,01/15/24 22:00:00,1,1,1,1,,,,,
1884,01/15/24 23:00:00,1,1,1,1,,,,,
1885,01/16/24 00:00:00,1,1,1,1,,,,,
1886,01/16/24 01:00:00,1,1,1,1,,,,,
1887,01/16/24 02:00:00,1,1,1,1,,,,,
1888,01/16/24 03:00:00,1,1,1,1,,,,,
1889,01/16/24 04:00:00,1,1,1,1,,,,,
1890,01/16/24 05:00:00,1,1,1,1,,,,,
1891,01/16/24 06:00:00,1,1,1,1,,,,,
1892,01/16/24 07:00:00,1,1,1,1,,,,,
1893,01/16/24 08:00:00,1,1,1,1,,,,,
1894,01/16/24 09:00:00,1,1,1,1,,,,,
1895,01/16/24 10:00:00,1,1,1,1,,,,,
1896,01/16/24 11:00:00,1,1,1,1,,,,,
1897,01/16/24 12:00:00,1,1,1,1,,,,,
1898,01/16/24 13:00:00,1,1,1,1,,,,,
1899,01/16/24 14:00:00,1,1,1,1,,,,,
1900,01/16/24 15:00:00,1,1,1,1,,,,,
1901,01/16/24 16:00:00,1,1,1,1,,,,,
1902,01/16/24 17:00:00,1,1,1,1,,,,,
1903,01/16/24 18:00:00,1,1,1,1,,,,,
1904,01/16/24 19:00:00,1,1,1,1,,,,,
1905,01/16/24 20:00:00,1,1,1,1,,,,,
1906,01/16/24 21:00:00,1,1,1,1,,,,,
1907,01/16/24 22:00:00,1,1,1,1,,,,,
1908,01/16/24 23:00:00,1,1,1,1,,,,,
1909,01/17/24 00:00:00,1,1,1,1,,,,,
1910,01/17/24 01:00:00,1,1,1,1,,,,,
1911,01/17/24 02:00:00,1,1,1,1,,,,,
1912,01/17/24 03:00:00,1,1,1,1,,,,,
1913,01/17/24 04:00:00,1,1,1,1,,,,,
1914,01/17/24 05:00:00,1,1,1,1,,,,,
1915,01/17/24 06:00:00,1,1,1,1,,,,,
1916,01/17/24 07:00:00,1,1,1,1,,,,,
1917,01/17/24 08:00:00,1,1,1,1,,,,,
1918,01/17/24 09:00:00,1,1,1,1,,,,,
1919,01/17/24 10:00:00,1,1,1,1,,,,,
1920,01/17/24 11:00:00,1,1,1,1,,,,,
1921,01/17/24 12:00:00,1,1,1,1,,,,,
1922,01/17/24 13:00:00,1,1,1,1,,,,,
1923,01/17/24 14:00:00,1,1,1,1,,,,,
1924,01/17/24 15:00:00,1,1,1,1,,,,,
1925,01/17/24 16:00:00,1,1,1,1,,,,,
1926,01/17/24 17:00:00,1,1,1,1,,,,,
1927,01/17/24 18:00:00,1,1,1,1,,,,,
1928,01/17/24 19:00:00,1,1,1,1,,,,,
1929,01/17/24 20:00:00,1,1,1,1,,,,,
1930,01/17/24 21:00:00,1,1,1,1,,,,,
1931,01/17/24 22:00:00,1,1,1,1,,,,,
1932,01/17/24 23:00:00,1,1,1,1,,,,,
1933,01/18/24 00:00:00,1,1,1,1,,,,,
1934,01/18/24 01:00:00,1,1,1,1,,,,,
1935,01/18/24 02:00:00,1,1,1,1,,,,,
1936,01/18/24 03:00:00,1,1,1,1,,,,,
1937,01/18/24 04:00:00,1,1,1,1,,,,,
1938,01/18/24 05:00:00,1,1,1,1,,,,,
1939,01/18/24 06:00:00,1,1,1,1,,,,,
1940,01/18/24 07:00:00,1,1,1,1,,,,,
1941,01/18/24 08:00:00,1,1,1,1,,,,,
1942,01/18/24 09:00:00,1,1,1,1,,,,,
1943,01/18/24 10:00:00,1,1,1,1,,,,,
1944,01/18/24 11:00:00,1,1,1,1,,,,,
1945,01/18/24 12:00:00,1,1,1,1,,,,,
1946,01/18/24 13:00:00,1,1,1,1,,,,,
1947,01/18/24 14:00:00,1,1,1,1,,,,,
1948,01/18/24 15:00:00,1,1,1,1,,,,,
1949,01/18/24 16:00:00,1,1,1,1,,,,,
1950,01/18/24 17:00:00,1,1,1,1,,,,,
1951,01/18/24 18:00:00,1,1,1,1,,,,,
1952,01/18/24 19:00:00,1,1,1,1,,,,,
1953,01/18/24 20:00:00,1,1,1,1,,,,,
1954,01/18/24 21:00:00,1,1,1,1,,,,,
1955,01/18/24 22:00:00,1,1,1,1,,,,,
1956,01/18/24 23:00:00,1,1,1,1,,,,,
1957,01/19/24 00:00:00,1,1,1,1,,,,,
1958,01/19/24 01:00:00,1,1,1,1,,,,,
1959,01/19/24 02:00:00,1,1,1,1,,,,,
1960,01/19/24 03:00:00,1,1,1,1,,,,,
1961,01/19/24 04:00:00,1,1,1,1,,,,,
1962,01/19/24 05:00:00,1,1,1,1,,,,,
1963,01/19/24 06:00:00,1,1,1,1,,,,,
1964,01/19/24 07:00:00,1,1,1,1,,,,,
1965,01/19/24 08:00:00,1,1,1,1,,,,,
1966,01/19/24 09:00:00,1,1,1,1,,,,,
1967,01/19/24 10:00:00,1,1,1,1,,,,,
1968,01/19/24 11:00:00,1,1,1,1,,,,,
1969,01/19/24 12:00:00,1,1,1,1,,,,,
1970,01/19/24 13:00:00,1,1,1,1,,,,,
1971,01/19/24 14:00:00,1,1,1,1,,,,,
1972,01/19/24 15:00:00,1,1,1,1,,,,,
1973,01/19/24 16:00:00,1,1,1,1,,,,,
1974,01/19/24 17:00:00,1,1,1,1,,,,,
1975,01/19/24 18:00:00,1,1,1,1,,,,,
1976,01/19/24 19:00:00,1,1,1,1,,,,,
1977,01/19/24 20:00:00,1,1,1,1,,,,,
1978,01/19/24 21:00:00,1,1,1,1,,,,,
1979,01/19/24 22:00:00,2,1,1,1,,,,,
1980,01/19/24 23:00:00,2,2,2,1,,,,,
1981,01/20/24 00:00:00,1,1,1,1,,,,,
1982,01/20/24 01:00:00,1,1,1,1,,,,,
1983,01/20/24 02:00:00,1,1,1,1,,,,,
1984,01/20/24 03:00:00,1,1,1,1,,,,,
1985,01/20/24 04:00:00,1,1,1,1,,,,,
1986,01/20/24 05:00:00,1,1,1,1,,,,,
1987,01/20/24 06:00:00,1,1,1,1,,,,,
1988,01/20/24 07:00:00,1,1,1,1,,,,,
1989,01/20/24 08:00:00,1,1,1,1,,,,,
1990,01/20/24 09:00:00,1,1,1,1,,,,,
1991,01/20/24 10:00:00,1,1,1,1,,,,,
1992,01/20/24 11:00:00,1,1,1,1,,,,,
1993,01/20/24 12:00:00,1,1,1,1,,,,,
1994,01/20/24 13:00:00,1,1,1,1,,,,,
1995,01/20/24 14:00:00,1,1,1,1,,,,,
1996,01/20/24 15:00:00,1,1,1,1,,,,,
1997,01/20/24 16:00:00,1,1,1,1,,,,,
1998,01/20/24 17:00:00,1,1,1,1,,,,,
1999,01/20/24 18:00:00,1,1,1,1,,,,,
2000,01/20/24 19:00:00,1,1,1,1,,,,,
2001,01/20/24 20:00:00,1,1,1,1,,,,,
2002,01/20/24 21:00:00,1,1,1,1,,,,,
2003,01/20/24 22:00:00,2,1,1,1,,,,,
2004,01/20/24 23:00:00,2,2,2,1,,,,,
2005,01/21/24 00:00:00,1,1,2,1,,,,,
2006,01/21/24 01:00:00,1,1,1,1,,,,,
2007,01/21/24 02:00:00,1,1,1,1,,,,,
2008,01/21/24 03:00:00,1,1,1,1,,,,,
