Line#,Date,"Wind Direction (S-WDA 21198259:21167037-1), *, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21181033-3), *, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21398709-3), *, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21206909-3), *, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21401801:21206911-3), *, RX3000_BRW4_SSMH","Wind Direction (RXW-WCF 21401801:21206912-3), *, RX3000_BRW4_SSMH","Wind Direction (RXW-WCF 21401801:21398711-3), *, RX3000_BRW4_SSMH","Wind Direction (S-WDA 21401801:21350820-1), *, RX3000_BRW4_SSMH","Wind Direction (S-WDA 21401803:21350855-1), *, RX3000_BRW6_BEO"
1545,01/06/24 09:00:00,213,,175,129,,,,,
1546,01/06/24 09:55:00,,,,,,,,,150
1547,01/06/24 10:00:00,212,,168,131,,,,,
1548,01/06/24 10:55:00,,,,,,,,,152
1549,01/06/24 11:00:00,213,,175,131,,,,,
1550,01/06/24 11:55:00,,,,,,,,,149
1551,01/06/24 12:00:00,213,,167,131,,,,,
1552,01/06/24 12:55:00,,,,,,,,,146
1553,01/06/24 13:00:00,212,,166,131,,,,,
1554,01/06/24 13:55:00,,,,,,,,,147
1555,01/06/24 14:00:00,213,,183,129,,,,,
1556,01/06/24 14:55:00,,,,,,,,,153
1557,01/06/24 15:00:00,213,,187,128,,,,,
1558,01/06/24 15:55:00,,,,,,,,,157
1559,01/06/24 16:00:00,215,,202,125,,,,,
1560,01/06/24 16:55:00,,,,,,,,,160
1561,01/06/24 17:00:00,215,,197,121,,,,,
1562,01/06/24 17:55:00,,,,,,,,,147
1563,01/06/24 18:00:00,213,,184,129,,,,,
1564,01/06/24 18:55:00,,,,,,,,,146
1565,01/06/24 19:00:00,213,,192,128,,,,,
1566,01/06/24 19:55:00,,,,,,,,,146
1567,01/06/24 20:00:00,212,,181,129,,,,,
1568,01/06/24 20:55:00,,,,,,,,,146
1569,01/06/24 21:00:00,215,,201,126,,,,,
1570,01/06/24 21:55:00,,,,,,,,,146
1571,01/06/24 22:00:00,215,,195,126,,,,,
1572,01/06/24 22:55:00,,,,,,,,,147
1573,01/06/24 23:00:00,215,,208,124,,,,,
1574,01/06/24 23:55:00,,,,,,,,,147
1575,01/07/24 00:00:00,215,,211,121,,,,,
1576,01/07/24 00:55:00,,,,,,,,,147
1577,01/07/24 01:00:00,216,,208,119,,,,,
1578,01/07/24 01:55:00,,,,,,,,,147
1579,01/07/24 02:00:00,215,,204,117,,,,,
1580,01/07/24 02:55:00,,,,,,,,,147
1581,01/07/24 03:00:00,215,,212,119,,,,,
1582,01/07/24 03:55:00,,,,,,,,,147
1583,01/07/24 04:00:00,215,,205,124,,,,,
1584,01/07/24 04:55:00,,,,,,,,,147
1585,01/07/24 05:00:00,215,,205,125,,,,,
1586,01/07/24 05:55:00,,,,,,,,,147
1587,01/07/24 06:00:00,215,,199,122,,,,,
1588,01/07/24 06:55:00,,,,,,,,,147
1589,01/07/24 07:00:00,215,,190,126,,,,,
1590,01/07/24 07:55:00,,,,,,,,,147
1591,01/07/24 08:00:00,215,,199,125,,,,,
1592,01/07/24 08:55:00,,,,,,,,,147
1593,01/07/24 09:00:00,213,,188,126,,,,,
1594,01/07/24 09:55:00,,,,,,,,,147
1595,01/07/24 10:00:00,215,,201,125,,,,,
1596,01/07/24 10:55:00,,,,,,,,,147
1597,01/07/24 11:00:00,213,,183,129,,,,,
1598,01/07/24 11:55:00,,,,,,,,,147
1599,01/07/24 12:00:00,213,,192,129,,,,,
1600,01/07/24 12:55:00,,,,,,,,,147
1601,01/07/24 13:00:00,213,,191,128,,,,,
1602,01/07/24 13:55:00,,,,,,,,,147
1603,01/07/24 14:00:00,213,,167,131,,,,,
1604,01/07/24 14:55:00,,,,,,,,,147
1605,01/07/24 15:00:00,213,,167,131,,,,,
1606,01/07/24 15:55:00,,,,,,,,,147
1607,01/07/24 16:00:00,213,,185,129,,,,,
1608,01/07/24 16:55:00,,,,,,,,,147
1609,01/07/24 17:00:00,215,,205,125,,,,,
1610,01/07/24 17:55:00,,,,,,,,,152
1611,01/07/24 18:00:00,215,,201,125,,,,,
1612,01/07/24 18:55:00,,,,,,,,,160
1613,01/07/24 19:00:00,215,,211,122,,,,,
1614,01/07/24 19:55:00,,,,,,,,,161
1615,01/07/24 20:00:00,215,,211,122,,,,,
1616,01/07/24 20:55:00,,,,,,,,,163
1617,01/07/24 21:00:00,216,,212,118,,,,,
1618,01/07/24 21:55:00,,,,,,,,,161
1619,01/07/24 22:00:00,215,,215,119,,,,,
1620,01/07/24 22:55:00,,,,,,,,,164
1621,01/07/24 23:00:00,216,,206,117,,,,,
1622,01/07/24 23:55:00,,,,,,,,,163
1623,01/08/24 00:00:00,215,,208,118,,,,,
1624,01/08/24 00:55:00,,,,,,,,,166
1625,01/08/24 01:00:00,218,,194,112,,,,,
1626,01/08/24 01:55:00,,,,,,,,,167
1627,01/08/24 02:00:00,219,,185,112,,,,,
1628,01/08/24 02:55:00,,,,,,,,,167
1629,01/08/24 03:00:00,219,,209,114,,,,,
1630,01/08/24 03:55:00,,,,,,,,,168
1631,01/08/24 04:00:00,218,,204,111,,,,,
1632,01/08/24 04:55:00,,,,,,,,,164
1633,01/08/24 05:00:00,216,,220,115,,,,,
1634,01/08/24 05:55:00,,,,,,,,,163
1635,01/08/24 06:00:00,213,,218,119,,,,,
1636,01/08/24 06:55:00,,,,,,,,,166
1637,01/08/24 07:00:00,218,,202,112,,,,,
1638,01/08/24 07:55:00,,,,,,,,,167
1639,01/08/24 08:00:00,219,,190,110,,,,,
1640,01/08/24 08:55:00,,,,,,,,,166
1641,01/08/24 09:00:00,218,,208,114,,,,,
1642,01/08/24 09:55:00,,,,,,,,,167
1643,01/08/24 10:00:00,219,,202,110,,,,,
1644,01/08/24 10:55:00,,,,,,,,,166
1645,01/08/24 11:00:00,219,,187,110,,,,,
1646,01/08/24 11:55:00,,,,,,,,,163
1647,01/08/24 12:00:00,216,,212,115,,,,,
1648,01/08/24 12:55:00,,,,,,,,,164
1649,01/08/24 13:00:00,219,,194,110,,,,,
1650,01/08/24 13:55:00,,,,,,,,,167
1651,01/08/24 14:00:00,220,,177,105,,,,,
1652,01/08/24 14:55:00,,,,,,,,,171
1653,01/08/24 15:00:00,222,,163,56,,,,,
1654,01/08/24 15:55:00,,,,,,,,,173
1655,01/08/24 16:00:00,222,,180,107,,,,,
1656,01/08/24 16:55:00,,,,,,,,,163
1657,01/08/24 17:00:00,222,,171,104,,,,,
1658,01/08/24 17:55:00,,,,,,,,,160
1659,01/08/24 18:00:00,223,,152,348,,,,,
1660,01/08/24 18:55:00,,,,,,,,,160
1661,01/08/24 19:00:00,222,,173,74,,,,,
1662,01/08/24 19:55:00,,,,,,,,,160
1663,01/08/24 20:00:00,223,,143,326,,,,,
1664,01/08/24 20:55:00,,,,,,,,,160
1665,01/08/24 21:00:00,232,,140,320,,,,,
1666,01/08/24 21:55:00,,,,,,,,,160
1667,01/08/24 22:00:00,233,,135,316,,,,,
1668,01/08/24 22:55:00,,,,,,,,,167
1669,01/08/24 23:00:00,233,,139,314,,,,,
1670,01/08/24 23:55:00,,,,,,,,,190
1671,01/09/24 00:00:00,227,,147,316,,,,,
1672,01/09/24 00:55:00,,,,,,,,,190
1673,01/09/24 01:00:00,233,,138,314,,,,,
1674,01/09/24 01:55:00,,,,,,,,,190
1675,01/09/24 02:00:00,230,,132,314,,,,,
1676,01/09/24 02:55:00,,,,,,,,,190
1677,01/09/24 03:00:00,232,,136,314,,,,,
1678,01/09/24 03:55:00,,,,,,,,,190
1679,01/09/24 04:00:00,230,,139,317,,,,,
1680,01/09/24 04:55:00,,,,,,,,,190
1681,01/09/24 05:00:00,226,,140,314,,,,,
1682,01/09/24 05:55:00,,,,,,,,,190
1683,01/09/24 06:00:00,229,,133,316,,,,,
1684,01/09/24 06:55:00,,,,,,,,,190
1685,01/09/24 07:00:00,222,,161,314,,,,,
1686,01/09/24 07:55:00,,,,,,,,,190
1687,01/09/24 08:00:00,220,,161,313,,,,,
1688,01/09/24 08:55:00,,,,,,,,,190
1689,01/09/24 09:00:00,222,,143,314,,,,,
1690,01/09/24 09:55:00,,,,,,,,,190
1691,01/09/24 10:00:00,225,,146,316,,,,,
1692,01/09/24 10:55:00,,,,,,,,,190
1693,01/09/24 11:00:00,223,,147,310,,,,,
1694,01/09/24 11:55:00,,,,,,,,,190
1695,01/09/24 12:00:00,236,,131,314,,,,,
1696,01/09/24 12:55:00,,,,,,,,,190
1697,01/09/24 13:00:00,229,,136,317,,,,,
1698,01/09/24 13:55:00,,,,,,,,,190
1699,01/09/24 14:00:00,234,,133,316,,,,,
1700,01/09/24 14:55:00,,,,,,,,,190
1701,01/09/24 15:00:00,226,,140,327,,,,,
1702,01/09/24 15:55:00,,,,,,,,,190
1703,01/09/24 16:00:00,222,,146,65,,,,,
1704,01/09/24 16:55:00,,,,,,,,,190
1705,01/09/24 17:00:00,222,,147,41,,,,,
1706,01/09/24 17:55:00,,,,,,,,,190
1707,01/09/24 18:00:00,220,,156,102,,,,,
1708,01/09/24 18:55:00,,,,,,,,,190
1709,01/09/24 19:00:00,220,,173,107,,,,,
1710,01/09/24 19:55:00,,,,,,,,,190
1711,01/09/24 20:00:00,218,,183,111,,,,,
1712,01/09/24 20:55:00,,,,,,,,,190
1713,01/09/24 21:00:00,220,,191,44,,,,,
1714,01/09/24 21:55:00,,,,,,,,,190
1715,01/09/24 22:00:00,225,,149,312,,,,,
1716,01/09/24 22:55:00,,,,,,,,,190
1717,01/09/24 23:00:00,232,,136,314,,,,,
1718,01/09/24 23:55:00,,,,,,,,,190
1719,01/10/24 00:00:00,229,,146,316,,,,,
1720,01/10/24 00:55:00,,,,,,,,,190
1721,01/10/24 01:00:00,225,,136,327,,,,,
1722,01/10/24 01:55:00,,,,,,,,,190
1723,01/10/24 02:00:00,227,,125,337,,,,,
1724,01/10/24 02:55:00,,,,,,,,,190
1725,01/10/24 03:00:00,229,,138,314,,,,,
1726,01/10/24 03:55:00,,,,,,,,,190
1727,01/10/24 04:00:00,220,,163,91,,,,,
1728,01/10/24 04:55:00,,,,,,,,,190
1729,01/10/24 05:00:00,220,,163,84,,,,,
1730,01/10/24 05:55:00,,,,,,,,,190
1731,01/10/24 06:00:00,219,,160,88,,,,,
1732,01/10/24 06:55:00,,,,,,,,,190
1733,01/10/24 07:00:00,230,,138,316,,,,,
1734,01/10/24 07:55:00,,,,,,,,,190
1735,01/10/24 08:00:00,234,,136,314,,,,,
1736,01/10/24 08:55:00,,,,,,,,,190
1737,01/10/24 09:00:00,226,,131,310,,,,,
1738,01/10/24 09:55:00,,,,,,,,,190
1739,01/10/24 10:00:00,233,,136,314,,,,,
1740,01/10/24 10:55:00,,,,,,,,,190
1741,01/10/24 11:00:00,229,,129,312,,,,,
1742,01/10/24 11:55:00,,,,,,,,,190
1743,01/10/24 12:00:00,230,,125,309,,,,,
1744,01/10/24 12:55:00,,,,,,,,,191
1745,01/10/24 13:00:00,230,,129,309,,,,,
1746,01/10/24 13:55:00,,,,,,,,,198
1747,01/10/24 14:00:00,227,,126,307,,,,,
1748,01/10/24 14:55:00,,,,,,,,,194
1749,01/10/24 15:00:00,227,,132,310,,,,,
1750,01/10/24 15:55:00,,,,,,,,,195
1751,01/10/24 16:00:00,234,,131,313,,,,,
1752,01/10/24 16:55:00,,,,,,,,,191
1753,01/10/24 17:00:00,227,,135,314,,,,,
1754,01/10/24 17:55:00,,,,,,,,,192
1755,01/10/24 18:00:00,232,,136,313,,,,,
1756,01/10/24 18:55:00,,,,,,,,,187
1757,01/10/24 19:00:00,223,,159,314,,,,,
1758,01/10/24 19:55:00,,,,,,,,,187
1759,01/10/24 20:00:00,226,,149,313,,,,,
1760,01/10/24 20:55:00,,,,,,,,,185
1761,01/10/24 21:00:00,226,,140,313,,,,,
1762,01/10/24 21:55:00,,,,,,,,,187
1763,01/10/24 22:00:00,234,,138,312,,,,,
1764,01/10/24 22:55:00,,,,,,,,,190
1765,01/10/24 23:00:00,234,,138,313,,,,,
1766,01/10/24 23:55:00,,,,,,,,,190
1767,01/11/24 00:00:00,230,,135,312,,,,,
1768,01/11/24 00:55:00,,,,,,,,,190
1769,01/11/24 01:00:00,232,,138,313,,,,,
1770,01/11/24 01:55:00,,,,,,,,,188
1771,01/11/24 02:00:00,232,,131,320,,,,,
1772,01/11/24 02:55:00,,,,,,,,,187
1773,01/11/24 03:00:00,233,,132,316,,,,,
1774,01/11/24 03:55:00,,,,,,,,,187
1775,01/11/24 04:00:00,223,,140,326,,,,,
1776,01/11/24 04:55:00,,,,,,,,,185
1777,01/11/24 05:00:00,225,,140,323,,,,,
1778,01/11/24 05:55:00,,,,,,,,,184
1779,01/11/24 06:00:00,225,,150,313,,,,,
1780,01/11/24 06:55:00,,,,,,,,,177
1781,01/11/24 07:00:00,220,,157,49,,,,,
1782,01/11/24 07:55:00,,,,,,,,,174
1783,01/11/24 08:00:00,222,,145,37,,,,,
1784,01/11/24 08:55:00,,,,,,,,,173
1785,01/11/24 09:00:00,222,,138,39,,,,,
1786,01/11/24 09:55:00,,,,,,,,,167
1787,01/11/24 10:00:00,219,,150,105,,,,,
1788,01/11/24 10:55:00,,,,,,,,,166
1789,01/11/24 11:00:00,218,,163,110,,,,,
1790,01/11/24 11:55:00,,,,,,,,,175
1791,01/11/24 12:00:00,220,,143,98,,,,,
1792,01/11/24 12:55:00,,,,,,,,,161
1793,01/11/24 13:00:00,216,,213,118,,,,,
1794,01/11/24 13:55:00,,,,,,,,,160
1795,01/11/24 14:00:00,219,,171,110,,,,,
1796,01/11/24 14:55:00,,,,,,,,,168
1797,01/11/24 15:00:00,219,,142,108,,,,,
1798,01/11/24 15:55:00,,,,,,,,,167
1799,01/11/24 16:00:00,220,,154,107,,,,,
1800,01/11/24 16:55:00,,,,,,,,,161
1801,01/11/24 17:00:00,218,,191,111,,,,,
1802,01/11/24 17:55:00,,,,,,,,,166
1803,01/11/24 18:00:00,219,,183,111,,,,,
1804,01/11/24 18:55:00,,,,,,,,,168
1805,01/11/24 19:00:00,220,,197,110,,,,,
1806,01/11/24 19:55:00,,,,,,,,,171
1807,01/11/24 20:00:00,220,,197,108,,,,,
1808,01/11/24 20:55:00,,,,,,,,,175
1809,01/11/24 21:00:00,222,,198,121,,,,,
1810,01/11/24 21:55:00,,,,,,,,,171
1811,01/11/24 22:00:00,220,,175,117,,,,,
1812,01/11/24 22:55:00,,,,,,,,,177
1813,01/11/24 23:00:00,222,,183,333,,,,,
1814,01/11/24 23:55:00,,,,,,,,,180
1815,01/12/24 00:00:00,220,,199,309,,,,,
1816,01/12/24 00:55:00,,,,,,,,,183
1817,01/12/24 01:00:00,222,,185,302,,,,,
1818,01/12/24 01:55:00,,,,,,,,,187
1819,01/12/24 02:00:00,229,,149,310,,,,,
1820,01/12/24 02:55:00,,,,,,,,,188
1821,01/12/24 03:00:00,232,,142,310,,,,,
1822,01/12/24 03:55:00,,,,,,,,,183
1823,01/12/24 04:00:00,223,,178,302,,,,,
1824,01/12/24 04:55:00,,,,,,,,,185
1825,01/12/24 05:00:00,223,,164,302,,,,,
1826,01/12/24 05:55:00,,,,,,,,,187
1827,01/12/24 06:00:00,229,,145,309,,,,,
1828,01/12/24 06:55:00,,,,,,,,,187
1829,01/12/24 07:00:00,229,,150,307,,,,,
1830,01/12/24 07:55:00,,,,,,,,,190
1831,01/12/24 08:00:00,234,,132,309,,,,,
1832,01/12/24 08:55:00,,,,,,,,,191
1833,01/12/24 09:00:00,230,,129,307,,,,,
1834,01/12/24 09:55:00,,,,,,,,,188
1835,01/12/24 10:00:00,226,,150,307,,,,,
1836,01/12/24 10:55:00,,,,,,,,,184
1837,01/12/24 11:00:00,222,,191,300,,,,,
1838,01/12/24 11:55:00,,,,,,,,,181
1839,01/12/24 12:00:00,222,,195,296,,,,,
1840,01/12/24 12:55:00,,,,,,,,,183
1841,01/12/24 13:00:00,225,,173,300,,,,,
1842,01/12/24 13:55:00,,,,,,,,,184
1843,01/12/24 14:00:00,223,,173,299,,,,,
1844,01/12/24 14:55:00,,,,,,,,,181
1845,01/12/24 15:00:00,226,,180,298,,,,,
1846,01/12/24 15:55:00,,,,,,,,,188
1847,01/12/24 16:00:00,234,,135,309,,,,,
1848,01/12/24 16:55:00,,,,,,,,,187
1849,01/12/24 17:00:00,227,,161,303,,,,,
1850,01/12/24 17:55:00,,,,,,,,,181
1851,01/12/24 18:00:00,222,,206,282,,,,,
1852,01/12/24 18:55:00,,,,,,,,,180
1853,01/12/24 19:00:00,220,,201,285,,,,,
1854,01/12/24 19:55:00,,,,,,,,,183
1855,01/12/24 20:00:00,222,,205,284,,,,,
1856,01/12/24 20:55:00,,,,,,,,,184
1857,01/12/24 21:00:00,227,,159,295,,,,,
1858,01/12/24 21:55:00,,,,,,,,,187
1859,01/12/24 22:00:00,229,,156,295,,,,,
1860,01/12/24 22:55:00,,,,,,,,,184
1861,01/12/24 23:00:00,225,,174,292,,,,,
1862,01/12/24 23:55:00,,,,,,,,,183
1863,01/13/24 00:00:00,223,,171,293,,,,,
1864,01/13/24 00:55:00,,,,,,,,,191
1865,01/13/24 01:00:00,234,,140,302,,,,,
1866,01/13/24 01:55:00,,,,,,,,,191
1867,01/13/24 02:00:00,232,,133,302,,,,,
1868,01/13/24 02:55:00,,,,,,,,,187
1869,01/13/24 03:00:00,232,,145,300,,,,,
1870,01/13/24 03:55:00,,,,,,,,,190
1871,01/13/24 04:00:00,229,,146,300,,,,,
1872,01/13/24 04:55:00,,,,,,,,,185
1873,01/13/24 05:00:00,219,,195,288,,,,,
1874,01/13/24 05:55:00,,,,,,,,,184
1875,01/13/24 06:00:00,222,,187,289,,,,,
1876,01/13/24 06:55:00,,,,,,,,,180
1877,01/13/24 07:00:00,222,,204,277,,,,,
1878,01/13/24 07:55:00,,,,,,,,,184
1879,01/13/24 08:00:00,223,,178,288,,,,,
1880,01/13/24 08:55:00,,,,,,,,,192
1881,01/13/24 09:00:00,230,,129,299,,,,,
1882,01/13/24 09:55:00,,,,,,,,,197
1883,01/13/24 10:00:00,229,,132,300,,,,,
1884,01/13/24 10:55:00,,,,,,,,,191
1885,01/13/24 11:00:00,229,,126,299,,,,,
1886,01/13/24 11:55:00,,,,,,,,,188
1887,01/13/24 12:00:00,227,,154,296,,,,,
1888,01/13/24 12:55:00,,,,,,,,,178
1889,01/13/24 13:00:00,220,,175,279,,,,,
1890,01/13/24 13:55:00,,,,,,,,,175
1891,01/13/24 14:00:00,222,,208,139,,,,,
1892,01/13/24 14:55:00,,,,,,,,,171
1893,01/13/24 15:00:00,220,,204,111,,,,,
1894,01/13/24 15:55:00,,,,,,,,,173
1895,01/13/24 16:00:00,222,,205,125,,,,,
1896,01/13/24 16:55:00,,,,,,,,,168
1897,01/13/24 17:00:00,219,,204,114,,,,,
1898,01/13/24 17:55:00,,,,,,,,,166
1899,01/13/24 18:00:00,219,,206,112,,,,,
1900,01/13/24 18:55:00,,,,,,,,,174
1901,01/13/24 19:00:00,220,,206,119,,,,,
1902,01/13/24 19:55:00,,,,,,,,,170
1903,01/13/24 20:00:00,220,,208,112,,,,,
1904,01/13/24 20:55:00,,,,,,,,,167
1905,01/13/24 21:00:00,218,,209,111,,,,,
1906,01/13/24 21:55:00,,,,,,,,,166
1907,01/13/24 22:00:00,218,,213,112,,,,,
1908,01/13/24 22:55:00,,,,,,,,,164
1909,01/13/24 23:00:00,216,,205,115,,,,,
1910,01/13/24 23:55:00,,,,,,,,,164
1911,01/14/24 00:00:00,215,,202,112,,,,,
1912,01/14/24 00:55:00,,,,,,,,,163
1913,01/14/24 01:00:00,216,,202,118,,,,,
1914,01/14/24 01:55:00,,,,,,,,,160
1915,01/14/24 02:00:00,215,,194,119,,,,,
1916,01/14/24 02:55:00,,,,,,,,,159
1917,01/14/24 03:00:00,215,,178,121,,,,,
1918,01/14/24 03:55:00,,,,,,,,,157
1919,01/14/24 04:00:00,215,,157,125,,,,,
1920,01/14/24 04:55:00,,,,,,,,,153
1921,01/14/24 05:00:00,213,,140,126,,,,,
1922,01/14/24 05:55:00,,,,,,,,,143
1923,01/14/24 06:00:00,204,,135,128,,,,,
1924,01/14/24 07:00:00,201,,133,126,,,,,
1925,01/14/24 08:00:00,202,,131,126,,,,,
1926,01/14/24 09:00:00,195,,139,126,,,,,
1927,01/14/24 10:00:00,199,,135,126,,,,,
1928,01/14/24 11:00:00,204,,140,128,,,,,
1929,01/14/24 12:00:00,205,,142,126,,,,,
1930,01/14/24 13:00:00,204,,143,128,,,,,
1931,01/14/24 14:00:00,213,,168,121,,,,,
1932,01/14/24 15:00:00,218,,205,112,,,,,
1933,01/14/24 16:00:00,218,,206,112,,,,,
1934,01/14/24 17:00:00,218,,204,108,,,,,
1935,01/14/24 18:00:00,218,,206,111,,,,,
1936,01/14/24 19:00:00,219,,197,114,,,,,
1937,01/14/24 20:00:00,220,,201,118,,,,,
1938,01/14/24 21:00:00,220,,202,117,,,,,
1939,01/14/24 22:00:00,222,,208,128,,,,,
1940,01/14/24 23:00:00,220,,218,275,,,,,
1941,01/15/24 00:00:00,223,,204,282,,,,,
1942,01/15/24 01:00:00,230,,135,303,,,,,
1943,01/15/24 02:00:00,226,,124,300,,,,,
1944,01/15/24 03:00:00,230,,118,302,,,,,
1945,01/15/24 04:00:00,229,,108,302,,,,,
1946,01/15/24 05:00:00,260,,105,303,,,,,
1947,01/15/24 06:00:00,316,,111,296,,,,,
1948,01/15/24 07:00:00,316,,112,302,,,,,
1949,01/15/24 08:00:00,312,,115,303,,,,,
1950,01/15/24 09:00:00,310,,105,300,,,,,
1951,01/15/24 10:00:00,309,,107,306,,,,,
1952,01/15/24 11:00:00,302,,104,305,,,,,
1953,01/15/24 12:00:00,233,,102,302,,,,,
1954,01/15/24 13:00:00,226,,108,302,,,,,
1955,01/15/24 14:00:00,232,,115,302,,,,,
1956,01/15/24 15:00:00,229,,114,300,,,,,
1957,01/15/24 16:00:00,225,,115,300,,,,,
1958,01/15/24 17:00:00,222,,124,300,,,,,
1959,01/15/24 18:00:00,226,,118,302,,,,,
1960,01/15/24 19:00:00,14,,105,303,,,,,
1961,01/15/24 20:00:00,34,,138,319,,,,,
1962,01/15/24 21:00:00,34,,126,295,,,,,
1963,01/15/24 22:00:00,34,,133,302,,,,,
1964,01/15/24 23:00:00,34,,122,300,,,,,
1965,01/16/24 00:00:00,34,,121,300,,,,,
1966,01/16/24 01:00:00,32,,125,300,,,,,
1967,01/16/24 02:00:00,237,,117,302,,,,,
1968,01/16/24 03:00:00,302,,108,300,,,,,
1969,01/16/24 04:00:00,317,,114,293,,,,,
1970,01/16/24 05:00:00,314,,114,299,,,,,
1971,01/16/24 06:00:00,312,,102,278,,,,,
1972,01/16/24 07:00:00,316,,100,136,,,,,
1973,01/16/24 08:00:00,303,,111,122,,,,,
1974,01/16/24 09:00:00,300,,114,125,,,,,
1975,01/16/24 10:00:00,316,,243,128,,,,,
1976,01/16/24 11:00:00,275,,279,131,,,,,
1977,01/16/24 12:00:00,223,,292,80,,,,,
1978,01/16/24 13:00:00,223,,282,124,,,,,
1979,01/16/24 14:00:00,230,,274,112,,,,,
1980,01/16/24 15:00:00,225,,272,118,,,,,
1981,01/16/24 16:00:00,230,,281,117,,,,,
1982,01/16/24 17:00:00,225,,275,105,,,,,
1983,01/16/24 18:00:00,213,,286,128,,,,,
1984,01/16/24 19:00:00,219,,296,317,,,,,
1985,01/16/24 20:00:00,225,,299,326,,,,,
1986,01/16/24 21:00:00,240,,298,316,,,,,
1987,01/16/24 22:00:00,274,,303,314,,,,,
1988,01/16/24 23:00:00,175,,300,312,,,,,
1989,01/17/24 00:00:00,21,,303,310,,,,,
1990,01/17/24 01:00:00,65,,303,309,,,,,
1991,01/17/24 02:00:00,20,,303,310,,,,,
1992,01/17/24 03:00:00,51,,305,309,,,,,
1993,01/17/24 04:00:00,355,,306,309,,,,,
1994,01/17/24 05:00:00,348,,305,309,,,,,
1995,01/17/24 06:00:00,348,,309,309,,,,,
1996,01/17/24 07:00:00,344,,303,307,,,,,
1997,01/17/24 08:00:00,350,,306,307,,,,,
1998,01/17/24 09:00:00,347,,303,307,,,,,
1999,01/17/24 10:00:00,348,,306,307,,,,,
2000,01/17/24 11:00:00,348,,302,309,,,,,
2001,01/17/24 12:00:00,344,,305,307,,,,,
2002,01/17/24 13:00:00,347,,310,309,,,,,
2003,01/17/24 14:00:00,355,,307,312,,,,,
2004,01/17/24 15:00:00,288,,299,98,,,,,
2005,01/17/24 16:00:00,323,,265,125,,,,,
2006,01/17/24 17:00:00,324,,271,129,,,,,
2007,01/17/24 18:00:00,324,,219,129,,,,,
2008,01/17/24 19:00:00,324,,237,129,,,,,
2009,01/17/24 20:00:00,326,,250,129,,,,,
2010,01/17/24 21:00:00,306,,239,122,,,,,
2011,01/17/24 22:00:00,323,,223,128,,,,,
2012,01/17/24 23:00:00,286,,279,121,,,,,
2013,01/18/24 00:00:00,258,,275,105,,,,,
2014,01/18/24 01:00:00,275,,279,98,,,,,
2015,01/18/24 02:00:00,277,,285,95,,,,,
2016,01/18/24 03:00:00,272,,288,98,,,,,
2017,01/18/24 04:00:00,272,,292,102,,,,,
2018,01/18/24 05:00:00,250,,295,117,,,,,
2019,01/18/24 06:00:00,286,,289,102,,,,,
2020,01/18/24 07:00:00,274,,293,102,,,,,
2021,01/18/24 08:00:00,282,,291,104,,,,,
2022,01/18/24 09:00:00,278,,293,110,,,,,
2023,01/18/24 10:00:00,257,,296,118,,,,,
2024,01/18/24 11:00:00,264,,299,316,,,,,
2025,01/18/24 12:00:00,10,,307,310,,,,,
2026,01/18/24 13:00:00,44,,307,309,,,,,
2027,01/18/24 14:00:00,357,,306,309,,,,,
2028,01/18/24 15:00:00,352,,307,309,,,,,
2029,01/18/24 16:00:00,341,,307,307,,,,,
2030,01/18/24 17:00:00,347,,299,307,,,,,
2031,01/18/24 18:00:00,350,,293,307,,,,,
2032,01/18/24 19:00:00,352,,286,309,,,,,
2033,01/18/24 20:00:00,351,,282,309,,,,,
2034,01/18/24 21:00:00,350,,260,312,,,,,
2035,01/18/24 22:00:00,352,,246,312,,,,,
2036,01/18/24 23:00:00,351,,264,320,,,,,
2037,01/19/24 00:00:00,345,,265,336,,,,,
2038,01/19/24 01:00:00,344,,282,338,,,,,
2039,01/19/24 02:00:00,340,,291,347,,,,,
2040,01/19/24 03:00:00,340,,300,24,,,,,
2041,01/19/24 04:00:00,336,,324,58,,,,,
2042,01/19/24 05:00:00,336,,347,84,,,,,
2043,01/19/24 06:00:00,329,,63,100,,,,,
2044,01/19/24 07:00:00,323,,63,81,,,,,
2045,01/19/24 08:00:00,306,,52,343,,,,,
2046,01/19/24 09:00:00,314,,358,330,,,,,
2047,01/19/24 10:00:00,316,,336,307,,,,,
2048,01/19/24 11:00:00,316,,306,307,,,,,
2049,01/19/24 12:00:00,340,,300,307,,,,,
2050,01/19/24 13:00:00,345,,307,309,,,,,
2051,01/19/24 14:00:00,350,,296,309,,,,,
2052,01/19/24 15:00:00,343,,285,309,,,,,
2053,01/19/24 16:00:00,347,,278,316,,,,,
2054,01/19/24 17:00:00,347,,272,312,,,,,
2055,01/19/24 18:00:00,351,,264,310,,,,,
2056,01/19/24 19:00:00,351,,265,310,,,,,
2057,01/19/24 20:00:00,350,,285,310,,,,,
2058,01/19/24 21:00:00,351,,279,310,,,,,
2059,01/19/24 22:00:00,357,,274,310,,,,,
2060,01/19/24 23:00:00,358,,260,312,,,,,
2061,01/20/24 00:00:00,358,,267,312,,,,,
2062,01/20/24 01:00:00,354,,251,321,,,,,
