Line#,Date,"Temperature (RXW-THC 21198259:21380919-1), *C, RX3000_BRW1_TNHA","Temperature (S-THC 21198259:21390850-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21198259:21398664-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21198259:21398666-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21198259:21398674-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21401801:21380922-1), *C, RX3000_BRW4_SSMH","Temperature (RXW-THC 21401801:21398665-1), *C, RX3000_BRW4_SSMH","Temperature (RXW-THC 21401801:21398667-1), *C, RX3000_BRW4_SSMH","Temperature (RXW-THC 21401801:21398670-1), *C, RX3000_BRW4_SSMH","Temperature (S-THC 21401801:21981320-1), *C, RX3000_BRW4_SSMH","Temperature (S-THC 21401803:21981318-1), *C, RX3000_BRW6_BEO"
1429,07/24/24 19:40:00,,,,,,,,,,,7.049
1430,07/24/24 20:00:00,6.20,6.512,6.33,6.54,6.43,7.10,6.07,6.35,7.03,6.941,
1431,07/24/24 20:40:00,,,,,,,,,,,6.684
1432,07/24/24 21:00:00,6.13,6.555,6.17,6.52,6.17,6.71,5.77,6.20,6.63,6.491,
1433,07/24/24 21:40:00,,,,,,,,,,,6.941
1434,07/24/24 22:00:00,6.13,6.620,6.15,6.41,6.11,6.88,5.57,6.07,6.73,6.469,
1435,07/24/24 22:40:00,,,,,,,,,,,7.327
1436,07/24/24 23:00:00,6.37,6.941,6.24,6.71,6.24,7.57,5.81,6.80,7.01,6.877,
1437,07/24/24 23:40:00,,,,,,,,,,,7.778
1438,07/25/24 00:00:00,7.05,7.242,6.43,6.07,5.60,8.94,5.57,6.17,8.02,7.199,
1439,07/25/24 00:40:00,,,,,,,,,,,7.220
1440,07/25/24 01:00:00,6.15,6.148,5.72,5.42,5.12,6.86,5.15,5.32,7.83,6.555,
1441,07/25/24 01:40:00,,,,,,,,,,,6.598
1442,07/25/24 02:00:00,5.79,6.019,5.34,5.34,5.17,6.65,5.25,5.42,7.42,6.319,
1443,07/25/24 02:40:00,,,,,,,,,,,8.121
1444,07/25/24 03:00:00,8.51,8.250,7.59,6.43,6.48,10.79,6.86,6.90,7.78,7.134,
1445,07/25/24 03:40:00,,,,,,,,,,,9.301
1446,07/25/24 04:00:00,7.18,7.177,6.97,6.82,7.50,8.90,6.24,6.69,7.25,6.705,
1447,07/25/24 04:40:00,,,,,,,,,,,8.421
1448,07/25/24 05:00:00,7.10,7.049,7.20,6.93,7.38,8.79,6.82,7.05,7.70,7.349,
1449,07/25/24 05:40:00,,,,,,,,,,,7.306
1450,07/25/24 06:00:00,5.85,5.976,5.77,5.94,6.20,7.89,6.00,6.00,6.52,6.255,
1451,07/25/24 06:40:00,,,,,,,,,,,6.598
1452,07/25/24 07:00:00,5.62,5.654,5.60,5.72,6.43,7.12,5.55,5.53,6.20,6.105,
1453,07/25/24 07:40:00,,,,,,,,,,,5.976
1454,07/25/24 08:00:00,5.64,5.612,5.47,5.75,6.07,6.60,6.17,5.55,6.05,6.126,
1455,07/25/24 08:40:00,,,,,,,,,,,5.118
1456,07/25/24 09:00:00,5.75,5.461,6.07,5.53,6.65,5.96,5.68,5.04,5.49,5.440,
1457,07/25/24 09:40:00,,,,,,,,,,,4.604
1458,07/25/24 10:00:00,5.85,5.826,5.92,5.90,7.25,5.32,5.96,4.93,5.72,5.697,
1459,07/25/24 10:40:00,,,,,,,,,,,5.140
1460,07/25/24 11:00:00,6.02,5.933,5.98,6.07,6.37,5.40,6.07,5.72,6.78,5.826,
1461,07/25/24 11:40:00,,,,,,,,,,,5.268
1462,07/25/24 12:00:00,6.63,6.469,6.88,6.95,6.99,6.30,7.10,7.03,6.82,6.727,
1463,07/25/24 12:40:00,,,,,,,,,,,6.234
1464,07/25/24 13:00:00,6.80,6.813,6.95,7.20,8.62,5.53,6.69,6.97,6.90,6.191,
1465,07/25/24 13:40:00,,,,,,,,,,,7.349
1466,07/25/24 14:00:00,7.72,7.778,7.83,9.09,8.83,7.44,7.96,8.96,7.42,9.258,
1467,07/25/24 14:40:00,,,,,,,,,,,8.486
1468,07/25/24 15:00:00,7.03,8.571,6.97,8.15,8.34,7.46,7.29,8.62,7.63,8.957,
1469,07/25/24 15:40:00,,,,,,,,,,,8.014
1470,07/25/24 16:00:00,6.15,8.507,6.17,8.51,6.48,6.90,6.11,7.87,8.30,8.528,
1471,07/25/24 16:40:00,,,,,,,,,,,7.842
1472,07/25/24 17:00:00,5.55,8.121,5.64,7.14,5.45,6.30,5.12,6.73,7.76,8.014,
1473,07/25/24 17:40:00,,,,,,,,,,,8.400
1474,07/25/24 18:00:00,5.79,9.515,6.11,8.04,5.49,6.60,5.38,7.40,8.58,9.837,
1475,07/25/24 18:40:00,,,,,,,,,,,8.271
1476,07/25/24 19:00:00,5.94,5.740,4.01,4.01,3.36,5.77,3.77,4.07,9.65,6.062,
1477,07/25/24 19:40:00,,,,,,,,,,,7.542
1478,07/25/24 20:00:00,6.30,6.577,4.07,4.29,3.56,5.02,4.07,4.95,10.66,7.027,
1479,07/25/24 20:40:00,,,,,,,,,,,7.349
1480,07/25/24 21:00:00,8.68,8.357,4.87,5.40,3.75,5.72,4.61,5.34,9.56,7.821,
1481,07/25/24 21:40:00,,,,,,,,,,,8.271
1482,07/25/24 22:00:00,6.48,5.526,4.29,4.12,3.60,5.85,4.57,4.39,7.78,6.362,
1483,07/25/24 22:40:00,,,,,,,,,,,4.968
1484,07/25/24 23:00:00,4.78,4.132,4.14,3.60,3.39,5.23,3.86,3.99,5.55,4.711,
1485,07/25/24 23:40:00,,,,,,,,,,,4.711
1486,07/26/24 00:00:00,5.17,4.003,4.65,3.79,3.43,6.56,4.20,4.16,5.25,4.282,
1487,07/26/24 00:40:00,,,,,,,,,,,3.703
1488,07/26/24 01:00:00,4.35,3.445,4.18,3.32,3.19,6.13,3.54,3.30,4.22,3.574,
1489,07/26/24 01:40:00,,,,,,,,,,,4.453
1490,07/26/24 02:00:00,4.89,3.789,4.59,3.64,3.41,6.95,3.90,3.77,4.37,3.703,
1491,07/26/24 02:40:00,,,,,,,,,,,3.853
1492,07/26/24 03:00:00,4.44,3.445,4.24,3.47,3.32,6.26,3.60,3.67,3.99,3.402,
1493,07/26/24 03:40:00,,,,,,,,,,,3.767
1494,07/26/24 04:00:00,3.73,3.059,3.75,3.06,2.89,4.87,3.24,3.17,3.47,3.038,
1495,07/26/24 04:40:00,,,,,,,,,,,3.295
1496,07/26/24 05:00:00,3.41,2.823,3.26,2.87,2.74,3.73,2.66,2.57,2.91,2.480,
1497,07/26/24 05:40:00,,,,,,,,,,,2.780
1498,07/26/24 06:00:00,3.43,2.802,3.30,2.76,2.85,3.60,2.72,2.61,2.87,2.523,
1499,07/26/24 06:40:00,,,,,,,,,,,2.480
1500,07/26/24 07:00:00,3.11,2.609,2.83,2.61,2.55,2.66,2.42,2.25,2.44,2.158,
1501,07/26/24 07:40:00,,,,,,,,,,,2.201
1502,07/26/24 08:00:00,2.96,2.523,2.70,2.49,2.46,2.61,2.29,2.21,2.36,2.116,
1503,07/26/24 08:40:00,,,,,,,,,,,2.008
1504,07/26/24 09:00:00,2.55,2.116,2.25,2.12,2.08,2.19,2.01,1.86,2.08,1.751,
1505,07/26/24 09:40:00,,,,,,,,,,,1.622
1506,07/26/24 10:00:00,2.40,2.073,2.19,2.06,2.06,1.91,1.76,1.69,1.78,1.558,
1507,07/26/24 10:40:00,,,,,,,,,,,1.751
1508,07/26/24 11:00:00,2.44,2.073,2.21,2.08,2.06,1.80,1.58,1.50,1.67,1.472,
1509,07/26/24 11:40:00,,,,,,,,,,,1.429
1510,07/26/24 12:00:00,2.36,2.051,2.10,2.06,2.03,1.71,1.46,1.52,1.67,1.451,
1511,07/26/24 12:40:00,,,,,,,,,,,1.451
1512,07/26/24 13:00:00,2.10,1.987,1.95,1.97,1.93,1.65,1.54,1.46,1.48,1.301,
1513,07/26/24 13:40:00,,,,,,,,,,,1.687
1514,07/26/24 14:00:00,2.08,1.730,1.82,1.73,1.71,1.65,1.41,1.35,1.43,1.215,
1515,07/26/24 14:40:00,,,,,,,,,,,1.772
1516,07/26/24 15:00:00,2.21,1.944,2.03,1.97,1.95,1.69,1.63,1.50,1.56,1.365,
1517,07/26/24 15:40:00,,,,,,,,,,,1.987
1518,07/26/24 16:00:00,2.42,2.201,2.19,2.21,2.14,1.93,1.76,1.73,1.80,1.579,
1519,07/26/24 16:40:00,,,,,,,,,,,1.687
1520,07/26/24 17:00:00,2.46,2.116,2.31,2.23,2.21,1.91,1.93,1.86,1.93,1.730,
1521,07/26/24 17:40:00,,,,,,,,,,,1.923
1522,07/26/24 18:00:00,2.68,2.201,2.42,2.29,2.23,2.25,1.95,1.95,1.97,1.708,
1523,07/26/24 18:40:00,,,,,,,,,,,2.244
1524,07/26/24 19:00:00,2.96,2.459,2.59,2.46,2.38,2.74,2.29,2.23,2.40,2.051,
1525,07/26/24 19:40:00,,,,,,,,,,,2.137
1526,07/26/24 20:00:00,2.89,2.394,2.55,2.42,2.34,2.51,2.21,1.99,2.16,1.815,
1527,07/26/24 20:40:00,,,,,,,,,,,1.944
1528,07/26/24 21:00:00,2.74,2.244,2.44,2.21,2.21,2.29,2.14,1.95,2.03,1.772,
1529,07/26/24 21:40:00,,,,,,,,,,,1.923
1530,07/26/24 22:00:00,2.81,2.459,2.53,2.40,2.36,2.64,2.12,2.08,2.19,1.923,
1531,07/26/24 22:40:00,,,,,,,,,,,2.073
1532,07/26/24 23:00:00,2.94,2.330,2.53,2.29,2.27,2.74,2.29,2.10,2.27,1.965,
1533,07/26/24 23:40:00,,,,,,,,,,,2.244
1534,07/27/24 00:00:00,3.09,2.459,2.72,2.44,2.38,3.13,2.44,2.29,2.40,2.030,
1535,07/27/24 00:40:00,,,,,,,,,,,2.094
1536,07/27/24 01:00:00,3.13,2.437,2.66,2.31,2.23,3.43,2.38,2.29,2.51,2.094,
1537,07/27/24 01:40:00,,,,,,,,,,,2.073
1538,07/27/24 02:00:00,2.91,2.373,2.53,2.36,2.25,3.15,2.21,1.93,2.34,1.772,
1539,07/27/24 02:40:00,,,,,,,,,,,1.730
1540,07/27/24 03:00:00,2.59,1.965,2.16,1.97,1.93,2.51,2.08,1.69,2.06,1.515,
1541,07/27/24 03:40:00,,,,,,,,,,,1.408
1542,07/27/24 04:00:00,2.29,1.837,2.01,1.80,1.78,2.08,1.61,1.50,1.69,1.258,
1543,07/27/24 04:40:00,,,,,,,,,,,1.129
1544,07/27/24 05:00:00,2.08,1.687,1.76,1.65,1.65,1.67,1.41,1.13,1.31,1.022,
1545,07/27/24 05:40:00,,,,,,,,,,,1.043
1546,07/27/24 06:00:00,1.86,1.558,1.65,1.52,1.46,1.43,1.28,1.11,1.31,0.957,
1547,07/27/24 06:40:00,,,,,,,,,,,0.979
1548,07/27/24 07:00:00,1.82,1.601,1.73,1.61,1.63,1.28,1.20,1.13,1.26,0.936,
1549,07/27/24 07:40:00,,,,,,,,,,,0.872
1550,07/27/24 08:00:00,1.73,1.515,1.48,1.46,1.41,1.20,1.13,1.03,1.24,0.829,
1551,07/27/24 08:40:00,,,,,,,,,,,0.914
1552,07/27/24 09:00:00,1.54,1.386,1.43,1.37,1.39,1.03,1.01,0.86,1.07,0.743,
1553,07/27/24 09:40:00,,,,,,,,,,,0.786
1554,07/27/24 10:00:00,1.33,1.172,1.22,1.18,1.22,0.79,0.86,0.71,0.92,0.571,
1555,07/27/24 10:40:00,,,,,,,,,,,0.807
1556,07/27/24 11:00:00,1.43,1.279,1.33,1.24,1.24,0.98,1.01,0.83,1.22,0.743,
1557,07/27/24 11:40:00,,,,,,,,,,,1.043
1558,07/27/24 12:00:00,1.52,1.279,1.37,1.28,1.31,1.01,1.07,0.94,1.05,0.829,
1559,07/27/24 12:40:00,,,,,,,,,,,1.000
1560,07/27/24 13:00:00,1.61,1.322,1.43,1.33,1.35,1.01,1.05,0.94,1.05,0.786,
1561,07/27/24 13:40:00,,,,,,,,,,,1.150
1562,07/27/24 14:00:00,1.61,1.343,1.37,1.33,1.31,1.13,1.13,1.03,1.11,0.872,
1563,07/27/24 14:40:00,,,,,,,,,,,1.108
1564,07/27/24 15:00:00,1.69,1.515,1.61,1.48,1.48,1.33,1.22,1.16,1.35,1.000,
1565,07/27/24 15:40:00,,,,,,,,,,,1.215
1566,07/27/24 16:00:00,1.91,1.579,1.76,1.52,1.56,1.67,1.43,1.31,1.58,1.150,
1567,07/27/24 16:40:00,,,,,,,,,,,1.515
1568,07/27/24 17:00:00,2.10,1.665,1.78,1.61,1.56,2.01,1.63,1.43,1.69,1.258,
1569,07/27/24 17:40:00,,,,,,,,,,,2.073
1570,07/27/24 18:00:00,2.55,2.030,2.23,1.95,1.84,3.09,2.03,1.93,2.38,1.772,
1571,07/27/24 18:40:00,,,,,,,,,,,2.073
1572,07/27/24 19:00:00,2.89,2.073,2.38,2.01,2.06,3.34,2.34,1.97,2.64,1.837,
1573,07/27/24 19:40:00,,,,,,,,,,,1.944
1574,07/27/24 20:00:00,3.26,2.394,2.74,2.27,2.19,4.22,2.72,2.27,3.21,2.116,
1575,07/27/24 20:40:00,,,,,,,,,,,2.201
1576,07/27/24 21:00:00,3.64,2.351,2.87,2.23,2.34,4.52,2.66,2.23,3.13,1.944,
1577,07/27/24 21:40:00,,,,,,,,,,,2.716
1578,07/27/24 22:00:00,4.07,2.630,3.15,2.44,2.42,5.23,2.94,2.70,3.60,2.373,
1579,07/27/24 22:40:00,,,,,,,,,,,2.566
1580,07/27/24 23:00:00,3.82,2.266,2.91,2.21,2.46,4.67,3.06,2.44,3.54,2.244,
1581,07/27/24 23:40:00,,,,,,,,,,,3.531
1582,07/28/24 00:00:00,4.05,2.845,3.36,2.70,2.79,5.34,3.32,2.46,3.88,2.523,
1583,07/28/24 00:40:00,,,,,,,,,,,3.295
1584,07/28/24 01:00:00,5.49,2.931,3.60,2.55,2.57,6.95,3.92,3.32,4.63,2.716,
1585,07/28/24 01:40:00,,,,,,,,,,,2.609
1586,07/28/24 02:00:00,3.43,2.373,2.83,2.29,2.44,4.44,2.98,2.61,3.47,2.394,
1587,07/28/24 02:40:00,,,,,,,,,,,2.502
1588,07/28/24 03:00:00,3.41,2.609,3.04,2.46,2.64,4.63,3.15,2.55,3.58,2.523,
1589,07/28/24 03:40:00,,,,,,,,,,,2.716
1590,07/28/24 04:00:00,3.15,2.244,2.72,2.16,2.34,3.90,2.79,2.34,3.02,2.223,
1591,07/28/24 04:40:00,,,,,,,,,,,1.923
1592,07/28/24 05:00:00,2.59,2.180,2.46,2.08,2.19,2.89,2.27,2.01,2.57,1.837,
1593,07/28/24 05:40:00,,,,,,,,,,,1.923
1594,07/28/24 06:00:00,2.34,2.008,2.27,1.95,2.03,2.72,2.27,1.95,2.38,1.880,
1595,07/28/24 06:40:00,,,,,,,,,,,1.772
1596,07/28/24 07:00:00,2.21,1.987,2.23,1.97,2.01,2.16,2.12,1.82,2.14,1.772,
1597,07/28/24 07:40:00,,,,,,,,,,,1.708
1598,07/28/24 08:00:00,2.12,1.815,2.06,1.76,1.78,2.01,2.06,1.82,2.16,1.708,
1599,07/28/24 08:40:00,,,,,,,,,,,1.515
1600,07/28/24 09:00:00,2.03,1.815,1.99,1.76,1.80,1.91,1.99,1.65,1.95,1.579,
1601,07/28/24 09:40:00,,,,,,,,,,,1.451
1602,07/28/24 10:00:00,1.93,1.708,1.95,1.69,1.69,1.76,1.86,1.58,1.91,1.536,
1603,07/28/24 10:40:00,,,,,,,,,,,1.451
1604,07/28/24 11:00:00,1.86,1.708,1.88,1.67,1.71,1.69,1.71,1.46,1.80,1.472,
1605,07/28/24 11:40:00,,,,,,,,,,,1.472
1606,07/28/24 12:00:00,1.95,1.772,1.95,1.73,1.76,1.73,1.84,1.65,1.95,1.558,
1607,07/28/24 12:40:00,,,,,,,,,,,1.665
1608,07/28/24 13:00:00,2.14,1.944,2.14,1.93,1.99,1.91,1.97,1.78,2.08,1.687,
1609,07/28/24 13:40:00,,,,,,,,,,,1.772
1610,07/28/24 14:00:00,2.19,2.051,2.19,1.99,1.99,2.01,2.10,1.88,2.06,1.772,
1611,07/28/24 14:40:00,,,,,,,,,,,1.858
1612,07/28/24 15:00:00,2.21,2.116,2.27,2.08,2.12,2.12,2.12,1.99,2.19,1.901,
1613,07/28/24 15:40:00,,,,,,,,,,,2.051
1614,07/28/24 16:00:00,2.38,2.201,2.36,2.12,2.21,2.51,2.27,2.19,2.38,1.965,
1615,07/28/24 16:40:00,,,,,,,,,,,2.373
1616,07/28/24 17:00:00,2.59,2.266,2.53,2.21,2.29,2.76,2.44,2.25,2.68,2.201,
1617,07/28/24 17:40:00,,,,,,,,,,,2.866
1618,07/28/24 18:00:00,2.87,2.738,2.96,2.61,2.76,3.77,2.81,2.68,3.04,2.437,
1619,07/28/24 18:40:00,,,,,,,,,,,2.545
1620,07/28/24 19:00:00,3.00,2.351,2.66,2.31,2.36,3.64,2.70,2.85,3.02,2.351,
1621,07/28/24 19:40:00,,,,,,,,,,,2.673
1622,07/28/24 20:00:00,3.54,3.574,3.75,3.30,3.15,4.31,3.28,3.34,3.58,2.888,
1623,07/28/24 20:40:00,,,,,,,,,,,3.167
1624,07/28/24 21:00:00,4.01,3.317,3.75,2.94,3.09,5.34,3.21,3.49,3.99,2.759,
1625,07/28/24 21:40:00,,,,,,,,,,,3.317
1626,07/28/24 22:00:00,3.62,2.502,3.00,2.46,2.81,6.56,3.88,3.52,4.20,3.531,
1627,07/28/24 22:40:00,,,,,,,,,,,3.124
1628,07/28/24 23:00:00,4.12,2.587,3.13,2.57,2.68,4.72,3.34,2.94,3.71,2.716,
1629,07/28/24 23:40:00,,,,,,,,,,,3.145
1630,07/29/24 00:00:00,4.16,2.716,3.21,2.59,2.87,4.80,3.36,2.91,4.12,2.673,
1631,07/29/24 00:40:00,,,,,,,,,,,2.695
1632,07/29/24 01:00:00,3.54,2.673,3.06,2.55,2.70,4.82,3.17,3.17,3.64,2.738,
1633,07/29/24 01:40:00,,,,,,,,,,,2.738
1634,07/29/24 02:00:00,3.56,2.738,3.06,2.66,2.74,4.33,3.13,2.66,3.41,2.502,
1635,07/29/24 02:40:00,,,,,,,,,,,2.459
1636,07/29/24 03:00:00,2.87,2.266,2.57,2.23,2.31,3.47,2.66,2.44,2.96,2.266,
1637,07/29/24 03:40:00,,,,,,,,,,,2.180
1638,07/29/24 04:00:00,2.59,2.201,2.42,2.14,2.21,2.83,2.61,2.25,2.70,2.137,
1639,07/29/24 04:40:00,,,,,,,,,,,2.030
1640,07/29/24 05:00:00,2.59,2.116,2.38,2.08,2.19,2.85,2.38,2.27,2.76,2.030,
1641,07/29/24 05:40:00,,,,,,,,,,,1.751
1642,07/29/24 06:00:00,2.21,1.772,2.01,1.78,1.91,2.16,2.12,1.82,2.25,1.730,
1643,07/29/24 06:40:00,,,,,,,,,,,1.451
1644,07/29/24 07:00:00,1.95,1.536,1.76,1.54,1.67,1.71,1.78,1.52,1.84,1.408,
1645,07/29/24 07:40:00,,,,,,,,,,,1.429
1646,07/29/24 08:00:00,1.86,1.601,1.78,1.56,1.67,1.67,1.73,1.52,1.84,1.429,
1647,07/29/24 08:40:00,,,,,,,,,,,1.322
1648,07/29/24 09:00:00,1.73,1.515,1.71,1.54,1.58,1.54,1.69,1.48,1.67,1.408,
1649,07/29/24 09:40:00,,,,,,,,,,,1.322
1650,07/29/24 10:00:00,1.71,1.408,1.58,1.50,1.54,1.41,1.56,1.39,1.67,1.301,
1651,07/29/24 10:40:00,,,,,,,,,,,1.172
1652,07/29/24 11:00:00,1.65,1.408,1.61,1.43,1.54,1.35,1.48,1.35,1.52,1.193,
1653,07/29/24 11:40:00,,,,,,,,,,,1.150
1654,07/29/24 12:00:00,1.63,1.429,1.63,1.46,1.52,1.37,1.50,1.33,1.50,1.193,
1655,07/29/24 12:40:00,,,,,,,,,,,1.258
1656,07/29/24 13:00:00,1.71,1.579,1.73,1.56,1.61,1.52,1.63,1.48,1.63,1.386,
1657,07/29/24 13:40:00,,,,,,,,,,,1.322
1658,07/29/24 14:00:00,1.78,1.644,1.78,1.58,1.67,1.56,1.65,1.52,1.63,1.429,
1659,07/29/24 14:40:00,,,,,,,,,,,1.494
1660,07/29/24 15:00:00,1.93,1.772,1.91,1.71,1.80,1.84,1.91,1.73,1.84,1.579,
1661,07/29/24 15:40:00,,,,,,,,,,,1.515
1662,07/29/24 16:00:00,2.01,1.772,1.95,1.78,1.82,1.88,1.91,1.63,1.88,1.601,
1663,07/29/24 16:40:00,,,,,,,,,,,1.880
1664,07/29/24 17:00:00,2.31,1.923,2.14,1.91,1.95,2.49,2.14,2.03,2.25,1.815,
1665,07/29/24 17:40:00,,,,,,,,,,,2.180
1666,07/29/24 18:00:00,2.57,2.116,2.36,2.10,2.10,2.89,2.29,1.97,2.44,1.858,
1667,07/29/24 18:40:00,,,,,,,,,,,1.536
1668,07/29/24 19:00:00,2.19,1.622,1.91,1.58,1.76,2.59,1.93,1.65,2.23,1.558,
1669,07/29/24 19:40:00,,,,,,,,,,,1.751
1670,07/29/24 20:00:00,2.36,1.708,2.10,1.69,1.86,3.13,2.25,2.03,2.38,1.772,
1671,07/29/24 20:40:00,,,,,,,,,,,1.837
1672,07/29/24 21:00:00,2.91,2.094,2.46,1.97,2.08,3.52,2.31,1.80,2.59,1.579,
1673,07/29/24 21:40:00,,,,,,,,,,,1.558
1674,07/29/24 22:00:00,2.66,1.730,2.12,1.65,1.76,3.45,2.36,1.84,2.72,1.644,
1675,07/29/24 22:40:00,,,,,,,,,,,1.880
1676,07/29/24 23:00:00,2.89,1.794,2.25,1.69,1.86,4.03,2.51,2.14,3.02,1.923,
1677,07/29/24 23:40:00,,,,,,,,,,,1.794
1678,07/30/24 00:00:00,3.04,2.094,2.51,1.99,2.01,3.79,2.49,1.91,2.85,1.687,
1679,07/30/24 00:40:00,,,,,,,,,,,2.330
1680,07/30/24 01:00:00,3.02,2.223,2.53,2.10,2.06,3.99,2.74,2.49,3.04,2.030,
1681,07/30/24 01:40:00,,,,,,,,,,,2.244
1682,07/30/24 02:00:00,3.11,2.180,2.61,2.08,2.21,4.07,2.89,2.57,3.19,2.244,
1683,07/30/24 02:40:00,,,,,,,,,,,2.502
1684,07/30/24 03:00:00,3.30,2.630,3.06,2.57,2.59,4.22,3.09,2.76,3.32,2.330,
1685,07/30/24 03:40:00,,,,,,,,,,,2.201
1686,07/30/24 04:00:00,2.85,2.244,2.51,2.12,2.23,3.26,2.55,2.16,2.81,2.051,
1687,07/30/24 04:40:00,,,,,,,,,,,2.051
1688,07/30/24 05:00:00,2.70,2.051,2.36,2.01,2.06,2.98,2.40,2.16,2.64,1.880,
1689,07/30/24 05:40:00,,,,,,,,,,,1.772
1690,07/30/24 06:00:00,2.25,1.923,2.21,1.91,2.01,2.42,2.12,1.84,2.46,1.772,
1691,07/30/24 06:40:00,,,,,,,,,,,1.472
1692,07/30/24 07:00:00,1.99,1.558,1.84,1.54,1.67,1.82,1.73,1.39,1.93,1.365,
1693,07/30/24 07:40:00,,,,,,,,,,,1.193
1694,07/30/24 08:00:00,1.97,1.601,1.80,1.52,1.58,1.69,1.61,1.39,1.73,1.279,
1695,07/30/24 08:40:00,,,,,,,,,,,1.150
1696,07/30/24 09:00:00,1.82,1.558,1.67,1.52,1.56,1.41,1.46,1.28,1.56,1.129,
1697,07/30/24 09:40:00,,,,,,,,,,,1.301
1698,07/30/24 10:00:00,1.95,1.644,1.78,1.63,1.67,1.50,1.50,1.37,1.58,1.236,
1699,07/30/24 10:40:00,,,,,,,,,,,1.365
1700,07/30/24 11:00:00,2.01,1.730,1.88,1.69,1.76,1.63,1.63,1.54,1.76,1.408,
1701,07/30/24 11:40:00,,,,,,,,,,,1.579
1702,07/30/24 12:00:00,2.08,1.923,2.01,1.93,1.95,1.82,1.80,1.69,1.95,1.601,
1703,07/30/24 12:40:00,,,,,,,,,,,1.558
1704,07/30/24 13:00:00,2.12,1.965,2.08,1.95,1.97,1.91,1.86,1.71,2.06,1.644,
1705,07/30/24 13:40:00,,,,,,,,,,,1.815
1706,07/30/24 14:00:00,2.27,1.944,2.08,1.93,1.97,2.01,1.99,1.84,2.16,1.687,
1707,07/30/24 14:40:00,,,,,,,,,,,1.901
1708,07/30/24 15:00:00,2.36,1.965,2.19,1.97,2.08,2.46,2.12,2.03,2.38,1.901,
1709,07/30/24 15:40:00,,,,,,,,,,,2.051
1710,07/30/24 16:00:00,2.66,2.244,2.57,2.25,2.31,3.00,2.38,2.31,2.59,2.116,
1711,07/30/24 16:40:00,,,,,,,,,,,2.523
1712,07/30/24 17:00:00,3.04,2.845,3.02,2.68,2.72,3.60,2.85,2.76,3.09,2.523,
1713,07/30/24 17:40:00,,,,,,,,,,,2.609
1714,07/30/24 18:00:00,3.11,2.716,2.87,2.64,2.68,3.34,2.81,2.61,3.13,2.394,
1715,07/30/24 18:40:00,,,,,,,,,,,2.759
1716,07/30/24 19:00:00,3.86,3.102,3.69,3.04,3.13,4.91,3.47,3.17,3.69,2.931,
1717,07/30/24 19:40:00,,,,,,,,,,,3.209
1718,07/30/24 20:00:00,4.22,3.038,3.62,2.89,3.13,4.91,3.34,2.98,3.99,2.802,
1719,07/30/24 20:40:00,,,,,,,,,,,2.952
1720,07/30/24 21:00:00,4.44,3.424,3.94,3.19,3.32,5.77,3.75,3.49,4.42,3.231,
1721,07/30/24 21:40:00,,,,,,,,,,,3.488
1722,07/30/24 22:00:00,4.63,3.703,4.31,3.64,3.88,6.09,4.07,3.67,4.61,3.360,
1723,07/30/24 22:40:00,,,,,,,,,,,4.046
1724,07/30/24 23:00:00,5.51,4.346,5.64,4.20,4.65,7.18,4.44,4.24,4.87,3.896,
1725,07/30/24 23:40:00,,,,,,,,,,,5.397
1726,07/31/24 00:00:00,6.93,5.419,6.37,5.12,5.47,8.83,5.77,5.49,6.15,5.311,
1727,07/31/24 00:40:00,,,,,,,,,,,5.848
1728,07/31/24 01:00:00,6.93,5.483,5.98,5.32,5.36,8.88,6.28,5.72,6.73,5.419,
1729,07/31/24 01:40:00,,,,,,,,,,,4.561
1730,07/31/24 02:00:00,5.66,4.475,5.06,4.37,4.61,6.39,5.15,4.44,5.51,4.153,
1731,07/31/24 02:40:00,,,,,,,,,,,3.445
1732,07/31/24 03:00:00,3.97,3.188,3.62,3.15,3.41,5.34,3.84,3.49,3.88,3.167,
1733,07/31/24 03:40:00,,,,,,,,,,,3.553
1734,07/31/24 04:00:00,4.29,3.595,4.48,3.52,3.99,5.72,3.92,3.52,3.73,3.124,
1735,07/31/24 04:40:00,,,,,,,,,,,3.467
1736,07/31/24 05:00:00,4.07,3.510,4.31,3.39,3.94,5.40,3.94,3.54,3.62,3.081,
1737,07/31/24 05:40:00,,,,,,,,,,,3.059
1738,07/31/24 06:00:00,3.47,2.866,3.39,2.85,3.19,4.33,3.15,2.79,3.09,2.673,
1739,07/31/24 06:40:00,,,,,,,,,,,1.815
1740,07/31/24 07:00:00,2.25,1.965,2.21,1.97,2.29,2.64,2.10,1.86,2.10,1.730,
1741,07/31/24 07:40:00,,,,,,,,,,,1.987
1742,07/31/24 08:00:00,2.40,2.116,2.31,2.06,2.40,2.27,1.97,1.73,2.01,1.622,
1743,07/31/24 08:40:00,,,,,,,,,,,2.094
1744,07/31/24 09:00:00,2.34,2.266,2.31,2.19,2.38,2.12,2.25,2.03,2.21,2.051,
1745,07/31/24 09:40:00,,,,,,,,,,,2.351
1746,07/31/24 10:00:00,2.49,2.437,2.51,2.34,2.53,2.38,2.42,2.27,2.36,2.201,
1747,07/31/24 10:40:00,,,,,,,,,,,2.330
