Line#,Date,"Temperature (RXW-THC 21198259:21380919-1), *C, RX3000_BRW1_TNHA","Temperature (S-THC 21198259:21390850-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21198259:21398664-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21198259:21398666-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21198259:21398674-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21401801:21380922-1), *C, RX3000_BRW4_SSMH","Temperature (RXW-THC 21401801:21398665-1), *C, RX3000_BRW4_SSMH","Temperature (RXW-THC 21401801:21398667-1), *C, RX3000_BRW4_SSMH","Temperature (RXW-THC 21401801:21398670-1), *C, RX3000_BRW4_SSMH","Temperature (S-THC 21401801:21981320-1), *C, RX3000_BRW4_SSMH","Temperature (S-THC 21401803:21981318-1), *C, RX3000_BRW6_BEO"
1748,07/31/24 11:00:00,2.40,2.373,2.46,2.34,2.49,2.16,2.31,2.14,2.25,2.116,
1749,07/31/24 11:40:00,,,,,,,,,,,3.252
1750,07/31/24 12:00:00,3.34,3.338,3.41,3.28,3.32,3.19,3.32,3.21,3.32,3.231,
1751,07/31/24 12:40:00,,,,,,,,,,,3.574
1752,07/31/24 13:00:00,3.90,3.638,3.82,3.67,3.69,3.92,3.62,3.62,3.67,3.531,
1753,07/31/24 13:40:00,,,,,,,,,,,3.724
1754,07/31/24 14:00:00,3.99,3.660,4.05,3.88,3.86,3.99,3.75,3.73,3.90,3.703,
1755,07/31/24 14:40:00,,,,,,,,,,,3.896
1756,07/31/24 15:00:00,4.24,4.132,4.29,4.14,4.12,4.16,4.05,4.09,4.14,3.896,
1757,07/31/24 15:40:00,,,,,,,,,,,4.346
1758,07/31/24 16:00:00,5.08,5.032,5.21,4.97,5.04,5.32,4.97,5.19,5.12,4.925,
1759,07/31/24 16:40:00,,,,,,,,,,,5.998
1760,07/31/24 17:00:00,6.48,6.469,6.54,6.39,6.15,6.63,6.28,6.45,6.45,6.255,
1761,07/31/24 17:40:00,,,,,,,,,,,6.813
1762,07/31/24 18:00:00,6.65,6.705,6.73,6.63,6.65,6.75,6.60,6.67,6.67,6.577,
1763,07/31/24 18:40:00,,,,,,,,,,,7.113
1764,07/31/24 19:00:00,7.05,7.049,7.08,6.99,7.10,7.25,6.93,7.10,7.03,7.006,
1765,07/31/24 19:40:00,,,,,,,,,,,7.435
1766,07/31/24 20:00:00,7.72,7.671,7.74,7.59,7.65,7.61,7.40,7.63,7.50,7.478,
1767,07/31/24 20:40:00,,,,,,,,,,,7.349
1768,07/31/24 21:00:00,5.55,5.805,5.66,5.81,5.68,5.72,5.45,5.79,6.00,5.676,
1769,07/31/24 21:40:00,,,,,,,,,,,7.113
1770,07/31/24 22:00:00,6.71,6.727,6.63,6.71,6.30,7.10,6.41,6.67,6.99,6.920,
1771,07/31/24 22:40:00,,,,,,,,,,,6.384
1772,07/31/24 23:00:00,6.24,6.255,6.28,6.33,6.05,6.07,6.13,6.24,6.60,6.362,
1773,07/31/24 23:40:00,,,,,,,,,,,5.311
1774,08/01/24 00:00:00,5.23,5.268,5.23,5.30,5.10,4.80,5.04,5.21,5.42,5.483,
1775,08/01/24 00:40:00,,,,,,,,,,,5.440
1776,08/01/24 01:00:00,5.25,5.419,5.34,5.45,5.21,5.77,5.30,5.42,5.66,5.526,
1777,08/01/24 01:40:00,,,,,,,,,,,5.483
1778,08/01/24 02:00:00,5.85,5.912,6.02,5.77,5.68,6.84,5.70,5.96,6.02,5.805,
1779,08/01/24 02:40:00,,,,,,,,,,,5.590
1780,08/01/24 03:00:00,5.60,5.612,5.57,5.55,5.40,6.35,5.47,5.66,5.77,5.483,
1781,08/01/24 03:40:00,,,,,,,,,,,5.419
1782,08/01/24 04:00:00,5.08,5.118,5.12,5.12,5.08,5.53,5.17,5.19,5.51,5.247,
1783,08/01/24 04:40:00,,,,,,,,,,,4.561
1784,08/01/24 05:00:00,4.03,4.089,4.05,4.07,4.05,4.09,4.09,4.09,4.35,4.346,
1785,08/01/24 05:40:00,,,,,,,,,,,3.660
1786,08/01/24 06:00:00,3.90,3.874,3.97,3.86,3.86,3.92,3.88,3.92,4.07,4.003,
1787,08/01/24 06:40:00,,,,,,,,,,,3.402
1788,08/01/24 07:00:00,3.34,3.317,3.28,3.26,3.26,3.24,3.39,3.41,3.58,3.531,
1789,08/01/24 07:40:00,,,,,,,,,,,2.845
1790,08/01/24 08:00:00,2.89,2.802,2.81,2.76,2.76,2.31,2.94,2.89,3.00,2.995,
1791,08/01/24 08:40:00,,,,,,,,,,,2.330
1792,08/01/24 09:00:00,2.76,2.759,2.74,2.70,2.72,2.31,2.83,2.81,2.94,2.931,
1793,08/01/24 09:40:00,,,,,,,,,,,2.094
1794,08/01/24 10:00:00,2.59,2.502,2.53,2.44,2.55,2.12,2.68,2.59,2.81,2.845,
1795,08/01/24 10:40:00,,,,,,,,,,,2.545
1796,08/01/24 11:00:00,2.34,2.266,2.25,2.21,2.36,2.23,2.49,2.53,2.61,2.566,
1797,08/01/24 11:40:00,,,,,,,,,,,1.944
1798,08/01/24 12:00:00,1.91,1.837,1.76,1.76,1.78,1.61,1.97,1.97,2.21,2.116,
1799,08/01/24 12:40:00,,,,,,,,,,,1.301
1800,08/01/24 13:00:00,1.71,1.601,1.52,1.54,1.54,1.50,1.80,1.76,2.06,1.965,
1801,08/01/24 13:40:00,,,,,,,,,,,1.129
1802,08/01/24 14:00:00,1.35,1.322,1.24,1.28,1.26,1.28,1.39,1.43,1.67,1.665,
1803,08/01/24 14:40:00,,,,,,,,,,,0.850
1804,08/01/24 15:00:00,0.96,1.065,0.88,0.94,0.92,1.03,1.07,1.09,1.52,1.429,
1805,08/01/24 15:40:00,,,,,,,,,,,0.872
1806,08/01/24 16:00:00,0.96,1.065,0.88,0.96,0.81,1.07,0.94,1.07,1.39,1.343,
1807,08/01/24 16:40:00,,,,,,,,,,,1.043
1808,08/01/24 17:00:00,1.05,1.086,0.83,0.96,0.86,1.16,1.03,1.16,1.58,1.429,
1809,08/01/24 17:40:00,,,,,,,,,,,0.721
1810,08/01/24 18:00:00,1.05,1.172,0.92,1.01,0.86,0.94,0.94,1.05,1.41,1.343,
1811,08/01/24 18:40:00,,,,,,,,,,,1.193
1812,08/01/24 19:00:00,1.46,1.622,1.26,1.46,1.18,1.86,1.22,1.54,2.03,1.772,
1813,08/01/24 19:40:00,,,,,,,,,,,1.258
1814,08/01/24 20:00:00,1.65,1.515,1.24,1.09,0.94,1.69,0.83,1.52,2.06,1.622,
1815,08/01/24 20:40:00,,,,,,,,,,,1.301
1816,08/01/24 21:00:00,1.61,1.622,1.37,1.18,1.01,1.78,0.92,1.22,2.06,1.536,
1817,08/01/24 21:40:00,,,,,,,,,,,2.158
1818,08/01/24 22:00:00,2.53,2.459,2.08,1.84,1.67,3.15,1.76,1.97,3.77,2.545,
1819,08/01/24 22:40:00,,,,,,,,,,,2.309
1820,08/01/24 23:00:00,2.72,2.652,2.27,1.91,1.67,3.04,1.73,2.21,3.71,2.459,
1821,08/01/24 23:40:00,,,,,,,,,,,2.094
1822,08/02/24 00:00:00,2.87,2.695,2.57,1.99,1.86,3.34,1.61,1.91,3.30,2.566,
1823,08/02/24 00:40:00,,,,,,,,,,,1.901
1824,08/02/24 01:00:00,2.49,2.030,1.67,1.48,1.20,2.40,1.50,1.54,3.13,2.244,
1825,08/02/24 01:40:00,,,,,,,,,,,1.901
1826,08/02/24 02:00:00,3.36,2.973,2.85,2.10,2.08,4.24,1.78,2.23,3.32,2.502,
1827,08/02/24 02:40:00,,,,,,,,,,,1.451
1828,08/02/24 03:00:00,1.58,1.622,1.35,1.31,1.22,1.91,1.16,1.33,2.72,1.751,
1829,08/02/24 03:40:00,,,,,,,,,,,1.043
1830,08/02/24 04:00:00,1.26,1.343,1.03,0.90,0.79,1.37,0.77,0.90,2.03,1.386,
1831,08/02/24 04:40:00,,,,,,,,,,,1.258
1832,08/02/24 05:00:00,1.20,1.365,1.11,1.11,1.01,1.58,1.05,1.20,2.21,1.536,
1833,08/02/24 05:40:00,,,,,,,,,,,0.464
1834,08/02/24 06:00:00,0.45,0.528,0.21,0.28,0.19,0.43,0.32,0.30,1.07,0.872,
1835,08/02/24 06:40:00,,,,,,,,,,,-0.608
1836,08/02/24 07:00:00,-0.82,-0.651,-1.03,-0.67,-0.80,-0.67,-0.60,-0.62,-0.09,0.035,
1837,08/02/24 07:40:00,,,,,,,,,,,-0.565
1838,08/02/24 08:00:00,0.04,0.078,0.00,0.00,-0.05,0.06,0.00,0.17,0.75,0.292,
1839,08/02/24 08:40:00,,,,,,,,,,,-0.136
1840,08/02/24 09:00:00,0.02,0.057,-0.17,-0.09,-0.20,0.04,-0.20,0.10,0.88,0.314,
1841,08/02/24 09:40:00,,,,,,,,,,,-0.308
1842,08/02/24 10:00:00,0.08,0.078,-0.07,-0.02,-0.09,-0.22,-0.17,0.08,0.90,0.099,
1843,08/02/24 10:40:00,,,,,,,,,,,-0.008
1844,08/02/24 11:00:00,0.32,0.271,0.19,0.21,0.15,0.04,0.40,0.34,0.94,0.636,
1845,08/02/24 11:40:00,,,,,,,,,,,0.164
1846,08/02/24 12:00:00,0.53,0.464,0.36,0.43,0.34,0.17,0.58,0.60,1.05,0.829,
1847,08/02/24 12:40:00,,,,,,,,,,,0.271
1848,08/02/24 13:00:00,0.58,0.593,0.43,0.49,0.43,0.40,0.75,0.68,1.07,0.936,
1849,08/02/24 13:40:00,,,,,,,,,,,0.164
1850,08/02/24 14:00:00,0.60,0.636,0.55,0.58,0.60,0.53,0.83,0.73,1.11,1.236,
1851,08/02/24 14:40:00,,,,,,,,,,,0.721
1852,08/02/24 15:00:00,1.20,2.609,1.22,2.12,2.08,1.31,1.26,2.19,1.76,3.553,
1853,08/02/24 15:40:00,,,,,,,,,,,1.601
1854,08/02/24 16:00:00,1.50,1.730,1.58,1.73,1.54,1.95,1.63,2.03,2.42,2.630,
1855,08/02/24 16:40:00,,,,,,,,,,,1.858
1856,08/02/24 17:00:00,1.56,1.601,1.48,1.69,1.52,1.91,1.65,1.80,2.10,2.223,
1857,08/02/24 17:40:00,,,,,,,,,,,2.373
1858,08/02/24 18:00:00,2.29,2.416,2.40,2.40,2.19,2.76,2.29,2.55,2.57,2.780,
1859,08/02/24 18:40:00,,,,,,,,,,,2.780
1860,08/02/24 19:00:00,2.83,2.931,3.21,2.85,2.64,3.36,2.79,3.06,3.11,3.252,
1861,08/02/24 19:40:00,,,,,,,,,,,3.960
1862,08/02/24 20:00:00,3.71,3.982,3.67,3.99,3.49,4.76,3.77,4.09,4.42,4.539,
1863,08/02/24 20:40:00,,,,,,,,,,,4.475
1864,08/02/24 21:00:00,3.77,3.917,3.99,3.88,3.64,4.76,3.92,4.14,4.37,4.282,
1865,08/02/24 21:40:00,,,,,,,,,,,4.475
1866,08/02/24 22:00:00,4.65,4.925,4.44,4.89,4.09,5.94,4.65,4.87,5.45,5.161,
1867,08/02/24 22:40:00,,,,,,,,,,,5.161
1868,08/02/24 23:00:00,4.80,5.354,4.57,4.95,4.18,7.44,4.24,5.08,6.02,4.947,
1869,08/02/24 23:40:00,,,,,,,,,,,5.826
1870,08/03/24 00:00:00,4.84,5.011,4.57,4.54,4.05,6.43,4.24,4.69,5.66,4.582,
1871,08/03/24 00:40:00,,,,,,,,,,,4.818
1872,08/03/24 01:00:00,4.65,4.839,4.54,4.50,4.12,6.33,4.22,4.63,5.34,4.453,
1873,08/03/24 01:40:00,,,,,,,,,,,5.333
1874,08/03/24 02:00:00,5.79,5.247,5.08,4.07,4.07,9.46,4.46,4.91,6.11,4.368,
1875,08/03/24 02:40:00,,,,,,,,,,,5.654
1876,08/03/24 03:00:00,5.27,4.904,4.72,3.90,4.16,7.87,4.95,4.78,5.49,4.217,
1877,08/03/24 03:40:00,,,,,,,,,,,5.333
1878,08/03/24 04:00:00,4.82,4.196,4.74,3.94,5.12,7.29,5.21,5.00,4.72,4.196,
1879,08/03/24 04:40:00,,,,,,,,,,,5.268
1880,08/03/24 05:00:00,4.14,3.874,4.37,3.82,5.06,7.29,5.06,4.69,4.48,4.046,
1881,08/03/24 05:40:00,,,,,,,,,,,4.754
1882,08/03/24 06:00:00,4.05,3.874,4.44,3.88,5.47,7.48,5.04,4.78,4.57,3.917,
1883,08/03/24 06:40:00,,,,,,,,,,,3.982
1884,08/03/24 07:00:00,3.62,3.488,3.97,3.64,4.91,6.48,4.74,4.35,4.05,3.831,
1885,08/03/24 07:40:00,,,,,,,,,,,2.673
1886,08/03/24 08:00:00,3.47,3.338,3.77,3.52,4.72,3.73,3.92,2.64,3.69,3.081,
1887,08/03/24 08:40:00,,,,,,,,,,,0.421
1888,08/03/24 09:00:00,1.99,1.880,2.19,1.99,3.13,1.33,2.46,1.76,2.19,1.944,
1889,08/03/24 09:40:00,,,,,,,,,,,0.357
1890,08/03/24 10:00:00,1.01,1.022,1.22,1.05,1.56,0.10,1.56,0.04,0.79,1.086,
1891,08/03/24 10:40:00,,,,,,,,,,,-0.565
1892,08/03/24 11:00:00,1.52,1.730,1.63,1.78,1.84,0.17,1.61,-0.05,0.66,0.979,
1893,08/03/24 11:40:00,,,,,,,,,,,0.421
1894,08/03/24 12:00:00,2.36,2.330,2.53,2.27,2.36,1.65,2.16,1.16,2.03,2.030,
1895,08/03/24 12:40:00,,,,,,,,,,,1.408
1896,08/03/24 13:00:00,3.17,3.145,3.30,3.11,3.34,2.38,2.55,1.93,2.51,2.330,
1897,08/03/24 13:40:00,,,,,,,,,,,1.772
1898,08/03/24 14:00:00,3.69,3.681,3.79,3.67,3.73,3.11,2.94,2.44,3.00,3.081,
1899,08/03/24 14:40:00,,,,,,,,,,,3.145
1900,08/03/24 15:00:00,4.67,4.861,4.91,4.74,4.95,4.50,3.92,4.20,4.27,4.518,
1901,08/03/24 15:40:00,,,,,,,,,,,5.397
1902,08/03/24 16:00:00,5.66,5.912,5.87,5.83,5.90,6.00,5.08,5.45,5.36,5.590,
1903,08/03/24 16:40:00,,,,,,,,,,,6.384
1904,08/03/24 17:00:00,6.24,6.405,6.30,6.24,6.24,7.10,5.85,6.26,6.24,6.341,
1905,08/03/24 17:40:00,,,,,,,,,,,6.512
1906,08/03/24 18:00:00,6.65,6.663,6.73,6.54,6.75,7.70,6.24,6.99,6.78,6.834,
1907,08/03/24 18:40:00,,,,,,,,,,,6.920
1908,08/03/24 19:00:00,7.40,7.220,7.27,7.08,7.25,7.96,6.86,7.23,7.74,7.949,
1909,08/03/24 19:40:00,,,,,,,,,,,7.285
1910,08/03/24 20:00:00,8.08,7.778,7.70,7.59,7.53,8.77,7.44,7.81,8.02,7.864,
1911,08/03/24 20:40:00,,,,,,,,,,,8.636
1912,08/03/24 21:00:00,7.40,7.735,7.33,7.57,7.31,9.05,8.11,8.56,8.83,8.335,
1913,08/03/24 21:40:00,,,,,,,,,,,9.236
1914,08/03/24 22:00:00,9.69,9.708,9.63,9.52,8.79,9.82,9.16,9.48,9.78,9.193,
1915,08/03/24 22:40:00,,,,,,,,,,,9.215
1916,08/03/24 23:00:00,9.52,9.665,9.69,9.41,8.77,9.20,8.81,9.41,9.86,9.086,
1917,08/03/24 23:40:00,,,,,,,,,,,10.073
1918,08/04/24 00:00:00,10.55,10.416,10.44,10.31,9.74,10.89,9.63,10.49,10.42,10.330,
1919,08/04/24 00:40:00,,,,,,,,,,,10.695
1920,08/04/24 01:00:00,10.85,10.866,10.92,10.70,10.74,11.28,10.21,11.17,10.83,10.823,
1921,08/04/24 01:40:00,,,,,,,,,,,11.102
1922,08/04/24 02:00:00,11.30,11.274,11.39,11.11,10.98,11.47,10.16,11.24,11.19,11.188,
1923,08/04/24 02:40:00,,,,,,,,,,,11.381
1924,08/04/24 03:00:00,11.71,11.660,11.73,11.58,10.85,11.60,10.40,10.92,11.79,10.995,
1925,08/04/24 03:40:00,,,,,,,,,,,11.231
1926,08/04/24 04:00:00,11.00,10.888,10.96,10.79,10.46,10.25,10.10,10.21,10.92,10.480,
1927,08/04/24 04:40:00,,,,,,,,,,,11.081
1928,08/04/24 05:00:00,10.72,10.673,10.72,10.55,10.04,10.04,10.23,10.34,10.85,9.815,
1929,08/04/24 05:40:00,,,,,,,,,,,10.866
1930,08/04/24 06:00:00,10.25,10.137,10.16,10.06,9.52,9.91,9.50,9.95,10.81,9.880,
1931,08/04/24 06:40:00,,,,,,,,,,,9.966
1932,08/04/24 07:00:00,10.27,10.159,10.21,10.06,9.65,9.67,9.29,9.84,10.27,10.223,
1933,08/04/24 07:40:00,,,,,,,,,,,9.215
1934,08/04/24 08:00:00,9.80,9.730,9.80,9.74,9.33,9.09,9.03,9.14,9.65,9.665,
1935,08/04/24 08:40:00,,,,,,,,,,,9.601
1936,08/04/24 09:00:00,9.93,9.923,9.93,9.91,9.46,9.37,9.33,9.24,10.16,9.558,
1937,08/04/24 09:40:00,,,,,,,,,,,9.794
1938,08/04/24 10:00:00,9.99,10.051,10.10,9.99,9.76,9.69,9.97,9.89,10.19,9.472,
1939,08/04/24 10:40:00,,,,,,,,,,,9.772
1940,08/04/24 11:00:00,9.05,9.043,9.05,8.98,8.88,8.94,9.16,9.11,9.41,8.872,
1941,08/04/24 11:40:00,,,,,,,,,,,9.150
1942,08/04/24 12:00:00,9.11,9.086,9.14,9.09,8.79,8.77,8.75,8.83,9.50,8.936,
1943,08/04/24 12:40:00,,,,,,,,,,,8.807
1944,08/04/24 13:00:00,9.20,9.129,9.18,9.09,8.83,8.79,8.68,8.83,9.18,9.065,
1945,08/04/24 13:40:00,,,,,,,,,,,9.129
1946,08/04/24 14:00:00,9.20,9.172,9.18,9.11,8.81,8.98,8.77,8.98,9.29,9.301,
1947,08/04/24 14:40:00,,,,,,,,,,,8.872
1948,08/04/24 15:00:00,9.18,9.258,9.22,9.24,8.81,8.77,8.75,8.86,9.22,9.301,
1949,08/04/24 15:40:00,,,,,,,,,,,9.043
1950,08/04/24 16:00:00,9.14,9.215,9.18,9.24,8.81,8.75,8.73,8.94,9.20,9.322,
1951,08/04/24 16:40:00,,,,,,,,,,,9.129
1952,08/04/24 17:00:00,9.33,9.408,9.37,9.33,9.03,9.01,8.94,9.07,9.31,9.322,
1953,08/04/24 17:40:00,,,,,,,,,,,10.008
1954,08/04/24 18:00:00,10.38,10.587,10.49,10.46,9.99,10.08,9.84,10.12,10.29,10.459,
1955,08/04/24 18:40:00,,,,,,,,,,,10.051
1956,08/04/24 19:00:00,10.49,10.502,10.46,10.42,10.08,9.86,9.74,9.93,10.31,10.416,
1957,08/04/24 19:40:00,,,,,,,,,,,10.759
1958,08/04/24 20:00:00,11.45,11.445,11.41,11.30,10.79,11.41,10.49,10.83,11.26,11.231,
1959,08/04/24 20:40:00,,,,,,,,,,,13.054
1960,08/04/24 21:00:00,13.43,13.333,13.30,13.10,12.37,13.36,11.97,12.48,13.15,13.268,
1961,08/04/24 21:40:00,,,,,,,,,,,13.118
1962,08/04/24 22:00:00,13.30,13.161,13.06,12.97,12.63,13.10,12.27,12.33,12.85,13.204,
1963,08/04/24 22:40:00,,,,,,,,,,,12.539
1964,08/04/24 23:00:00,12.85,12.775,12.78,12.67,12.33,12.01,11.97,12.01,12.44,12.539,
1965,08/04/24 23:40:00,,,,,,,,,,,13.033
1966,08/05/24 00:00:00,13.66,13.676,13.70,13.49,12.97,13.43,12.63,13.10,13.49,13.612,
1967,08/05/24 00:40:00,,,,,,,,,,,14.212
1968,08/05/24 01:00:00,14.50,14.362,14.45,14.26,13.66,14.75,13.27,13.83,14.43,14.512,
1969,08/05/24 01:40:00,,,,,,,,,,,15.327
1970,08/05/24 02:00:00,15.59,15.327,15.40,15.12,14.30,15.89,14.03,15.25,15.25,15.263,
1971,08/05/24 02:40:00,,,,,,,,,,,15.756
1972,08/05/24 03:00:00,15.72,15.949,15.93,15.68,15.44,16.86,14.65,16.11,15.89,15.799,
1973,08/05/24 03:40:00,,,,,,,,,,,14.856
1974,08/05/24 04:00:00,14.84,14.834,14.88,14.67,14.56,15.10,14.30,15.01,14.88,14.941,
1975,08/05/24 04:40:00,,,,,,,,,,,14.598
1976,08/05/24 05:00:00,14.73,14.684,14.75,14.58,14.43,14.56,14.03,14.39,14.52,14.705,
1977,08/05/24 05:40:00,,,,,,,,,,,14.427
1978,08/05/24 06:00:00,14.56,14.534,14.63,14.45,14.24,14.52,14.03,14.45,14.60,14.813,
1979,08/05/24 06:40:00,,,,,,,,,,,13.547
1980,08/05/24 07:00:00,14.43,14.427,14.50,14.33,14.03,13.90,13.62,13.92,14.11,14.512,
1981,08/05/24 07:40:00,,,,,,,,,,,13.483
1982,08/05/24 08:00:00,14.33,14.277,14.37,14.22,13.73,13.68,13.47,13.70,14.03,14.341,
1983,08/05/24 08:40:00,,,,,,,,,,,13.290
1984,08/05/24 09:00:00,14.11,14.148,14.13,14.03,13.73,13.43,13.27,13.45,13.66,13.955,
1985,08/05/24 09:40:00,,,,,,,,,,,13.290
1986,08/05/24 10:00:00,14.00,13.976,14.13,13.92,13.43,13.27,13.02,13.30,13.62,13.912,
1987,08/05/24 10:40:00,,,,,,,,,,,12.947
1988,08/05/24 11:00:00,14.37,14.405,14.24,14.37,13.49,13.30,13.04,13.06,13.73,13.976,
1989,08/05/24 11:40:00,,,,,,,,,,,13.183
1990,08/05/24 12:00:00,13.90,13.933,13.75,13.83,13.23,12.82,12.95,12.76,13.36,13.483,
1991,08/05/24 12:40:00,,,,,,,,,,,13.333
1992,08/05/24 13:00:00,13.73,13.676,13.60,13.64,13.10,12.78,12.82,12.55,13.23,13.462,
1993,08/05/24 13:40:00,,,,,,,,,,,12.303
1994,08/05/24 14:00:00,12.93,12.797,12.93,12.80,12.95,12.22,12.27,12.07,12.61,13.290,
1995,08/05/24 14:40:00,,,,,,,,,,,11.510
1996,08/05/24 15:00:00,12.25,12.282,12.16,12.20,11.99,11.62,11.79,11.32,12.16,12.818,
1997,08/05/24 15:40:00,,,,,,,,,,,12.646
1998,08/05/24 16:00:00,13.25,13.440,13.23,13.38,12.78,12.85,12.37,12.46,13.30,13.612,
1999,08/05/24 16:40:00,,,,,,,,,,,13.333
2000,08/05/24 17:00:00,13.64,13.719,13.49,13.66,12.93,13.08,12.61,12.52,13.45,14.041,
2001,08/05/24 17:40:00,,,,,,,,,,,13.890
2002,08/05/24 18:00:00,14.69,15.177,14.71,14.99,13.66,14.80,13.53,14.69,15.01,15.735,
2003,08/05/24 18:40:00,,,,,,,,,,,14.834
2004,08/05/24 19:00:00,15.70,15.606,15.72,15.44,15.27,16.13,14.88,15.70,15.72,15.907,
2005,08/05/24 19:40:00,,,,,,,,,,,16.336
2006,08/05/24 20:00:00,16.62,16.550,16.62,16.34,16.13,17.05,15.89,16.86,16.56,16.743,
2007,08/05/24 20:40:00,,,,,,,,,,,17.494
2008,08/05/24 21:00:00,18.51,18.116,18.06,17.80,17.05,18.89,16.94,18.70,18.19,18.695,
2009,08/05/24 21:40:00,,,,,,,,,,,18.201
2010,08/05/24 22:00:00,20.01,19.210,19.04,18.89,18.08,21.13,18.19,18.40,19.32,19.789,
2011,08/05/24 22:40:00,,,,,,,,,,,19.596
2012,08/05/24 23:00:00,20.87,20.132,19.95,19.80,18.55,20.20,18.51,18.64,19.86,19.939,
2013,08/05/24 23:40:00,,,,,,,,,,,19.960
2014,08/06/24 00:00:00,22.50,21.183,20.95,20.27,18.96,23.44,19.60,19.69,20.78,20.260,
2015,08/06/24 00:40:00,,,,,,,,,,,20.067
2016,08/06/24 01:00:00,15.08,12.411,10.14,9.95,9.33,12.37,11.32,11.17,16.94,12.668,
2017,08/06/24 01:40:00,,,,,,,,,,,12.132
2018,08/06/24 02:00:00,12.76,11.746,11.45,11.15,10.92,12.85,11.04,11.04,12.29,11.167,
2019,08/06/24 02:40:00,,,,,,,,,,,13.826
2020,08/06/24 03:00:00,13.51,12.561,13.00,12.14,11.90,13.30,12.33,12.46,14.24,12.754,
2021,08/06/24 03:40:00,,,,,,,,,,,13.869
2022,08/06/24 04:00:00,11.24,10.523,9.78,9.65,9.67,10.79,10.34,10.31,12.12,10.845,
2023,08/06/24 04:40:00,,,,,,,,,,,12.432
2024,08/06/24 05:00:00,9.46,8.614,7.74,7.85,7.74,7.70,7.78,7.57,9.52,8.250,
2025,08/06/24 05:40:00,,,,,,,,,,,8.979
2026,08/06/24 06:00:00,8.98,8.335,8.43,8.02,8.08,8.02,7.81,7.83,8.68,8.057,
2027,08/06/24 06:40:00,,,,,,,,,,,9.193
2028,08/06/24 07:00:00,9.97,9.494,9.71,9.26,9.31,9.89,9.48,9.67,9.95,9.472,
2029,08/06/24 07:40:00,,,,,,,,,,,9.365
2030,08/06/24 08:00:00,9.93,9.622,9.89,9.48,9.41,10.01,9.59,9.74,9.82,9.494,
2031,08/06/24 08:40:00,,,,,,,,,,,9.665
2032,08/06/24 09:00:00,10.34,10.201,10.38,10.10,10.08,10.10,10.10,9.95,10.16,9.901,
2033,08/06/24 09:40:00,,,,,,,,,,,8.957
2034,08/06/24 10:00:00,9.84,9.429,9.54,9.33,9.37,9.67,9.48,9.69,9.65,9.344,
2035,08/06/24 10:40:00,,,,,,,,,,,9.065
2036,08/06/24 11:00:00,9.93,9.601,9.69,9.46,9.50,9.37,9.29,9.24,9.71,9.258,
2037,08/06/24 11:40:00,,,,,,,,,,,8.100
2038,08/06/24 12:00:00,8.75,8.378,8.56,8.30,8.36,8.43,8.30,8.28,8.47,8.142,
2039,08/06/24 12:40:00,,,,,,,,,,,7.456
2040,08/06/24 13:00:00,7.72,7.456,7.55,7.35,7.38,7.33,7.10,7.18,7.27,6.984,
2041,08/06/24 13:40:00,,,,,,,,,,,8.378
2042,08/06/24 14:00:00,9.14,9.150,9.14,9.16,9.16,9.11,8.68,8.86,8.90,8.807,
2043,08/06/24 14:40:00,,,,,,,,,,,7.864
2044,08/06/24 15:00:00,7.87,7.713,7.70,7.48,7.63,7.87,7.61,7.46,7.87,7.456,
2045,08/06/24 15:40:00,,,,,,,,,,,7.885
2046,08/06/24 16:00:00,8.06,7.671,7.93,7.68,7.74,8.15,7.78,7.63,8.19,7.606,
2047,08/06/24 16:40:00,,,,,,,,,,,8.464
2048,08/06/24 17:00:00,8.83,8.936,8.64,8.68,8.51,9.65,8.45,8.71,9.29,9.150,
2049,08/06/24 17:40:00,,,,,,,,,,,9.751
2050,08/06/24 18:00:00,9.76,10.437,9.20,9.89,8.96,11.39,8.92,9.65,11.17,10.545,
2051,08/06/24 18:40:00,,,,,,,,,,,10.673
2052,08/06/24 19:00:00,11.82,12.025,11.86,11.73,10.85,12.95,10.36,11.45,12.95,12.368,
2053,08/06/24 19:40:00,,,,,,,,,,,10.823
2054,08/06/24 20:00:00,11.99,11.510,12.03,11.32,11.37,12.67,10.79,10.79,11.19,10.716,
2055,08/06/24 20:40:00,,,,,,,,,,,11.531
2056,08/06/24 21:00:00,12.55,12.411,12.67,12.33,12.12,12.46,11.34,11.54,11.67,11.381,
2057,08/06/24 21:40:00,,,,,,,,,,,15.649
2058,08/06/24 22:00:00,16.11,16.100,16.13,15.78,14.28,16.21,14.05,15.31,15.72,14.470,
2059,08/06/24 22:40:00,,,,,,,,,,,17.708
2060,08/06/24 23:00:00,13.70,13.011,11.54,11.52,11.37,16.81,15.48,15.55,16.28,15.134,
2061,08/06/24 23:40:00,,,,,,,,,,,18.759
2062,08/07/24 00:00:00,16.04,16.142,15.51,14.80,14.37,19.00,15.89,18.29,18.08,17.215,
2063,08/07/24 00:40:00,,,,,,,,,,,18.330
2064,08/07/24 01:00:00,18.12,18.287,18.42,18.14,17.14,18.85,16.64,18.70,18.44,18.502,
2065,08/07/24 01:40:00,,,,,,,,,,,19.081
