Line#,Date,"Wind Speed (RXW-WCF 21198259:21181033-1), m/s, RX3000_BRW1_TNHA","Gust Speed (RXW-WCF 21198259:21181033-2), m/s, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21181033-3), *, RX3000_BRW1_TNHA","Wind Speed (RXW-WCF 21198259:21206909-1), m/s, RX3000_BRW1_TNHA","Gust Speed (RXW-WCF 21198259:21206909-2), m/s, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21206909-3), *, RX3000_BRW1_TNHA","Wind Speed (RXW-WCF 21198259:21398709-1), m/s, RX3000_BRW1_TNHA","Gust Speed (RXW-WCF 21198259:21398709-2), m/s, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21398709-3), *, RX3000_BRW1_TNHA","Wind Speed (RXW-WCF 21198259:21398712-1), m/s, RX3000_BRW1_TNHA","Gust Speed (RXW-WCF 21198259:21398712-2), m/s, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21398712-3), *, RX3000_BRW1_TNHA","Wind Speed (RXW-WCF 21401801:21206911-1), m/s, RX3000_BRW4_SSMH","Gust Speed (RXW-WCF 21401801:21206911-2), m/s, RX3000_BRW4_SSMH","Wind Direction (RXW-WCF 21401801:21206911-3), *, RX3000_BRW4_SSMH","Wind Speed (RXW-WCF 21401801:21206912-1), m/s, RX3000_BRW4_SSMH","Gust Speed (RXW-WCF 21401801:21206912-2), m/s, RX3000_BRW4_SSMH","Wind Direction (RXW-WCF 21401801:21206912-3), *, RX3000_BRW4_SSMH","Wind Speed (RXW-WCF 21401801:21398711-1), m/s, RX3000_BRW4_SSMH","Gust Speed (RXW-WCF 21401801:21398711-2), m/s, RX3000_BRW4_SSMH","Wind Direction (RXW-WCF 21401801:21398711-3), *, RX3000_BRW4_SSMH","Wind Speed (RXW-WCF 21198259:21398716-1), m/s, RX3000_BRW1_TNHA","Gust Speed (RXW-WCF 21198259:21398716-2), m/s, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21398716-3), *, RX3000_BRW1_TNHA"
456,06/19/24 23:00:00,0.0,0.0,352,2.0,4.0,125,0.0,1.0,140,,,,1.0,2.7,309,0.3,1.3,178,0.0,0.0,67,,,
457,06/20/24 00:00:00,0.0,0.0,350,1.7,3.4,126,0.0,1.0,114,,,,1.0,3.0,312,0.0,1.0,177,0.0,0.0,84,,,
458,06/20/24 01:00:00,0.0,0.0,350,1.7,3.7,126,0.0,1.0,122,,,,1.3,3.4,312,0.3,1.7,183,0.0,0.0,84,,,
459,06/20/24 02:00:00,,,,,,,,,,,,,1.0,3.4,309,0.3,1.3,181,0.0,0.0,73,,,
460,06/20/24 03:00:00,,,,,,,,,,,,,1.0,3.4,310,0.3,1.3,177,0.0,0.0,66,,,
461,06/20/24 04:00:00,0.0,0.0,358,2.3,4.7,125,0.3,1.3,139,,,,1.0,4.0,313,0.3,1.3,185,0.0,0.0,70,,,
462,06/20/24 05:00:00,0.0,0.0,358,2.3,4.0,126,0.3,1.3,136,,,,1.0,4.0,312,0.3,1.3,191,0.0,0.0,65,,,
463,06/20/24 06:00:00,0.0,0.0,357,2.0,4.4,126,0.3,1.3,125,,,,1.0,3.4,313,0.3,1.3,190,0.0,0.0,74,,,
464,06/20/24 07:00:00,0.0,0.0,357,1.0,3.0,124,0.0,1.0,139,,,,1.0,2.7,313,0.0,1.0,180,0.0,0.0,81,,,
465,06/20/24 08:00:00,0.0,0.0,357,1.7,3.7,125,0.0,1.0,125,,,,0.7,2.3,321,0.0,1.0,170,0.0,0.0,48,,,
466,06/20/24 09:00:00,0.0,0.0,357,1.7,3.4,124,0.0,1.0,149,,,,0.3,2.0,333,0.0,1.0,173,0.0,0.0,14,,,
467,06/20/24 10:00:00,0.0,0.0,357,1.3,3.0,121,0.0,1.3,152,,,,0.0,1.7,340,0.0,1.0,166,0.0,0.0,348,,,
468,06/20/24 11:00:00,0.0,0.0,357,1.3,3.4,119,0.0,1.3,132,,,,0.3,1.7,333,0.0,1.3,167,0.0,0.0,352,,,
469,06/20/24 12:00:00,0.0,0.0,355,1.3,2.7,121,0.0,1.0,105,,,,0.0,1.7,336,0.0,1.0,167,0.0,0.0,347,,,
470,06/20/24 13:00:00,0.0,0.0,352,1.0,2.7,119,0.0,1.0,105,,,,0.0,1.0,343,0.3,1.0,152,0.0,1.0,330,,,
471,06/20/24 14:00:00,0.0,0.0,354,0.7,2.0,118,0.0,1.0,105,,,,0.0,0.7,345,0.0,1.0,157,0.7,2.3,329,,,
472,06/20/24 15:00:00,0.0,0.0,355,0.7,2.0,119,0.0,0.7,105,,,,0.0,1.0,348,0.0,1.0,154,0.0,0.0,337,,,
473,06/20/24 16:00:00,0.0,0.0,355,1.0,2.7,118,0.0,1.0,105,,,,0.0,1.3,357,0.3,1.0,152,0.0,0.0,330,,,
474,06/20/24 17:00:00,0.0,0.0,357,1.7,3.0,119,0.0,1.0,105,,,,0.0,1.7,348,0.3,1.0,156,0.0,0.0,338,,,
475,06/20/24 18:00:00,0.0,0.0,357,1.0,3.0,121,0.0,0.7,105,,,,0.3,1.7,329,0.0,1.3,159,0.0,0.0,345,,,
476,06/20/24 19:00:00,0.0,0.0,358,1.0,3.0,117,0.0,1.0,105,,,,0.3,2.0,333,0.3,1.3,161,0.0,0.0,347,,,
477,06/20/24 20:00:00,0.0,0.0,358,1.3,2.7,122,0.0,1.3,111,,,,0.7,2.3,321,0.0,1.0,167,0.0,0.0,32,,,
478,06/20/24 21:00:00,0.0,0.0,355,1.3,3.0,119,0.3,1.7,111,,,,0.7,2.3,317,0.3,1.3,164,0.0,0.0,6,,,
479,06/20/24 22:00:00,0.0,0.0,351,1.0,2.3,119,0.0,1.0,111,,,,0.7,2.3,317,0.0,1.0,163,0.0,0.0,62,,,
480,06/20/24 23:00:00,0.0,0.0,348,1.3,3.0,118,0.3,1.3,107,,,,0.7,2.3,323,0.3,1.3,161,0.0,0.0,28,,,
481,06/21/24 00:00:00,0.0,0.0,347,2.0,4.4,118,0.3,1.7,102,,,,0.3,1.7,330,0.7,2.0,153,0.0,0.0,334,,,
482,06/21/24 01:00:00,0.0,0.0,348,2.7,5.0,121,0.7,2.3,107,,,,0.3,2.0,336,0.7,2.0,152,0.0,0.0,336,,,
483,06/21/24 02:00:00,0.0,0.0,347,2.3,4.4,119,0.3,2.0,102,,,,0.3,1.7,337,0.7,2.0,153,0.0,0.0,338,,,
484,06/21/24 03:00:00,0.0,0.0,351,2.7,5.4,121,0.7,2.3,94,,,,0.3,2.3,338,0.7,2.0,156,0.0,0.0,341,,,
485,06/21/24 04:00:00,0.0,0.0,357,2.3,4.4,122,0.0,1.7,97,,,,0.7,2.3,337,0.3,1.7,160,0.0,0.0,352,,,
486,06/21/24 05:00:00,0.0,0.0,358,1.7,3.7,125,0.0,0.7,98,,,,0.7,3.0,321,0.0,1.3,171,0.0,0.0,38,,,
487,06/21/24 06:00:00,0.0,0.0,358,1.3,3.0,125,0.0,0.7,100,,,,0.7,2.3,312,0.0,1.7,170,0.0,0.0,70,,,
488,06/21/24 07:00:00,0.0,0.0,358,0.7,2.3,124,0.0,0.7,98,,,,0.7,2.3,313,0.0,0.7,160,0.0,0.0,87,,,
489,06/21/24 08:00:00,0.0,0.0,358,0.3,1.7,125,0.0,0.7,98,,,,0.7,2.0,319,0.0,0.7,154,0.0,0.0,100,,,
490,06/21/24 09:00:00,0.0,0.0,358,0.0,1.3,125,0.0,0.3,98,,,,0.3,2.3,310,0.0,0.7,143,0.0,0.0,81,,,
491,06/21/24 10:00:00,0.0,0.0,358,0.7,2.0,122,0.0,0.7,98,,,,0.0,1.0,324,0.0,0.7,167,0.0,0.0,340,,,
492,06/21/24 11:00:00,0.0,0.0,358,0.7,2.0,122,0.0,0.3,98,,,,0.3,1.3,321,0.0,0.3,174,0.0,0.0,4,,,
493,06/21/24 12:00:00,0.0,0.0,358,0.7,2.0,121,0.0,0.7,98,,,,0.0,0.7,326,0.0,0.7,167,0.0,0.0,340,,,
494,06/21/24 13:00:00,0.0,0.0,358,1.0,2.7,119,0.0,1.0,98,,,,0.0,1.0,327,0.3,1.0,160,0.0,0.0,337,,,
495,06/21/24 14:00:00,0.0,0.0,358,0.7,2.7,122,0.0,1.0,100,,,,0.0,1.0,326,0.0,1.0,173,0.0,0.0,348,,,
496,06/21/24 15:00:00,0.0,0.0,358,1.0,2.7,121,0.0,1.0,98,,,,0.0,1.0,327,0.3,1.0,160,0.0,0.0,344,,,
497,06/21/24 16:00:00,0.0,0.0,358,1.0,2.7,124,0.0,0.7,100,,,,0.3,1.3,327,0.0,0.7,174,0.0,0.0,18,,,
498,06/21/24 17:00:00,0.0,0.0,358,1.0,2.7,121,0.0,0.7,100,,,,0.0,1.0,288,0.0,1.0,157,0.0,0.0,343,,,
499,06/21/24 18:00:00,0.0,0.0,358,1.0,2.7,122,0.0,1.0,98,,,,0.3,1.3,320,0.0,1.3,163,0.0,0.0,348,,,
500,06/21/24 19:00:00,0.0,0.0,358,0.7,2.0,119,0.0,1.0,98,,,,0.0,1.3,336,0.0,1.0,150,0.0,0.0,333,,,
501,06/21/24 20:00:00,0.0,0.0,358,0.7,2.7,115,0.0,1.0,100,,,,0.0,1.3,321,0.3,1.7,143,0.0,0.0,336,,,
502,06/21/24 21:00:00,0.0,0.0,358,1.3,3.4,118,0.3,1.7,97,,,,0.3,2.0,321,0.7,2.0,154,0.0,0.0,334,,,
503,06/21/24 22:00:00,0.0,0.0,355,2.3,4.7,121,0.3,1.3,94,,,,0.3,2.0,334,0.7,2.0,152,0.0,0.0,343,,,
504,06/21/24 23:00:00,0.0,0.0,358,2.0,3.4,124,0.0,0.7,97,,,,0.7,2.0,330,0.3,1.3,168,0.0,0.0,8,,,
505,06/22/24 00:00:00,0.0,0.0,352,2.0,3.7,122,0.3,1.0,97,,,,0.7,2.3,327,0.3,1.3,163,0.0,0.0,358,,,
506,06/22/24 01:00:00,0.0,0.0,350,2.0,4.0,122,0.0,1.3,97,,,,0.7,2.0,330,0.3,1.3,161,0.0,0.0,355,,,
507,06/22/24 02:00:00,0.0,0.0,350,2.3,4.0,122,0.3,1.3,97,,,,0.7,2.0,331,0.3,1.3,157,0.0,0.0,355,,,
508,06/22/24 03:00:00,0.0,0.0,352,1.7,3.0,124,0.0,1.0,97,,,,0.7,3.0,319,0.3,1.0,173,0.0,0.0,55,,,
509,06/22/24 04:00:00,0.0,0.0,355,1.3,3.0,125,0.0,0.7,97,,,,1.0,2.7,312,0.0,1.0,171,0.0,0.0,102,,,
510,06/22/24 05:00:00,0.0,0.0,358,1.7,3.0,124,0.0,1.0,104,,,,0.7,3.0,320,0.3,1.3,161,0.0,0.0,37,,,
511,06/22/24 06:00:00,0.0,0.0,358,1.3,2.3,125,0.0,0.7,104,,,,0.7,2.3,310,0.0,1.0,174,0.0,0.0,80,,,
512,06/22/24 07:00:00,0.0,0.0,358,0.7,1.7,126,0.0,0.7,104,,,,0.7,2.3,312,0.0,1.0,171,0.0,0.0,105,,,
513,06/22/24 08:00:00,0.0,0.0,358,0.7,2.0,126,0.0,0.7,104,,,,0.7,2.3,317,0.0,0.7,174,0.0,0.0,111,,,
514,06/22/24 09:00:00,0.0,0.0,358,0.3,1.7,125,0.0,0.7,104,,,,1.0,2.7,316,0.0,1.0,157,0.0,0.0,112,,,
515,06/22/24 10:00:00,0.0,0.0,358,0.3,1.0,122,0.0,1.0,105,,,,1.0,3.0,317,0.0,1.0,139,0.0,0.0,119,,,
516,06/22/24 11:00:00,0.0,0.0,358,0.0,1.0,124,0.0,0.7,114,,,,1.0,2.7,319,0.0,1.0,115,0.0,0.0,121,,,
517,06/22/24 12:00:00,0.0,0.0,358,0.0,0.7,119,0.0,0.7,114,,,,0.7,2.0,321,0.0,0.7,117,0.0,0.0,115,,,
518,06/22/24 13:00:00,0.0,0.0,358,0.3,1.0,124,0.0,0.7,114,,,,0.7,2.0,320,0.0,0.7,125,0.0,0.0,105,,,
519,06/22/24 14:00:00,0.0,0.0,358,0.0,0.7,117,0.0,0.7,114,,,,1.0,2.3,319,0.0,0.7,133,0.0,0.0,124,,,
520,06/22/24 15:00:00,0.0,0.0,358,0.0,0.7,136,0.0,2.0,112,,,,1.0,2.3,319,0.0,0.7,124,0.0,0.0,136,,,
521,06/22/24 16:00:00,0.0,0.0,358,0.0,1.0,38,0.0,2.0,129,,,,1.0,3.0,317,0.0,0.7,95,0.0,0.0,150,,,
522,06/22/24 17:00:00,0.0,0.0,358,0.7,2.0,122,0.0,0.7,128,,,,0.7,2.0,321,0.0,0.3,166,0.0,0.0,107,,,
523,06/22/24 18:00:00,0.0,0.0,358,0.7,1.7,128,0.0,0.7,126,,,,1.0,2.7,321,0.0,0.7,153,0.0,0.0,122,,,
524,06/22/24 19:00:00,0.0,0.0,358,0.3,1.7,128,0.0,0.7,111,,,,1.3,2.7,321,0.0,0.7,125,0.0,0.0,138,,,
525,06/22/24 20:00:00,0.0,0.0,358,0.7,2.0,126,0.0,1.0,111,,,,1.0,2.7,317,0.0,0.7,150,0.0,0.0,136,,,
526,06/22/24 21:00:00,0.0,0.0,357,1.3,3.0,126,0.0,0.7,111,,,,1.0,3.0,312,0.0,1.0,160,0.0,0.0,108,,,
527,06/22/24 22:00:00,0.0,0.0,354,0.3,2.0,125,0.0,1.0,111,,,,1.3,3.0,319,0.0,1.0,135,0.0,0.0,133,,,
528,06/22/24 23:00:00,0.0,0.0,352,1.3,3.0,125,0.0,0.7,111,,,,1.0,3.0,316,0.0,1.0,160,0.0,0.0,101,,,
529,06/23/24 00:00:00,0.0,0.0,351,2.0,3.4,124,0.0,1.0,111,,,,1.0,2.7,317,0.0,1.0,167,0.0,0.0,87,,,
530,06/23/24 01:00:00,0.0,0.0,350,2.0,3.4,124,0.0,1.3,111,,,,1.0,2.7,323,0.3,1.3,167,0.0,0.0,46,,,
531,06/23/24 02:00:00,0.0,0.0,348,2.0,3.7,122,0.0,1.7,111,,,,0.7,2.7,326,0.3,1.3,167,0.0,0.0,24,,,
532,06/23/24 03:00:00,0.0,0.0,351,2.3,4.0,124,0.0,1.3,111,,,,0.7,2.0,330,0.3,2.0,166,0.0,0.0,357,,,
533,06/23/24 04:00:00,0.0,0.0,357,2.3,3.7,124,0.0,1.0,95,,,,0.7,2.3,330,0.3,1.3,168,0.0,0.0,14,,,
534,06/23/24 05:00:00,0.0,0.0,358,1.7,3.0,125,0.0,1.0,93,,,,0.7,2.3,312,0.0,1.3,175,0.0,0.0,81,,,
535,06/23/24 06:00:00,0.0,0.0,358,1.0,2.3,125,0.0,0.7,124,,,,0.7,2.0,313,0.0,1.0,177,0.0,0.0,94,,,
536,06/23/24 07:00:00,0.0,0.0,358,1.0,2.0,125,0.0,0.7,124,,,,0.7,2.0,310,0.0,1.0,183,0.0,0.0,86,,,
537,06/23/24 08:00:00,0.0,0.0,358,1.3,2.7,122,0.0,0.7,124,,,,0.3,1.3,320,0.0,0.7,173,0.0,0.0,18,,,
538,06/23/24 09:00:00,0.0,0.0,358,1.0,2.7,124,0.0,0.7,124,,,,0.3,1.3,324,0.0,0.7,171,0.0,0.0,13,,,
539,06/23/24 10:00:00,0.0,0.0,358,1.7,3.7,122,0.0,1.0,124,,,,0.0,1.3,334,0.3,1.0,163,0.0,0.0,348,,,
540,06/23/24 11:00:00,0.0,0.0,355,1.7,3.0,122,0.0,1.3,124,,,,0.3,1.7,334,0.3,1.3,163,0.0,0.0,358,,,
541,06/23/24 12:00:00,0.0,0.0,354,1.7,3.4,122,0.0,1.0,124,,,,0.3,1.3,338,0.3,1.3,163,0.0,0.0,352,,,
542,06/23/24 13:00:00,0.0,0.0,358,1.7,3.0,122,0.0,1.0,124,,,,0.3,1.7,330,0.3,1.0,167,0.0,0.0,358,,,
543,06/23/24 14:00:00,0.0,0.0,358,1.7,3.0,122,0.0,1.0,124,,,,0.3,1.7,331,0.0,1.0,167,0.0,0.0,7,,,
544,06/23/24 15:00:00,0.0,0.0,358,2.0,3.7,124,0.0,1.0,124,,,,0.3,1.7,341,0.3,1.3,167,0.0,0.0,358,,,
545,06/23/24 16:00:00,0.0,0.0,358,1.7,3.0,124,0.0,0.7,124,,,,0.3,1.7,333,0.0,1.0,170,0.0,0.0,3,,,
546,06/23/24 17:00:00,0.0,0.0,358,1.3,2.7,122,0.0,0.7,124,,,,0.3,1.3,343,0.0,1.0,167,0.0,0.0,358,,,
547,06/23/24 18:00:00,0.0,0.0,358,1.3,2.7,122,0.0,0.7,124,,,,0.3,1.7,341,0.3,1.0,163,0.0,0.0,354,,,
548,06/23/24 19:00:00,0.0,0.0,358,2.0,3.4,121,0.0,1.0,124,,,,0.3,1.7,338,0.3,1.3,161,0.0,0.0,352,,,
549,06/23/24 20:00:00,0.0,0.0,358,2.0,3.4,121,0.3,1.3,124,,,,0.3,2.0,343,0.3,1.3,160,0.0,0.0,351,,,
550,06/23/24 21:00:00,0.0,0.0,357,2.3,4.0,122,0.3,1.3,110,,,,0.7,2.0,340,0.3,1.3,161,0.0,0.0,358,,,
551,06/23/24 22:00:00,0.0,0.0,355,2.3,4.0,122,0.3,1.7,100,,,,0.7,2.0,333,0.3,1.7,159,0.0,0.0,352,,,
552,06/23/24 23:00:00,0.0,0.0,354,2.7,4.4,122,0.3,1.3,112,,,,1.0,2.7,324,0.3,1.3,171,0.0,0.0,45,,,
553,06/24/24 00:00:00,0.0,0.0,352,3.0,4.7,122,0.3,1.7,105,,,,0.7,3.0,330,0.3,1.7,167,0.0,0.0,8,,,
554,06/24/24 01:00:00,0.0,0.0,354,2.3,4.0,124,0.0,1.3,111,,,,1.0,2.7,319,0.3,1.3,170,0.0,0.0,60,,,
555,06/24/24 02:00:00,0.0,0.0,352,3.0,4.7,122,0.3,1.7,101,,,,0.7,2.3,334,0.7,1.7,163,0.0,0.0,4,,,
556,06/24/24 03:00:00,0.0,0.0,357,3.0,4.7,122,0.3,1.7,100,,,,0.7,2.3,340,0.7,2.0,163,0.0,0.0,357,,,
557,06/24/24 04:00:00,0.0,0.0,358,3.0,4.7,124,0.3,1.3,126,,,,1.0,2.7,329,0.3,1.7,167,0.0,0.0,21,,,
558,06/24/24 05:00:00,0.0,0.0,358,2.3,4.7,124,0.3,1.3,136,,,,0.7,2.7,324,0.3,1.3,170,0.0,0.0,31,,,
559,06/24/24 06:00:00,0.0,0.0,358,2.7,4.4,124,0.3,1.3,128,,,,0.7,2.3,330,0.3,1.3,170,0.0,0.0,11,,,
560,06/24/24 07:00:00,0.0,0.0,358,2.7,4.7,125,0.3,1.3,135,,,,0.7,3.0,330,0.3,1.7,175,0.0,0.0,27,,,
561,06/24/24 08:00:00,0.0,0.0,357,2.7,4.7,125,0.3,1.3,136,,,,0.7,2.7,317,0.3,1.7,184,0.0,0.0,48,,,
562,06/24/24 09:00:00,0.0,0.0,357,2.0,3.7,125,0.0,1.0,143,,,,0.7,2.3,317,0.0,1.0,183,0.0,0.0,56,,,
563,06/24/24 10:00:00,0.0,0.0,357,2.0,3.7,125,0.0,1.0,145,,,,0.7,2.3,309,0.0,1.3,183,0.0,0.0,67,,,
564,06/24/24 11:00:00,0.0,0.0,358,2.0,3.7,125,0.0,1.0,132,,,,0.7,2.3,313,0.0,1.0,187,0.0,0.0,65,,,
565,06/24/24 12:00:00,0.0,0.0,357,1.3,3.0,126,0.0,1.0,124,,,,0.7,2.7,314,0.0,1.3,188,0.0,0.0,76,,,
566,06/24/24 13:00:00,0.0,0.0,355,0.7,2.3,124,0.0,1.0,121,,,,1.0,2.7,317,0.0,1.0,173,0.0,0.0,97,,,
567,06/24/24 14:00:00,0.0,0.0,354,1.0,3.0,125,0.0,1.3,125,,,,0.7,2.7,317,0.0,1.0,175,0.0,0.0,83,,,
568,06/24/24 15:00:00,0.0,0.0,355,2.0,4.4,125,0.0,1.3,129,,,,0.7,2.0,314,0.0,1.3,184,0.0,0.0,58,,,
569,06/24/24 16:00:00,0.0,0.0,354,0.7,3.4,125,0.0,1.0,115,,,,1.0,2.7,316,0.0,1.0,174,0.0,0.0,94,,,
570,06/24/24 17:00:00,0.0,0.0,357,1.3,3.0,126,0.0,1.0,115,,,,0.7,2.7,316,0.0,1.0,180,0.0,0.0,81,,,
571,06/24/24 18:00:00,0.0,0.0,357,1.3,3.4,126,0.0,1.0,139,,,,0.7,2.7,316,0.0,1.0,178,0.0,0.0,77,,,
572,06/24/24 19:00:00,0.0,0.0,358,1.3,2.7,125,0.0,1.0,126,,,,0.7,2.3,312,0.0,1.0,175,0.0,0.0,74,,,
573,06/24/24 20:00:00,0.0,0.0,358,1.3,3.4,126,0.0,1.0,139,,,,1.0,3.4,321,0.0,1.3,171,0.0,0.0,86,,,
574,06/24/24 21:00:00,0.0,0.0,357,1.3,3.4,126,0.0,1.0,138,,,,1.0,2.7,321,0.0,1.0,166,0.0,0.0,88,,,
575,06/24/24 22:00:00,0.0,0.0,357,2.0,4.4,124,0.0,1.3,119,,,,1.0,3.0,316,0.0,1.3,161,0.0,0.0,77,,,
576,06/24/24 23:00:00,0.0,0.0,358,2.3,4.0,124,0.0,1.3,121,,,,1.0,2.7,316,0.3,1.3,168,0.0,0.0,66,,,
577,06/25/24 00:00:00,0.0,0.0,358,2.0,4.0,125,0.0,1.0,122,,,,1.0,2.7,323,0.0,1.3,173,0.0,0.0,65,,,
578,06/25/24 01:00:00,0.0,0.0,357,1.7,3.4,126,0.0,1.0,139,,,,1.0,3.4,314,0.0,1.3,174,0.0,0.0,81,,,
579,06/25/24 02:00:00,0.0,0.0,358,1.7,3.4,126,0.0,1.0,143,,,,1.0,3.4,310,0.0,1.0,183,0.0,0.0,77,,,
580,06/25/24 03:00:00,0.0,0.0,358,1.3,3.4,126,0.0,1.0,126,,,,1.0,2.7,313,0.0,1.3,177,0.0,0.0,84,,,
581,06/25/24 04:00:00,0.0,0.0,358,1.3,3.0,126,0.0,1.0,129,,,,1.0,3.0,309,0.0,1.0,173,0.0,0.0,88,,,
582,06/25/24 05:00:00,0.0,0.0,358,0.7,2.3,125,0.0,0.7,138,,,,1.0,2.7,312,0.0,1.0,163,0.0,0.0,94,,,
583,06/25/24 06:00:00,0.0,0.0,358,1.0,2.3,125,0.0,0.7,139,,,,0.7,2.3,316,0.0,1.0,173,0.0,0.0,76,,,
584,06/25/24 07:00:00,0.0,0.0,358,1.7,2.7,124,0.0,1.0,140,,,,0.3,2.7,327,0.0,1.0,170,0.0,0.0,3,,,
585,06/25/24 08:00:00,0.0,0.0,358,1.7,3.0,124,0.0,0.7,140,,,,0.3,2.0,326,0.0,1.0,173,0.0,0.0,18,,,
586,06/25/24 09:00:00,0.0,0.0,358,1.7,3.4,125,0.0,1.0,150,,,,0.7,2.0,309,0.0,1.0,188,0.0,0.0,67,,,
587,06/25/24 10:00:00,0.0,0.0,358,1.3,3.0,125,0.0,1.0,154,,,,0.7,2.0,303,0.0,1.0,185,0.0,0.0,70,,,
588,06/25/24 11:00:00,0.0,0.0,358,1.3,3.4,126,0.0,1.0,156,,,,0.7,2.3,310,0.0,1.0,184,0.0,0.0,72,,,
589,06/25/24 12:00:00,0.0,0.0,358,1.7,3.0,125,0.0,1.0,142,,,,0.7,2.3,312,0.0,1.7,187,0.0,0.0,60,,,
590,06/25/24 13:00:00,0.0,0.0,358,0.3,2.0,118,0.0,2.3,107,,,,1.3,3.7,312,0.0,1.0,139,0.0,0.0,104,,,
591,06/25/24 14:00:00,0.0,0.0,357,0.7,2.3,126,0.0,0.7,107,,,,0.7,2.3,312,0.0,1.0,177,0.0,0.0,88,,,
592,06/25/24 15:00:00,0.0,0.0,358,0.3,1.7,124,0.0,0.7,112,,,,1.0,2.7,314,0.0,1.0,147,0.0,0.0,102,,,
593,06/25/24 16:00:00,0.0,0.0,358,0.3,1.7,122,0.0,1.0,121,,,,1.3,3.7,314,0.0,1.3,125,0.0,0.0,101,,,
594,06/25/24 17:00:00,0.0,0.0,358,0.7,2.3,126,0.0,1.0,128,,,,1.0,3.4,313,0.0,1.0,174,0.0,0.0,88,,,
595,06/25/24 18:00:00,0.0,0.0,358,0.3,2.0,124,0.3,1.7,119,,,,1.7,4.7,314,0.0,1.3,115,0.0,0.0,114,,,
596,06/25/24 19:00:00,0.0,0.0,358,0.3,1.3,121,0.0,1.7,117,,,,1.3,3.4,316,0.0,1.3,117,0.0,0.0,108,,,
597,06/25/24 20:00:00,0.0,0.0,358,0.7,2.3,124,0.3,1.0,118,,,,1.3,3.7,312,0.0,1.3,136,0.0,0.0,100,,,
598,06/25/24 21:00:00,0.0,0.0,357,0.7,2.3,122,0.3,1.3,125,,,,1.7,4.4,312,0.0,1.0,135,0.0,0.0,112,,,
599,06/25/24 22:00:00,0.0,0.0,354,0.7,2.0,126,0.3,1.7,128,,,,2.0,4.4,309,0.0,1.7,126,0.0,0.0,114,,,
600,06/25/24 23:00:00,0.0,0.0,354,0.7,2.0,122,0.3,1.7,135,,,,2.3,5.0,309,0.3,2.0,117,0.0,0.0,121,,,
601,06/26/24 00:00:00,0.0,0.0,354,0.3,2.0,128,0.7,2.3,131,,,,2.3,4.7,307,0.3,2.0,121,0.0,0.0,121,,,
602,06/26/24 01:00:00,0.0,0.0,355,0.7,2.3,132,0.7,1.7,139,,,,2.7,5.7,312,0.3,2.0,110,0.0,0.0,124,,,
603,06/26/24 02:00:00,0.0,0.0,354,0.7,2.3,115,0.7,2.0,140,,,,3.0,6.0,314,0.3,2.0,115,0.0,0.0,119,,,
604,06/26/24 03:00:00,0.0,0.0,355,1.0,2.3,118,0.7,2.3,143,,,,3.0,5.4,312,0.7,2.3,112,0.0,0.0,118,,,
605,06/26/24 04:00:00,0.0,0.0,358,1.0,2.7,118,0.7,1.7,138,,,,3.0,5.7,313,0.3,2.3,104,0.0,0.0,117,,,
606,06/26/24 05:00:00,0.0,0.0,358,0.7,2.7,121,0.7,1.7,138,,,,2.7,5.4,313,0.7,2.3,112,0.0,0.0,117,,,
607,06/26/24 06:00:00,0.0,0.0,358,0.3,1.7,142,0.7,2.3,142,,,,2.3,4.7,314,0.3,1.7,110,0.0,0.0,119,,,
608,06/26/24 07:00:00,0.0,0.0,358,0.3,1.7,136,0.7,2.0,136,,,,3.4,6.4,312,0.3,2.0,110,0.0,0.0,124,,,
609,06/26/24 08:00:00,0.0,0.0,358,0.3,1.7,160,0.7,1.7,133,,,,3.0,6.4,314,0.3,2.0,107,0.0,0.0,124,,,
610,06/26/24 09:00:00,0.0,0.0,358,0.3,2.0,128,0.3,1.7,138,,,,2.3,5.7,316,0.3,2.7,115,0.0,0.0,115,,,
611,06/26/24 10:00:00,0.0,0.0,358,0.3,1.7,125,0.3,1.7,133,,,,2.3,5.4,316,0.3,1.7,105,0.0,0.0,117,,,
612,06/26/24 11:00:00,0.0,0.0,358,0.3,1.7,293,0.3,2.0,129,,,,3.4,6.0,313,0.7,2.0,110,0.0,0.0,121,,,
613,06/26/24 12:00:00,0.0,0.0,358,0.7,2.3,293,0.7,4.0,119,,,,3.4,5.7,312,0.7,2.0,117,0.0,0.0,124,,,
614,06/26/24 13:00:00,0.0,0.0,358,1.0,2.7,300,1.0,4.7,115,,,,2.7,5.4,313,0.7,2.3,111,0.0,0.0,138,,,
615,06/26/24 14:00:00,0.0,0.0,358,0.7,2.3,302,1.0,4.0,119,,,,2.0,4.7,317,0.3,2.0,118,0.0,0.0,140,,,
616,06/26/24 15:00:00,0.0,0.0,358,0.7,2.7,299,1.0,4.4,117,,,,2.7,5.0,310,0.3,2.3,118,0.0,0.0,129,,,
617,06/26/24 16:00:00,0.0,0.0,358,0.7,2.3,300,1.0,4.7,117,,,,2.0,4.4,317,0.3,1.7,98,0.0,0.0,147,,,
