Line#,Date,"Temperature (RXW-THC 21198259:21380919-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21198259:21398664-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21198259:21398674-1), *C, RX3000_BRW1_TNHA","Temperature (S-THC 21198259:21218018-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21401801:21398665-1), *C, RX3000_BRW4_SSMH","Temperature (RXW-THC 21401800:21187245-1), *C, RX3000_BRW5_BUECI","Temperature (S-THC 21401800:21397542-1), *C, RX3000_BRW5_BUECI","Temperature (RXW-THC 21401800:21398659-1), *C, RX3000_BRW5_BUECI","Temperature (RXW-THC 21401800:21398660-1), *C, RX3000_BRW5_BUECI","Temperature (RXW-THC 21401800:21398661-1), *C, RX3000_BRW5_BUECI","Temperature (RXW-THC 21401800:21398668-1), *C, RX3000_BRW5_BUECI","Temperature (S-THC 21401803:21397541-1), *C, RX3000_BRW6_BEO","Temperature (S-THC 21198259:21390850-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21198259:21398666-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21401801:21380922-1), *C, RX3000_BRW4_SSMH","Temperature (S-THC 21401801:21390849-1), *C, RX3000_BRW4_SSMH","Temperature (RXW-THC 21401801:21398667-1), *C, RX3000_BRW4_SSMH"
3662,06/13/23 17:05:00,,,,,7.96,,,,,,,,,,,,
3663,06/13/23 17:10:00,,,,,7.98,,,,,,,,,,,,
3664,06/13/23 17:15:00,,,,,7.89,,,,,,,,,,,,
3665,06/13/23 17:20:00,,,,,7.65,,,,,,,,,,,,
3666,06/13/23 17:25:00,,,,,7.50,,,,,,,,,,,,
3667,06/13/23 17:30:00,,,,,7.57,,,,,,,,,,,,
3668,06/13/23 17:35:00,,,,,7.87,,,,,,,,,,,,
3669,06/13/23 17:40:00,,,,,7.87,,,,,,,8.614,,,,,
3670,06/13/23 17:45:00,,,,,7.72,,,,,,,,,,,,
3671,06/13/23 17:50:00,,,,,7.85,,,,,,,,,,,,
3672,06/13/23 17:55:00,,,,,7.93,,,,,,,,,,,,
3673,06/13/23 18:00:00,8.88,9.14,7.81,128.830,8.34,8.75,9.429,9.35,8.66,9.93,8.66,,,,,,
3674,06/13/23 18:05:00,,,,,8.53,,,,,,,,,,,,
3675,06/13/23 18:10:00,,,,,8.60,,,,,,,,,,,,
3676,06/13/23 18:15:00,,,,,8.38,,,,,,,,,,,,
3677,06/13/23 18:20:00,,,,,8.30,,,,,,,,,,,,
3678,06/13/23 18:25:00,,,,,8.13,,,,,,,,,,,,
3679,06/13/23 18:30:00,,,,,7.65,,,,,,,,,,,,
3680,06/13/23 18:35:00,,,,,7.63,,,,,,,,,,,,
3681,06/13/23 18:40:00,,,,,7.46,,,,,,,9.236,,,,,
3682,06/13/23 18:45:00,,,,,7.29,,,,,,,,,,,,
3683,06/13/23 18:50:00,,,,,7.38,,,,,,,,,,,,
3684,06/13/23 18:55:00,,,,,7.53,,,,,,,,,,,,
3685,06/13/23 19:00:00,9.59,10.44,8.88,128.830,7.61,9.41,9.837,11.26,10.04,12.33,10.77,,,,,,
3686,06/13/23 19:05:00,,,,,7.65,,,,,,,,,,,,
3687,06/13/23 19:10:00,,,,,7.74,,,,,,,,,,,,
3688,06/13/23 19:15:00,,,,,7.78,,,,,,,,,,,,
3689,06/13/23 19:20:00,,,,,8.02,,,,,,,,,,,,
3690,06/13/23 19:25:00,,,,,7.93,,,,,,,,,,,,
3691,06/13/23 19:30:00,,,,,8.11,,,,,,,,,,,,
3692,06/13/23 19:35:00,,,,,8.15,,,,,,,,,,,,
3693,06/13/23 19:40:00,,,,,8.36,,,,,,,12.046,,,,,
3694,06/13/23 19:45:00,,,,,9.03,,,,,,,,,,,,
3695,06/13/23 19:50:00,,,,,9.71,,,,,,,,,,,,
3696,06/13/23 19:55:00,,,,,9.84,,,,,,,,,,,,
3697,06/13/23 20:00:00,11.94,12.20,10.34,128.830,9.80,11.54,11.617,12.35,11.71,13.79,11.71,,,,,,
3698,06/13/23 20:05:00,,,,,9.89,,,,,,,,,,,,
3699,06/13/23 20:10:00,,,,,10.10,,,,,,,,,,,,
3700,06/13/23 20:15:00,,,,,10.51,,,,,,,,,,,,
3701,06/13/23 20:20:00,,,,,10.77,,,,,,,,,,,,
3702,06/13/23 20:25:00,,,,,10.87,,,,,,,,,,,,
3703,06/13/23 20:30:00,,,,,10.96,,,,,,,,,,,,
3704,06/13/23 20:35:00,,,,,11.41,,,,,,,,,,,,
3705,06/13/23 20:40:00,,,,,11.07,,,,,,,13.033,,,,,
3706,06/13/23 20:45:00,,,,,10.98,,,,,,,,,,,,
3707,06/13/23 20:50:00,,,,,11.94,,,,,,,,,,,,
3708,06/13/23 20:55:00,,,,,12.14,,,,,,,,,,,,
3709,06/13/23 21:00:00,15.18,14.58,11.77,128.830,12.03,13.30,13.526,12.59,14.00,15.18,14.37,,,,,,
3710,06/13/23 21:05:00,,,,,12.31,,,,,,,,,,,,
3711,06/13/23 21:10:00,,,,,12.65,,,,,,,,,,,,
3712,06/13/23 21:15:00,,,,,12.27,,,,,,,,,,,,
3713,06/13/23 21:20:00,,,,,12.31,,,,,,,,,,,,
3714,06/13/23 21:25:00,,,,,12.52,,,,,,,,,,,,
3715,06/13/23 21:30:00,,,,,12.25,,,,,,,,,,,,
3716,06/13/23 21:35:00,,,,,12.33,,,,,,,,,,,,
3717,06/13/23 21:40:00,,,,,12.05,,,,,,,13.397,,,,,
3718,06/13/23 21:45:00,,,,,12.22,,,,,,,,,,,,
3719,06/13/23 21:50:00,,,,,12.31,,,,,,,,,,,,
3720,06/13/23 21:55:00,,,,,12.42,,,,,,,,,,,,
3721,06/13/23 22:00:00,16.15,15.51,12.46,128.830,12.72,13.94,13.998,13.21,14.39,15.61,15.76,,,,,,
3722,06/13/23 22:05:00,,,,,12.78,,,,,,,,,,,,
3723,06/13/23 22:10:00,,,,,12.57,,,,,,,,,,,,
3724,06/13/23 22:15:00,,,,,12.42,,,,,,,,,,,,
3725,06/13/23 22:20:00,,,,,12.67,,,,,,,,,,,,
3726,06/13/23 22:25:00,,,,,12.93,,,,,,,,,,,,
3727,06/13/23 22:30:00,,,,,12.97,,,,,,,,,,,,
3728,06/13/23 22:35:00,,,,,13.04,,,,,,,,,,,,
3729,06/13/23 22:40:00,,,,,13.19,,,,,,,14.813,,,,,
3730,06/13/23 22:45:00,,,,,13.38,,,,,,,,,,,,
3731,06/13/23 22:50:00,,,,,13.55,,,,,,,,,,,,
3732,06/13/23 22:55:00,,,,,13.53,,,,,,,,,,,,
3733,06/13/23 23:00:00,19.00,15.74,13.23,128.830,13.43,13.02,13.268,12.78,15.98,13.77,16.43,,,,,,
3734,06/13/23 23:05:00,,,,,13.66,,,,,,,,,,,,
3735,06/13/23 23:10:00,,,,,13.85,,,,,,,,,,,,
3736,06/13/23 23:15:00,,,,,13.94,,,,,,,,,,,,
3737,06/13/23 23:20:00,,,,,14.03,,,,,,,,,,,,
3738,06/13/23 23:25:00,,,,,14.13,,,,,,,,,,,,
3739,06/13/23 23:30:00,,,,,14.58,,,,,,,,,,,,
3740,06/13/23 23:35:00,,,,,14.30,,,,,,,,,,,,
3741,06/13/23 23:40:00,,,,,14.56,,,,,,,16.228,,,,,
3742,06/13/23 23:45:00,,,,,15.12,,,,,,,,,,,,
3743,06/13/23 23:50:00,,,,,15.16,,,,,,,,,,,,
3744,06/13/23 23:55:00,,,,,15.12,,,,,,,,,,,,
3745,06/14/23 00:00:00,21.19,11.86,10.27,128.830,15.18,13.60,12.882,11.90,16.28,12.67,16.86,,,,,,
3746,06/14/23 00:05:00,,,,,15.12,,,,,,,,,,,,
3747,06/14/23 00:10:00,,,,,15.31,,,,,,,,,,,,
3748,06/14/23 00:15:00,,,,,15.61,,,,,,,,,,,,
3749,06/14/23 00:20:00,,,,,15.16,,,,,,,,,,,,
3750,06/14/23 00:25:00,,,,,14.63,,,,,,,,,,,,
3751,06/14/23 00:30:00,,,,,14.60,,,,,,,,,,,,
3752,06/14/23 00:35:00,,,,,14.50,,,,,,,,,,,,
3753,06/14/23 00:40:00,,,,,13.92,,,,,,,13.354,,,,,
3754,06/14/23 00:45:00,,,,,13.53,,,,,,,,,,,,
3755,06/14/23 00:50:00,,,,,13.51,,,,,,,,,,,,
3756,06/14/23 00:55:00,,,,,13.66,,,,,,,,,,,,
3757,06/14/23 01:00:00,18.17,12.91,10.29,128.830,13.92,11.60,9.386,8.30,10.16,8.53,16.69,,,,,,
3758,06/14/23 01:05:00,,,,,13.27,,,,,,,,,,,,
3759,06/14/23 01:10:00,,,,,13.70,,,,,,,,,,,,
3760,06/14/23 01:15:00,,,,,13.77,,,,,,,,,,,,
3761,06/14/23 01:20:00,,,,,13.38,,,,,,,,,,,,
3762,06/14/23 01:25:00,,,,,13.51,,,,,,,,,,,,
3763,06/14/23 01:30:00,,,,,14.05,,,,,,,,,,,,
3764,06/14/23 01:35:00,,,,,13.77,,,,,,,,,,,,
3765,06/14/23 01:40:00,,,,,13.47,,,,,,,13.890,,,,,
3766,06/14/23 01:45:00,,,,,13.49,,,,,,,,,,,,
3767,06/14/23 01:50:00,,,,,13.88,,,,,,,,,,,,
3768,06/14/23 01:55:00,,,,,14.35,,,,,,,,,,,,
3769,06/14/23 02:00:00,16.60,13.66,11.34,128.830,14.00,11.60,9.172,8.49,10.46,8.94,14.24,,,,,,
3770,06/14/23 02:05:00,,,,,14.03,,,,,,,,,,,,
3771,06/14/23 02:10:00,,,,,13.47,,,,,,,,,,,,
3772,06/14/23 02:15:00,,,,,12.42,,,,,,,,,,,,
3773,06/14/23 02:20:00,,,,,11.49,,,,,,,,,,,,
3774,06/14/23 02:25:00,,,,,11.02,,,,,,,,,,,,
3775,06/14/23 02:30:00,,,,,10.83,,,,,,,,,,,,
3776,06/14/23 02:35:00,,,,,11.00,,,,,,,,,,,,
3777,06/14/23 02:40:00,,,,,11.19,,,,,,,11.038,,,,,
3778,06/14/23 02:45:00,,,,,11.34,,,,,,,,,,,,
3779,06/14/23 02:50:00,,,,,11.58,,,,,,,,,,,,
3780,06/14/23 02:55:00,,,,,11.82,,,,,,,,,,,,
3781,06/14/23 03:00:00,11.71,12.48,10.53,128.830,11.94,10.44,9.000,9.11,10.25,8.75,11.62,,,,,,
3782,06/14/23 03:05:00,,,,,11.97,,,,,,,,,,,,
3783,06/14/23 03:10:00,,,,,12.05,,,,,,,,,,,,
3784,06/14/23 03:15:00,,,,,11.62,,,,,,,,,,,,
3785,06/14/23 03:20:00,,,,,11.99,,,,,,,,,,,,
3786,06/14/23 03:25:00,,,,,11.52,,,,,,,,,,,,
3787,06/14/23 03:30:00,,,,,11.69,,,,,,,,,,,,
3788,06/14/23 03:35:00,,,,,11.97,,,,,,,,,,,,
3789,06/14/23 03:40:00,,,,,11.86,,,,,,,10.459,,,,,
3790,06/14/23 03:45:00,,,,,11.71,,,,,,,,,,,,
3791,06/14/23 03:50:00,,,,,11.67,,,,,,,,,,,,
3792,06/14/23 03:55:00,,,,,11.28,,,,,,,,,,,,
3793,06/14/23 04:00:00,10.29,11.56,10.59,128.830,11.84,9.52,8.743,7.96,9.33,8.06,11.04,,,,,,
3794,06/14/23 04:05:00,,,,,11.60,,,,,,,,,,,,
3795,06/14/23 04:10:00,,,,,11.73,,,,,,,,,,,,
3796,06/14/23 04:15:00,,,,,11.56,,,,,,,,,,,,
3797,06/14/23 04:20:00,,,,,11.00,,,,,,,,,,,,
3798,06/14/23 04:25:00,,,,,11.04,,,,,,,,,,,,
3799,06/14/23 04:30:00,,,,,11.11,,,,,,,,,,,,
3800,06/14/23 04:35:00,,,,,10.98,,,,,,,,,,,,
3801,06/14/23 04:40:00,,,,,11.28,,,,,,,11.381,,,,,
3802,06/14/23 04:45:00,,,,,11.26,,,,,,,,,,,,
3803,06/14/23 04:50:00,,,,,10.96,,,,,,,,,,,,
3804,06/14/23 04:55:00,,,,,10.89,,,,,,,,,,,,
3805,06/14/23 05:00:00,11.09,12.72,12.03,128.830,11.11,10.83,9.579,9.35,10.81,9.26,11.39,,,,,,
3806,06/14/23 05:05:00,,,,,11.43,,,,,,,,,,,,
3807,06/14/23 05:10:00,,,,,11.73,,,,,,,,,,,,
3808,06/14/23 05:15:00,,,,,11.37,,,,,,,,,,,,
3809,06/14/23 05:20:00,,,,,11.22,,,,,,,,,,,,
3810,06/14/23 05:25:00,,,,,11.04,,,,,,,,,,,,
3811,06/14/23 05:30:00,,,,,10.96,,,,,,,,,,,,
3812,06/14/23 05:35:00,,,,,10.77,,,,,,,,,,,,
3813,06/14/23 05:40:00,,,,,11.13,,,,,,,11.638,,,,,
3814,06/14/23 05:45:00,,,,,11.17,,,,,,,,,,,,
3815,06/14/23 05:50:00,,,,,11.75,,,,,,,,,,,,
3816,06/14/23 05:55:00,,,,,11.94,,,,,,,,,,,,
3817,06/14/23 06:00:00,11.39,12.03,12.12,128.830,11.92,11.37,9.923,10.16,11.24,10.08,11.90,,,,,,
3818,06/14/23 06:05:00,,,,,11.82,,,,,,,,,,,,
3819,06/14/23 06:10:00,,,,,11.94,,,,,,,,,,,,
3820,06/14/23 06:15:00,,,,,12.14,,,,,,,,,,,,
3821,06/14/23 06:20:00,,,,,11.82,,,,,,,,,,,,
3822,06/14/23 06:25:00,,,,,11.32,,,,,,,,,,,,
3823,06/14/23 06:30:00,,,,,10.85,,,,,,,,,,,,
3824,06/14/23 06:35:00,,,,,10.55,,,,,,,,,,,,
3825,06/14/23 06:40:00,,,,,10.55,,,,,,,10.159,,,,,
3826,06/14/23 06:45:00,,,,,10.27,,,,,,,,,,,,
3827,06/14/23 06:50:00,,,,,10.01,,,,,,,,,,,,
3828,06/14/23 06:55:00,,,,,10.10,,,,,,,,,,,,
3829,06/14/23 07:00:00,10.10,10.38,10.25,128.830,9.84,9.99,8.893,9.44,10.04,9.24,11.04,,,,,,
3830,06/14/23 07:05:00,,,,,10.08,,,,,,,,,,,,
3831,06/14/23 07:10:00,,,,,10.44,,,,,,,,,,,,
3832,06/14/23 07:15:00,,,,,10.46,,,,,,,,,,,,
3833,06/14/23 07:20:00,,,,,10.70,,,,,,,,,,,,
3834,06/14/23 07:25:00,,,,,10.85,,,,,,,,,,,,
3835,06/14/23 07:30:00,,,,,10.85,,,,,,,,,,,,
3836,06/14/23 07:35:00,,,,,11.00,,,,,,,,,,,,
3837,06/14/23 07:40:00,,,,,11.02,,,,,,,10.373,,,,,
3838,06/14/23 07:45:00,,,,,11.04,,,,,,,,,,,,
3839,06/14/23 07:50:00,,,,,10.51,,,,,,,,,,,,
3840,06/14/23 07:55:00,,,,,10.42,,,,,,,,,,,,
3841,06/14/23 08:00:00,10.04,10.51,11.02,128.830,9.99,10.06,9.451,9.46,10.12,9.09,10.51,,,,,,
3842,06/14/23 08:05:00,,,,,9.63,,,,,,,,,,,,
3843,06/14/23 08:10:00,,,,,9.22,,,,,,,,,,,,
3844,06/14/23 08:15:00,,,,,8.98,,,,,,,,,,,,
3845,06/14/23 08:20:00,,,,,9.09,,,,,,,,,,,,
3846,06/14/23 08:25:00,,,,,9.07,,,,,,,,,,,,
3847,06/14/23 08:30:00,,,,,9.01,,,,,,,,,,,,
3848,06/14/23 08:35:00,,,,,8.83,,,,,,,,,,,,
3849,06/14/23 08:40:00,,,,,8.64,,,,,,,8.271,,,,,
3850,06/14/23 08:45:00,,,,,8.56,,,,,,,,,,,,
3851,06/14/23 08:50:00,,,,,8.49,,,,,,,,,,,,
3852,06/14/23 08:55:00,,,,,8.36,,,,,,,,,,,,
3853,06/14/23 09:00:00,8.49,8.58,8.53,128.830,8.43,8.47,7.885,8.17,8.51,7.70,9.65,,,,,,
3854,06/14/23 09:05:00,,,,,8.34,,,,,,,,,,,,
3855,06/14/23 09:10:00,,,,,8.17,,,,,,,,,,,,
3856,06/14/23 09:15:00,,,,,8.23,,,,,,,,,,,,
3857,06/14/23 09:20:00,,,,,8.32,,,,,,,,,,,,
3858,06/14/23 09:25:00,,,,,8.36,,,,,,,,,,,,
3859,06/14/23 09:30:00,,,,,8.26,,,,,,,,,,,,
3860,06/14/23 09:35:00,,,,,8.08,,,,,,,,,,,,
3861,06/14/23 09:40:00,,,,,8.06,,,,,,,7.735,,,,,
3862,06/14/23 09:45:00,,,,,7.98,,,,,,,,,,,,
3863,06/14/23 09:50:00,,,,,8.02,,,,,,,,,,,,
3864,06/14/23 09:55:00,,,,,8.00,,,,,,,,,,,,
3865,06/14/23 10:00:00,7.20,7.50,8.53,128.830,7.85,7.12,7.392,6.82,7.18,6.45,8.36,,,,,,
3866,06/14/23 10:05:00,,,,,7.72,,,,,,,,,,,,
3867,06/14/23 10:10:00,,,,,7.70,,,,,,,,,,,,
3868,06/14/23 10:15:00,,,,,7.48,,,,,,,,,,,,
3869,06/14/23 10:20:00,,,,,7.42,,,,,,,,,,,,
3870,06/14/23 10:25:00,,,,,7.59,,,,,,,,,,,,
3871,06/14/23 10:30:00,,,,,7.44,,,,,,,,,,,,
3872,06/14/23 10:35:00,,,,,7.40,,,,,,,,,,,,
3873,06/14/23 10:40:00,,,,,7.05,,,,,,,6.641,,,,,
3874,06/14/23 10:45:00,,,,,6.97,,,,,,,,,,,,
3875,06/14/23 10:50:00,,,,,6.65,,,,,,,,,,,,
3876,06/14/23 10:55:00,,,,,6.69,,,,,,,,,,,,
3877,06/14/23 11:00:00,6.48,6.75,7.16,128.830,6.71,6.67,7.091,6.35,6.65,6.33,7.29,,,,,,
3878,06/14/23 11:05:00,,,,,6.65,,,,,,,,,,,,
3879,06/14/23 11:10:00,,,,,6.60,,,,,,,,,,,,
3880,06/14/23 11:15:00,,,,,6.69,,,,,,,,,,,,
3881,06/14/23 11:20:00,,,,,6.69,,,,,,,,,,,,
3882,06/14/23 11:25:00,,,,,6.69,,,,,,,,,,,,
3883,06/14/23 11:30:00,,,,,6.75,,,,,,,,,,,,
3884,06/14/23 11:35:00,,,,,7.16,,,,,,,,,,,,
3885,06/14/23 11:40:00,,,,,7.50,,,,,,,6.813,,,,,
3886,06/14/23 11:45:00,,,,,7.85,,,,,,,,,,,,
3887,06/14/23 11:50:00,,,,,8.04,,,,,,,,,,,,
3888,06/14/23 11:55:00,,,,,8.13,,,,,,,,,,,,
3889,06/14/23 12:00:00,7.01,7.72,9.44,128.830,8.49,7.48,9.408,7.81,7.55,8.23,7.63,,,,,,
3890,06/14/23 12:05:00,,,,,8.45,,,,,,,,,,,,
3891,06/14/23 12:10:00,,,,,7.78,,,,,,,,,,,,
3892,06/14/23 12:15:00,,,,,7.40,,,,,,,,,,,,
3893,06/14/23 12:20:00,,,,,7.35,,,,,,,,,,,,
3894,06/14/23 12:25:00,,,,,7.31,,,,,,,,,,,,
3895,06/14/23 12:30:00,,,,,7.78,,,,,,,,,,,,
3896,06/14/23 12:35:00,,,,,8.19,,,,,,,,,,,,
3897,06/14/23 12:40:00,,,,,8.17,,,,,,,7.091,,,,,
3898,06/14/23 12:45:00,,,,,7.55,,,,,,,,,,,,
3899,06/14/23 12:50:00,,,,,7.35,,,,,,,,,,,,
3900,06/14/23 12:55:00,,,,,6.75,,,,,,,,,,,,
3901,06/14/23 13:00:00,6.99,7.23,7.44,128.830,6.43,7.61,8.078,7.05,7.48,8.02,7.55,,,,,,
3902,06/14/23 13:05:00,,,,,6.30,,,,,,,,,,,,
3903,06/14/23 13:10:00,,,,,6.33,,,,,,,,,,,,
3904,06/14/23 13:15:00,,,,,6.43,,,,,,,,,,,,
3905,06/14/23 13:20:00,,,,,6.35,,,,,,,,,,,,
3906,06/14/23 13:25:00,,,,,6.20,,,,,,,,,,,,
3907,06/14/23 13:30:00,,,,,6.20,,,,,,,,,,,,
3908,06/14/23 13:35:00,,,,,6.35,,,,,,,,,,,,
3909,06/14/23 13:40:00,,,,,6.78,,,,,,,6.384,,,,,
3910,06/14/23 13:45:00,,,,,7.05,,,,,,,,,,,,
3911,06/14/23 13:50:00,,,,,6.75,,,,,,,,,,,,
3912,06/14/23 13:55:00,,,,,6.41,,,,,,,,,,,,
3913,06/14/23 14:00:00,7.14,7.31,8.41,128.830,6.24,7.50,8.722,7.65,7.23,8.53,7.31,,,,,,
3914,06/14/23 14:05:00,,,,,6.13,,,,,,,,,,,,
3915,06/14/23 14:10:00,,,,,6.17,,,,,,,,,,,,
3916,06/14/23 14:15:00,,,,,6.26,,,,,,,,,,,,
3917,06/14/23 14:20:00,,,,,6.30,,,,,,,,,,,,
3918,06/14/23 14:25:00,,,,,6.43,,,,,,,,,,,,
3919,06/14/23 14:30:00,,,,,6.52,,,,,,,,,,,,
3920,06/14/23 14:35:00,,,,,6.41,,,,,,,,,,,,
3921,06/14/23 14:40:00,,,,,6.60,,,,,,,7.413,,,,,
3922,06/14/23 14:45:00,,,,,6.93,,,,,,,,,,,,
3923,06/14/23 14:50:00,,,,,7.05,,,,,,,,,,,,
3924,06/14/23 14:55:00,,,,,7.03,,,,,,,,,,,,
3925,06/14/23 15:00:00,8.06,8.15,9.48,128.830,7.08,8.21,10.030,8.64,7.91,10.98,8.08,,,,,,
3926,06/14/23 15:05:00,,,,,7.08,,,,,,,,,,,,
3927,06/14/23 15:10:00,,,,,6.90,,,,,,,,,,,,
3928,06/14/23 15:15:00,,,,,6.90,,,,,,,,,,,,
3929,06/14/23 15:20:00,,,,,6.93,,,,,,,,,,,,
3930,06/14/23 15:25:00,,,,,6.99,,,,,,,,,,,,
3931,06/14/23 15:30:00,,,,,7.25,,,,,,,,,,,,
3932,06/14/23 15:35:00,,,,,7.35,,,,,,,,,,,,
3933,06/14/23 15:40:00,,,,,7.42,,,,,,,8.378,,,,,
3934,06/14/23 15:45:00,,,,,7.48,,,,,,,,,,,,
3935,06/14/23 15:50:00,,,,,7.50,,,,,,,,,,,,
3936,06/14/23 15:55:00,,,,,7.78,,,,,,,,,,,,
3937,06/14/23 16:00:00,8.98,8.98,8.06,128.830,7.63,9.39,11.274,9.52,9.01,12.46,9.16,,,,,,
3938,06/14/23 16:05:00,,,,,7.55,,,,,,,,,,,,
3939,06/14/23 16:10:00,,,,,8.04,,,,,,,,,,,,
3940,06/14/23 16:15:00,,,,,7.91,,,,,,,,,,,,
3941,06/14/23 16:20:00,,,,,7.89,,,,,,,,,,,,
3942,06/14/23 16:25:00,,,,,7.83,,,,,,,,,,,,
3943,06/14/23 16:30:00,,,,,7.87,,,,,,,,,,,,
3944,06/14/23 16:35:00,,,,,8.17,,,,,,,,,,,,
3945,06/14/23 16:40:00,,,,,8.64,,,,,,,9.644,,,,,
3946,06/14/23 16:45:00,,,,,8.30,,,,,,,,,,,,
3947,06/14/23 16:50:00,,,,,8.45,,,,,,,,,,,,
3948,06/14/23 16:55:00,,,,,8.71,,,,,,,,,,,,
3949,06/14/23 17:00:00,10.59,10.55,9.39,128.830,8.64,10.46,12.882,10.85,10.59,13.47,11.54,,,,,,
3950,06/14/23 17:05:00,,,,,8.81,,,,,,,,,,,,
3951,06/14/23 17:10:00,,,,,8.92,,,,,,,,,,,,
3952,06/14/23 17:15:00,,,,,8.73,,,,,,,,,,,,
3953,06/14/23 17:20:00,,,,,8.53,,,,,,,,,,,,
3954,06/14/23 17:25:00,,,,,8.47,,,,,,,,,,,,
3955,06/14/23 17:30:00,,,,,8.36,,,,,,,,,,,,
3956,06/14/23 17:35:00,,,,,8.21,,,,,,,,,,,,
3957,06/14/23 17:40:00,,,,,8.36,,,,,,,9.065,,,,,
3958,06/14/23 17:45:00,,,,,8.68,,,,,,,,,,,,
3959,06/14/23 17:50:00,,,,,8.64,,,,,,,,,,,,
3960,06/14/23 17:55:00,,,,,8.92,,,,,,,,,,,,
3961,06/14/23 18:00:00,11.24,11.37,9.65,128.830,9.31,11.47,13.376,11.62,11.52,14.45,12.42,,,,,,
3962,06/14/23 18:05:00,,,,,9.52,,,,,,,,,,,,
3963,06/14/23 18:10:00,,,,,9.11,,,,,,,,,,,,
3964,06/14/23 18:15:00,,,,,8.94,,,,,,,,,,,,
3965,06/14/23 18:20:00,,,,,8.60,,,,,,,,,,,,
3966,06/14/23 18:25:00,,,,,8.94,,,,,,,,,,,,
3967,06/14/23 18:30:00,,,,,9.69,,,,,,,,,,,,
3968,06/14/23 18:35:00,,,,,9.54,,,,,,,,,,,,
3969,06/14/23 18:40:00,,,,,9.76,,,,,,,12.518,,,,,
3970,06/14/23 18:45:00,,,,,10.01,,,,,,,,,,,,
3971,06/14/23 18:50:00,,,,,9.91,,,,,,,,,,,,
3972,06/14/23 18:55:00,,,,,9.95,,,,,,,,,,,,
3973,06/14/23 19:00:00,12.50,12.67,10.59,128.830,9.39,12.31,13.697,12.31,12.72,15.63,13.21,,,,,,
3974,06/14/23 19:05:00,,,,,9.95,,,,,,,,,,,,
3975,06/14/23 19:10:00,,,,,10.12,,,,,,,,,,,,
3976,06/14/23 19:15:00,,,,,10.36,,,,,,,,,,,,
3977,06/14/23 19:20:00,,,,,10.68,,,,,,,,,,,,
3978,06/14/23 19:25:00,,,,,10.53,,,,,,,,,,,,
3979,06/14/23 19:30:00,,,,,10.21,,,,,,,,,,,,
3980,06/14/23 19:35:00,,,,,10.12,,,,,,,,,,,,
3981,06/14/23 19:40:00,,,,,10.16,,,,,,,12.882,,,,,
3982,06/14/23 19:45:00,,,,,10.49,,,,,,,,,,,,
3983,06/14/23 19:50:00,,,,,10.40,,,,,,,,,,,,
3984,06/14/23 19:55:00,,,,,10.57,,,,,,,,,,,,
3985,06/14/23 20:00:00,13.49,13.34,10.72,128.830,10.44,12.85,13.633,12.67,13.62,15.87,13.96,,,,,,
3986,06/14/23 20:05:00,,,,,10.38,,,,,,,,,,,,
3987,06/14/23 20:10:00,,,,,10.42,,,,,,,,,,,,
3988,06/14/23 20:15:00,,,,,10.42,,,,,,,,,,,,
3989,06/14/23 20:20:00,,,,,10.70,,,,,,,,,,,,
3990,06/14/23 20:25:00,,,,,11.00,,,,,,,,,,,,
3991,06/14/23 20:30:00,,,,,10.77,,,,,,,,,,,,
3992,06/14/23 20:35:00,,,,,10.96,,,,,,,,,,,,
3993,06/14/23 20:40:00,,,,,10.94,,,,,,,13.097,,,,,
3994,06/14/23 20:45:00,,,,,11.09,,,,,,,,,,,,
3995,06/14/23 20:50:00,,,,,11.19,,,,,,,,,,,,
3996,06/14/23 20:55:00,,,,,11.56,,,,,,,,,,,,
3997,06/14/23 21:00:00,16.92,14.20,11.17,128.830,11.58,13.10,14.298,12.65,13.51,16.17,13.83,,,,,,
3998,06/14/23 21:05:00,,,,,11.79,,,,,,,,,,,,
3999,06/14/23 21:10:00,,,,,11.71,,,,,,,,,,,,
4000,06/14/23 21:15:00,,,,,12.05,,,,,,,,,,,,
4001,06/14/23 21:20:00,,,,,12.16,,,,,,,,,,,,
4002,06/14/23 21:25:00,,,,,12.18,,,,,,,,,,,,
4003,06/14/23 21:30:00,,,,,12.46,,,,,,,,,,,,
4004,06/14/23 21:35:00,,,,,12.25,,,,,,,,,,,,
4005,06/14/23 21:40:00,,,,,12.74,,,,,,,13.504,,,,,
4006,06/14/23 21:45:00,,,,,12.97,,,,,,,,,,,,
4007,06/14/23 21:50:00,,,,,12.78,,,,,,,,,,,,
4008,06/14/23 21:55:00,,,,,13.30,,,,,,,,,,,,
4009,06/14/23 22:00:00,15.68,13.88,11.47,128.830,13.30,13.43,13.912,12.10,13.83,15.12,13.98,,,,,,
4010,06/14/23 22:05:00,,,,,13.00,,,,,,,,,,,,
4011,06/14/23 22:10:00,,,,,12.93,,,,,,,,,,,,
4012,06/14/23 22:15:00,,,,,12.61,,,,,,,,,,,,
4013,06/14/23 22:20:00,,,,,12.67,,,,,,,,,,,,
4014,06/14/23 22:25:00,,,,,13.10,,,,,,,,,,,,
