Line#,Date,"Temperature (RXW-THC 21198259:21380919-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21198259:21398664-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21198259:21398674-1), *C, RX3000_BRW1_TNHA","Temperature (S-THC 21198259:21218018-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21401801:21398665-1), *C, RX3000_BRW4_SSMH","Temperature (RXW-THC 21401800:21187245-1), *C, RX3000_BRW5_BUECI","Temperature (S-THC 21401800:21397542-1), *C, RX3000_BRW5_BUECI","Temperature (RXW-THC 21401800:21398659-1), *C, RX3000_BRW5_BUECI","Temperature (RXW-THC 21401800:21398660-1), *C, RX3000_BRW5_BUECI","Temperature (RXW-THC 21401800:21398661-1), *C, RX3000_BRW5_BUECI","Temperature (RXW-THC 21401800:21398668-1), *C, RX3000_BRW5_BUECI","Temperature (S-THC 21401803:21397541-1), *C, RX3000_BRW6_BEO","Temperature (S-THC 21198259:21390850-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21198259:21398666-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21401801:21380922-1), *C, RX3000_BRW4_SSMH","Temperature (S-THC 21401801:21390849-1), *C, RX3000_BRW4_SSMH","Temperature (RXW-THC 21401801:21398667-1), *C, RX3000_BRW4_SSMH"
4015,06/14/23 22:30:00,,,,,13.04,,,,,,,,,,,,
4016,06/14/23 22:35:00,,,,,13.15,,,,,,,,,,,,
4017,06/14/23 22:40:00,,,,,13.23,,,,,,,13.869,,,,,
4018,06/14/23 22:45:00,,,,,13.62,,,,,,,,,,,,
4019,06/14/23 22:50:00,,,,,13.92,,,,,,,,,,,,
4020,06/14/23 22:55:00,,,,,14.48,,,,,,,,,,,,
4021,06/14/23 23:00:00,15.06,13.10,12.12,128.830,13.96,12.48,11.703,12.14,13.17,12.65,12.50,,,,,,
4022,06/14/23 23:05:00,,,,,13.34,,,,,,,,,,,,
4023,06/14/23 23:10:00,,,,,12.35,,,,,,,,,,,,
4024,06/14/23 23:15:00,,,,,11.79,,,,,,,,,,,,
4025,06/14/23 23:20:00,,,,,11.94,,,,,,,,,,,,
4026,06/14/23 23:25:00,,,,,12.16,,,,,,,,,,,,
4027,06/14/23 23:30:00,,,,,12.35,,,,,,,,,,,,
4028,06/14/23 23:35:00,,,,,12.70,,,,,,,,,,,,
4029,06/14/23 23:40:00,,,,,13.02,,,,,,,14.555,,,,,
4030,06/14/23 23:45:00,,,,,13.08,,,,,,,,,,,,
4031,06/14/23 23:50:00,,,,,13.60,,,,,,,,,,,,
4032,06/14/23 23:55:00,,,,,12.80,,,,,,,,,,,,
4033,06/15/23 00:00:00,18.17,11.71,9.74,128.830,12.46,10.53,10.673,10.19,13.47,10.51,13.77,,,,,,
4034,06/15/23 00:05:00,,,,,12.44,,,,,,,,,,,,
4035,06/15/23 00:10:00,,,,,11.99,,,,,,,,,,,,
4036,06/15/23 00:15:00,,,,,12.57,,,,,,,,,,,,
4037,06/15/23 00:20:00,,,,,13.17,,,,,,,,,,,,
4038,06/15/23 00:25:00,,,,,12.85,,,,,,,,,,,,
4039,06/15/23 00:30:00,,,,,12.76,,,,,,,,,,,,
4040,06/15/23 00:35:00,,,,,13.12,,,,,,,,,,,,
4041,06/15/23 00:40:00,,,,,13.00,,,,,,,16.529,,,,,
4042,06/15/23 00:45:00,,,,,13.15,,,,,,,,,,,,
4043,06/15/23 00:50:00,,,,,13.34,,,,,,,,,,,,
4044,06/15/23 00:55:00,,,,,13.73,,,,,,,,,,,,
4045,06/15/23 01:00:00,17.78,12.18,10.04,128.830,13.81,11.69,10.931,9.82,14.26,10.14,13.68,,,,,,
4046,06/15/23 01:05:00,,,,,14.03,,,,,,,,,,,,
4047,06/15/23 01:10:00,,,,,13.85,,,,,,,,,,,,
4048,06/15/23 01:15:00,,,,,13.06,,,,,,,,,,,,
4049,06/15/23 01:20:00,,,,,12.52,,,,,,,,,,,,
4050,06/15/23 01:25:00,,,,,12.48,,,,,,,,,,,,
4051,06/15/23 01:30:00,,,,,12.87,,,,,,,,,,,,
4052,06/15/23 01:35:00,,,,,13.21,,,,,,,,,,,,
4053,06/15/23 01:40:00,,,,,13.43,,,,,,,16.486,,,,,
4054,06/15/23 01:45:00,,,,,13.19,,,,,,,,,,,,
4055,06/15/23 01:50:00,,,,,13.40,,,,,,,,,,,,
4056,06/15/23 01:55:00,,,,,13.81,,,,,,,,,,,,
4057,06/15/23 02:00:00,19.84,11.99,10.64,128.830,13.81,11.86,11.209,10.16,14.78,10.12,13.90,,,,,,
4058,06/15/23 02:05:00,,,,,13.70,,,,,,,,,,,,
4059,06/15/23 02:10:00,,,,,13.53,,,,,,,,,,,,
4060,06/15/23 02:15:00,,,,,13.62,,,,,,,,,,,,
4061,06/15/23 02:20:00,,,,,13.62,,,,,,,,,,,,
4062,06/15/23 02:25:00,,,,,13.45,,,,,,,,,,,,
4063,06/15/23 02:30:00,,,,,13.32,,,,,,,,,,,,
4064,06/15/23 02:35:00,,,,,13.17,,,,,,,,,,,,
4065,06/15/23 02:40:00,,,,,12.57,,,,,,,13.740,,,,,
4066,06/15/23 02:45:00,,,,,12.35,,,,,,,,,,,,
4067,06/15/23 02:50:00,,,,,12.61,,,,,,,,,,,,
4068,06/15/23 02:55:00,,,,,12.40,,,,,,,,,,,,
4069,06/15/23 03:00:00,13.04,13.58,11.15,128.830,12.10,10.64,9.708,9.67,11.77,9.71,11.84,,,,,,
4070,06/15/23 03:05:00,,,,,11.84,,,,,,,,,,,,
4071,06/15/23 03:10:00,,,,,11.73,,,,,,,,,,,,
4072,06/15/23 03:15:00,,,,,11.54,,,,,,,,,,,,
4073,06/15/23 03:20:00,,,,,11.64,,,,,,,,,,,,
4074,06/15/23 03:25:00,,,,,11.69,,,,,,,,,,,,
4075,06/15/23 03:30:00,,,,,12.03,,,,,,,,,,,,
4076,06/15/23 03:35:00,,,,,12.16,,,,,,,,,,,,
4077,06/15/23 03:40:00,,,,,11.94,,,,,,,10.244,,,,,
4078,06/15/23 03:45:00,,,,,11.75,,,,,,,,,,,,
4079,06/15/23 03:50:00,,,,,11.79,,,,,,,,,,,,
4080,06/15/23 03:55:00,,,,,11.84,,,,,,,,,,,,
4081,06/15/23 04:00:00,12.65,14.58,11.32,128.830,11.97,10.01,9.966,8.77,10.94,8.83,11.24,,,,,,
4082,06/15/23 04:05:00,,,,,12.16,,,,,,,,,,,,
4083,06/15/23 04:10:00,,,,,12.80,,,,,,,,,,,,
4084,06/15/23 04:15:00,,,,,12.85,,,,,,,,,,,,
4085,06/15/23 04:20:00,,,,,11.88,,,,,,,,,,,,
4086,06/15/23 04:25:00,,,,,11.37,,,,,,,,,,,,
4087,06/15/23 04:30:00,,,,,11.52,,,,,,,,,,,,
4088,06/15/23 04:35:00,,,,,11.43,,,,,,,,,,,,
4089,06/15/23 04:40:00,,,,,11.32,,,,,,,10.459,,,,,
4090,06/15/23 04:45:00,,,,,11.47,,,,,,,,,,,,
4091,06/15/23 04:50:00,,,,,11.71,,,,,,,,,,,,
4092,06/15/23 04:55:00,,,,,11.67,,,,,,,,,,,,
4093,06/15/23 05:00:00,11.54,10.62,9.48,128.830,11.64,10.34,9.408,8.43,9.24,8.36,11.19,,,,,,
4094,06/15/23 05:05:00,,,,,11.07,,,,,,,,,,,,
4095,06/15/23 05:10:00,,,,,10.68,,,,,,,,,,,,
4096,06/15/23 05:15:00,,,,,10.92,,,,,,,,,,,,
4097,06/15/23 05:20:00,,,,,10.59,,,,,,,,,,,,
4098,06/15/23 05:25:00,,,,,9.84,,,,,,,,,,,,
4099,06/15/23 05:30:00,,,,,9.86,,,,,,,,,,,,
4100,06/15/23 05:35:00,,,,,9.84,,,,,,,,,,,,
4101,06/15/23 05:40:00,,,,,9.93,,,,,,,7.778,,,,,
4102,06/15/23 05:45:00,,,,,9.99,,,,,,,,,,,,
4103,06/15/23 05:50:00,,,,,9.86,,,,,,,,,,,,
4104,06/15/23 05:55:00,,,,,9.03,,,,,,,,,,,,
4105,06/15/23 06:00:00,9.09,9.65,8.96,128.830,8.79,8.38,6.770,6.43,7.87,6.48,9.89,,,,,,
4106,06/15/23 06:05:00,,,,,9.59,,,,,,,,,,,,
4107,06/15/23 06:10:00,,,,,9.14,,,,,,,,,,,,
4108,06/15/23 06:15:00,,,,,8.73,,,,,,,,,,,,
4109,06/15/23 06:20:00,,,,,8.32,,,,,,,,,,,,
4110,06/15/23 06:25:00,,,,,8.36,,,,,,,,,,,,
4111,06/15/23 06:30:00,,,,,8.32,,,,,,,,,,,,
4112,06/15/23 06:35:00,,,,,8.08,,,,,,,,,,,,
4113,06/15/23 06:40:00,,,,,8.96,,,,,,,7.070,,,,,
4114,06/15/23 06:45:00,,,,,10.25,,,,,,,,,,,,
4115,06/15/23 06:50:00,,,,,9.01,,,,,,,,,,,,
4116,06/15/23 06:55:00,,,,,8.83,,,,,,,,,,,,
4117,06/15/23 07:00:00,8.08,8.28,7.59,128.830,8.26,6.93,6.341,5.85,7.40,6.09,8.28,,,,,,
4118,06/15/23 07:05:00,,,,,8.00,,,,,,,,,,,,
4119,06/15/23 07:10:00,,,,,7.81,,,,,,,,,,,,
4120,06/15/23 07:15:00,,,,,7.42,,,,,,,,,,,,
4121,06/15/23 07:20:00,,,,,7.01,,,,,,,,,,,,
4122,06/15/23 07:25:00,,,,,6.69,,,,,,,,,,,,
4123,06/15/23 07:30:00,,,,,6.60,,,,,,,,,,,,
4124,06/15/23 07:35:00,,,,,6.67,,,,,,,,,,,,
4125,06/15/23 07:40:00,,,,,6.58,,,,,,,4.518,,,,,
4126,06/15/23 07:45:00,,,,,6.52,,,,,,,,,,,,
4127,06/15/23 07:50:00,,,,,6.60,,,,,,,,,,,,
4128,06/15/23 07:55:00,,,,,6.45,,,,,,,,,,,,
4129,06/15/23 08:00:00,5.40,2.31,2.19,128.830,5.77,3.09,2.866,3.04,3.88,3.39,4.27,,,,,,
4130,06/15/23 08:05:00,,,,,4.39,,,,,,,,,,,,
4131,06/15/23 08:10:00,,,,,3.99,,,,,,,,,,,,
4132,06/15/23 08:15:00,,,,,3.86,,,,,,,,,,,,
4133,06/15/23 08:20:00,,,,,3.90,,,,,,,,,,,,
4134,06/15/23 08:25:00,,,,,4.07,,,,,,,,,,,,
4135,06/15/23 08:30:00,,,,,4.09,,,,,,,,,,,,
4136,06/15/23 08:35:00,,,,,3.99,,,,,,,,,,,,
4137,06/15/23 08:40:00,,,,,3.92,,,,,,,4.046,,,,,
4138,06/15/23 08:45:00,,,,,3.75,,,,,,,,,,,,
4139,06/15/23 08:50:00,,,,,3.62,,,,,,,,,,,,
4140,06/15/23 08:55:00,,,,,3.45,,,,,,,,,,,,
4141,06/15/23 09:00:00,4.29,3.97,3.06,128.830,3.58,3.54,3.059,2.85,4.35,2.91,4.93,,,,,,
4142,06/15/23 09:05:00,,,,,3.56,,,,,,,,,,,,
4143,06/15/23 09:10:00,,,,,3.60,,,,,,,,,,,,
4144,06/15/23 09:15:00,,,,,3.54,,,,,,,,,,,,
4145,06/15/23 09:20:00,,,,,3.71,,,,,,,,,,,,
4146,06/15/23 09:25:00,,,,,3.67,,,,,,,,,,,,
4147,06/15/23 09:30:00,,,,,3.49,,,,,,,,,,,,
4148,06/15/23 09:35:00,,,,,3.43,,,,,,,,,,,,
4149,06/15/23 09:40:00,,,,,3.43,,,,,,,3.338,,,,,
4150,06/15/23 09:45:00,,,,,3.56,,,,,,,,,,,,
4151,06/15/23 09:50:00,,,,,3.71,,,,,,,,,,,,
4152,06/15/23 09:55:00,,,,,3.67,,,,,,,,,,,,
4153,06/15/23 10:00:00,4.03,3.94,3.13,128.830,3.62,3.04,2.459,2.53,3.64,2.53,4.31,,,,,,
4154,06/15/23 10:05:00,,,,,3.69,,,,,,,,,,,,
4155,06/15/23 10:10:00,,,,,3.56,,,,,,,,,,,,
4156,06/15/23 10:15:00,,,,,3.62,,,,,,,,,,,,
4157,06/15/23 10:20:00,,,,,3.75,,,,,,,,,,,,
4158,06/15/23 10:25:00,,,,,3.69,,,,,,,,,,,,
4159,06/15/23 10:30:00,,,,,3.54,,,,,,,,,,,,
4160,06/15/23 10:35:00,,,,,3.45,,,,,,,,,,,,
4161,06/15/23 10:40:00,,,,,3.26,,,,,,,2.630,,,,,
4162,06/15/23 10:45:00,,,,,2.94,,,,,,,,,,,,
4163,06/15/23 10:50:00,,,,,2.94,,,,,,,,,,,,
4164,06/15/23 10:55:00,,,,,2.98,,,,,,,,,,,,
4165,06/15/23 11:00:00,2.89,2.29,2.12,128.830,3.02,2.14,1.794,1.78,2.96,1.71,3.39,,,,,,
4166,06/15/23 11:05:00,,,,,2.85,,,,,,,,,,,,
4167,06/15/23 11:10:00,,,,,2.68,,,,,,,,,,,,
4168,06/15/23 11:15:00,,,,,2.64,,,,,,,,,,,,
4169,06/15/23 11:20:00,,,,,2.64,,,,,,,,,,,,
4170,06/15/23 11:25:00,,,,,2.57,,,,,,,,,,,,
4171,06/15/23 11:30:00,,,,,2.61,,,,,,,,,,,,
4172,06/15/23 11:35:00,,,,,2.61,,,,,,,,,,,,
4173,06/15/23 11:40:00,,,,,2.55,,,,,,,1.601,,,,,
4174,06/15/23 11:45:00,,,,,2.46,,,,,,,,,,,,
4175,06/15/23 11:50:00,,,,,2.49,,,,,,,,,,,,
4176,06/15/23 11:55:00,,,,,2.64,,,,,,,,,,,,
4177,06/15/23 12:00:00,2.44,2.64,1.95,128.830,2.91,1.56,2.609,2.31,2.16,1.86,3.02,,,,,,
4178,06/15/23 12:05:00,,,,,3.24,,,,,,,,,,,,
4179,06/15/23 12:10:00,,,,,3.32,,,,,,,,,,,,
4180,06/15/23 12:15:00,,,,,3.39,,,,,,,,,,,,
4181,06/15/23 12:20:00,,,,,3.32,,,,,,,,,,,,
4182,06/15/23 12:25:00,,,,,3.34,,,,,,,,,,,,
4183,06/15/23 12:30:00,,,,,3.06,,,,,,,,,,,,
4184,06/15/23 12:35:00,,,,,3.06,,,,,,,,,,,,
4185,06/15/23 12:40:00,,,,,2.96,,,,,,,2.073,,,,,
4186,06/15/23 12:45:00,,,,,2.91,,,,,,,,,,,,
4187,06/15/23 12:50:00,,,,,2.83,,,,,,,,,,,,
4188,06/15/23 12:55:00,,,,,2.74,,,,,,,,,,,,
4189,06/15/23 13:00:00,3.04,2.76,2.36,128.830,2.72,2.21,1.815,2.06,3.09,1.97,3.64,,,,,,
4190,06/15/23 13:05:00,,,,,2.68,,,,,,,,,,,,
4191,06/15/23 13:10:00,,,,,2.61,,,,,,,,,,,,
4192,06/15/23 13:15:00,,,,,2.61,,,,,,,,,,,,
4193,06/15/23 13:20:00,,,,,2.55,,,,,,,,,,,,
4194,06/15/23 13:25:00,,,,,2.57,,,,,,,,,,,,
4195,06/15/23 13:30:00,,,,,2.61,,,,,,,,,,,,
4196,06/15/23 13:35:00,,,,,2.59,,,,,,,,,,,,
4197,06/15/23 13:40:00,,,,,2.66,,,,,,,1.901,,,,,
4198,06/15/23 13:45:00,,,,,2.72,,,,,,,,,,,,
4199,06/15/23 13:50:00,,,,,2.66,,,,,,,,,,,,
4200,06/15/23 13:55:00,,,,,2.72,,,,,,,,,,,,
4201,06/15/23 14:00:00,3.04,2.98,2.53,128.830,2.72,2.57,2.459,2.70,3.09,2.57,5.51,,,,,,
4202,06/15/23 14:05:00,,,,,2.85,,,,,,,,,,,,
4203,06/15/23 14:10:00,,,,,2.96,,,,,,,,,,,,
4204,06/15/23 14:15:00,,,,,3.26,,,,,,,,,,,,
4205,06/15/23 14:20:00,,,,,3.32,,,,,,,,,,,,
4206,06/15/23 14:25:00,,,,,3.34,,,,,,,,,,,,
4207,06/15/23 14:30:00,,,,,3.60,,,,,,,,,,,,
4208,06/15/23 14:35:00,,,,,3.88,,,,,,,,,,,,
4209,06/15/23 14:40:00,,,,,4.16,,,,,,,4.303,,,,,
4210,06/15/23 14:45:00,,,,,4.50,,,,,,,,,,,,
4211,06/15/23 14:50:00,,,,,4.69,,,,,,,,,,,,
4212,06/15/23 14:55:00,,,,,4.67,,,,,,,,,,,,
4213,06/15/23 15:00:00,4.37,4.35,4.01,128.830,4.46,4.22,3.402,3.88,4.01,3.64,5.83,,,,,,
4214,06/15/23 15:05:00,,,,,4.29,,,,,,,,,,,,
4215,06/15/23 15:10:00,,,,,4.29,,,,,,,,,,,,
4216,06/15/23 15:15:00,,,,,4.24,,,,,,,,,,,,
4217,06/15/23 15:20:00,,,,,4.31,,,,,,,,,,,,
4218,06/15/23 15:25:00,,,,,4.24,,,,,,,,,,,,
4219,06/15/23 15:30:00,,,,,4.39,,,,,,,,,,,,
4220,06/15/23 15:35:00,,,,,4.61,,,,,,,,,,,,
4221,06/15/23 15:40:00,,,,,4.50,,,,,,,4.711,,,,,
4222,06/15/23 15:45:00,,,,,4.67,,,,,,,,,,,,
4223,06/15/23 15:50:00,,,,,4.57,,,,,,,,,,,,
4224,06/15/23 15:55:00,,,,,4.63,,,,,,,,,,,,
4225,06/15/23 16:00:00,4.76,4.74,4.39,128.830,4.54,4.54,3.853,3.82,3.92,3.52,6.86,,,,,,
4226,06/15/23 16:05:00,,,,,4.33,,,,,,,,,,,,
4227,06/15/23 16:10:00,,,,,4.42,,,,,,,,,,,,
4228,06/15/23 16:15:00,,,,,4.42,,,,,,,,,,,,
4229,06/15/23 16:20:00,,,,,4.29,,,,,,,,,,,,
4230,06/15/23 16:25:00,,,,,4.05,,,,,,,,,,,,
4231,06/15/23 16:30:00,,,,,3.99,,,,,,,,,,,,
4232,06/15/23 16:35:00,,,,,4.07,,,,,,,,,,,,
4233,06/15/23 16:40:00,,,,,4.31,,,,,,,4.754,,,,,
4234,06/15/23 16:45:00,,,,,4.57,,,,,,,,,,,,
4235,06/15/23 16:50:00,,,,,4.65,,,,,,,,,,,,
4236,06/15/23 16:55:00,,,,,4.78,,,,,,,,,,,,
4237,06/15/23 17:00:00,5.47,5.36,4.78,128.830,5.25,5.47,4.689,5.17,5.00,5.04,8.66,,,,,,
4238,06/15/23 17:05:00,,,,,5.47,,,,,,,,,,,,
4239,06/15/23 17:10:00,,,,,5.53,,,,,,,,,,,,
4240,06/15/23 17:15:00,,,,,5.45,,,,,,,,,,,,
4241,06/15/23 17:20:00,,,,,5.42,,,,,,,,,,,,
4242,06/15/23 17:25:00,,,,,5.36,,,,,,,,,,,,
4243,06/15/23 17:30:00,,,,,5.57,,,,,,,,,,,,
4244,06/15/23 17:35:00,,,,,5.64,,,,,,,,,,,,
4245,06/15/23 17:40:00,,,,,5.85,,,,,,,6.019,,,,,
4246,06/15/23 17:45:00,,,,,5.85,,,,,,,,,,,,
4247,06/15/23 17:50:00,,,,,5.92,,,,,,,,,,,,
4248,06/15/23 17:55:00,,,,,6.35,,,,,,,,,,,,
4249,06/15/23 18:00:00,7.01,6.63,5.92,128.830,6.37,6.24,5.590,6.28,6.15,6.43,14.22,,,,,,
4250,06/15/23 18:05:00,,,,,6.26,,,,,,,,,,,,
4251,06/15/23 18:10:00,,,,,6.39,,,,,,,,,,,,
4252,06/15/23 18:15:00,,,,,6.65,,,,,,,,,,,,
4253,06/15/23 18:20:00,,,,,6.69,,,,,,,,,,,,
4254,06/15/23 18:25:00,,,,,6.63,,,,,,,,,,,,
4255,06/15/23 18:30:00,,,,,6.63,,,,,,,,,,,,
4256,06/15/23 18:35:00,,,,,6.67,,,,,,,,,,,,
4257,06/15/23 18:40:00,,,,,6.95,,,,,,,8.142,,,,,
4258,06/15/23 18:45:00,,,,,6.97,,,,,,,,,,,,
4259,06/15/23 18:50:00,,,,,7.16,,,,,,,,,,,,
4260,06/15/23 18:55:00,,,,,7.35,,,,,,,,,,,,
4261,06/15/23 19:00:00,6.71,4.46,4.01,128.830,6.78,4.82,4.282,5.77,7.93,6.11,13.79,,,,,,
4262,06/15/23 19:05:00,,,,,6.35,,,,,,,,,,,,
4263,06/15/23 19:10:00,,,,,6.41,,,,,,,,,,,,
4264,06/15/23 19:15:00,,,,,6.65,,,,,,,,,,,,
4265,06/15/23 19:20:00,,,,,6.35,,,,,,,,,,,,
4266,06/15/23 19:25:00,,,,,6.30,,,,,,,,,,,,
4267,06/15/23 19:30:00,,,,,5.40,,,,,,,,,,,,
4268,06/15/23 19:35:00,,,,,5.53,,,,,,,,,,,,
4269,06/15/23 19:40:00,,,,,5.34,,,,,,,7.671,,,,,
4270,06/15/23 19:45:00,,,,,5.30,,,,,,,,,,,,
4271,06/15/23 19:50:00,,,,,5.45,,,,,,,,,,,,
4272,06/15/23 19:55:00,,,,,5.19,,,,,,,,,,,,
4273,06/15/23 20:00:00,7.14,4.24,3.02,128.830,4.82,3.88,3.209,4.35,9.01,4.54,13.43,,,,,,
4274,06/15/23 20:05:00,,,,,4.67,,,,,,,,,,,,
4275,06/15/23 20:10:00,,,,,4.42,,,,,,,,,,,,
4276,06/15/23 20:15:00,,,,,4.31,,,,,,,,,,,,
4277,06/15/23 20:20:00,,,,,4.61,,,,,,,,,,,,
4278,06/15/23 20:25:00,,,,,4.72,,,,,,,,,,,,
4279,06/15/23 20:30:00,,,,,4.33,,,,,,,,,,,,
4280,06/15/23 20:35:00,,,,,4.05,,,,,,,,,,,,
4281,06/15/23 20:40:00,,,,,4.18,,,,,,,6.856,,,,,
4282,06/15/23 20:45:00,,,,,4.31,,,,,,,,,,,,
4283,06/15/23 20:50:00,,,,,4.20,,,,,,,,,,,,
4284,06/15/23 20:55:00,,,,,4.46,,,,,,,,,,,,
4285,06/15/23 21:00:00,10.72,3.69,2.74,128.830,4.42,3.19,2.952,3.60,8.41,4.18,12.76,,,,,,
4286,06/15/23 21:05:00,,,,,4.52,,,,,,,,,,,,
4287,06/15/23 21:10:00,,,,,4.46,,,,,,,,,,,,
4288,06/15/23 21:15:00,,,,,4.67,,,,,,,,,,,,
4289,06/15/23 21:20:00,,,,,4.72,,,,,,,,,,,,
4290,06/15/23 21:25:00,,,,,4.84,,,,,,,,,,,,
4291,06/15/23 21:30:00,,,,,4.72,,,,,,,,,,,,
4292,06/15/23 21:35:00,,,,,4.95,,,,,,,,,,,,
4293,06/15/23 21:40:00,,,,,4.74,,,,,,,7.177,,,,,
4294,06/15/23 21:45:00,,,,,4.78,,,,,,,,,,,,
4295,06/15/23 21:50:00,,,,,4.61,,,,,,,,,,,,
4296,06/15/23 21:55:00,,,,,4.07,,,,,,,,,,,,
4297,06/15/23 22:00:00,10.51,3.62,2.21,128.830,4.22,3.04,2.566,3.13,8.21,3.43,12.29,,,,,,
4298,06/15/23 22:05:00,,,,,4.18,,,,,,,,,,,,
4299,06/15/23 22:10:00,,,,,4.29,,,,,,,,,,,,
4300,06/15/23 22:15:00,,,,,4.20,,,,,,,,,,,,
4301,06/15/23 22:20:00,,,,,4.33,,,,,,,,,,,,
4302,06/15/23 22:25:00,,,,,4.69,,,,,,,,,,,,
4303,06/15/23 22:30:00,,,,,4.65,,,,,,,,,,,,
4304,06/15/23 22:35:00,,,,,4.91,,,,,,,,,,,,
4305,06/15/23 22:40:00,,,,,4.54,,,,,,,7.692,,,,,
4306,06/15/23 22:45:00,,,,,4.46,,,,,,,,,,,,
4307,06/15/23 22:50:00,,,,,4.14,,,,,,,,,,,,
4308,06/15/23 22:55:00,,,,,3.79,,,,,,,,,,,,
4309,06/15/23 23:00:00,10.23,3.15,2.21,128.830,3.90,2.87,2.373,3.15,5.87,3.09,11.15,,,,,,
4310,06/15/23 23:05:00,,,,,3.97,,,,,,,,,,,,
4311,06/15/23 23:10:00,,,,,4.20,,,,,,,,,,,,
4312,06/15/23 23:15:00,,,,,4.44,,,,,,,,,,,,
4313,06/15/23 23:20:00,,,,,4.24,,,,,,,,,,,,
4314,06/15/23 23:25:00,,,,,4.37,,,,,,,,,,,,
4315,06/15/23 23:30:00,,,,,4.37,,,,,,,,,,,,
4316,06/15/23 23:35:00,,,,,4.16,,,,,,,,,,,,
4317,06/15/23 23:40:00,,,,,4.57,,,,,,,6.427,,,,,
4318,06/15/23 23:45:00,,,,,4.14,,,,,,,,,,,,
4319,06/15/23 23:50:00,,,,,3.79,,,,,,,,,,,,
4320,06/15/23 23:55:00,,,,,3.67,,,,,,,,,,,,
4321,06/16/23 00:00:00,6.26,2.49,2.14,128.830,3.69,2.81,2.502,3.09,3.92,2.94,7.74,,,,,,
4322,06/16/23 00:05:00,,,,,3.32,,,,,,,,,,,,
4323,06/16/23 00:10:00,,,,,3.15,,,,,,,,,,,,
4324,06/16/23 00:15:00,,,,,3.41,,,,,,,,,,,,
4325,06/16/23 00:20:00,,,,,3.32,,,,,,,,,,,,
4326,06/16/23 00:25:00,,,,,3.32,,,,,,,,,,,,
4327,06/16/23 00:30:00,,,,,3.11,,,,,,,,,,,,
4328,06/16/23 00:35:00,,,,,2.87,,,,,,,,,,,,
4329,06/16/23 00:40:00,,,,,2.76,,,,,,,3.746,,,,,
4330,06/16/23 00:45:00,,,,,2.91,,,,,,,,,,,,
4331,06/16/23 00:50:00,,,,,3.13,,,,,,,,,,,,
4332,06/16/23 00:55:00,,,,,3.15,,,,,,,,,,,,
4333,06/16/23 01:00:00,5.85,1.99,1.78,128.830,3.17,2.46,2.394,2.74,3.21,2.79,3.24,,,,,,
4334,06/16/23 01:05:00,,,,,2.98,,,,,,,,,,,,
4335,06/16/23 01:10:00,,,,,2.83,,,,,,,,,,,,
4336,06/16/23 01:15:00,,,,,2.70,,,,,,,,,,,,
4337,06/16/23 01:20:00,,,,,2.61,,,,,,,,,,,,
4338,06/16/23 01:25:00,,,,,2.70,,,,,,,,,,,,
4339,06/16/23 01:30:00,,,,,2.51,,,,,,,,,,,,
4340,06/16/23 01:35:00,,,,,2.57,,,,,,,,,,,,
4341,06/16/23 01:40:00,,,,,2.49,,,,,,,4.046,,,,,
4342,06/16/23 01:45:00,,,,,2.53,,,,,,,,,,,,
4343,06/16/23 01:50:00,,,,,2.46,,,,,,,,,,,,
4344,06/16/23 01:55:00,,,,,2.40,,,,,,,,,,,,
4345,06/16/23 02:00:00,4.01,1.71,1.50,128.830,2.25,2.38,1.751,2.12,2.81,2.14,3.43,,,,,,
4346,06/16/23 02:05:00,,,,,2.38,,,,,,,,,,,,
4347,06/16/23 02:10:00,,,,,2.38,,,,,,,,,,,,
4348,06/16/23 02:15:00,,,,,2.19,,,,,,,,,,,,
4349,06/16/23 02:20:00,,,,,2.44,,,,,,,,,,,,
4350,06/16/23 02:25:00,,,,,2.21,,,,,,,,,,,,
4351,06/16/23 02:30:00,,,,,2.21,,,,,,,,,,,,
4352,06/16/23 02:35:00,,,,,2.42,,,,,,,,,,,,
4353,06/16/23 02:40:00,,,,,2.25,,,,,,,3.252,,,,,
4354,06/16/23 02:45:00,,,,,2.23,,,,,,,,,,,,
4355,06/16/23 02:50:00,,,,,2.25,,,,,,,,,,,,
4356,06/16/23 02:55:00,,,,,2.08,,,,,,,,,,,,
4357,06/16/23 03:00:00,3.28,1.48,1.24,128.830,1.93,1.91,1.451,1.91,2.44,1.86,2.91,,,,,,
4358,06/16/23 03:05:00,,,,,2.01,,,,,,,,,,,,
4359,06/16/23 03:10:00,,,,,1.93,,,,,,,,,,,,
4360,06/16/23 03:15:00,,,,,1.86,,,,,,,,,,,,
4361,06/16/23 03:20:00,,,,,2.06,,,,,,,,,,,,
4362,06/16/23 03:25:00,,,,,2.12,,,,,,,,,,,,
4363,06/16/23 03:30:00,,,,,2.03,,,,,,,,,,,,
4364,06/16/23 03:35:00,,,,,1.86,,,,,,,,,,,,
4365,06/16/23 03:40:00,,,,,1.91,,,,,,,1.901,,,,,
4366,06/16/23 03:45:00,,,,,1.84,,,,,,,,,,,,
4367,06/16/23 03:50:00,,,,,1.84,,,,,,,,,,,,
