Line#,Date,"Temperature (RXW-THC 21198259:21398674-1), *C, RX3000_BRW1","Temperature (S-THC 21198259:21218018-1), *C, RX3000_BRW1","Temperature (RXW-THC 21198259:21380919-1), *C, RX3000_BRW1","Temperature (S-THC 21401803:21397541-1), *C, RX3000_BRW6","Temperature (S-THC 21401801:21390849-1), *C, RX3000_BRW4","Temperature (RXW-THC 21401801:21398665-1), *C, RX3000_BRW4","Temperature (RXW-THC 21401801:21398670-1), *C, RX3000_BRW4"
2004,12/23/22 02:00:00,-11.56,-11.633,-11.56,-11.911,,,
2005,12/23/22 02:30:00,-11.67,-11.761,-11.69,-11.847,,,
2006,12/23/22 03:00:00,-11.82,-11.933,-11.89,-12.019,,,
2007,12/23/22 03:30:00,-11.86,-11.997,-11.89,-11.954,,,
2008,12/23/22 04:00:00,-11.91,-12.019,-11.99,-12.126,,,
2009,12/23/22 04:30:00,-12.14,-12.255,-12.19,-12.297,,,
2010,12/23/22 05:00:00,-12.32,-12.426,-12.42,-12.490,,,
2011,12/23/22 05:30:00,-12.68,-12.962,-12.94,-13.305,,,
2012,12/23/22 06:00:00,-12.98,-13.198,-13.22,-13.434,,,
2013,12/23/22 06:30:00,-13.39,-13.734,-13.62,-13.927,,,
2014,12/23/22 07:00:00,-14.01,-14.378,-14.07,-15.236,,,
2015,12/23/22 07:30:00,-13.97,-14.120,-14.01,-14.163,,,
2016,12/23/22 08:00:00,-13.86,-14.099,-14.14,-14.893,,,
2017,12/23/22 08:30:00,-14.29,-14.678,-14.55,-15.879,,,
2018,12/23/22 09:00:00,-14.78,-15.214,-14.98,-16.673,,,
2019,12/23/22 09:30:00,-14.89,-15.107,-14.95,-16.780,,,
2020,12/23/22 10:00:00,-14.89,-15.343,-15.30,-16.222,,,
2021,12/23/22 10:30:00,-14.98,-15.343,-15.19,-15.515,,,
2022,12/23/22 11:00:00,-14.65,-15.043,-15.00,-15.300,,,
2023,12/23/22 11:30:00,-14.37,-14.828,-14.72,-14.914,,,
2024,12/23/22 12:00:00,-14.29,-14.678,-14.59,-14.914,,,
2025,12/23/22 12:30:00,-14.10,-14.635,-14.59,-14.936,,,
2026,12/23/22 13:00:00,-14.16,-14.764,-14.57,-14.893,,,
2027,12/23/22 13:30:00,-14.52,-14.700,-14.70,-14.893,,,
2028,12/23/22 14:00:00,-14.10,-14.721,-14.59,-14.871,,,
2029,12/23/22 14:30:00,-13.99,-14.635,-14.46,-14.764,,,
2030,12/23/22 15:00:00,-14.10,-14.700,-14.52,-14.850,,,
2031,12/23/22 15:30:00,-14.18,-14.785,-14.52,-14.871,,,
2032,12/23/22 16:00:00,-14.20,-14.742,-14.70,-14.828,,,
2033,12/23/22 16:30:00,-14.20,-14.764,-14.74,-14.957,,,
2034,12/23/22 17:00:00,-14.44,-15.129,-15.00,-15.364,,,
2035,12/23/22 17:30:00,-14.52,-15.472,-15.38,-15.944,,,
2036,12/23/22 18:00:00,-14.31,-15.236,-15.17,-15.386,,,
2037,12/23/22 18:30:00,-14.25,-15.236,-15.17,-15.236,,,
2038,12/23/22 19:00:00,-14.63,-15.214,-15.23,-15.279,,,
2039,12/23/22 19:30:00,-15.25,-15.300,-15.21,-15.472,,,
2040,12/23/22 20:00:00,-14.76,-15.343,-15.19,-15.472,,,
2041,12/23/22 20:30:00,-14.57,-15.150,-15.06,-15.300,,,
2042,12/23/22 21:00:00,-14.67,-15.171,-15.13,-15.214,,,
2043,12/23/22 21:30:00,-14.61,-15.000,-15.00,-15.129,,,
2044,12/23/22 22:00:00,-14.42,-14.828,-14.91,-15.086,,,
2045,12/23/22 22:30:00,-14.35,-14.742,-14.76,-14.957,,,
2046,12/23/22 23:00:00,-14.29,-14.378,-14.29,-14.700,,,
2047,12/23/22 23:30:00,-13.65,-13.842,-13.86,-14.721,,,
2048,12/24/22 00:00:00,-13.71,-13.756,-13.84,-14.421,,,
2049,12/24/22 00:30:00,-12.19,-12.297,-12.55,-13.906,,,
2050,12/24/22 01:00:00,-11.93,-11.976,-12.04,-13.112,,,
2051,12/24/22 01:30:00,-11.61,-11.718,-11.84,-12.426,,,
2052,12/24/22 02:00:00,-11.44,-11.482,-11.52,-11.911,,,
2053,12/24/22 02:30:00,-11.18,-11.332,-11.46,-11.675,,,
2054,12/24/22 03:00:00,-11.07,-11.139,-11.24,-11.482,,,
2055,12/24/22 03:30:00,-10.86,-10.968,-11.05,-11.225,,,
2056,12/24/22 04:00:00,-10.66,-10.732,-10.79,-11.053,,,
2057,12/24/22 04:30:00,-10.43,-10.474,-10.56,-10.667,,,
2058,12/24/22 05:00:00,-10.19,-10.217,-10.30,-10.431,,,
2059,12/24/22 05:30:00,-10.11,-10.131,-10.26,-10.582,,,
2060,12/24/22 06:00:00,-9.78,-9.852,-9.93,-10.303,,,
2061,12/24/22 06:30:00,-9.31,-9.402,-9.51,-10.131,,,
2062,12/24/22 07:00:00,-9.16,-9.230,-9.36,-9.767,,,
2063,12/24/22 07:30:00,-8.90,-8.930,-9.08,-9.445,,,
2064,12/24/22 08:00:00,-8.93,-8.973,-9.10,-9.509,,,
2065,12/24/22 08:30:00,-8.80,-8.823,-8.90,-9.402,,,
2066,12/24/22 09:00:00,-8.67,-8.716,-8.69,-9.016,,,
2067,12/24/22 09:30:00,-8.48,-8.523,-8.63,-8.608,,,
2068,12/24/22 10:00:00,-8.56,-8.565,-8.67,-8.630,,,
2069,12/24/22 10:30:00,-8.93,-8.952,-9.08,-9.230,,,
2070,12/24/22 11:00:00,-9.57,-9.552,-9.57,-9.745,,,
2071,12/24/22 11:30:00,-9.33,-9.359,-9.36,-11.225,,,
2072,12/24/22 12:00:00,-9.93,-9.917,-10.00,-11.332,,,
2073,12/24/22 12:30:00,-10.41,-10.367,-10.38,-10.303,,,
2074,12/24/22 13:00:00,-11.01,-10.968,-10.90,-12.448,,,
2075,12/24/22 13:30:00,-11.50,-11.504,-11.48,-12.533,,,
2076,12/24/22 14:00:00,-11.41,-11.397,-11.35,-11.783,,,
2077,12/24/22 14:30:00,-11.37,-11.375,-11.31,-11.397,,,
2078,12/24/22 15:00:00,-11.39,-11.375,-11.33,-11.332,,,
2079,12/24/22 15:30:00,-11.26,-11.268,-11.22,-11.053,,,
2080,12/24/22 16:00:00,-11.39,-11.397,-11.41,-11.096,,,
2081,12/24/22 16:30:00,-11.37,-11.375,-11.37,-11.504,,,
2082,12/24/22 17:00:00,-11.95,-11.911,-11.82,-12.126,,,
2083,12/24/22 17:30:00,-12.10,-12.083,-11.99,-12.083,,,
2084,12/24/22 18:00:00,-12.04,-11.976,-11.95,-12.169,,,
2085,12/24/22 18:30:00,-12.01,-11.997,-11.89,-14.120,,,
2086,12/24/22 19:00:00,-13.45,-13.927,-13.90,-14.549,,,
2087,12/24/22 19:30:00,-14.29,-15.343,-15.10,-15.729,,,
2088,12/24/22 20:00:00,-14.89,-15.472,-15.34,-16.608,,,
2089,12/24/22 20:30:00,-15.34,-15.901,-15.83,-17.209,,,
2090,12/24/22 21:00:00,-15.88,-16.759,-16.63,-17.402,,,
2091,12/24/22 21:30:00,-16.50,-17.338,-17.18,-18.196,,,
2092,12/24/22 22:00:00,-17.03,-17.917,-17.72,-18.646,,,
2093,12/24/22 22:30:00,-17.72,-18.582,-18.19,-19.676,,,
2094,12/24/22 23:00:00,-18.34,-19.011,-18.62,-20.405,,,
2095,12/24/22 23:30:00,-18.88,-19.418,-18.94,-22.528,,,
2096,12/25/22 00:00:00,-20.75,-20.598,-19.87,-21.756,,,
2097,12/25/22 00:30:00,-20.14,-20.190,-19.93,-21.584,,,
2098,12/25/22 01:00:00,-20.81,-20.812,-19.72,-24.308,,,
2099,12/25/22 01:30:00,-20.51,-21.241,-20.62,-25.231,,,
2100,12/25/22 02:00:00,-22.03,-22.121,-20.77,-24.029,,,
2101,12/25/22 02:30:00,-21.67,-22.571,-21.41,-23.815,,,
2102,12/25/22 03:00:00,-22.18,-23.107,-22.01,-25.231,,,
2103,12/25/22 03:30:00,-22.42,-23.236,-22.16,-24.630,,,
2104,12/25/22 04:00:00,-21.90,-22.314,-21.73,-24.651,,,
2105,12/25/22 04:30:00,-21.69,-22.378,-21.50,-23.086,,,
2106,12/25/22 05:00:00,-22.46,-22.099,-21.24,-21.885,,,
2107,12/25/22 05:30:00,-20.53,-20.812,-20.64,-21.413,,,
2108,12/25/22 06:00:00,-20.12,-20.319,-20.12,-22.314,,,
2109,12/25/22 06:30:00,-20.14,-20.512,-20.10,-23.622,,,
2110,12/25/22 07:00:00,-20.42,-21.306,-20.32,-24.222,,,
2111,12/25/22 07:30:00,-20.44,-20.791,-20.59,-23.515,,,
2112,12/25/22 08:00:00,-20.96,-21.970,-21.90,-22.914,,,
2113,12/25/22 08:30:00,-20.94,-22.121,-21.99,-23.450,,,
2114,12/25/22 09:00:00,-21.58,-22.936,-22.65,-24.866,,,
2115,12/25/22 09:30:00,-22.27,-23.386,-23.28,-25.595,,,
2116,12/25/22 10:00:00,-22.25,-23.558,-23.43,-25.466,,,
2117,12/25/22 10:30:00,-22.53,-23.643,-23.51,-26.024,,,
2118,12/25/22 11:00:00,-21.71,-22.871,-22.80,-26.174,,,
2119,12/25/22 11:30:00,-21.75,-23.064,-23.00,-26.003,,,
2120,12/25/22 12:00:00,-22.46,-23.386,-23.23,-25.166,,,
2121,12/25/22 12:30:00,-23.04,-24.051,-23.68,-25.810,,,
2122,12/25/22 13:00:00,-22.76,-23.558,-23.30,-26.153,,,
2123,12/25/22 13:30:00,-22.98,-23.836,-23.73,-25.466,,,
2124,12/25/22 14:00:00,-22.80,-23.858,-23.68,-26.024,,,
2125,12/25/22 14:30:00,-22.18,-23.429,-23.28,-26.046,,,
2126,12/25/22 15:00:00,-22.16,-23.579,-23.45,-26.367,,,
2127,12/25/22 15:30:00,-23.10,-24.137,-23.92,-26.410,,,
2128,12/25/22 16:00:00,-23.38,-24.222,-24.01,-26.324,,,
2129,12/25/22 16:30:00,-23.21,-24.222,-24.09,-25.059,,,
2130,12/25/22 17:00:00,-22.72,-23.965,-23.73,-24.308,,,
2131,12/25/22 17:30:00,-22.87,-24.137,-23.88,-24.201,,,
2132,12/25/22 18:00:00,-22.78,-24.029,-23.73,-25.402,,,
2133,12/25/22 18:30:00,-22.50,-24.051,-23.92,-25.852,,,
2134,12/25/22 19:00:00,-22.78,-24.458,-24.24,-25.917,,,
2135,12/25/22 19:30:00,-23.47,-24.887,-24.69,-27.654,,,
2136,12/25/22 20:00:00,-23.60,-24.780,-24.80,-27.869,,,
2137,12/25/22 20:30:00,-24.58,-25.102,-24.97,-28.512,,,
2138,12/25/22 21:00:00,-23.92,-25.466,-25.25,-28.469,,,
2139,12/25/22 21:30:00,-24.76,-25.852,-25.66,-28.212,,,
2140,12/25/22 22:00:00,-24.26,-25.509,-25.53,-29.928,,,
2141,12/25/22 22:30:00,-24.63,-25.466,-25.25,-29.842,,,
2142,12/25/22 23:00:00,-25.10,-25.659,-25.46,-29.542,,,
2143,12/25/22 23:30:00,-26.47,-26.217,-25.23,-29.241,,,
2144,12/26/22 00:00:00,-25.64,-25.552,-24.95,-29.027,,,
2145,12/26/22 00:30:00,-25.94,-25.659,-25.10,-29.713,,,
2146,12/26/22 01:00:00,-25.68,-25.767,-25.08,-29.649,,,
2147,12/26/22 01:30:00,-25.61,-25.466,-25.16,-29.370,,,
2148,12/26/22 02:00:00,-26.39,-25.831,-25.27,-29.456,,,
2149,12/26/22 02:30:00,-25.27,-25.724,-25.27,-28.340,,,
2150,12/26/22 03:00:00,-25.55,-25.788,-25.40,-29.370,,,
2151,12/26/22 03:30:00,-26.90,-26.389,-25.96,-30.206,,,
2152,12/26/22 04:00:00,-27.54,-26.796,-25.40,-29.413,,,
2153,12/26/22 04:30:00,-26.13,-26.668,-25.61,-30.056,,,
2154,12/26/22 05:00:00,-25.85,-26.539,-25.74,-29.756,,,
2155,12/26/22 05:30:00,-25.68,-26.303,-25.57,-29.263,,,
2156,12/26/22 06:00:00,-25.23,-25.874,-25.72,-29.928,,,
2157,12/26/22 06:30:00,-24.97,-25.552,-25.53,-30.056,,,
2158,12/26/22 07:00:00,-25.08,-25.767,-25.51,-29.606,,,
2159,12/26/22 07:30:00,-25.10,-25.402,-25.44,-29.970,,,
2160,12/26/22 08:00:00,-24.95,-25.424,-25.29,-30.442,,,
2161,12/26/22 08:30:00,-25.01,-25.424,-25.36,-30.421,,,
2162,12/26/22 09:00:00,-24.82,-25.059,-25.04,-29.713,,,
2163,12/26/22 09:30:00,-24.48,-24.759,-24.69,-29.413,,,
2164,12/26/22 10:00:00,-24.54,-24.823,-24.84,-29.584,,,
2165,12/26/22 10:30:00,-24.58,-24.909,-24.82,-29.627,,,
2166,12/26/22 11:00:00,-24.63,-24.887,-24.78,-29.756,,,
2167,12/26/22 11:30:00,-24.24,-24.501,-24.52,-29.177,,,
2168,12/26/22 12:00:00,-24.35,-24.587,-24.48,-28.469,,,
2169,12/26/22 12:30:00,-23.81,-24.008,-24.18,-28.984,,,
2170,12/26/22 13:00:00,-23.94,-24.201,-24.18,-28.190,,,
2171,12/26/22 13:30:00,-23.56,-23.836,-23.94,-28.962,,,
2172,12/26/22 14:00:00,-23.23,-23.300,-23.51,-28.255,,,
2173,12/26/22 14:30:00,-23.02,-23.236,-23.32,-26.110,,,
2174,12/26/22 15:00:00,-23.04,-23.107,-23.34,-25.209,,,
2175,12/26/22 15:30:00,-22.65,-22.828,-22.91,-25.059,,,
2176,12/26/22 16:00:00,-22.65,-22.764,-22.93,-25.509,,,
2177,12/26/22 16:30:00,-22.68,-22.807,-23.02,-24.995,,,
2178,12/26/22 17:00:00,-21.88,-21.970,-22.23,-24.844,,,
2179,12/26/22 17:30:00,-21.90,-22.078,-22.20,-24.844,,,
2180,12/26/22 18:00:00,-21.67,-21.885,-21.99,-25.359,,,
2181,12/26/22 18:30:00,-21.82,-21.992,-22.16,-25.273,,,
2182,12/26/22 19:00:00,-22.12,-22.314,-22.33,-23.729,,,
2183,12/26/22 19:30:00,-21.92,-22.013,-22.12,-24.222,,,
2184,12/26/22 20:00:00,-21.88,-21.992,-22.23,-23.901,,,
2185,12/26/22 20:30:00,-21.52,-21.584,-21.77,-23.279,,,
2186,12/26/22 21:00:00,-21.73,-21.906,-21.86,-23.493,,,
2187,12/26/22 21:30:00,-21.80,-21.906,-21.90,-23.836,,,
2188,12/26/22 22:00:00,-21.67,-21.756,-21.80,-23.901,,,
2189,12/26/22 22:30:00,-21.50,-21.584,-21.58,-22.978,,,
2190,12/26/22 23:00:00,-21.73,-21.885,-21.77,-22.936,,,
2191,12/26/22 23:30:00,-21.67,-21.842,-21.80,-22.764,,,
2192,12/27/22 00:00:00,-21.77,-21.885,-21.97,-22.957,,,
2193,12/27/22 00:30:00,-21.99,-22.185,-22.16,-23.236,,,
2194,12/27/22 01:00:00,-22.25,-22.378,-22.03,-23.536,,,
2195,12/27/22 01:30:00,-22.29,-22.442,-22.20,-23.686,,,
2196,12/27/22 02:00:00,-22.46,-22.571,-22.33,-23.772,,,
2197,12/27/22 02:30:00,-22.48,-22.571,-22.46,-23.858,,,
2198,12/27/22 03:00:00,-22.63,-22.700,-22.55,-23.815,,,
2199,12/27/22 03:30:00,-22.68,-22.807,-22.65,-23.751,,,
2200,12/27/22 04:00:00,-22.83,-22.957,-22.78,-23.901,,,
2201,12/27/22 04:30:00,-22.57,-22.657,-22.63,-23.600,,,
2202,12/27/22 05:00:00,-22.46,-22.571,-22.46,-23.150,,,
2203,12/27/22 05:30:00,-22.50,-22.635,-22.50,-23.064,,,
2204,12/27/22 06:00:00,-22.29,-22.356,-22.35,-23.172,,,
2205,12/27/22 06:30:00,-22.20,-22.314,-22.33,-22.893,,,
2206,12/27/22 07:00:00,-22.10,-22.185,-22.12,-22.592,,,
2207,12/27/22 07:30:00,-22.25,-22.378,-22.29,-23.257,,,
2208,12/27/22 08:00:00,-22.33,-22.421,-22.25,-23.279,,,
2209,12/27/22 08:30:00,-22.10,-22.163,-21.99,-23.129,,,
2210,12/27/22 09:00:00,-21.99,-22.078,-22.08,-23.172,,,
2211,12/27/22 09:30:00,-21.99,-22.078,-21.92,-23.021,,,
2212,12/27/22 10:00:00,-21.99,-22.056,-21.97,-23.107,,,
2213,12/27/22 10:30:00,-21.99,-22.099,-21.99,-23.021,,,
2214,12/27/22 11:00:00,-21.92,-22.035,-21.92,-23.172,,,
2215,12/27/22 11:30:00,-21.99,-22.078,-21.97,-22.936,,,
2216,12/27/22 12:00:00,-22.20,-22.314,-22.18,-23.064,,,
2217,12/27/22 12:30:00,-22.40,-22.464,-22.33,-23.407,,,
2218,12/27/22 13:00:00,-22.29,-22.356,-22.25,-22.978,,,
2219,12/27/22 13:30:00,-22.25,-22.292,-22.23,-22.914,,,
2220,12/27/22 14:00:00,-22.10,-22.121,-22.05,-22.421,,,
2221,12/27/22 14:30:00,-22.10,-22.121,-22.08,-22.378,,,
2222,12/27/22 15:00:00,-22.25,-22.292,-22.18,-22.528,,,
2223,12/27/22 15:30:00,-22.25,-22.292,-22.20,-22.743,,,
2224,12/27/22 16:00:00,-21.95,-21.992,-21.95,-22.121,,,
2225,12/27/22 16:30:00,-21.88,-21.970,-21.88,-21.606,,,
2226,12/27/22 17:00:00,-21.90,-21.992,-21.99,-21.606,,,
2227,12/27/22 17:30:00,-20.98,-21.070,-21.43,-21.863,,,
2228,12/27/22 18:00:00,-21.02,-21.091,-21.09,-21.885,,,
2229,12/27/22 18:30:00,-20.98,-21.070,-21.22,-21.970,,,
2230,12/27/22 19:00:00,-20.92,-21.027,-20.98,-21.820,,,
2231,12/27/22 19:30:00,-20.85,-20.941,-20.92,-21.735,,,
2232,12/27/22 20:00:00,-20.57,-20.662,-20.64,-21.649,,,
2233,12/27/22 20:30:00,-20.83,-20.962,-20.90,-21.906,,,
2234,12/27/22 21:00:00,-20.92,-20.962,-20.92,-22.078,,,
2235,12/27/22 21:30:00,-20.81,-20.919,-20.81,-21.756,,,
2236,12/27/22 22:00:00,-20.64,-20.726,-20.77,-21.348,,,
2237,12/27/22 22:30:00,-20.49,-20.533,-20.62,-21.520,,,
2238,12/27/22 23:00:00,-20.51,-20.533,-20.62,-21.627,,,
2239,12/27/22 23:30:00,-21.09,-21.177,-21.07,-21.970,,,
2240,12/28/22 00:00:00,-21.15,-21.241,-21.15,-22.206,,,
2241,12/28/22 00:30:00,-20.96,-21.091,-20.96,-22.035,,,
2242,12/28/22 01:00:00,-20.92,-21.070,-20.98,-22.078,,,
2243,12/28/22 01:30:00,-21.28,-21.370,-21.37,-22.078,,,
2244,12/28/22 02:00:00,-21.60,-21.692,-21.62,-22.378,,,
2245,12/28/22 02:30:00,-21.92,-22.056,-21.97,-22.807,,,
2246,12/28/22 03:00:00,-21.62,-21.756,-21.77,-23.021,,,
2247,12/28/22 03:30:00,-21.99,-22.121,-22.10,-22.914,,,
2248,12/28/22 04:00:00,-22.01,-22.056,-21.88,-22.635,,,
2249,12/28/22 04:30:00,-21.88,-21.928,-21.92,-22.635,,,
2250,12/28/22 05:00:00,,-22.056,,-22.785,,,
2251,12/28/22 05:30:00,,-22.185,,-22.635,,,
2252,12/28/22 06:00:00,,,,-22.743,,,
2253,12/28/22 06:30:00,,,,-22.871,,,
2254,12/28/22 07:00:00,,,,-22.871,,,
2255,12/28/22 07:30:00,,,,-23.000,,,
2256,12/28/22 08:00:00,,,,-23.043,,,
2257,12/28/22 08:30:00,,,,-23.214,,,
2258,12/28/22 09:00:00,,,,-22.957,,,
2259,12/28/22 09:30:00,,,,-22.678,,,
2260,12/28/22 10:00:00,,,,-22.828,,,
2261,12/28/22 10:30:00,,,,-23.150,,,
2262,12/28/22 11:00:00,,,,-22.785,,,
2263,12/28/22 11:30:00,,,,-23.043,,,
2264,12/28/22 12:00:00,,,,-23.214,,,
2265,12/28/22 12:30:00,,,,-23.150,,,
2266,12/28/22 13:00:00,,,,-23.021,,,
2267,12/28/22 13:30:00,,,,-22.957,,,
2268,12/28/22 14:00:00,,,,-23.086,,,
2269,12/28/22 14:30:00,,,,-22.936,,,
2270,12/28/22 15:00:00,,,,-23.129,,,
2271,12/28/22 15:30:00,,,,-23.214,,,
2272,12/28/22 16:00:00,,,,-22.978,,,
2273,12/28/22 16:30:00,,,,-23.236,,,
2274,12/28/22 17:00:00,,,,-23.365,,,
2275,12/28/22 17:30:00,,,,-23.729,,,
2276,12/28/22 18:00:00,,,,-23.622,,,
2277,12/28/22 18:30:00,,,,-23.665,,,
2278,12/28/22 19:00:00,,,,-23.836,,,
2279,12/28/22 19:30:00,,,,-24.158,,,
2280,12/28/22 20:00:00,,,,-24.651,,,
2281,12/28/22 20:30:00,,,,-24.137,,,
2282,12/28/22 21:00:00,,,,-24.651,,,
2283,12/28/22 21:30:00,,,,-24.137,,,
2284,12/28/22 22:00:00,,,,-24.244,,,
2285,12/28/22 22:30:00,,,,-24.115,,,
2286,12/28/22 23:00:00,,,,-24.222,,,
2287,12/28/22 23:30:00,,,,-23.901,,,
2288,12/29/22 00:00:00,,,,-24.072,,,
2289,12/29/22 00:30:00,,,,-24.265,,,
2290,12/29/22 01:00:00,,,,-24.694,,,
2291,12/29/22 01:30:00,,,,-24.673,,,
2292,12/29/22 02:00:00,,,,-24.609,,,
2293,12/29/22 02:30:00,,,,-24.759,,,
2294,12/29/22 03:00:00,,,,-24.844,,,
2295,12/29/22 03:30:00,,,,-24.930,,,
2296,12/29/22 04:00:00,,,,-24.673,,,
2297,12/29/22 04:30:00,,,,-24.887,,,
2298,12/29/22 05:00:00,,,,-24.823,,,
2299,12/29/22 05:30:00,,,,-24.630,,,
2300,12/29/22 06:00:00,,,,-24.759,,,
2301,12/29/22 06:30:00,,,,-25.145,,,
2302,12/29/22 07:00:00,,,,-25.338,,,
2303,12/29/22 07:30:00,,,,-25.574,,,
2304,12/29/22 08:00:00,,,,-24.866,,,
2305,12/29/22 08:30:00,,,,-25.123,,,
2306,12/29/22 09:00:00,,,,-24.995,,,
2307,12/29/22 09:30:00,,,,-24.952,,,
2308,12/29/22 10:00:00,,,,-24.716,,,
2309,12/29/22 10:30:00,,,,-24.759,,,
2310,12/29/22 11:00:00,,,,-24.694,,,
2311,12/29/22 11:30:00,,,,-24.351,,,
2312,12/29/22 12:00:00,,,,-24.115,,,
2313,12/29/22 12:30:00,,,,-23.429,,,
2314,12/29/22 13:00:00,,,,-23.150,,,
2315,12/29/22 13:30:00,,,,-22.807,,,
2316,12/29/22 14:00:00,,,,-22.356,,,
2317,12/29/22 14:30:00,,,,-22.335,,,
2318,12/29/22 15:00:00,,,,-22.206,,,
2319,12/29/22 15:30:00,,,,-21.885,,,
2320,12/29/22 16:00:00,,,,-21.713,,,
2321,12/29/22 16:30:00,,,,-21.670,,,
2322,12/29/22 17:00:00,,,,-21.670,,,
2323,12/29/22 17:30:00,,,,-21.756,,,
2324,12/29/22 18:00:00,,,,-21.842,,,
2325,12/29/22 18:30:00,,,,-21.906,,,
2326,12/29/22 19:00:00,,,,-21.970,,,
2327,12/29/22 19:30:00,,,,-21.970,,,
2328,12/29/22 20:00:00,,,,-21.799,,,
2329,12/29/22 20:30:00,,,,-21.670,,,
2330,12/29/22 21:00:00,,,,-21.627,,,
2331,12/29/22 21:30:00,,,,-21.499,,,
2332,12/29/22 22:00:00,,,,-21.263,,,
2333,12/29/22 22:30:00,,,,-21.027,,,
2334,12/29/22 23:00:00,,,,-20.834,,,
2335,12/29/22 23:30:00,,,,-20.705,,,
2336,12/30/22 00:00:00,,,,-20.448,,,
2337,12/30/22 00:30:00,,,,-20.233,,,
2338,12/30/22 01:00:00,,,,-20.104,,,
2339,12/30/22 01:30:00,,,,-19.890,,,
2340,12/30/22 02:00:00,,,,-19.761,,,
2341,12/30/22 02:30:00,,,,-19.611,,,
2342,12/30/22 03:00:00,,,,-19.482,,,
2343,12/30/22 03:30:00,,,,-19.289,,,
2344,12/30/22 04:00:00,,,,-19.268,,,
2345,12/30/22 04:30:00,,,,-19.289,,,
2346,12/30/22 05:00:00,,,,-19.289,,,
2347,12/30/22 05:30:00,,,,-19.311,,,
2348,12/30/22 06:00:00,,,,-19.354,,,
2349,12/30/22 06:30:00,,,,-19.332,,,
2350,12/30/22 07:00:00,,,,-19.311,,,
2351,12/30/22 07:30:00,,,,-19.204,,,
2352,12/30/22 08:00:00,,,,-19.161,,,
2353,12/30/22 08:30:00,,,,-19.118,,,
2354,12/30/22 09:00:00,,,,-19.054,,,
2355,12/30/22 09:30:00,,,,-19.032,,,
2356,12/30/22 10:00:00,,,,-18.968,,,
2357,12/30/22 10:30:00,,,,-18.903,,,
2358,12/30/22 11:00:00,,,,-18.818,,,
2359,12/30/22 11:30:00,,,,-18.710,,,
2360,12/30/22 12:00:00,,,,-18.710,,,
2361,12/30/22 12:30:00,,,,-18.732,,,
2362,12/30/22 13:00:00,,,,-18.818,,,
2363,12/30/22 13:30:00,,,,-18.796,,,
2364,12/30/22 14:00:00,,,,-18.839,,,
2365,12/30/22 14:30:00,,,,-18.903,,,
2366,12/30/22 15:00:00,,,,-18.839,,,
2367,12/30/22 15:30:00,,,,-18.903,,,
2368,12/30/22 16:00:00,,,,-18.882,,,
2369,12/30/22 16:30:00,,,,-18.882,,,
2370,12/30/22 17:00:00,,,,-19.354,,,
2371,12/30/22 17:30:00,,,,-19.332,,,
2372,12/30/22 18:00:00,,,,-18.860,,,
2373,12/30/22 18:30:00,,,,-18.646,,,
2374,12/30/22 19:00:00,,,,-18.432,,,
2375,12/30/22 19:30:00,,,,-18.324,,,
2376,12/30/22 20:00:00,,,,-18.196,,,
2377,12/30/22 20:30:00,,,,-18.217,,,
2378,12/30/22 21:00:00,,,,-18.217,,,
2379,12/30/22 21:30:00,,,,-18.303,,,
2380,12/30/22 22:00:00,,,,-18.045,,,
2381,12/30/22 22:30:00,,,,-17.874,,,
2382,12/30/22 23:00:00,,,,-17.702,,,
2383,12/30/22 23:30:00,,,,-17.466,,,
2384,12/31/22 00:00:00,,,,-17.402,,,
2385,12/31/22 00:30:00,,,,-17.381,,,
2386,12/31/22 01:00:00,,,,-17.359,,,
2387,12/31/22 01:30:00,,,,-17.381,,,
2388,12/31/22 02:00:00,,,,-17.423,,,
2389,12/31/22 02:30:00,,,,-17.531,,,
2390,12/31/22 03:00:00,,,,-17.767,,,
2391,12/31/22 03:30:00,,,,-17.574,,,
2392,12/31/22 04:00:00,,,,-17.488,,,
2393,12/31/22 04:30:00,,,,-17.381,,,
2394,12/31/22 05:00:00,,,,-17.359,,,
2395,12/31/22 05:30:00,,,,-17.359,,,
2396,12/31/22 06:00:00,,,,-17.252,,,
2397,12/31/22 06:30:00,,,,-17.552,,,
2398,12/31/22 07:00:00,,,,-17.702,,,
2399,12/31/22 07:30:00,,,,-17.552,,,
2400,12/31/22 08:00:00,,,,-17.509,,,
2401,12/31/22 08:30:00,,,,-17.466,,,
2402,12/31/22 09:00:00,,,,-17.531,,,
2403,12/31/22 09:30:00,,,,-17.381,,,
2404,12/31/22 10:00:00,,,,-17.252,,,
2405,12/31/22 10:30:00,,,,-17.188,,,
2406,12/31/22 11:00:00,,,,-16.952,,,
2407,12/31/22 11:30:00,,,,-16.952,,,
2408,12/31/22 12:00:00,,,,-16.909,,,
2409,12/31/22 12:30:00,,,,-17.016,,,
2410,12/31/22 13:00:00,,,,-16.887,,,
2411,12/31/22 13:30:00,,,,-16.887,,,
2412,12/31/22 14:00:00,,,,-16.801,,,
2413,12/31/22 14:30:00,,,,-16.716,,,
2414,12/31/22 15:00:00,,,,-16.694,,,
2415,12/31/22 15:30:00,,,,-16.673,,,
2416,12/31/22 16:00:00,,,,-16.566,,,
2417,12/31/22 16:30:00,,,,-16.544,,,
2418,12/31/22 17:00:00,,,,-16.566,,,
