Line#,Date,"Solar Radiation (S-LIB 21198259:21176526-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362315-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362317-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362318-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21398616-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21398620-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21401801:21362319-1), W/m^2, RX3000_BRW4","Solar Radiation (S-LIB 21401801:21390413-1), W/m^2, RX3000_BRW4","Solar Radiation (RXW-LIB 21401800:21362313-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362314-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362316-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362320-1), W/m^2, RX3000_BRW5","Solar Radiation (S-LIB 21401800:21390414-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21398617-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21398623-1), W/m^2, RX3000_BRW5","Solar Radiation (S-LIB 21401803:21390415-1), W/m^2, RX3000_BRW6"
8197,11/24/22 05:35:00,,,,,,,1,1,,,,,,,,
8198,11/24/22 06:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8199,11/24/22 06:05:00,,,,,,,1,1,,,,,,,,
8200,11/24/22 06:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8201,11/24/22 06:35:00,,,,,,,1,1,,,,,,,,
8202,11/24/22 07:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8203,11/24/22 07:05:00,,,,,,,1,1,,,,,,,,
8204,11/24/22 07:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8205,11/24/22 07:35:00,,,,,,,1,1,,,,,,,,
8206,11/24/22 08:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8207,11/24/22 08:05:00,,,,,,,1,1,,,,,,,,
8208,11/24/22 08:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8209,11/24/22 08:35:00,,,,,,,1,1,,,,,,,,
8210,11/24/22 09:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8211,11/24/22 09:05:00,,,,,,,1,1,,,,,,,,
8212,11/24/22 09:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8213,11/24/22 09:35:00,,,,,,,1,1,,,,,,,,
8214,11/24/22 10:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8215,11/24/22 10:05:00,,,,,,,1,1,,,,,,,,
8216,11/24/22 10:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8217,11/24/22 10:35:00,,,,,,,1,1,,,,,,,,
8218,11/24/22 11:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8219,11/24/22 11:05:00,,,,,,,1,1,,,,,,,,
8220,11/24/22 11:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8221,11/24/22 11:35:00,,,,,,,1,1,,,,,,,,
8222,11/24/22 12:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8223,11/24/22 12:05:00,,,,,,,1,1,,,,,,,,
8224,11/24/22 12:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8225,11/24/22 12:35:00,,,,,,,1,1,,,,,,,,
8226,11/24/22 13:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8227,11/24/22 13:05:00,,,,,,,1,1,,,,,,,,
8228,11/24/22 13:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8229,11/24/22 13:35:00,,,,,,,1,1,,,,,,,,
8230,11/24/22 14:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8231,11/24/22 14:05:00,,,,,,,1,1,,,,,,,,
8232,11/24/22 14:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8233,11/24/22 14:35:00,,,,,,,1,1,,,,,,,,
8234,11/24/22 15:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8235,11/24/22 15:05:00,,,,,,,1,1,,,,,,,,
8236,11/24/22 15:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8237,11/24/22 15:35:00,,,,,,,1,1,,,,,,,,
8238,11/24/22 16:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8239,11/24/22 16:05:00,,,,,,,1,1,,,,,,,,
8240,11/24/22 16:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8241,11/24/22 16:35:00,,,,,,,1,1,,,,,,,,
8242,11/24/22 17:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8243,11/24/22 17:05:00,,,,,,,1,1,,,,,,,,
8244,11/24/22 17:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8245,11/24/22 17:35:00,,,,,,,1,1,,,,,,,,
8246,11/24/22 18:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8247,11/24/22 18:05:00,,,,,,,1,1,,,,,,,,
8248,11/24/22 18:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8249,11/24/22 18:35:00,,,,,,,1,1,,,,,,,,
8250,11/24/22 19:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8251,11/24/22 19:05:00,,,,,,,1,1,,,,,,,,
8252,11/24/22 19:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8253,11/24/22 19:35:00,,,,,,,1,1,,,,,,,,
8254,11/24/22 20:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8255,11/24/22 20:05:00,,,,,,,1,1,,,,,,,,
8256,11/24/22 20:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8257,11/24/22 20:35:00,,,,,,,1,1,,,,,,,,
8258,11/24/22 21:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8259,11/24/22 21:05:00,,,,,,,1,1,,,,,,,,
8260,11/24/22 21:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8261,11/24/22 21:35:00,,,,,,,1,1,,,,,,,,
8262,11/24/22 22:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8263,11/24/22 22:05:00,,,,,,,1,1,,,,,,,,
8264,11/24/22 22:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8265,11/24/22 22:35:00,,,,,,,1,1,,,,,,,,
8266,11/24/22 23:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8267,11/24/22 23:05:00,,,,,,,1,1,,,,,,,,
8268,11/24/22 23:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8269,11/24/22 23:35:00,,,,,,,1,1,,,,,,,,
8270,11/25/22 00:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8271,11/25/22 00:05:00,,,,,,,1,1,,,,,,,,
8272,11/25/22 00:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8273,11/25/22 00:35:00,,,,,,,1,1,,,,,,,,
8274,11/25/22 01:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8275,11/25/22 01:05:00,,,,,,,1,1,,,,,,,,
8276,11/25/22 01:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8277,11/25/22 01:35:00,,,,,,,1,1,,,,,,,,
8278,11/25/22 02:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8279,11/25/22 02:05:00,,,,,,,1,1,,,,,,,,
8280,11/25/22 02:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8281,11/25/22 02:35:00,,,,,,,1,1,,,,,,,,
8282,11/25/22 03:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8283,11/25/22 03:05:00,,,,,,,1,1,,,,,,,,
8284,11/25/22 03:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8285,11/25/22 03:35:00,,,,,,,1,1,,,,,,,,
8286,11/25/22 04:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8287,11/25/22 04:05:00,,,,,,,1,1,,,,,,,,
8288,11/25/22 04:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8289,11/25/22 04:35:00,,,,,,,1,1,,,,,,,,
8290,11/25/22 05:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8291,11/25/22 05:05:00,,,,,,,1,1,,,,,,,,
8292,11/25/22 05:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8293,11/25/22 05:35:00,,,,,,,1,1,,,,,,,,
8294,11/25/22 06:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8295,11/25/22 06:05:00,,,,,,,1,1,,,,,,,,
8296,11/25/22 06:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8297,11/25/22 06:35:00,,,,,,,1,1,,,,,,,,
8298,11/25/22 07:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8299,11/25/22 07:05:00,,,,,,,1,1,,,,,,,,
8300,11/25/22 07:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8301,11/25/22 07:35:00,,,,,,,1,1,,,,,,,,
8302,11/25/22 08:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8303,11/25/22 08:05:00,,,,,,,1,1,,,,,,,,
8304,11/25/22 08:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8305,11/25/22 08:35:00,,,,,,,1,1,,,,,,,,
8306,11/25/22 09:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8307,11/25/22 09:05:00,,,,,,,1,1,,,,,,,,
8308,11/25/22 09:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8309,11/25/22 09:35:00,,,,,,,1,1,,,,,,,,
8310,11/25/22 10:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8311,11/25/22 10:05:00,,,,,,,1,1,,,,,,,,
8312,11/25/22 10:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8313,11/25/22 10:35:00,,,,,,,1,1,,,,,,,,
8314,11/25/22 11:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8315,11/25/22 11:05:00,,,,,,,1,1,,,,,,,,
8316,11/25/22 11:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8317,11/25/22 11:35:00,,,,,,,1,1,,,,,,,,
8318,11/25/22 12:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8319,11/25/22 12:05:00,,,,,,,1,1,,,,,,,,
8320,11/25/22 12:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8321,11/25/22 12:35:00,,,,,,,1,1,,,,,,,,
8322,11/25/22 13:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8323,11/25/22 13:05:00,,,,,,,1,1,,,,,,,,
8324,11/25/22 13:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8325,11/25/22 13:35:00,,,,,,,1,1,,,,,,,,
8326,11/25/22 14:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8327,11/25/22 14:05:00,,,,,,,1,1,,,,,,,,
8328,11/25/22 14:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8329,11/25/22 14:35:00,,,,,,,1,1,,,,,,,,
8330,11/25/22 15:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8331,11/25/22 15:05:00,,,,,,,1,1,,,,,,,,
8332,11/25/22 15:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8333,11/25/22 15:35:00,,,,,,,1,1,,,,,,,,
8334,11/25/22 16:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8335,11/25/22 16:05:00,,,,,,,1,1,,,,,,,,
8336,11/25/22 16:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8337,11/25/22 16:35:00,,,,,,,1,1,,,,,,,,
8338,11/25/22 17:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8339,11/25/22 17:05:00,,,,,,,1,1,,,,,,,,
8340,11/25/22 17:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8341,11/25/22 17:35:00,,,,,,,1,1,,,,,,,,
8342,11/25/22 18:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8343,11/25/22 18:05:00,,,,,,,1,1,,,,,,,,
8344,11/25/22 18:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8345,11/25/22 18:35:00,,,,,,,1,1,,,,,,,,
8346,11/25/22 19:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8347,11/25/22 19:05:00,,,,,,,1,1,,,,,,,,
8348,11/25/22 19:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8349,11/25/22 19:35:00,,,,,,,1,1,,,,,,,,
8350,11/25/22 20:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8351,11/25/22 20:05:00,,,,,,,1,1,,,,,,,,
8352,11/25/22 20:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8353,11/25/22 20:35:00,,,,,,,1,1,,,,,,,,
8354,11/25/22 21:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8355,11/25/22 21:05:00,,,,,,,1,1,,,,,,,,
8356,11/25/22 21:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8357,11/25/22 21:35:00,,,,,,,1,1,,,,,,,,
8358,11/25/22 22:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8359,11/25/22 22:05:00,,,,,,,1,1,,,,,,,,
8360,11/25/22 22:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8361,11/25/22 22:35:00,,,,,,,1,1,,,,,,,,
8362,11/25/22 23:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8363,11/25/22 23:05:00,,,,,,,1,1,,,,,,,,
8364,11/25/22 23:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8365,11/25/22 23:35:00,,,,,,,1,1,,,,,,,,
8366,11/26/22 00:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8367,11/26/22 00:05:00,,,,,,,1,1,,,,,,,,
8368,11/26/22 00:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8369,11/26/22 00:35:00,,,,,,,1,1,,,,,,,,
8370,11/26/22 01:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8371,11/26/22 01:05:00,,,,,,,1,1,,,,,,,,
8372,11/26/22 01:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8373,11/26/22 01:35:00,,,,,,,1,1,,,,,,,,
8374,11/26/22 02:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8375,11/26/22 02:05:00,,,,,,,1,1,,,,,,,,
8376,11/26/22 02:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8377,11/26/22 02:35:00,,,,,,,1,1,,,,,,,,
8378,11/26/22 03:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8379,11/26/22 03:05:00,,,,,,,1,1,,,,,,,,
8380,11/26/22 03:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8381,11/26/22 03:35:00,,,,,,,1,1,,,,,,,,
8382,11/26/22 04:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8383,11/26/22 04:05:00,,,,,,,1,1,,,,,,,,
8384,11/26/22 04:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8385,11/26/22 04:35:00,,,,,,,1,1,,,,,,,,
8386,11/26/22 05:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8387,11/26/22 05:05:00,,,,,,,1,1,,,,,,,,
8388,11/26/22 05:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8389,11/26/22 05:35:00,,,,,,,1,1,,,,,,,,
8390,11/26/22 06:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8391,11/26/22 06:05:00,,,,,,,1,1,,,,,,,,
8392,11/26/22 06:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8393,11/26/22 06:35:00,,,,,,,1,1,,,,,,,,
8394,11/26/22 07:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8395,11/26/22 07:05:00,,,,,,,1,1,,,,,,,,
8396,11/26/22 07:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8397,11/26/22 07:35:00,,,,,,,1,1,,,,,,,,
8398,11/26/22 08:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8399,11/26/22 08:05:00,,,,,,,1,1,,,,,,,,
8400,11/26/22 08:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8401,11/26/22 08:35:00,,,,,,,1,1,,,,,,,,
8402,11/26/22 09:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8403,11/26/22 09:05:00,,,,,,,1,1,,,,,,,,
8404,11/26/22 09:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8405,11/26/22 09:35:00,,,,,,,1,1,,,,,,,,
8406,11/26/22 10:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8407,11/26/22 10:05:00,,,,,,,1,1,,,,,,,,
8408,11/26/22 10:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8409,11/26/22 10:35:00,,,,,,,1,1,,,,,,,,
8410,11/26/22 11:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8411,11/26/22 11:05:00,,,,,,,1,1,,,,,,,,
8412,11/26/22 11:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8413,11/26/22 11:35:00,,,,,,,1,1,,,,,,,,
8414,11/26/22 12:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8415,11/26/22 12:05:00,,,,,,,1,1,,,,,,,,
8416,11/26/22 12:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8417,11/26/22 12:35:00,,,,,,,1,1,,,,,,,,
8418,11/26/22 13:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8419,11/26/22 13:05:00,,,,,,,1,1,,,,,,,,
8420,11/26/22 13:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8421,11/26/22 13:35:00,,,,,,,1,1,,,,,,,,
8422,11/26/22 14:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8423,11/26/22 14:05:00,,,,,,,1,1,,,,,,,,
8424,11/26/22 14:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8425,11/26/22 14:35:00,,,,,,,1,1,,,,,,,,
8426,11/26/22 15:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8427,11/26/22 15:05:00,,,,,,,1,1,,,,,,,,
8428,11/26/22 15:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8429,11/26/22 15:35:00,,,,,,,1,1,,,,,,,,
8430,11/26/22 16:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8431,11/26/22 16:05:00,,,,,,,1,1,,,,,,,,
8432,11/26/22 16:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8433,11/26/22 16:35:00,,,,,,,1,1,,,,,,,,
8434,11/26/22 17:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8435,11/26/22 17:05:00,,,,,,,1,1,,,,,,,,
8436,11/26/22 17:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8437,11/26/22 17:35:00,,,,,,,1,1,,,,,,,,
8438,11/26/22 18:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8439,11/26/22 18:05:00,,,,,,,1,1,,,,,,,,
8440,11/26/22 18:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8441,11/26/22 18:35:00,,,,,,,1,1,,,,,,,,
8442,11/26/22 19:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8443,11/26/22 19:05:00,,,,,,,1,1,,,,,,,,
8444,11/26/22 19:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8445,11/26/22 19:35:00,,,,,,,1,1,,,,,,,,
8446,11/26/22 20:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8447,11/26/22 20:05:00,,,,,,,1,1,,,,,,,,
8448,11/26/22 20:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8449,11/26/22 20:35:00,,,,,,,1,1,,,,,,,,
8450,11/26/22 21:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8451,11/26/22 21:05:00,,,,,,,1,1,,,,,,,,
8452,11/26/22 21:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8453,11/26/22 21:35:00,,,,,,,1,1,,,,,,,,
8454,11/26/22 22:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8455,11/26/22 22:05:00,,,,,,,1,1,,,,,,,,
8456,11/26/22 22:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8457,11/26/22 22:35:00,,,,,,,1,1,,,,,,,,
8458,11/26/22 23:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8459,11/26/22 23:05:00,,,,,,,1,1,,,,,,,,
8460,11/26/22 23:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8461,11/26/22 23:35:00,,,,,,,1,1,,,,,,,,
8462,11/27/22 00:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8463,11/27/22 00:05:00,,,,,,,1,1,,,,,,,,
8464,11/27/22 00:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8465,11/27/22 00:35:00,,,,,,,1,1,,,,,,,,
8466,11/27/22 01:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8467,11/27/22 01:05:00,,,,,,,1,1,,,,,,,,
8468,11/27/22 01:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8469,11/27/22 01:35:00,,,,,,,1,1,,,,,,,,
8470,11/27/22 02:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8471,11/27/22 02:05:00,,,,,,,1,1,,,,,,,,
8472,11/27/22 02:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8473,11/27/22 02:35:00,,,,,,,1,1,,,,,,,,
8474,11/27/22 03:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8475,11/27/22 03:05:00,,,,,,,1,1,,,,,,,,
8476,11/27/22 03:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8477,11/27/22 03:35:00,,,,,,,1,1,,,,,,,,
8478,11/27/22 04:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8479,11/27/22 04:05:00,,,,,,,1,1,,,,,,,,
8480,11/27/22 04:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8481,11/27/22 04:35:00,,,,,,,1,1,,,,,,,,
8482,11/27/22 05:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8483,11/27/22 05:05:00,,,,,,,1,1,,,,,,,,
8484,11/27/22 05:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8485,11/27/22 05:35:00,,,,,,,1,1,,,,,,,,
8486,11/27/22 06:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8487,11/27/22 06:05:00,,,,,,,1,1,,,,,,,,
8488,11/27/22 06:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8489,11/27/22 06:35:00,,,,,,,1,1,,,,,,,,
8490,11/27/22 07:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8491,11/27/22 07:05:00,,,,,,,1,1,,,,,,,,
8492,11/27/22 07:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8493,11/27/22 07:35:00,,,,,,,1,1,,,,,,,,
8494,11/27/22 08:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8495,11/27/22 08:05:00,,,,,,,1,1,,,,,,,,
8496,11/27/22 08:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8497,11/27/22 08:35:00,,,,,,,1,1,,,,,,,,
8498,11/27/22 09:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8499,11/27/22 09:05:00,,,,,,,1,1,,,,,,,,
8500,11/27/22 09:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8501,11/27/22 09:35:00,,,,,,,1,1,,,,,,,,
8502,11/27/22 10:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8503,11/27/22 10:05:00,,,,,,,1,1,,,,,,,,
8504,11/27/22 10:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8505,11/27/22 10:35:00,,,,,,,1,1,,,,,,,,
8506,11/27/22 11:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8507,11/27/22 11:05:00,,,,,,,1,1,,,,,,,,
8508,11/27/22 11:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8509,11/27/22 11:35:00,,,,,,,1,1,,,,,,,,
8510,11/27/22 12:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8511,11/27/22 12:05:00,,,,,,,1,1,,,,,,,,
8512,11/27/22 12:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8513,11/27/22 12:35:00,,,,,,,1,1,,,,,,,,
8514,11/27/22 13:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8515,11/27/22 13:05:00,,,,,,,1,1,,,,,,,,
8516,11/27/22 13:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8517,11/27/22 13:35:00,,,,,,,1,1,,,,,,,,
8518,11/27/22 14:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8519,11/27/22 14:05:00,,,,,,,1,1,,,,,,,,
8520,11/27/22 14:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8521,11/27/22 14:35:00,,,,,,,1,1,,,,,,,,
8522,11/27/22 15:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8523,11/27/22 15:05:00,,,,,,,1,1,,,,,,,,
8524,11/27/22 15:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8525,11/27/22 15:35:00,,,,,,,1,1,,,,,,,,
8526,11/27/22 16:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8527,11/27/22 16:05:00,,,,,,,1,1,,,,,,,,
8528,11/27/22 16:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8529,11/27/22 16:35:00,,,,,,,1,1,,,,,,,,
8530,11/27/22 17:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8531,11/27/22 17:05:00,,,,,,,1,1,,,,,,,,
8532,11/27/22 17:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8533,11/27/22 17:35:00,,,,,,,1,1,,,,,,,,
8534,11/27/22 18:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8535,11/27/22 18:05:00,,,,,,,1,1,,,,,,,,
8536,11/27/22 18:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8537,11/27/22 18:35:00,,,,,,,1,1,,,,,,,,
8538,11/27/22 19:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8539,11/27/22 19:05:00,,,,,,,1,1,,,,,,,,
8540,11/27/22 19:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8541,11/27/22 19:35:00,,,,,,,1,1,,,,,,,,
8542,11/27/22 20:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8543,11/27/22 20:05:00,,,,,,,1,1,,,,,,,,
8544,11/27/22 20:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8545,11/27/22 20:35:00,,,,,,,1,1,,,,,,,,
8546,11/27/22 21:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
