Line#,Date,"Solar Radiation (S-LIB 21198259:21176526-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362315-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362317-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362318-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21398620-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21401801:21362319-1), W/m^2, RX3000_BRW4","Solar Radiation (S-LIB 21401801:21390413-1), W/m^2, RX3000_BRW4","Solar Radiation (RXW-LIB 21401801:21398622-1), W/m^2, RX3000_BRW4","Solar Radiation (RXW-LIB 21401800:21362313-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362314-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362316-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362320-1), W/m^2, RX3000_BRW5","Solar Radiation (S-LIB 21401800:21390414-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21398617-1), W/m^2, RX3000_BRW5","Solar Radiation (S-LIB 21401803:21390415-1), W/m^2, RX3000_BRW6","Solar Radiation (RXW-LIB 21198259:21398616-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21401800:21398623-1), W/m^2, RX3000_BRW5"
6028,11/01/22 15:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6029,11/01/22 15:40:00,,,,,,1,1,1,,,,,,,,,
6030,11/01/22 16:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6031,11/01/22 16:10:00,,,,,,1,1,1,,,,,,,,,
6032,11/01/22 16:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6033,11/01/22 16:40:00,,,,,,1,1,1,,,,,,,,,
6034,11/01/22 17:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6035,11/01/22 17:10:00,,,,,,1,1,1,,,,,,,,,
6036,11/01/22 17:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6037,11/01/22 17:40:00,,,,,,1,1,1,,,,,,,,,
6038,11/01/22 18:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6039,11/01/22 18:10:00,,,,,,1,1,1,,,,,,,,,
6040,11/01/22 18:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6041,11/01/22 18:40:00,,,,,,1,4,1,,,,,,,,,
6042,11/01/22 19:00:00,7,4,1,2,1,,,,2,2,2,2,6,3,8,,
6043,11/01/22 19:10:00,,,,,,1,7,6,,,,,,,,,
6044,11/01/22 19:30:00,7,4,1,4,1,,,,4,4,4,2,6,4,9,,
6045,11/01/22 19:40:00,,,,,,1,26,8,,,,,,,,,
6046,11/01/22 20:00:00,16,11,2,8,2,,,,9,11,11,7,12,,34,,
6047,11/01/22 20:10:00,,,,,,1,32,22,,,,,,,,,
6048,11/01/22 20:30:00,21,16,4,14,4,,,,13,14,17,9,16,,26,,
6049,11/01/22 20:40:00,,,,,,2,23,23,,,,,,,,,
6050,11/01/22 21:00:00,26,18,6,19,6,,,,17,17,19,9,19,,34,,
6051,11/01/22 21:10:00,,,,,,3,28,28,,,,,,,,,
6052,11/01/22 21:30:00,31,22,7,23,7,,,,19,19,22,11,22,,36,,
6053,11/01/22 21:40:00,,,,,,4,31,31,,,,,,,,,
6054,11/01/22 22:00:00,36,27,8,29,9,,,,24,23,28,13,27,21,47,,
6055,11/01/22 22:10:00,,,,,,7,28,37,,,,,,,,,
6056,11/01/22 22:30:00,28,23,9,31,9,,,,24,22,28,11,23,18,34,,
6057,11/01/22 22:40:00,,,,,,6,18,31,,,,,,,,,
6058,11/01/22 23:00:00,24,14,8,23,8,,,,18,14,22,9,18,14,29,,
6059,11/01/22 23:10:00,,,,,,4,13,26,,,,,,,,,
6060,11/01/22 23:30:00,22,11,7,23,8,,,,17,12,22,7,17,12,28,,
6061,11/01/22 23:40:00,,,,,,4,13,27,,,,,,,,,
6062,11/02/22 00:00:00,17,9,6,23,6,,,,14,11,18,8,17,12,64,,
6063,11/02/22 00:10:00,,,,,,4,9,39,,,,,,,,,
6064,11/02/22 00:30:00,12,8,4,19,7,,,,12,7,14,7,12,9,41,,
6065,11/02/22 00:40:00,,,,,,3,6,26,,,,,,,,,
6066,11/02/22 01:00:00,6,4,4,11,4,,,,7,6,9,3,4,4,8,,
6067,11/02/22 01:10:00,,,,,,2,2,9,,,,,,,,,
6068,11/02/22 01:30:00,1,1,1,3,1,,,,2,1,3,1,1,2,2,,
6069,11/02/22 01:40:00,,,,,,1,1,2,,,,,,,,,
6070,11/02/22 02:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6071,11/02/22 02:10:00,,,,,,1,1,1,,,,,,,,,
6072,11/02/22 02:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6073,11/02/22 02:40:00,,,,,,1,1,1,,,,,,,,,
6074,11/02/22 03:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6075,11/02/22 03:10:00,,,,,,1,1,1,,,,,,,,,
6076,11/02/22 03:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6077,11/02/22 03:40:00,,,,,,1,1,1,,,,,,,,,
6078,11/02/22 04:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6079,11/02/22 04:10:00,,,,,,1,1,1,,,,,,,,,
6080,11/02/22 04:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6081,11/02/22 04:40:00,,,,,,1,1,1,,,,,,,,,
6082,11/02/22 05:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6083,11/02/22 05:10:00,,,,,,1,1,1,,,,,,,,,
6084,11/02/22 05:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6085,11/02/22 05:40:00,,,,,,1,1,1,,,,,,,,,
6086,11/02/22 06:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6087,11/02/22 06:10:00,,,,,,1,1,1,,,,,,,,,
6088,11/02/22 06:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6089,11/02/22 06:40:00,,,,,,1,1,1,,,,,,,,,
6090,11/02/22 07:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6091,11/02/22 07:10:00,,,,,,1,1,1,,,,,,,,,
6092,11/02/22 07:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6093,11/02/22 07:40:00,,,,,,1,1,1,,,,,,,,,
6094,11/02/22 08:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6095,11/02/22 08:10:00,,,,,,1,1,1,,,,,,,,,
6096,11/02/22 08:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6097,11/02/22 08:40:00,,,,,,1,1,1,,,,,,,,,
6098,11/02/22 09:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6099,11/02/22 09:10:00,,,,,,1,1,1,,,,,,,,,
6100,11/02/22 09:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6101,11/02/22 09:40:00,,,,,,1,1,1,,,,,,,,,
6102,11/02/22 10:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6103,11/02/22 10:10:00,,,,,,1,1,1,,,,,,,,,
6104,11/02/22 10:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6105,11/02/22 10:40:00,,,,,,1,1,1,,,,,,,,,
6106,11/02/22 11:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6107,11/02/22 11:10:00,,,,,,1,1,1,,,,,,,,,
6108,11/02/22 11:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6109,11/02/22 11:40:00,,,,,,1,1,1,,,,,,,,,
6110,11/02/22 12:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6111,11/02/22 12:10:00,,,,,,1,1,1,,,,,,,,,
6112,11/02/22 12:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6113,11/02/22 12:40:00,,,,,,1,1,1,,,,,,,,,
6114,11/02/22 13:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6115,11/02/22 13:10:00,,,,,,1,1,1,,,,,,,,,
6116,11/02/22 13:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6117,11/02/22 13:40:00,,,,,,1,1,1,,,,,,,,,
6118,11/02/22 14:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6119,11/02/22 14:10:00,,,,,,1,1,1,,,,,,,,,
6120,11/02/22 14:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6121,11/02/22 14:40:00,,,,,,1,1,1,,,,,,,,,
6122,11/02/22 15:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6123,11/02/22 15:10:00,,,,,,1,1,1,,,,,,,,,
6124,11/02/22 15:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6125,11/02/22 15:40:00,,,,,,1,1,1,,,,,,,,,
6126,11/02/22 16:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6127,11/02/22 16:10:00,,,,,,1,1,1,,,,,,,,,
6128,11/02/22 16:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6129,11/02/22 16:40:00,,,,,,1,1,1,,,,,,,,,
6130,11/02/22 17:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6131,11/02/22 17:10:00,,,,,,1,1,1,,,,,,,,,
6132,11/02/22 17:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6133,11/02/22 17:40:00,,,,,,1,1,1,,,,,,,,,
6134,11/02/22 18:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6135,11/02/22 18:10:00,,,,,,1,1,1,,,,,,,,,
6136,11/02/22 18:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6137,11/02/22 18:40:00,,,,,,1,1,1,,,,,,,,,
6138,11/02/22 19:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6139,11/02/22 19:10:00,,,,,,1,1,1,,,,,,,,,
6140,11/02/22 19:30:00,2,1,1,1,1,,,,1,1,1,1,2,1,3,,
6141,11/02/22 19:40:00,,,,,,1,2,2,,,,,,,,,
6142,11/02/22 20:00:00,6,2,1,2,1,,,,3,2,4,2,8,4,12,,
6143,11/02/22 20:10:00,,,,,,1,6,6,,,,,,,,,
6144,11/02/22 20:30:00,12,6,4,6,2,,,,11,6,9,6,16,13,17,,
6145,11/02/22 20:40:00,,,,,,2,8,11,,,,,,,,,
6146,11/02/22 21:00:00,12,7,6,8,3,,,,12,6,11,6,16,16,23,,
6147,11/02/22 21:10:00,,,,,,3,12,12,,,,,,,,,
6148,11/02/22 21:30:00,16,9,7,12,4,,,,18,9,17,7,22,18,29,,
6149,11/02/22 21:40:00,,,,,,4,13,16,,,,,,,,,
6150,11/02/22 22:00:00,17,14,9,16,6,,,,23,12,22,11,22,24,34,,
6151,11/02/22 22:10:00,,,,,,7,13,21,,,,,,,,,
6152,11/02/22 22:30:00,16,12,7,11,3,,,,17,9,14,9,19,18,34,,
6153,11/02/22 22:40:00,,,,,,4,14,19,,,,,,,,,
6154,11/02/22 23:00:00,12,11,7,12,3,,,,17,9,14,8,16,18,23,,
6155,11/02/22 23:10:00,,,,,,4,9,13,,,,,,,,,
6156,11/02/22 23:30:00,11,7,4,8,2,,,,12,7,11,6,14,14,18,,
6157,11/02/22 23:40:00,,,,,,2,7,11,,,,,,,,,
6158,11/03/22 00:00:00,9,6,4,6,2,,,,9,6,9,4,13,12,19,,
6159,11/03/22 00:10:00,,,,,,2,6,9,,,,,,,,,
6160,11/03/22 00:30:00,4,4,3,4,1,,,,7,3,6,3,7,8,7,,
6161,11/03/22 00:40:00,,,,,,1,2,6,,,,,,,,,
6162,11/03/22 01:00:00,1,1,1,1,1,,,,2,1,2,1,1,3,3,,
6163,11/03/22 01:10:00,,,,,,1,1,1,,,,,,,,,
6164,11/03/22 01:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6165,11/03/22 01:40:00,,,,,,1,1,1,,,,,,,,,
6166,11/03/22 02:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6167,11/03/22 02:10:00,,,,,,1,1,1,,,,,,,,,
6168,11/03/22 02:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6169,11/03/22 02:40:00,,,,,,1,1,1,,,,,,,,,
6170,11/03/22 03:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6171,11/03/22 03:10:00,,,,,,1,1,1,,,,,,,,,
6172,11/03/22 03:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6173,11/03/22 03:40:00,,,,,,1,1,1,,,,,,,,,
6174,11/03/22 04:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6175,11/03/22 04:10:00,,,,,,1,1,1,,,,,,,,,
6176,11/03/22 04:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6177,11/03/22 04:40:00,,,,,,1,1,1,,,,,,,,,
6178,11/03/22 05:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6179,11/03/22 05:10:00,,,,,,1,1,1,,,,,,,,,
6180,11/03/22 05:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6181,11/03/22 05:40:00,,,,,,1,1,1,,,,,,,,,
6182,11/03/22 06:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6183,11/03/22 06:10:00,,,,,,1,1,1,,,,,,,,,
6184,11/03/22 06:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6185,11/03/22 06:40:00,,,,,,1,1,1,,,,,,,,,
6186,11/03/22 07:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6187,11/03/22 07:10:00,,,,,,1,1,1,,,,,,,,,
6188,11/03/22 07:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6189,11/03/22 07:40:00,,,,,,1,1,1,,,,,,,,,
6190,11/03/22 08:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6191,11/03/22 08:10:00,,,,,,1,1,1,,,,,,,,,
6192,11/03/22 08:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6193,11/03/22 08:40:00,,,,,,1,1,1,,,,,,,,,
6194,11/03/22 09:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6195,11/03/22 09:10:00,,,,,,1,1,1,,,,,,,,,
6196,11/03/22 09:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6197,11/03/22 09:40:00,,,,,,1,1,1,,,,,,,,,
6198,11/03/22 10:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6199,11/03/22 10:10:00,,,,,,1,1,1,,,,,,,,,
6200,11/03/22 10:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6201,11/03/22 10:40:00,,,,,,1,1,1,,,,,,,,,
6202,11/03/22 11:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6203,11/03/22 11:10:00,,,,,,1,1,1,,,,,,,,,
6204,11/03/22 11:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6205,11/03/22 11:40:00,,,,,,1,1,1,,,,,,,,,
6206,11/03/22 12:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6207,11/03/22 12:10:00,,,,,,1,1,1,,,,,,,,,
6208,11/03/22 12:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6209,11/03/22 12:40:00,,,,,,1,1,1,,,,,,,,,
6210,11/03/22 13:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6211,11/03/22 13:10:00,,,,,,1,1,1,,,,,,,,,
6212,11/03/22 13:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6213,11/03/22 13:40:00,,,,,,1,1,1,,,,,,,,,
6214,11/03/22 14:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6215,11/03/22 14:10:00,,,,,,1,1,1,,,,,,,,,
6216,11/03/22 14:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6217,11/03/22 14:40:00,,,,,,1,1,1,,,,,,,,,
6218,11/03/22 15:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6219,11/03/22 15:10:00,,,,,,1,1,1,,,,,,,,,
6220,11/03/22 15:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6221,11/03/22 15:40:00,,,,,,1,1,1,,,,,,,,,
6222,11/03/22 16:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6223,11/03/22 16:10:00,,,,,,1,1,1,,,,,,,,,
6224,11/03/22 16:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6225,11/03/22 16:40:00,,,,,,1,1,1,,,,,,,,,
6226,11/03/22 17:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6227,11/03/22 17:10:00,,,,,,1,1,1,,,,,,,,,
6228,11/03/22 17:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6229,11/03/22 17:40:00,,,,,,1,1,1,,,,,,,,,
6230,11/03/22 18:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6231,11/03/22 18:10:00,,,,,,1,1,1,,,,,,,,,
6232,11/03/22 18:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6233,11/03/22 18:40:00,,,,,,1,1,1,,,,,,,,,
6234,11/03/22 19:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6235,11/03/22 19:10:00,,,,,,1,1,1,,,,,,,,,
6236,11/03/22 19:30:00,2,1,1,1,1,,,,1,1,1,1,2,1,4,,
6237,11/03/22 19:40:00,,,,,,1,8,2,,,,,,,,,
6238,11/03/22 20:00:00,7,4,1,2,1,,,,4,3,4,2,9,4,11,,
6239,11/03/22 20:10:00,,,,,,1,6,6,,,,,,,,,
6240,11/03/22 20:30:00,9,7,2,6,2,,,,9,7,8,3,12,9,16,,
6241,11/03/22 20:40:00,,,,,,2,9,8,,,,,,,,,
6242,11/03/22 21:00:00,13,11,4,8,2,,,,12,9,11,6,18,14,22,,
6243,11/03/22 21:10:00,,,,,,2,12,13,,,,,,,,,
6244,11/03/22 21:30:00,14,14,6,11,3,,,,16,12,14,7,19,18,23,,
6245,11/03/22 21:40:00,,,,,,3,13,13,,,,,,,,,
6246,11/03/22 22:00:00,14,12,6,12,4,,,,16,12,14,7,19,17,19,,
6247,11/03/22 22:10:00,,,,,,3,9,13,,,,,,,,,
6248,11/03/22 22:30:00,9,9,6,8,2,,,,11,8,9,6,14,14,17,,
6249,11/03/22 22:40:00,,,,,,2,8,11,,,,,,,,,
6250,11/03/22 23:00:00,11,9,6,8,2,,,,9,8,9,6,16,14,21,,
6251,11/03/22 23:10:00,,,,,,2,9,12,,,,,,,,,
6252,11/03/22 23:30:00,11,8,4,8,2,,,,11,9,11,6,14,14,17,,
6253,11/03/22 23:40:00,,,,,,3,8,9,,,,,,,,,
6254,11/04/22 00:00:00,11,8,4,7,2,,,,9,7,11,4,13,11,17,,
6255,11/04/22 00:10:00,,,,,,3,6,9,,,,,,,,,
6256,11/04/22 00:30:00,7,7,2,6,2,,,,9,6,9,3,8,9,11,,
6257,11/04/22 00:40:00,,,,,,2,4,7,,,,,,,,,
6258,11/04/22 01:00:00,3,3,1,2,1,,,,4,3,4,2,4,4,6,,
6259,11/04/22 01:10:00,,,,,,1,2,3,,,,,,,,,
6260,11/04/22 01:30:00,1,1,1,1,1,,,,1,1,2,1,1,2,1,,
6261,11/04/22 01:40:00,,,,,,1,1,1,,,,,,,,,
6262,11/04/22 02:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6263,11/04/22 02:10:00,,,,,,1,1,1,,,,,,,,,
6264,11/04/22 02:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6265,11/04/22 02:40:00,,,,,,1,1,1,,,,,,,,,
6266,11/04/22 03:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6267,11/04/22 03:10:00,,,,,,1,1,1,,,,,,,,,
6268,11/04/22 03:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6269,11/04/22 03:40:00,,,,,,1,1,1,,,,,,,,,
6270,11/04/22 04:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6271,11/04/22 04:10:00,,,,,,1,1,1,,,,,,,,,
6272,11/04/22 04:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6273,11/04/22 04:40:00,,,,,,1,1,1,,,,,,,,,
6274,11/04/22 05:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6275,11/04/22 05:10:00,,,,,,1,1,1,,,,,,,,,
6276,11/04/22 05:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6277,11/04/22 05:40:00,,,,,,1,1,1,,,,,,,,,
6278,11/04/22 06:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6279,11/04/22 06:10:00,,,,,,1,1,1,,,,,,,,,
6280,11/04/22 06:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6281,11/04/22 06:40:00,,,,,,1,1,1,,,,,,,,,
6282,11/04/22 07:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6283,11/04/22 07:10:00,,,,,,1,1,1,,,,,,,,,
6284,11/04/22 07:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6285,11/04/22 07:40:00,,,,,,1,1,1,,,,,,,,,
6286,11/04/22 08:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6287,11/04/22 08:10:00,,,,,,1,1,1,,,,,,,,,
6288,11/04/22 08:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6289,11/04/22 08:40:00,,,,,,1,1,1,,,,,,,,,
6290,11/04/22 09:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6291,11/04/22 09:10:00,,,,,,1,1,1,,,,,,,,,
6292,11/04/22 09:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6293,11/04/22 09:40:00,,,,,,1,1,1,,,,,,,,,
6294,11/04/22 10:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6295,11/04/22 10:10:00,,,,,,1,1,1,,,,,,,,,
6296,11/04/22 10:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6297,11/04/22 10:40:00,,,,,,1,1,1,,,,,,,,,
6298,11/04/22 11:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6299,11/04/22 11:10:00,,,,,,1,1,1,,,,,,,,,
6300,11/04/22 11:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6301,11/04/22 11:40:00,,,,,,1,1,1,,,,,,,,,
6302,11/04/22 12:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6303,11/04/22 12:10:00,,,,,,1,1,1,,,,,,,,,
6304,11/04/22 12:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6305,11/04/22 12:40:00,,,,,,1,1,1,,,,,,,,,
6306,11/04/22 13:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6307,11/04/22 13:10:00,,,,,,1,1,1,,,,,,,,,
6308,11/04/22 13:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6309,11/04/22 13:40:00,,,,,,1,1,1,,,,,,,,,
6310,11/04/22 14:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6311,11/04/22 14:10:00,,,,,,1,1,1,,,,,,,,,
6312,11/04/22 14:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6313,11/04/22 14:40:00,,,,,,1,1,1,,,,,,,,,
6314,11/04/22 15:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6315,11/04/22 15:10:00,,,,,,1,1,1,,,,,,,,,
6316,11/04/22 15:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6317,11/04/22 15:40:00,,,,,,1,1,1,,,,,,,,,
6318,11/04/22 16:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6319,11/04/22 16:10:00,,,,,,1,1,1,,,,,,,,,
6320,11/04/22 16:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6321,11/04/22 16:40:00,,,,,,1,1,1,,,,,,,,,
6322,11/04/22 17:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6323,11/04/22 17:10:00,,,,,,1,1,1,,,,,,,,,
6324,11/04/22 17:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6325,11/04/22 17:40:00,,,,,,1,1,1,,,,,,,,,
6326,11/04/22 18:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6327,11/04/22 18:10:00,,,,,,1,1,1,,,,,,,,,
6328,11/04/22 18:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6329,11/04/22 18:40:00,,,,,,1,1,1,,,,,,,,,
6330,11/04/22 19:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6331,11/04/22 19:10:00,,,,,,1,1,1,,,,,,,,,
6332,11/04/22 19:30:00,2,1,1,1,1,,,,1,1,1,1,2,1,2,,
6333,11/04/22 19:40:00,,,,,,1,3,1,,,,,,,,,
6334,11/04/22 20:00:00,6,3,1,3,1,,,,2,2,3,1,6,3,8,,
6335,11/04/22 20:10:00,,,,,,1,6,4,,,,,,,,,
6336,11/04/22 20:30:00,12,6,2,8,1,,,,7,7,8,2,11,7,16,,
6337,11/04/22 20:40:00,,,,,,1,11,8,,,,,,,,,
6338,11/04/22 21:00:00,13,11,4,12,2,,,,9,9,8,3,13,9,16,,
6339,11/04/22 21:10:00,,,,,,2,9,9,,,,,,,,,
6340,11/04/22 21:30:00,13,8,4,13,2,,,,9,11,8,4,14,11,23,,
6341,11/04/22 21:40:00,,,,,,2,13,9,,,,,,,,,
6342,11/04/22 22:00:00,16,12,6,16,2,,,,12,11,12,6,17,13,23,,
6343,11/04/22 22:10:00,,,,,,3,16,13,,,,,,,,,
6344,11/04/22 22:30:00,21,13,6,19,4,,,,16,14,14,7,19,16,24,,
6345,11/04/22 22:40:00,,,,,,4,16,16,,,,,,,,,
6346,11/04/22 23:00:00,17,13,6,18,4,,,,14,13,13,6,17,14,21,,
6347,11/04/22 23:10:00,,,,,,3,14,14,,,,,,,,,
6348,11/04/22 23:30:00,16,9,6,16,3,,,,13,12,16,6,16,13,21,,
6349,11/04/22 23:40:00,,,,,,3,12,13,,,,,,,,,
6350,11/05/22 00:00:00,12,9,4,14,2,,,,11,9,11,4,12,11,17,,
6351,11/05/22 00:10:00,,,,,,2,8,9,,,,,,,,,
6352,11/05/22 00:30:00,7,6,2,9,1,,,,7,7,8,2,6,7,8,,
6353,11/05/22 00:40:00,,,,,,1,3,7,,,,,,,,,
6354,11/05/22 01:00:00,1,1,1,4,1,,,,2,2,3,1,1,2,2,,
6355,11/05/22 01:10:00,,,,,,1,1,2,,,,,,,,,
6356,11/05/22 01:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6357,11/05/22 01:40:00,,,,,,1,1,1,,,,,,,,,
6358,11/05/22 02:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6359,11/05/22 02:10:00,,,,,,1,1,1,,,,,,,,,
6360,11/05/22 02:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6361,11/05/22 02:40:00,,,,,,1,1,1,,,,,,,,,
6362,11/05/22 03:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
6363,11/05/22 03:10:00,,,,,,1,1,1,,,,,,,,,
