Line#,Date,"Solar Radiation (S-LIB 21198259:21176526-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362315-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362317-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362318-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21398620-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21401801:21362319-1), W/m^2, RX3000_BRW4","Solar Radiation (S-LIB 21401801:21390413-1), W/m^2, RX3000_BRW4","Solar Radiation (RXW-LIB 21401801:21398622-1), W/m^2, RX3000_BRW4","Solar Radiation (RXW-LIB 21401800:21362313-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362314-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362316-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362320-1), W/m^2, RX3000_BRW5","Solar Radiation (S-LIB 21401800:21390414-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21398617-1), W/m^2, RX3000_BRW5","Solar Radiation (S-LIB 21401803:21390415-1), W/m^2, RX3000_BRW6","Solar Radiation (RXW-LIB 21198259:21398616-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21401800:21398623-1), W/m^2, RX3000_BRW5"
2474,09/25/22 15:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2475,09/25/22 15:10:00,,,,,,1,1,1,,,,,,,,,
2476,09/25/22 15:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2477,09/25/22 15:40:00,,,,,,1,1,1,,,,,,,,,
2478,09/25/22 16:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2479,09/25/22 16:10:00,,,,,,1,1,1,,,,,,,,,
2480,09/25/22 16:30:00,4,1,1,2,1,,,,1,1,1,1,4,2,4,,
2481,09/25/22 16:40:00,,,,,,2,11,4,,,,,,,,,
2482,09/25/22 17:00:00,11,9,4,8,4,,,,8,9,7,3,13,11,28,,
2483,09/25/22 17:10:00,,,,,,6,31,16,,,,,,,,,
2484,09/25/22 17:30:00,41,27,11,21,11,,,,21,22,17,7,46,26,28,,
2485,09/25/22 17:40:00,,,,,,12,44,33,,,,,,,,,
2486,09/25/22 18:00:00,42,38,18,33,17,,,,32,33,27,13,43,72,47,,
2487,09/25/22 18:10:00,,,,,,19,89,46,,,,,,,,,
2488,09/25/22 18:30:00,49,62,26,53,32,,,,54,56,43,22,62,54,56,,
2489,09/25/22 18:40:00,,,,,,29,62,64,,,,,,,,,
2490,09/25/22 19:00:00,61,48,28,57,37,,,,49,47,43,21,61,53,63,,
2491,09/25/22 19:10:00,,,,,,43,82,79,,,,,,,,,
2492,09/25/22 19:30:00,119,116,41,107,86,,,,93,92,82,41,91,63,121,,
2493,09/25/22 19:40:00,,,,,,51,99,113,,,,,,,,,
2494,09/25/22 20:00:00,76,94,44,104,84,,,,94,91,87,39,76,62,219,,
2495,09/25/22 20:10:00,,,,,,52,179,119,,,,,,,,,
2496,09/25/22 20:30:00,323,187,26,136,194,,,,81,147,149,106,72,43,59,,
2497,09/25/22 20:40:00,,,,,,24,69,199,,,,,,,,,
2498,09/25/22 21:00:00,124,133,33,114,142,,,,76,116,123,83,103,87,142,,
2499,09/25/22 21:10:00,,,,,,54,74,84,,,,,,,,,
2500,09/25/22 21:30:00,66,62,48,92,67,,,,71,66,69,34,69,74,91,,
2501,09/25/22 21:40:00,,,,,,46,81,64,,,,,,,,,
2502,09/25/22 22:00:00,97,58,47,86,56,,,,71,66,66,31,104,76,156,,
2503,09/25/22 22:10:00,,,,,,71,66,102,,,,,,,,,
2504,09/25/22 22:30:00,146,71,53,111,92,,,,96,86,98,38,159,88,117,,
2505,09/25/22 22:40:00,,,,,,91,116,148,,,,,,,,,
2506,09/25/22 23:00:00,132,87,59,152,139,,,,129,107,137,52,132,101,136,,
2507,09/25/22 23:10:00,,,,,,89,103,133,,,,,,,,,
2508,09/25/22 23:30:00,93,72,57,129,104,,,,112,94,109,38,111,98,114,,
2509,09/25/22 23:40:00,,,,,,68,59,96,,,,,,,,,
2510,09/26/22 00:00:00,72,44,41,69,42,,,,54,49,51,26,79,62,108,,
2511,09/26/22 00:10:00,,,,,,54,79,74,,,,,,,,,
2512,09/26/22 00:30:00,73,48,44,82,57,,,,66,57,66,27,76,68,124,,
2513,09/26/22 00:40:00,,,,,,61,33,81,,,,,,,,,
2514,09/26/22 01:00:00,44,39,37,107,127,,,,97,56,104,24,42,54,238,,
2515,09/26/22 01:10:00,,,,,,61,61,138,,,,,,,,,
2516,09/26/22 01:30:00,69,36,36,82,79,,,,71,42,73,24,73,52,57,,
2517,09/26/22 01:40:00,,,,,,38,31,52,,,,,,,,,
2518,09/26/22 02:00:00,56,28,37,71,63,,,,61,38,64,22,56,51,47,,
2519,09/26/22 02:10:00,,,,,,51,36,68,,,,,,,,,
2520,09/26/22 02:30:00,23,18,21,34,21,,,,26,22,27,13,23,28,23,,
2521,09/26/22 02:40:00,,,,,,17,16,23,,,,,,,,,
2522,09/26/22 03:00:00,9,8,8,14,8,,,,12,11,11,6,9,14,14,,
2523,09/26/22 03:10:00,,,,,,7,7,11,,,,,,,,,
2524,09/26/22 03:30:00,6,4,4,7,3,,,,4,6,4,2,6,6,7,,
2525,09/26/22 03:40:00,,,,,,4,3,6,,,,,,,,,
2526,09/26/22 04:00:00,1,1,1,2,1,,,,2,2,2,1,1,2,2,,
2527,09/26/22 04:10:00,,,,,,1,1,2,,,,,,,,,
2528,09/26/22 04:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2529,09/26/22 04:40:00,,,,,,1,1,1,,,,,,,,,
2530,09/26/22 05:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2531,09/26/22 05:10:00,,,,,,1,1,1,,,,,,,,,
2532,09/26/22 05:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2533,09/26/22 05:40:00,,,,,,1,1,1,,,,,,,,,
2534,09/26/22 06:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2535,09/26/22 06:10:00,,,,,,1,1,1,,,,,,,,,
2536,09/26/22 06:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2537,09/26/22 06:40:00,,,,,,1,1,1,,,,,,,,,
2538,09/26/22 07:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2539,09/26/22 07:10:00,,,,,,1,1,1,,,,,,,,,
2540,09/26/22 07:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2541,09/26/22 07:40:00,,,,,,1,1,1,,,,,,,,,
2542,09/26/22 08:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2543,09/26/22 08:10:00,,,,,,1,1,1,,,,,,,,,
2544,09/26/22 08:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2545,09/26/22 08:40:00,,,,,,1,1,1,,,,,,,,,
2546,09/26/22 09:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2547,09/26/22 09:10:00,,,,,,1,1,1,,,,,,,,,
2548,09/26/22 09:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2549,09/26/22 09:40:00,,,,,,1,1,1,,,,,,,,,
2550,09/26/22 10:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2551,09/26/22 10:10:00,,,,,,1,1,1,,,,,,,,,
2552,09/26/22 10:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2553,09/26/22 10:40:00,,,,,,1,1,1,,,,,,,,,
2554,09/26/22 11:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2555,09/26/22 11:10:00,,,,,,1,1,1,,,,,,,,,
2556,09/26/22 11:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2557,09/26/22 11:40:00,,,,,,1,1,1,,,,,,,,,
2558,09/26/22 12:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2559,09/26/22 12:10:00,,,,,,1,1,1,,,,,,,,,
2560,09/26/22 12:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2561,09/26/22 12:40:00,,,,,,1,1,1,,,,,,,,,
2562,09/26/22 13:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2563,09/26/22 13:10:00,,,,,,1,1,1,,,,,,,,,
2564,09/26/22 13:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2565,09/26/22 13:40:00,,,,,,1,1,1,,,,,,,,,
2566,09/26/22 14:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2567,09/26/22 14:10:00,,,,,,1,1,1,,,,,,,,,
2568,09/26/22 14:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2569,09/26/22 14:40:00,,,,,,1,1,1,,,,,,,,,
2570,09/26/22 15:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2571,09/26/22 15:10:00,,,,,,1,1,1,,,,,,,,,
2572,09/26/22 15:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2573,09/26/22 15:40:00,,,,,,1,1,1,,,,,,,,,
2574,09/26/22 16:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2575,09/26/22 16:10:00,,,,,,1,1,1,,,,,,,,,
2576,09/26/22 16:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,2,,
2577,09/26/22 16:40:00,,,,,,1,2,1,,,,,,,,,
2578,09/26/22 17:00:00,4,1,1,2,1,,,,1,1,1,1,4,2,6,,
2579,09/26/22 17:10:00,,,,,,1,6,4,,,,,,,,,
2580,09/26/22 17:30:00,11,4,4,6,2,,,,4,4,4,2,12,6,14,,
2581,09/26/22 17:40:00,,,,,,4,12,9,,,,,,,,,
2582,09/26/22 18:00:00,16,9,9,14,6,,,,11,11,11,6,18,13,23,,
2583,09/26/22 18:10:00,,,,,,7,17,17,,,,,,,,,
2584,09/26/22 18:30:00,23,12,12,19,8,,,,14,14,14,8,24,18,29,,
2585,09/26/22 18:40:00,,,,,,9,22,21,,,,,,,,,
2586,09/26/22 19:00:00,32,17,17,26,12,,,,19,19,18,11,34,23,36,,
2587,09/26/22 19:10:00,,,,,,14,29,29,,,,,,,,,
2588,09/26/22 19:30:00,36,22,21,32,16,,,,26,24,23,14,38,31,44,,
2589,09/26/22 19:40:00,,,,,,18,36,36,,,,,,,,,
2590,09/26/22 20:00:00,38,26,24,38,21,,,,31,28,28,16,41,36,44,,
2591,09/26/22 20:10:00,,,,,,19,38,37,,,,,,,,,
2592,09/26/22 20:30:00,41,26,26,39,21,,,,31,28,28,18,44,37,61,,
2593,09/26/22 20:40:00,,,,,,22,43,41,,,,,,,,,
2594,09/26/22 21:00:00,54,33,31,48,28,,,,38,36,34,21,62,46,97,,
2595,09/26/22 21:10:00,,,,,,33,99,62,,,,,,,,,
2596,09/26/22 21:30:00,98,66,53,91,59,,,,74,69,67,37,103,83,171,,
2597,09/26/22 21:40:00,,,,,,61,94,121,,,,,,,,,
2598,09/26/22 22:00:00,76,82,57,113,87,,,,97,88,92,43,84,94,113,,
2599,09/26/22 22:10:00,,,,,,61,78,91,,,,,,,,,
2600,09/26/22 22:30:00,117,64,54,92,59,,,,76,69,68,38,118,86,174,,
2601,09/26/22 22:40:00,,,,,,77,139,127,,,,,,,,,
2602,09/26/22 23:00:00,123,89,61,144,133,,,,122,106,126,48,126,102,174,,
2603,09/26/22 23:10:00,,,,,,87,94,134,,,,,,,,,
2604,09/26/22 23:30:00,64,64,54,102,74,,,,83,73,82,38,76,86,81,,
2605,09/26/22 23:40:00,,,,,,54,54,78,,,,,,,,,
2606,09/27/22 00:00:00,47,38,38,59,34,,,,47,43,43,26,54,56,57,,
2607,09/27/22 00:10:00,,,,,,37,41,53,,,,,,,,,
2608,09/27/22 00:30:00,36,28,28,43,24,,,,34,32,31,18,41,42,52,,
2609,09/27/22 00:40:00,,,,,,28,37,39,,,,,,,,,
2610,09/27/22 01:00:00,38,26,24,38,22,,,,29,28,27,16,42,36,43,,
2611,09/27/22 01:10:00,,,,,,27,34,39,,,,,,,,,
2612,09/27/22 01:30:00,31,23,22,36,19,,,,28,26,24,14,34,33,41,,
2613,09/27/22 01:40:00,,,,,,22,29,32,,,,,,,,,
2614,09/27/22 02:00:00,24,19,19,29,17,,,,23,22,22,12,28,28,32,,
2615,09/27/22 02:10:00,,,,,,21,26,29,,,,,,,,,
2616,09/27/22 02:30:00,24,17,18,26,14,,,,21,19,18,11,28,26,24,,
2617,09/27/22 02:40:00,,,,,,19,22,27,,,,,,,,,
2618,09/27/22 03:00:00,12,12,14,19,11,,,,16,14,14,9,12,21,12,,
2619,09/27/22 03:10:00,,,,,,9,8,14,,,,,,,,,
2620,09/27/22 03:30:00,4,4,4,7,3,,,,4,6,4,2,4,6,6,,
2621,09/27/22 03:40:00,,,,,,3,2,4,,,,,,,,,
2622,09/27/22 04:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2623,09/27/22 04:10:00,,,,,,1,1,1,,,,,,,,,
2624,09/27/22 04:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2625,09/27/22 04:40:00,,,,,,1,1,1,,,,,,,,,
2626,09/27/22 05:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2627,09/27/22 05:10:00,,,,,,1,1,1,,,,,,,,,
2628,09/27/22 05:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2629,09/27/22 05:40:00,,,,,,1,1,1,,,,,,,,,
2630,09/27/22 06:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2631,09/27/22 06:10:00,,,,,,1,1,1,,,,,,,,,
2632,09/27/22 06:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2633,09/27/22 06:40:00,,,,,,1,1,1,,,,,,,,,
2634,09/27/22 07:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2635,09/27/22 07:10:00,,,,,,1,1,1,,,,,,,,,
2636,09/27/22 07:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2637,09/27/22 07:40:00,,,,,,1,1,1,,,,,,,,,
2638,09/27/22 08:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2639,09/27/22 08:10:00,,,,,,1,1,1,,,,,,,,,
2640,09/27/22 08:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2641,09/27/22 08:40:00,,,,,,1,1,1,,,,,,,,,
2642,09/27/22 09:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2643,09/27/22 09:10:00,,,,,,1,1,1,,,,,,,,,
2644,09/27/22 09:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2645,09/27/22 09:40:00,,,,,,1,1,1,,,,,,,,,
2646,09/27/22 10:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2647,09/27/22 10:10:00,,,,,,1,1,1,,,,,,,,,
2648,09/27/22 10:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2649,09/27/22 10:40:00,,,,,,1,1,1,,,,,,,,,
2650,09/27/22 11:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2651,09/27/22 11:10:00,,,,,,1,1,1,,,,,,,,,
2652,09/27/22 11:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2653,09/27/22 11:40:00,,,,,,1,1,1,,,,,,,,,
2654,09/27/22 12:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2655,09/27/22 12:10:00,,,,,,1,1,1,,,,,,,,,
2656,09/27/22 12:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2657,09/27/22 12:40:00,,,,,,1,1,1,,,,,,,,,
2658,09/27/22 13:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2659,09/27/22 13:10:00,,,,,,1,1,1,,,,,,,,,
2660,09/27/22 13:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2661,09/27/22 13:40:00,,,,,,1,1,1,,,,,,,,,
2662,09/27/22 14:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2663,09/27/22 14:10:00,,,,,,1,1,1,,,,,,,,,
2664,09/27/22 14:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2665,09/27/22 14:40:00,,,,,,1,1,1,,,,,,,,,
2666,09/27/22 15:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2667,09/27/22 15:10:00,,,,,,1,1,1,,,,,,,,,
2668,09/27/22 15:30:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2669,09/27/22 15:40:00,,,,,,1,1,1,,,,,,,,,
2670,09/27/22 16:00:00,1,1,1,1,1,,,,1,1,1,1,1,1,1,,
2671,09/27/22 16:10:00,,,,,,1,1,1,,,,,,,,,
2672,09/27/22 16:30:00,1,1,1,1,1,,,,1,1,1,1,2,1,2,,
2673,09/27/22 16:40:00,,,,,,1,1,2,,,,,,,,,
2674,09/27/22 17:00:00,3,1,1,1,1,,,,1,1,2,1,4,3,8,,
2675,09/27/22 17:10:00,,,,,,1,4,4,,,,,,,,,
2676,09/27/22 17:30:00,8,6,6,4,3,,,,4,3,8,4,12,11,17,,
2677,09/27/22 17:40:00,,,,,,4,33,18,,,,,,,,,
2678,09/27/22 18:00:00,37,32,14,14,11,,,,26,18,22,12,38,37,27,,
2679,09/27/22 18:10:00,,,,,,4,14,33,,,,,,,,,
2680,09/27/22 18:30:00,24,19,14,14,9,,,,17,12,22,11,36,31,59,,
2681,09/27/22 18:40:00,,,,,,9,29,31,,,,,,,,,
2682,09/27/22 19:00:00,66,29,22,23,18,,,,32,21,33,17,66,42,81,,
2683,09/27/22 19:10:00,,,,,,14,26,54,,,,,,,,,
2684,09/27/22 19:30:00,116,57,33,43,39,,,,73,39,66,34,61,73,142,,
2685,09/27/22 19:40:00,,,,,,28,214,123,,,,,,,,,
2686,09/27/22 20:00:00,426,224,33,152,252,,,,168,139,179,134,131,,263,,
2687,09/27/22 20:10:00,,,,,,27,114,191,,,,,,,,,
2688,09/27/22 20:30:00,44,199,27,134,192,,,,82,127,141,103,36,44,313,,
2689,09/27/22 20:40:00,,,,,,11,269,87,,,,,,,,,
2690,09/27/22 21:00:00,71,209,16,139,224,,,,81,137,156,111,52,44,103,,
2691,09/27/22 21:10:00,,,,,,17,121,154,,,,,,,,,
2692,09/27/22 21:30:00,128,288,33,223,326,,,,143,187,239,156,79,67,88,,
2693,09/27/22 21:40:00,,,,,,34,299,241,,,,,,,,,
2694,09/27/22 22:00:00,151,196,43,173,228,,,,111,136,176,121,121,109,162,,
2695,09/27/22 22:10:00,,,,,,38,91,246,,,,,,,,,
2696,09/27/22 22:30:00,436,107,54,268,414,,,,148,124,294,94,129,96,151,,
2697,09/27/22 22:40:00,,,,,,51,106,317,,,,,,,,,
2698,09/27/22 23:00:00,67,61,36,152,238,,,,84,68,173,56,39,57,178,,
2699,09/27/22 23:10:00,,,,,,46,116,102,,,,,,,,,
2700,09/27/22 23:30:00,203,79,47,183,259,,,,118,93,189,44,182,81,139,,
2701,09/27/22 23:40:00,,,,,,82,93,202,,,,,,,,,
2702,09/28/22 00:00:00,103,56,48,103,98,,,,84,66,101,34,101,71,226,,
2703,09/28/22 00:10:00,,,,,,92,124,123,,,,,,,,,
2704,09/28/22 00:30:00,188,61,59,159,209,,,,141,74,151,44,134,84,98,,
2705,09/28/22 00:40:00,,,,,,87,34,162,,,,,,,,,
2706,09/28/22 01:00:00,58,38,38,91,104,,,,81,46,88,24,46,52,128,,
2707,09/28/22 01:10:00,,,,,,57,69,119,,,,,,,,,
2708,09/28/22 01:30:00,48,52,52,113,118,,,,98,61,103,34,58,71,51,,
2709,09/28/22 01:40:00,,,,,,41,19,73,,,,,,,,,
2710,09/28/22 02:00:00,56,23,29,47,39,,,,34,24,37,17,76,34,73,,
2711,09/28/22 02:10:00,,,,,,38,33,49,,,,,,,,,
2712,09/28/22 02:30:00,42,24,34,57,52,,,,41,29,49,18,44,41,51,,
2713,09/28/22 02:40:00,,,,,,38,19,48,,,,,,,,,
2714,09/28/22 03:00:00,14,16,18,32,23,,,,24,19,24,9,18,23,17,,
2715,09/28/22 03:10:00,,,,,,13,8,17,,,,,,,,,
2716,09/28/22 03:30:00,7,6,6,9,6,,,,7,7,7,3,7,9,19,,
2717,09/28/22 03:40:00,,,,,,7,7,9,,,,,,,,,
