Time,node-03 / PM10_0,node-03 / PM2_5,node-03 / Temperature,node-04 / PM10_0,node-04 / PM2_5,node-04 / Temperature,node-05 / PM10_0,node-05 / PM2_5,node-05 / Temperature,node-06 / PM10_0,node-06 / PM2_5,node-06 / Temperature,node-07 / PM10_0,node-07 / PM2_5,node-07 / Temperature,node-08 / PM10_0,node-08 / PM2_5,node-08 / Temperature,node-09 / PM10_0,node-09 / PM2_5,node-09 / Temperature,node-10 / PM10_0,node-10 / PM2_5,node-10 / Temperature,node-11 / PM10_0,node-11 / PM2_5,node-11 / Temperature,node-12 / PM10_0,node-12 / PM2_5,node-12 / Temperature,node-13 / PM10_0,node-13 / PM2_5,node-13 / Temperature,node-14 / PM10_0,node-14 / PM2_5,node-14 / Temperature,node-15 / PM10_0,node-15 / PM2_5,node-15 / Temperature,node-16 / PM10_0,node-16 / PM2_5,node-16 / Temperature,node-17 / PM10_0,node-17 / PM2_5,node-17 / Temperature,node-18 / PM10_0,node-18 / PM2_5,node-18 / Temperature,node-19 / PM10_0,node-19 / PM2_5,node-19 / Temperature
07-31-2025 18:00,3.0,3.0,16.739514,3.0,3.0,25.350993,3.0,3.0,25.123819,8.0,6.0,10.861978,0.0,0.0,25.0,2.0,1.0,16.0,76.0,37.0,21.0,9.0,4.0,23.0,4.0,3.0,27.0,999.0,999.0,27.0,0.0,0.0,21.0,1.0,1.0,16.0,1.0,0.0,20.0,1.0,0.0,20.0,0.0,0.0,16.0,1.0,0.0,13.0,13.0,1.0,17.0
07-31-2025 19:00,3.0,3.0,19.322972,3.0,3.0,24.028716,3.0,3.0,24.796476,6.0,5.0,6.729313,1.0,0.0,25.0,1.0,0.0,18.0,18.0,7.0,22.0,2.0,1.0,23.0,3.0,1.0,26.0,999.0,999.0,26.0,10.0,8.0,25.0,1.0,1.0,22.0,1.0,0.0,22.0,1.0,0.0,22.0,0.0,0.0,20.0,0.0,0.0,14.0,19.0,4.0,22.0
07-31-2025 20:00,3.0,3.0,22.229359,3.0,3.0,19.731314,3.5,3.0,22.542598,9.0,7.0,5.351759,1.0,0.0,22.0,2.0,0.0,19.0,0.0,0.0,23.0,2.0,0.0,23.0,1.0,0.0,24.0,999.0,999.0,23.0,6.0,4.0,25.0,1.0,0.0,23.0,1.0,0.0,23.0,1.0,1.0,24.0,13.0,6.0,24.0,0.0,0.0,16.0,0.0,0.0,24.0
07-31-2025 21:00,4.0,3.0,23.521088,3.0,3.0,18.078469,3.0,3.0,22.05126,5.0,4.0,3.974204,1.0,1.0,22.0,0.0,0.0,20.0,0.0,0.0,25.0,1.0,0.0,24.0,2.0,1.0,23.0,999.0,999.0,22.0,6.0,4.0,25.0,2.0,1.0,24.0,1.0,0.0,24.0,0.0,0.0,26.0,2.0,1.0,23.0,1.0,0.0,17.0,1.0,0.0,23.0
07-31-2025 22:00,3.0,3.0,20.614701,3.0,3.0,15.103345,4.0,3.0,21.06858,7.0,6.0,3.974204,0.0,0.0,20.0,2.0,0.0,19.0,0.0,0.0,23.0,1.0,0.0,22.0,3.0,0.0,22.0,999.0,999.0,18.0,17.0,15.0,23.0,2.0,2.0,22.0,0.0,0.0,22.0,1.0,0.0,22.0,9.0,4.0,18.0,0.0,0.0,16.0,15.0,10.0,19.0
07-31-2025 23:00,5.0,4.0,16.739514,5.0,4.0,14.772775,5.0,4.0,18.646824,7.0,6.0,2.596649,1.0,1.0,16.0,1.0,0.0,17.0,0.0,0.0,15.0,0.0,0.0,20.0,21.0,16.0,18.0,999.0,999.0,15.0,5.0,1.0,21.0,3.0,1.0,18.0,0.0,0.0,17.0,1.0,1.0,16.0,1.0,0.0,18.0,0.0,0.0,17.0,0.0,0.0,17.0
08-01-2025 00:00,3.0,3.0,12.864329,3.0,3.0,11.797652,4.0,3.0,16.15519,5.0,4.0,-0.15846,12.0,10.0,12.0,2.0,0.0,14.0,0.0,0.0,13.0,0.0,0.0,14.0,1.0,0.0,14.0,999.0,999.0,12.0,1.0,0.0,15.0,1.0,1.0,14.0,0.0,0.0,13.0,0.0,0.0,13.0,1.0,0.0,13.0,0.0,0.0,14.0,1.0,1.0,14.0
08-01-2025 01:00,3.0,3.0,10.926737,3.0,3.0,8.687185,3.0,3.0,13.534715,,,,0.0,0.0,12.0,1.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,12.0,999.0,999.0,10.0,0.0,0.0,13.0,1.0,0.0,13.0,0.0,0.0,12.0,0.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,12.0
08-01-2025 02:00,3.0,3.0,10.603805,3.0,3.0,7.033242,3.0,3.0,12.224477,4.5,4.0,-2.224793,0.0,0.0,11.0,1.0,0.0,9.0,0.0,0.0,10.0,0.0,0.0,11.0,0.0,0.0,11.0,999.0,999.0,9.0,0.0,0.0,13.0,0.0,0.0,12.0,0.0,0.0,10.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,12.0
08-01-2025 03:00,,,,15.0,12.0,6.371665,3.0,3.0,11.569358,6.0,5.0,-4.291125,0.0,0.0,10.0,1.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,11.0,0.0,0.0,10.0,999.0,999.0,8.0,0.0,0.0,11.0,1.0,0.0,12.0,0.0,0.0,9.0,0.0,0.0,10.0,0.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,11.0
08-01-2025 04:00,3.0,3.0,10.280873,3.0,3.0,6.371665,4.0,3.0,10.259121,6.0,5.0,-4.291125,0.0,0.0,10.0,1.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,11.0,0.0,0.0,10.0,999.0,999.0,8.0,0.0,0.0,12.0,1.0,1.0,14.0,0.0,0.0,9.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,12.0
08-01-2025 05:00,3.0,3.0,10.280873,5.0,4.0,8.356396,3.0,3.0,10.259121,5.0,4.0,-1.536015,0.0,0.0,12.0,0.0,0.0,13.0,0.0,0.0,12.0,0.0,0.0,13.0,0.0,0.0,11.0,999.0,999.0,11.0,0.0,0.0,12.0,3.0,3.0,14.0,0.0,0.0,11.0,0.0,0.0,13.0,0.0,0.0,12.0,0.0,0.0,13.0,0.0,0.0,12.0
08-01-2025 06:00,3.0,3.0,11.70302,3.0,3.0,10.341129,3.0,3.0,11.569358,5.0,4.0,2.596649,0.0,0.0,14.0,0.0,0.0,16.0,0.0,0.0,12.0,0.0,0.0,14.0,0.0,0.0,12.0,999.0,999.0,12.0,0.0,0.0,13.0,1.0,0.0,15.0,0.0,0.0,12.0,0.0,0.0,18.0,0.0,0.0,13.0,0.0,0.0,15.0,0.0,0.0,12.0
